@relation Starcraft_PvT_Protoss_openings

@attribute ProtossPylon numeric
@attribute ProtossSecondPylon numeric
@attribute ProtossFirstGas numeric
@attribute ProtossSecondGas numeric
@attribute ProtossFirstExpansion numeric
@attribute ProtossSecondExpansion numeric
@attribute ProtossThirdExpansion numeric
@attribute ProtossFourthExpansion numeric
@attribute ProtossGateway numeric
@attribute ProtossSecondGatway numeric
@attribute ProtossThirdGatway numeric
@attribute ProtossFourthGatway numeric
@attribute ProtossCore numeric
@attribute ProtossZealot numeric
@attribute ProtossGoon numeric
@attribute ProtossRange numeric
@attribute ProtossForge numeric
@attribute ProtossCannon numeric
@attribute ProtossGroundWeapons1 numeric
@attribute ProtossGroundArmor1 numeric
@attribute ProtossShields1 numeric
@attribute ProtossGroundWeapons2 numeric
@attribute ProtossGroundArmor2 numeric
@attribute ProtossShields2 numeric
@attribute ProtossCitadel numeric
@attribute ProtossLegs numeric
@attribute ProtossArchives numeric
@attribute ProtossTemplar numeric
@attribute ProtossArchon numeric
@attribute ProtossStorm numeric
@attribute ProtossDarkTemplar numeric
@attribute ProtossDarkArchon numeric
@attribute ProtossMaelstorm numeric
@attribute ProtossRoboBay numeric
@attribute ProtossShuttle numeric
@attribute ProtossShuttleSpeed numeric
@attribute ProtossRoboSupport numeric
@attribute ProtossReavor numeric
@attribute ProtossReavorDamage numeric
@attribute ProtossReavorCapacity numeric
@attribute ProtossObservory numeric
@attribute ProtossObs numeric
@attribute ProtossStargate numeric
@attribute ProtossCorsair numeric
@attribute ProtossDisruptionWeb numeric
@attribute ProtossFleetBeason numeric
@attribute ProtossCarrier numeric
@attribute ProtossCarrierCapacity numeric
@attribute ProtossTribunal numeric
@attribute ProtossArbitor numeric
@attribute ProtossStatis numeric
@attribute ProtossRecall numeric
@attribute ProtossAirWeapons1 numeric
@attribute ProtossAirArmor1 numeric
@attribute ProtossAirWeapons2 numeric
@attribute ProtossAirArmor2 numeric
@attribute midBuild {fast_dt,templar,reaver_drop}

@data
1270,3610,2550,11240,6920,13505,15290,16875,1975,12680,14400,-1,3240,-1,4345,4530,8655,9495,22385,22390,22395,26520,26525,26530,5360,-1,6455,-1,-1,-1,7505,-1,-1,8065,9630,10845,9750,10860,18470,-1,9615,13635,19535,-1,-1,20815,23765,22180,-1,-1,-1,-1,26465,26495,31420,31450,unknown
1280,3690,2715,-1,10990,14325,18140,24140,2065,4420,11760,16150,3425,10400,4695,12180,13815,15070,16425,20470,-1,-1,-1,-1,14010,15240,-1,-1,-1,-1,-1,-1,-1,7080,8460,-1,10035,11170,-1,-1,8720,9560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1210,3125,2220,16385,9585,19525,20725,25455,1930,6870,10940,19655,3885,3020,5080,15065,11280,12010,-1,-1,-1,-1,-1,-1,4955,12475,6300,10255,13145,10820,7360,-1,-1,5700,7020,-1,-1,-1,-1,-1,14335,14875,16465,26515,34665,17765,19025,20160,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1225,3345,2495,28060,15340,16085,23295,23500,1965,6140,8895,17325,4465,2965,6180,11980,19370,21135,21970,41120,50735,36555,50745,-1,7180,21650,8575,27355,-1,29395,9600,-1,-1,14040,15405,27260,25870,-1,-1,-1,15670,16270,40465,-1,-1,42920,48180,50835,-1,-1,-1,-1,37105,47025,45680,-1,fast_dt
1235,4130,2700,-1,-1,-1,-1,-1,1985,8225,-1,-1,3155,-1,4215,9245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4705,6000,-1,6365,6925,-1,-1,8575,9185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1205,3610,2495,19350,14945,24490,25640,31195,1940,9435,10770,13145,3155,12875,4175,7240,17680,18950,19205,23300,-1,28400,-1,-1,13570,15715,23360,34985,36685,-1,25510,-1,-1,4605,5940,11330,6090,6775,-1,-1,6070,9180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1225,3520,2430,14355,7935,13595,17665,20250,1895,8860,9090,9450,3185,11575,4185,6210,11255,12220,13950,19110,23815,14500,23805,29015,13890,14930,14910,18145,41265,19130,47685,-1,-1,4685,9650,-1,-1,-1,-1,-1,6270,6855,21420,-1,-1,23270,24885,24910,-1,-1,-1,-1,24295,29360,29340,33675,
1280,3705,2490,13310,9280,12745,17175,18855,2000,6320,16025,16365,3205,14870,4270,5405,10055,14000,13190,-1,27330,21445,-1,-1,9765,13605,12355,17695,19440,24200,14240,-1,-1,4785,13725,-1,-1,-1,-1,-1,6185,7075,19650,-1,-1,25025,-1,-1,21565,22935,-1,22960,-1,23850,-1,-1,
1295,3800,2580,10510,6290,11650,15235,20305,2065,7235,13770,14430,3280,14340,4350,6610,12195,12905,14360,-1,-1,18410,-1,-1,9950,12295,11885,21550,-1,21615,13265,-1,-1,4795,12945,-1,-1,-1,-1,-1,6200,6800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1205,3775,2565,30635,8460,13365,24175,26655,1980,7805,9160,9825,3125,11880,4350,4475,14945,18285,-1,-1,-1,-1,-1,-1,7155,11525,8650,13895,-1,13840,10085,-1,-1,5840,9315,-1,-1,-1,-1,-1,7245,7845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1200,3120,2440,13530,10500,20810,28530,-1,1920,3550,11225,14975,4895,2910,6230,6040,8530,9775,15085,-1,-1,-1,-1,-1,6995,13760,8305,18685,23615,15840,9545,-1,-1,9090,11380,-1,-1,-1,-1,-1,10790,11410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1175,3825,2480,-1,8365,11565,14975,-1,1975,5445,9270,10165,3070,10695,4210,4110,-1,-1,-1,-1,-1,-1,-1,-1,8690,10345,12730,15315,-1,14610,13780,-1,-1,10270,12380,-1,-1,-1,-1,-1,11660,12205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1290,3745,2650,15305,7370,12265,13505,17080,2065,6375,9935,10405,3195,11970,4250,4600,15805,17760,18035,23420,24505,18135,27950,30215,11335,14805,17635,19705,24245,19695,24480,-1,-1,8085,17300,-1,-1,-1,-1,-1,9705,10535,39840,-1,-1,41145,42210,42305,-1,-1,-1,-1,39865,-1,43885,-1,templar
1250,3630,2545,29095,7725,13595,20220,23235,2015,6425,8930,13230,3130,14700,4140,5760,15530,16965,17045,26080,-1,31735,-1,-1,13925,14955,26635,36210,-1,36200,28315,-1,-1,4725,7950,-1,-1,-1,-1,-1,6190,6730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1285,3695,2585,18315,8010,11800,15895,16205,2020,6855,9200,9605,3190,12065,4235,6070,17260,18350,18565,22790,-1,18645,23905,-1,10210,11900,-1,-1,-1,-1,-1,-1,-1,4760,8105,-1,-1,-1,-1,-1,6060,6620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1280,3645,2545,11860,9415,13435,20500,-1,2015,9585,9820,10215,3130,12680,4180,4545,21310,22790,25895,25930,-1,-1,-1,-1,10525,12240,-1,-1,-1,-1,-1,-1,-1,5825,7150,-1,7540,8735,-1,-1,7120,7710,14710,-1,-1,16020,17310,17320,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1220,3590,2530,13500,9620,18535,-1,-1,2020,8630,11560,12195,3130,6645,4145,7445,16320,17640,17445,-1,-1,-1,-1,-1,10365,12545,11600,16590,17515,-1,12995,-1,-1,4740,6145,-1,6215,7010,-1,-1,7865,14240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1315,3450,4770,17515,10370,-1,-1,-1,2045,2685,6740,7905,5825,3045,6980,7005,10125,-1,-1,-1,-1,-1,-1,-1,11605,14205,17625,-1,-1,-1,-1,-1,-1,7095,11995,-1,-1,-1,-1,-1,8415,8985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1170,3430,2475,18535,8305,10900,15385,20600,1970,6940,9675,13290,3070,11305,4060,4470,16425,17665,17805,-1,-1,21960,-1,-1,11795,13245,14465,-1,-1,-1,15810,-1,-1,4935,10530,-1,-1,-1,-1,-1,6240,7265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1195,3575,2545,13875,8600,9575,13055,-1,1950,10110,10410,11215,3155,14885,4210,4625,-1,-1,-1,-1,-1,-1,-1,-1,10785,13225,11790,-1,-1,-1,12845,-1,-1,5975,8715,-1,-1,-1,-1,-1,7310,7870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1270,3630,2630,22580,9015,13165,13580,13780,2040,7185,9920,13460,3240,12805,4230,6035,13330,14045,14380,19605,-1,20950,23685,-1,10065,11510,18415,21325,-1,19690,21360,-1,-1,4960,11700,24465,23660,-1,-1,-1,6275,6885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1165,3460,2410,22500,7480,12350,16045,16155,1895,6615,10050,10155,2995,11730,3990,5390,22060,26115,23370,29225,-1,-1,-1,-1,10275,11375,-1,-1,-1,-1,-1,-1,-1,4560,12825,-1,-1,-1,-1,-1,5880,6460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1290,3990,2470,2870,12855,-1,-1,-1,2035,6695,13985,17730,3675,3065,4670,6150,17770,-1,-1,-1,-1,-1,-1,-1,11355,18245,13435,18685,-1,18670,14495,-1,-1,5900,7225,-1,8095,8700,-1,-1,7370,14150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1180,3605,2400,15065,10050,13780,19895,26080,1905,5585,11215,14910,3015,3150,4020,4520,15835,16915,16895,-1,-1,-1,-1,-1,11845,14885,18715,27040,-1,24080,20545,-1,-1,6660,8970,27110,26035,-1,-1,-1,8040,8740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1265,3670,2450,27180,8540,12495,19385,27580,2010,6355,10965,11090,3165,11560,4155,5695,16350,17295,17705,22810,-1,-1,-1,-1,11260,12275,30620,-1,-1,-1,31695,-1,-1,4715,11590,-1,-1,-1,-1,-1,6040,6620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1235,3695,2580,14795,7205,11045,19580,20030,2020,7700,8055,9585,3190,9805,4235,5830,13295,14230,15130,23305,-1,-1,27840,-1,9520,10535,-1,-1,-1,-1,-1,-1,-1,4810,11810,-1,-1,-1,-1,-1,6265,6870,15105,-1,-1,16305,17430,17465,-1,-1,-1,-1,18150,-1,23315,-1,
1190,3502,2426,-1,22336,-1,-1,-1,1906,5750,9720,10710,3004,11254,4008,4792,-1,-1,-1,-1,-1,-1,-1,-1,10750,12824,15196,22764,23828,-1,16502,-1,-1,6904,8472,-1,9462,10068,-1,-1,9676,11104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1304,3106,2502,13492,11726,14864,20596,22658,2022,7744,13016,13096,3836,3006,4816,5166,14912,19114,23748,-1,-1,-1,-1,-1,11036,15812,12340,-1,-1,-1,13396,-1,-1,6122,7414,-1,8102,9006,-1,-1,9494,10296,24046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1168,2978,2522,10954,8760,12676,16556,20718,1894,5280,13782,14448,3606,3040,4840,5496,10310,10996,12822,-1,-1,17912,-1,-1,4916,15500,6340,-1,-1,-1,7328,-1,-1,7918,9688,-1,-1,-1,-1,-1,10684,11406,23436,-1,-1,25168,27418,28150,-1,-1,-1,-1,24886,-1,29692,-1,fast_dt
1234,3054,2712,-1,9204,-1,-1,-1,1990,2226,5626,-1,3706,-1,4738,5454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4934,10132,-1,-1,-1,-1,-1,6278,6850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1216,3160,2456,-1,13422,-1,-1,-1,1936,6238,10866,11480,3718,2962,4720,4916,-1,-1,-1,-1,-1,-1,-1,-1,9382,12318,10402,-1,-1,-1,11402,-1,-1,5790,7100,-1,7398,8112,-1,-1,13666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1574,4044,7034,23360,16634,20024,25242,30030,2126,14002,14950,18808,7098,3128,8748,-1,3350,4644,-1,-1,-1,-1,-1,-1,8484,22106,10174,-1,-1,-1,11542,-1,-1,13184,14850,-1,-1,-1,-1,-1,14884,16698,23004,-1,-1,24918,26250,26726,-1,-1,-1,-1,24334,-1,28628,-1,
1250,3070,2555,14845,9710,11035,17145,21490,2000,5925,11300,13005,3915,15015,5320,6925,14460,15430,15395,-1,-1,-1,-1,-1,11515,12915,24480,27470,-1,26530,-1,-1,-1,5150,14925,-1,-1,-1,-1,-1,6595,7175,17940,-1,-1,19210,20995,21010,-1,-1,-1,-1,21605,-1,26480,-1,
1205,3695,2625,11670,9835,12810,22155,27670,2005,8550,16310,18830,3215,4245,4340,8645,14245,15015,-1,-1,-1,-1,-1,-1,10270,20320,12495,16610,23800,16210,14090,-1,-1,4850,6170,10650,6655,7220,-1,-1,6840,7985,16740,-1,-1,17995,20005,19110,-1,-1,-1,-1,18580,-1,28645,-1,reaver_drop
1260,3670,2640,19420,10935,15740,17430,26000,2070,6605,16845,18440,3190,8930,4260,4525,13055,13930,15090,-1,-1,-1,-1,-1,12555,14710,16270,17825,-1,17350,23955,-1,-1,5780,8755,-1,-1,-1,-1,-1,7195,7905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1185,3225,2500,3805,13710,22665,35730,36520,1980,5870,9060,19135,4330,2975,5350,5570,19810,20620,-1,-1,-1,-1,-1,-1,16790,19115,21090,23145,40925,24030,23095,-1,-1,8060,10470,-1,-1,-1,-1,-1,9380,11200,29920,-1,-1,31510,32570,32720,-1,-1,-1,-1,-1,-1,-1,-1,
1225,3515,2495,10555,8055,12195,19000,21585,1970,6670,12420,12930,3275,9270,4310,4390,15860,16875,16645,16675,-1,20735,21680,-1,16555,17890,19835,-1,-1,-1,-1,-1,-1,5515,8220,21660,8495,9130,-1,-1,7150,7760,8840,-1,-1,10400,11795,12730,-1,-1,-1,-1,20520,-1,-1,-1,reaver_drop
1255,3560,2565,12360,6390,14500,-1,-1,2240,6560,8950,12970,3305,12905,4310,4515,-1,-1,-1,-1,-1,-1,-1,-1,10885,14440,12310,-1,-1,-1,13415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1300,3990,2165,14525,11565,12460,16870,18240,2245,5535,5665,8565,3335,15660,4415,7380,14340,15320,16665,37000,-1,20850,-1,-1,4550,12950,5565,43240,44535,50945,6575,18830,-1,6365,9490,9775,9100,10010,-1,-1,11710,12520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1235,3655,2355,26035,10590,11250,18445,22555,1945,5410,8350,12380,3160,8585,4535,4300,15120,16085,16430,24115,-1,-1,-1,-1,10740,12985,-1,-1,-1,-1,-1,-1,-1,6910,9105,-1,-1,-1,-1,-1,8235,9150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1225,3510,2295,22405,9440,16680,24790,31735,2080,10075,18655,19170,3135,5025,4135,8560,16950,19665,18555,-1,-1,24295,-1,-1,10840,20310,12795,20610,22275,-1,14425,-1,-1,4385,5740,-1,5920,6460,-1,-1,8925,9955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1195,3365,2270,-1,7020,11255,-1,-1,1925,7355,10040,12125,2945,5655,7780,8485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4045,5375,5910,5355,5955,-1,-1,8535,9620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1225,3470,2285,11205,7405,12975,16805,21660,1890,8295,8725,10615,2965,9890,3995,4555,16050,19015,18265,19760,40760,23455,28285,-1,10670,11725,15960,17970,20205,-1,-1,-1,-1,5645,11010,15820,14490,-1,-1,-1,6995,7605,27525,-1,-1,-1,-1,-1,29225,30440,-1,33455,-1,-1,-1,-1,
1255,3310,4040,-1,10180,-1,-1,-1,2030,2645,11470,12305,6245,3075,7945,7915,13760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8910,15410,-1,-1,-1,-1,-1,10265,10825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1180,3760,4030,15565,3110,13120,14465,27425,3535,6735,8525,8620,4710,4545,5725,6195,7705,9365,8570,-1,-1,-1,-1,-1,7910,9175,15705,20380,23580,20415,17700,-1,-1,7425,9145,-1,-1,-1,-1,-1,11085,11990,19690,-1,-1,-1,-1,-1,22010,23335,-1,25940,-1,-1,-1,-1,templar
1186,4024,3712,6762,2830,14050,14856,15836,3250,4606,8854,14632,4234,16970,5238,7800,9608,10650,10420,14650,-1,20222,-1,-1,10750,11878,12226,15880,18638,15946,14750,-1,-1,6098,7432,21186,20276,-1,-1,-1,7466,8070,21124,-1,-1,-1,-1,-1,22700,-1,-1,-1,-1,-1,-1,-1,templar
1230,3390,4200,-1,13755,13890,-1,-1,2000,2655,8975,-1,4695,3090,5755,6250,-1,-1,-1,-1,-1,-1,-1,-1,13155,-1,-1,-1,-1,-1,-1,-1,-1,10750,-1,-1,-1,-1,-1,-1,12620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1192,3134,4348,18654,13674,17412,22894,-1,1920,2580,7160,11468,4812,2918,5834,6408,17506,18410,18362,-1,-1,23578,-1,-1,9686,11136,12662,13862,16874,14592,13912,-1,-1,19026,-1,-1,-1,-1,-1,-1,20356,21434,24528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1175,3540,2410,11425,9800,15345,21860,27790,1955,5230,11945,15880,3175,4125,5435,5685,12415,13270,14510,21215,30480,30515,30525,-1,9370,11470,11140,16570,18740,16610,12335,-1,-1,4610,8285,15285,14640,16105,-1,-1,5935,7385,28405,-1,-1,30135,31700,31725,-1,-1,-1,-1,-1,-1,-1,-1,templar
1170,2960,2180,10610,9150,15575,21035,-1,1815,5575,12730,14455,3595,2875,6350,5775,13130,15990,16050,19125,-1,-1,-1,-1,9685,11280,10980,13795,18820,13585,12470,-1,-1,4775,7095,7995,7430,8355,-1,-1,6790,9005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1185,4005,2585,16000,11080,11735,21935,-1,2215,6290,9110,16340,3645,7335,4800,12195,12625,13750,18830,-1,-1,-1,-1,-1,5595,12695,6825,15910,16740,-1,8400,-1,-1,5325,7955,-1,-1,-1,-1,-1,6635,7280,18290,-1,-1,19815,21340,27950,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1185,4005,2585,16000,11080,11735,21935,-1,2215,6290,9110,16340,3645,7335,4800,12195,12625,13750,18830,-1,-1,-1,-1,-1,5595,12695,6825,15910,16740,-1,8400,-1,-1,5325,7955,-1,-1,-1,-1,-1,6635,7280,18290,-1,-1,19815,21340,27950,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1220,3700,2750,13165,11450,15380,23410,27895,2060,6220,12015,14875,3300,13780,4320,11995,8920,9790,17170,18000,21265,-1,-1,-1,5315,13350,6510,16575,29370,14285,7655,-1,-1,4775,7205,-1,-1,-1,-1,-1,12240,15775,22360,-1,-1,23830,25130,24890,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1180,3595,1960,11435,7870,23405,24580,37125,2445,8060,13335,13685,3465,14725,4610,13515,16385,17515,-1,-1,-1,-1,-1,-1,6050,13965,8215,11355,18395,11140,9515,-1,-1,4780,6090,17600,16270,-1,-1,-1,8605,9250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1225,3535,2500,-1,9260,12110,-1,-1,1860,7585,10010,12590,2935,3350,4035,4380,-1,-1,-1,-1,-1,-1,-1,-1,13255,14275,-1,-1,-1,-1,-1,-1,-1,6695,-1,-1,-1,-1,-1,-1,8200,8980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1270,3720,2610,14990,9575,13845,22715,31720,2055,6065,6415,15560,3285,11415,4390,4280,14775,15665,15625,23730,-1,21115,28735,-1,12670,14395,14460,30890,35935,30870,15495,-1,-1,8970,10855,-1,-1,-1,-1,-1,10835,11560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1238,3704,2540,13442,9318,9788,18894,19016,2190,6162,13720,13952,3414,7322,4398,4546,10470,11544,15778,19944,-1,19898,30242,-1,5906,15250,7162,18676,26068,19250,8186,-1,-1,14678,22330,-1,-1,-1,-1,-1,16132,17016,21924,-1,-1,24242,25784,28890,-1,-1,-1,-1,32086,-1,-1,-1,fast_dt
1202,3584,2602,15502,9794,10354,21088,25234,2208,9034,12146,13066,3384,7480,4380,4574,13538,14370,15986,33994,34014,21226,-1,-1,12110,13246,13230,15620,25984,20208,14582,-1,-1,5582,6866,-1,7086,7790,-1,-1,8272,8940,24096,-1,-1,26416,29478,38292,-1,-1,-1,-1,32666,36628,38226,47616,reaver_drop
1214,3616,2482,19256,7054,10196,16404,20940,1962,5260,7662,10844,3232,6062,4226,4444,20068,23508,20974,-1,-1,26474,-1,-1,10580,11624,21074,26382,-1,-1,29354,-1,-1,8604,13192,-1,-1,-1,-1,-1,9946,10548,21770,-1,-1,23058,24240,27734,-1,-1,-1,-1,27792,-1,-1,-1,
1200,3362,2488,-1,14252,-1,-1,-1,1852,7046,-1,-1,3026,6076,4038,12918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5082,6454,-1,6754,7318,-1,-1,12138,12702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1200,3362,2488,-1,14252,-1,-1,-1,1852,7046,-1,-1,3026,6076,4038,12918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5082,6454,-1,6754,7318,-1,-1,12138,12702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1214,3616,2482,19256,7054,10196,16404,20940,1962,5260,7662,10844,3232,6062,4226,4444,20068,23508,20974,-1,-1,26474,-1,-1,10580,11624,21074,26382,-1,-1,29354,-1,-1,8604,13192,-1,-1,-1,-1,-1,9946,10548,21770,-1,-1,23058,24240,27734,-1,-1,-1,-1,27792,-1,-1,-1,
1202,3584,2602,15502,9794,10354,21088,25234,2208,9034,12146,13066,3384,7480,4380,4574,13538,14370,15986,33994,34014,21226,-1,-1,12110,13246,13230,15620,25984,20208,14582,-1,-1,5582,6866,-1,7086,7790,-1,-1,8272,8940,24096,-1,-1,26416,29478,38292,-1,-1,-1,-1,32666,36628,38226,47616,reaver_drop
1238,3704,2540,13442,9318,9788,18894,19016,2190,6162,13720,13952,3414,7322,4398,4546,10470,11544,15778,19944,-1,19898,30242,-1,5906,15250,7162,18676,26068,19250,8186,-1,-1,14678,22330,-1,-1,-1,-1,-1,16132,17016,21924,-1,-1,24242,25784,28890,-1,-1,-1,-1,32086,-1,-1,-1,fast_dt
1224,3688,2702,14660,8402,11968,16596,24296,2122,5016,9814,13394,3384,11324,4458,4390,12922,14220,14700,25094,-1,18826,-1,-1,11718,12848,16360,18654,-1,18834,-1,-1,-1,7046,10842,-1,-1,-1,-1,-1,8338,9026,20138,-1,-1,-1,-1,-1,22032,23304,-1,25150,-1,-1,-1,-1,templar
1240,3155,2605,20025,7935,14495,-1,-1,2180,5930,9410,11950,3790,15545,4810,9430,11415,14985,-1,-1,-1,-1,-1,-1,5670,14645,6860,-1,-1,19540,7875,-1,-1,8250,10385,-1,-1,-1,-1,-1,10115,10860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fast_dt
1360,3960,2745,34310,10335,12495,19160,38300,2190,9380,13190,16775,3445,12540,4730,5090,15245,16590,-1,-1,-1,-1,-1,-1,11225,12320,29885,31045,33710,31035,-1,-1,-1,6060,7370,31960,30860,-1,-1,-1,7690,8240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,templar
1300,3635,2535,38445,13000,19310,23745,33750,2005,5990,11505,20655,3120,18235,4110,4595,14580,15875,15630,20180,24505,30510,30530,-1,16425,18275,27665,-1,-1,-1,-1,-1,-1,6920,8445,-1,8645,9460,-1,-1,9850,10490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1260,3655,2435,13540,10095,17590,23365,-1,2035,8140,12035,14100,3165,5480,4195,5245,21475,-1,-1,-1,-1,-1,-1,-1,7485,12960,8690,17770,22080,-1,9810,-1,-1,4690,6050,7195,6545,7130,-1,-1,12065,13325,21540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1215,3630,2560,11835,8225,12410,20275,24505,2000,6255,9565,11390,3270,11365,4260,5645,10905,14175,13405,21220,-1,25150,-1,-1,13605,15180,22605,-1,-1,-1,-1,-1,-1,4760,10335,-1,-1,-1,-1,-1,6335,6980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1195,3550,2400,18605,10235,18390,-1,-1,2110,5250,11025,11495,3170,12690,4160,5440,-1,-1,-1,-1,-1,-1,-1,-1,14520,15550,-1,-1,-1,-1,-1,-1,-1,4805,8180,-1,8580,9460,-1,-1,6140,6735,19920,-1,-1,23105,24145,24140,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1240,3565,2505,31200,10990,12550,16930,26780,2130,6115,9030,13830,3210,7535,4215,5300,-1,-1,-1,-1,-1,-1,-1,-1,13500,15480,38705,41750,-1,40415,47545,-1,-1,4960,7375,-1,-1,-1,-1,-1,6300,6865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1350,3845,2430,-1,-1,-1,-1,-1,1995,8170,-1,-1,3405,6990,4455,7880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4935,6465,-1,6580,7280,-1,-1,11625,12305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,reaver_drop
1184,2298,2982,-1,-1,-1,-1,-1,1830,4286,-1,-1,3440,2828,4424,5792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1198,3144,2712,11840,8360,13976,15530,-1,1930,5360,12014,13124,3760,2960,4778,5290,19888,-1,-1,-1,-1,-1,-1,-1,9446,10588,15720,17274,21122,17040,23676,-1,-1,6216,7792,-1,7820,8426,-1,-1,8746,9296,16490,-1,-1,-1,-1,-1,17976,19358,21406,-1,-1,-1,-1,-1,reaver_drop
