@relation Starcraft_PvZ_Protoss

@attribute ProtossPylon numeric
@attribute ProtossSecondPylon numeric
@attribute ProtossFirstGas numeric
@attribute ProtossSecondGas numeric
@attribute ProtossFirstExpansion numeric
@attribute ProtossSecondExpansion numeric
@attribute ProtossThirdExpansion numeric
@attribute ProtossFourthExpansion numeric
@attribute ProtossGateway numeric
@attribute ProtossSecondGatway numeric
@attribute ProtossThirdGatway numeric
@attribute ProtossFourthGatway numeric
@attribute ProtossCore numeric
@attribute ProtossZealot numeric
@attribute ProtossGoon numeric
@attribute ProtossRange numeric
@attribute ProtossForge numeric
@attribute ProtossCannon numeric
@attribute ProtossGroundWeapons1 numeric
@attribute ProtossGroundArmor1 numeric
@attribute ProtossShields1 numeric
@attribute ProtossGroundWeapons2 numeric
@attribute ProtossGroundArmor2 numeric
@attribute ProtossShields2 numeric
@attribute ProtossCitadel numeric
@attribute ProtossLegs numeric
@attribute ProtossArchives numeric
@attribute ProtossTemplar numeric
@attribute ProtossArchon numeric
@attribute ProtossStorm numeric
@attribute ProtossDarkTemplar numeric
@attribute ProtossDarkArchon numeric
@attribute ProtossMaelstorm numeric
@attribute ProtossRoboBay numeric
@attribute ProtossShuttle numeric
@attribute ProtossShuttleSpeed numeric
@attribute ProtossRoboSupport numeric
@attribute ProtossReavor numeric
@attribute ProtossReavorDamage numeric
@attribute ProtossReavorCapacity numeric
@attribute ProtossObservory numeric
@attribute ProtossObs numeric
@attribute ProtossStargate numeric
@attribute ProtossCorsair numeric
@attribute ProtossDisruptionWeb numeric
@attribute ProtossFleetBeason numeric
@attribute ProtossCarrier numeric
@attribute ProtossCarrierCapacity numeric
@attribute ProtossTribunal numeric
@attribute ProtossArbitor numeric
@attribute ProtossStatis numeric
@attribute ProtossRecall numeric
@attribute ProtossAirWeapons1 numeric
@attribute ProtossAirArmor1 numeric
@attribute ProtossAirWeapons2 numeric
@attribute ProtossAirArmor2 numeric
@attribute midBuild {FastLegs,FastDT,FastObs,ReaverDrop,Carrier,FastExpand,Unknown}

@data
626,3610,3312,12206,11040,15336,19056,27102,1452,11384,12302,16134,4842,2486,6994,14654,9034,9972,11296,20204,18384,20168,-1,23544,7992,12236,9016,12462,17116,13438,10308,-1,-1,14298,19534,-1,-1,-1,-1,-1,15638,16558,5866,7104,-1,-1,-1,-1,-1,-1,-1,-1,6634,-1,-1,-1,Carrier
875,3420,3930,11080,9240,23510,25740,-1,1800,13885,14000,16640,5545,2795,7860,14315,3200,4260,5855,12710,12695,17100,23430,17080,6910,7985,8250,9870,18945,9615,12785,-1,-1,13365,15510,-1,-1,-1,-1,-1,16370,18100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
900,3380,4550,14440,11695,16075,20770,25995,1590,9860,15320,33720,5645,2605,6680,13830,9770,11320,11115,21685,43690,15445,26540,-1,7330,8345,9470,16385,23600,16360,11945,-1,-1,10615,13775,31180,29920,31690,36535,-1,12485,13450,6785,7935,38780,35665,45700,41340,-1,-1,-1,-1,31510,45755,41565,-1,Carrier
1195,3045,4670,13825,11395,-1,-1,-1,1795,2320,13170,14535,6090,2790,7410,-1,10315,12215,-1,13140,-1,-1,-1,-1,7840,9175,8870,11820,15565,11505,9950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7220,8390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1230,3120,7715,-1,-1,-1,-1,-1,1930,2580,-1,-1,-1,2925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Unknown
1210,3090,3505,4625,15805,27600,31680,34815,2095,2510,8990,12535,7795,3115,12445,18030,9475,11910,10425,18865,-1,18175,23220,-1,9420,10435,12085,13515,14640,14680,16680,-1,-1,17610,19675,-1,-1,-1,-1,-1,19725,20330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1210,3090,3505,4625,15805,27600,31680,34815,2095,2510,8990,12535,7795,3115,12445,18030,9475,11910,10425,18865,-1,18175,23220,-1,9420,10435,12085,13515,14640,14680,16680,-1,-1,17610,19675,-1,-1,-1,-1,-1,19725,20330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1316,4356,4890,-1,4112,-1,-1,-1,4978,8054,-1,-1,6586,-1,7680,7698,2328,3114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8858,-1,-1,-1,-1,-1,-1,-1,-1,7634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1222,4450,4926,9558,3020,16730,20958,26528,4044,7034,10146,10642,6224,5196,7574,-1,3662,4362,9618,-1,-1,18668,-1,-1,8442,9656,11642,12888,14250,17068,12912,-1,-1,8958,-1,-1,-1,-1,-1,-1,10416,11334,11202,23616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1274,3128,5368,-1,15620,-1,-1,-1,1826,10780,11394,-1,7388,2806,11538,-1,3774,4712,9748,-1,-1,-1,-1,-1,8622,9760,12522,13578,14444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1238,3082,2374,19222,17108,23730,-1,-1,1860,6648,11102,-1,3950,2962,4998,-1,8390,10366,10272,18628,-1,14394,26730,-1,5674,7210,6792,9700,10570,16432,8036,-1,-1,11684,-1,-1,24094,24760,24800,-1,13158,14190,5332,6524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1274,3128,5368,-1,15620,-1,-1,-1,1826,10780,11394,-1,7388,2806,11538,-1,3774,4712,9748,-1,-1,-1,-1,-1,8622,9760,12522,13578,14444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1238,3082,2374,19222,17108,23730,-1,-1,1860,6648,11102,-1,3950,2962,4998,-1,8390,10366,10272,18628,-1,14394,26730,-1,5674,7210,6792,9700,10570,16432,8036,-1,-1,11684,-1,-1,24094,24760,24800,-1,13158,14190,5332,6524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1222,4450,4926,9558,3020,16730,20958,26528,4044,7034,10146,10642,6224,5196,7574,-1,3662,4362,9618,-1,-1,18668,-1,-1,8442,9656,11642,12888,14250,17068,12912,-1,-1,8958,-1,-1,-1,-1,-1,-1,10416,11334,11202,23616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1244,3812,5766,6596,2852,14488,15368,23610,5096,5470,12370,12558,7292,6246,11208,13750,3486,4378,7598,11790,23418,16680,23054,-1,8786,11548,11662,12778,22822,12654,15868,-1,-1,10610,16910,-1,-1,-1,-1,-1,12214,13122,14346,15662,-1,-1,-1,-1,-1,-1,-1,-1,18236,-1,-1,-1,FastExpand
1302,3000,-1,-1,-1,-1,-1,-1,1918,-1,-1,-1,-1,2918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Unknown
1294,2072,3358,14738,11908,19208,22970,-1,2704,6440,26926,27414,5740,3956,6726,-1,3010,3710,4740,33022,-1,15166,-1,-1,7052,8046,8082,9430,11018,14046,22642,-1,-1,10184,23478,-1,-1,-1,-1,-1,12094,12644,19468,22304,-1,-1,-1,-1,-1,-1,-1,-1,21584,-1,-1,-1,FastLegs
1608,3028,6626,15870,9520,15162,18372,-1,2196,2590,-1,-1,7162,3188,-1,-1,3730,4470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11390,12834,14340,13364,13966,-1,-1,-1,-1,8370,9632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1244,3812,5766,6596,2852,14488,15368,23610,5096,5470,12370,12558,7292,6246,11208,13750,3486,4378,7598,11790,23418,16680,23054,-1,8786,11548,11662,12778,22822,12654,15868,-1,-1,10610,16910,-1,-1,-1,-1,-1,12214,13122,14346,15662,-1,-1,-1,-1,-1,-1,-1,-1,18236,-1,-1,-1,FastExpand
1294,2072,3358,14738,11908,19208,22970,-1,2704,6440,26926,27414,5740,3956,6726,-1,3010,3710,4740,33022,-1,15166,-1,-1,7052,8046,8082,9430,11018,14046,22642,-1,-1,10184,23478,-1,-1,-1,-1,-1,12094,12644,19468,22304,-1,-1,-1,-1,-1,-1,-1,-1,21584,-1,-1,-1,FastLegs
1316,4356,4890,-1,4112,-1,-1,-1,4978,8054,-1,-1,6586,-1,7680,7698,2328,3114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8858,-1,-1,-1,-1,-1,-1,-1,-1,7634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1235,3755,5565,6560,3085,11850,19985,-1,4950,8460,13055,13395,6130,6815,16830,12930,3890,4605,6980,11175,18590,16405,16430,18735,7375,15320,8435,9540,14100,9465,9445,-1,-1,8010,9295,-1,-1,-1,-1,-1,15060,18510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1165,3005,7685,-1,19110,-1,-1,-1,1755,2575,5700,6205,10020,2770,16380,-1,2730,3575,9360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1445,3820,2510,13015,12660,20410,-1,-1,2085,7990,21805,22275,3395,4025,25080,-1,4535,5575,18630,-1,-1,-1,-1,-1,7180,8535,9355,10880,21720,10470,-1,-1,-1,13520,18480,-1,-1,-1,-1,-1,14870,15440,5345,6765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1295,3310,6625,16185,13930,27880,28245,32345,1915,2635,2750,9895,6890,2940,8055,9755,8035,9440,15435,31930,49915,20380,37730,56345,8635,21280,14905,17380,26765,17445,17525,-1,-1,10370,14025,46260,44370,-1,-1,-1,11820,12410,36455,37750,-1,-1,-1,-1,44430,46310,71405,46285,-1,-1,-1,-1,FastDT
1205,3210,5195,18135,15980,20035,25835,-1,1865,2440,12460,13125,7125,2870,24230,23580,8805,9765,17485,-1,-1,28590,-1,-1,8310,13530,9390,11465,12345,19045,10680,-1,-1,12270,26335,-1,-1,-1,-1,-1,14825,15510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1360,3360,2830,24265,16740,-1,-1,-1,2025,5675,11450,14965,4445,3015,5515,-1,12330,13175,13220,18090,-1,-1,-1,-1,5990,7005,8725,12150,14640,11465,-1,-1,-1,21175,22625,-1,-1,-1,-1,-1,22745,24130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1145,2905,5460,-1,-1,-1,-1,-1,1770,2300,13515,13905,6205,2755,7395,10075,7235,9080,17755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10615,-1,-1,14385,15085,-1,-1,11950,12570,7285,8695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1265,3285,4195,-1,20630,-1,-1,-1,2025,2660,9720,17570,6040,3025,7520,-1,8260,10120,9010,-1,-1,-1,-1,-1,7230,8230,9060,10345,11225,17680,14875,-1,-1,16095,-1,-1,-1,-1,-1,-1,17480,18275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1280,3330,5695,12985,8290,22425,32365,32995,2025,2675,9680,15575,8805,3030,9800,10595,5870,6655,15165,31775,38640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13395,22515,-1,14980,16395,-1,-1,14690,15500,23045,24805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1280,3675,-1,-1,-1,-1,-1,-1,1915,2535,-1,-1,-1,2915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Unknown
1330,3945,7455,8350,3025,22440,22555,26375,6110,6660,9735,13055,8710,7125,10670,10620,3495,4340,9535,13650,-1,-1,-1,-1,22700,24510,27415,-1,-1,-1,-1,-1,-1,10095,14575,-1,11555,12325,-1,-1,14930,15555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1250,3310,5685,21355,16350,22430,22505,-1,1915,2525,19590,-1,6595,2935,7810,10360,7370,8360,21015,-1,-1,-1,-1,-1,9305,-1,-1,-1,-1,-1,-1,-1,-1,9900,17415,-1,11265,17420,-1,-1,11200,12390,7735,8920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1210,3120,2485,-1,-1,-1,-1,-1,1940,5655,15095,16500,3720,3015,4840,-1,8530,9675,11480,-1,-1,-1,-1,-1,6840,8345,8335,9520,10485,17320,14825,-1,-1,13685,-1,-1,-1,-1,-1,-1,14985,16150,4785,6310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1185,2925,3995,26945,10850,19615,23120,24715,2125,12720,33265,33505,6275,3145,7295,-1,10135,12305,31550,-1,-1,-1,-1,-1,8055,9580,9550,10555,11385,20750,13855,-1,-1,12655,14235,-1,13985,14615,-1,-1,14700,15645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1395,5605,5065,8735,3245,12420,-1,-1,3935,7295,8035,-1,5440,5910,6705,-1,1960,3605,8925,-1,-1,-1,-1,-1,6675,7860,8550,10210,-1,11150,10240,-1,-1,10680,-1,-1,-1,-1,-1,-1,12045,13535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1270,3310,4635,15075,11555,16380,21315,24270,2055,2775,14635,14880,8090,3040,20705,20765,5545,6265,7465,20695,27280,15240,24780,37120,9115,10255,10135,11150,11960,13380,26400,-1,-1,17045,22060,-1,-1,-1,-1,-1,18775,19390,27165,28530,36975,32845,33910,33920,-1,-1,-1,-1,48040,39375,-1,43475,FastDT
1285,3260,3715,12535,9330,-1,-1,-1,2085,2640,-1,-1,5370,3080,6690,-1,9110,10365,12175,-1,-1,-1,-1,-1,6655,7725,8010,9370,10180,12370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1175,3325,2350,13405,10170,24025,-1,-1,1885,17340,-1,-1,2880,-1,-1,-1,5835,8865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5240,6720,8020,7085,7680,-1,-1,-1,-1,3900,5050,-1,-1,-1,-1,-1,-1,-1,-1,13315,-1,-1,-1,Carrier
1285,3260,3715,12535,9330,-1,-1,-1,2085,2640,-1,-1,5370,3080,6690,-1,9110,10365,12175,-1,-1,-1,-1,-1,6655,7725,8010,9370,10180,12370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastLegs
1300,3565,2170,-1,18670,-1,-1,-1,1905,-1,-1,-1,2980,17980,3975,-1,9195,12855,-1,-1,-1,-1,-1,-1,20315,-1,21760,-1,-1,-1,-1,-1,-1,4490,5835,7590,6085,6650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ReaverDrop
1246,4408,4566,6982,4268,4682,13090,23364,3728,10288,12600,13556,5232,5798,13588,14262,1912,3450,10122,27550,27590,16966,-1,-1,7986,15546,9678,11410,18694,10918,11902,-1,-1,7548,15006,-1,8966,9510,-1,-1,15632,16682,6646,7906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1250,4732,7442,9470,3688,6378,13662,18782,4128,30754,31198,35690,7810,5138,-1,-1,2422,3940,-1,-1,41410,-1,-1,49366,29648,-1,30684,31756,-1,31718,-1,-1,-1,10626,14606,13142,12000,12934,-1,42770,-1,-1,8966,10112,19064,17078,21250,21310,-1,-1,-1,-1,14762,19084,19112,33760,FastExpand
1235,4085,4000,9210,3760,-1,-1,-1,4550,5205,7480,-1,5910,5545,7675,-1,2115,3085,5355,-1,-1,-1,-1,-1,6970,7975,8600,9995,-1,-1,10045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1220,4415,4595,9530,3365,12410,18700,20035,4285,6925,9115,12040,5580,5765,15200,13785,2980,3775,6070,17085,24525,12050,21255,31385,6740,7870,9160,10205,22675,10820,18430,-1,-1,13505,20160,-1,29345,-1,-1,-1,15455,16055,12670,13840,30775,21945,-1,-1,-1,-1,-1,-1,17405,21985,30790,-1,FastExpand
1180,3200,4655,6915,4535,12945,-1,-1,4830,10720,-1,-1,5845,5840,-1,-1,2005,2770,6090,-1,-1,11140,-1,-1,8305,9325,9680,11765,12660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6850,8060,-1,15175,-1,-1,-1,-1,-1,-1,10155,-1,-1,-1,FastExpand
1360,4070,5340,-1,4825,10315,-1,-1,3565,6295,8140,11290,7850,5060,-1,-1,2220,3285,7200,11485,-1,-1,-1,-1,8950,10110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1245,3090,12790,15560,7145,19220,26045,31775,1905,13630,15875,16370,15450,2910,29750,29245,7495,8570,15690,26370,32300,19865,31475,37610,16485,17540,17635,18825,20955,18800,41610,-1,-1,24550,39655,44180,39605,41015,49005,-1,26360,29730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1245,3755,4645,9220,3320,16585,19395,-1,4075,7400,7655,12150,5845,5230,-1,12270,2285,4390,6115,10235,-1,15005,19850,-1,6950,7965,10145,11460,14275,11785,18380,-1,-1,9285,17540,-1,-1,-1,-1,-1,11065,11985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1150,3105,4365,4635,10760,19010,20060,23330,1910,2575,7695,15365,6105,2900,8125,16990,5110,11175,6000,24650,-1,11695,-1,-1,7220,8345,10200,11330,12195,15330,13975,-1,-1,15075,-1,-1,-1,-1,-1,-1,17790,18445,9680,11000,-1,-1,-1,-1,17895,21520,-1,22205,-1,-1,-1,-1,FastLegs
1310,4590,4685,6875,4340,-1,-1,-1,3635,8260,8720,9830,5355,5210,13910,12890,2130,2930,6685,11085,-1,15775,-1,-1,7265,8560,8935,9960,14330,9945,10205,-1,-1,14970,16315,-1,-1,-1,-1,-1,-1,-1,6360,7650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1250,4245,5145,7825,3510,11255,20480,-1,4520,7270,12655,13515,5650,5525,14000,13475,1980,3865,6310,12935,-1,6725,17165,-1,7065,8140,8600,9975,18310,9765,9920,11455,-1,15540,-1,-1,-1,-1,-1,-1,17050,19710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1280,3045,2590,12130,10430,-1,-1,-1,2070,5810,7800,8530,4140,3215,5445,-1,13595,-1,-1,-1,-1,-1,-1,-1,5145,7325,6560,7720,8565,11930,8310,-1,-1,14110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastDT
1210,3015,-1,-1,6905,-1,-1,-1,1880,2500,-1,-1,-1,2895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1230,3475,2480,-1,-1,-1,-1,-1,1930,5160,-1,-1,3040,3560,-1,-1,7215,-1,-1,-1,-1,-1,-1,-1,4955,-1,6020,-1,-1,-1,7475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4070,5235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
1260,3605,4980,6460,4140,-1,-1,-1,4700,7595,10120,12190,5805,5850,8265,7895,2200,3235,6340,10915,-1,-1,14635,-1,9615,12235,12145,16330,-1,16380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7030,8195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1215,3100,4580,16175,11040,18895,24260,27145,1965,2490,12305,15435,5260,2955,16505,16500,10345,12740,16725,27275,-1,22395,32725,-1,8140,10220,9380,11730,31600,12375,13945,-1,-1,16900,32675,-1,32800,33645,-1,-1,18535,19650,6540,8045,-1,-1,-1,-1,-1,-1,-1,-1,22340,-1,-1,-1,Carrier
1215,3100,4580,16175,11040,18895,24260,27145,1965,2490,12305,15435,5260,2955,16505,16500,10345,12740,16725,27275,-1,22395,32725,-1,8140,10220,9380,11730,31600,12375,13945,-1,-1,16900,32675,-1,32800,33645,-1,-1,18535,19650,6540,8045,-1,-1,-1,-1,-1,-1,-1,-1,22340,-1,-1,-1,Carrier
1400,3220,5845,16085,10820,14930,18540,23485,1995,20875,21280,21915,6560,3115,8005,-1,5195,6150,15975,-1,-1,23205,-1,-1,15915,16920,17370,20020,21245,-1,18730,-1,-1,9335,-1,-1,12045,14650,-1,-1,19625,20760,7740,8980,-1,23255,-1,-1,-1,-1,-1,-1,13660,-1,-1,-1,Carrier
1275,2980,2575,21110,16670,27515,-1,-1,1975,6370,7080,20885,4245,3095,5405,-1,14255,18600,23270,-1,-1,-1,-1,-1,10645,11760,15820,17245,25745,17175,18460,-1,-1,5315,6745,-1,6860,7505,-1,-1,17645,18425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ReaverDrop
1335,4110,5770,8500,3265,11990,16910,-1,5355,8255,8590,10225,7105,6370,15880,15850,3785,4760,7530,-1,-1,11625,-1,-1,8130,9155,9625,10980,12110,-1,10990,-1,-1,12470,-1,-1,-1,-1,-1,-1,14025,14975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1390,3220,7555,11430,7060,22975,26210,32210,1940,12430,31440,-1,9585,2950,10640,12335,7755,8555,9040,31395,-1,16925,-1,-1,11275,12400,13230,14655,15560,30210,15630,-1,-1,19405,-1,-1,-1,-1,-1,-1,23950,24540,33840,35435,-1,-1,-1,-1,-1,-1,-1,-1,35470,-1,-1,-1,FastExpand
1405,2830,5565,10150,4650,17455,21910,27675,5095,7685,8025,9280,6235,6355,7565,11050,2625,3580,7175,16805,31925,13580,21120,-1,7435,8550,9625,12060,13830,17760,14485,-1,-1,10055,-1,31005,26680,29675,-1,-1,11380,12900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1280,3855,4630,8325,3395,16365,18310,-1,4095,7205,8160,11435,5210,5515,11295,9730,2225,4395,6095,-1,-1,10590,-1,-1,6550,7745,8585,13755,15860,12425,9990,-1,-1,9770,-1,-1,-1,-1,-1,-1,11070,13340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1222,4726,4466,7436,3240,16234,20756,26514,4136,9708,10100,11568,5428,5658,13222,12410,2632,3530,10260,22866,27910,17978,27892,31954,6784,11962,8324,10608,14200,10598,9424,34630,31964,11460,23616,24356,23630,24352,29302,-1,12800,13508,6576,7874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1208,3526,3928,4430,-1,-1,-1,-1,1878,-1,-1,-1,5024,2862,6556,8856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Unknown
1142,2616,4344,11958,4118,10968,17772,22062,1738,13384,14570,14684,5376,2730,17232,16344,7264,8112,15314,-1,-1,24130,-1,-1,6920,15336,7912,13026,19990,13092,10058,-1,-1,15900,24126,25370,24158,25350,-1,-1,17404,18864,6432,7810,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1284,3642,5104,6470,4582,21250,-1,-1,4904,8908,11072,13852,5982,6014,7424,15866,2450,3174,12928,-1,-1,15162,-1,-1,7258,11880,8494,14738,16700,14174,9974,-1,-1,15540,16958,-1,-1,-1,-1,-1,16986,17540,7036,8306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1136,2328,3948,11654,3750,9328,-1,-1,1686,10058,11576,15218,4904,2710,6100,17248,7558,8332,12394,-1,-1,13590,-1,-1,6706,14866,7852,9852,16286,10446,8912,-1,-1,14184,-1,-1,-1,-1,-1,-1,15518,16382,5976,7134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1288,4856,3578,6528,2728,14102,-1,-1,3262,6542,9168,12834,4348,10824,5776,13708,4400,5346,10666,-1,-1,15556,-1,-1,5508,10658,6722,7794,14228,8260,9706,17634,16816,11992,-1,-1,-1,-1,-1,-1,13406,14316,18674,20852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1196,5694,5326,6586,2574,15312,-1,-1,4930,14286,16348,-1,5966,6176,7438,-1,2920,3750,13600,-1,-1,-1,-1,-1,7530,-1,16302,-1,-1,-1,-1,-1,-1,8004,9394,11132,9542,10418,13792,-1,-1,-1,7006,8164,-1,-1,-1,-1,-1,-1,-1,-1,10030,-1,-1,-1,FastExpand
1015,3245,6625,11765,8905,21395,-1,-1,2060,2715,14300,-1,7850,3055,9110,11945,8555,9765,-1,-1,-1,-1,-1,-1,10975,12005,13030,14265,-1,15200,-1,-1,-1,12570,-1,-1,-1,-1,-1,-1,13910,14625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FastExpand
1050,3320,8300,-1,-1,-1,-1,-1,1970,2370,-1,-1,-1,3010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Unknown
1255,3155,2560,10550,8965,-1,-1,-1,2070,11840,12260,14690,4435,3065,5425,-1,7265,8440,12545,-1,-1,-1,-1,-1,6195,-1,7255,8930,-1,9285,8245,-1,-1,11555,13320,-1,-1,-1,-1,-1,13470,14865,5555,6705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carrier
