@relation Starcraft_TvT_Terran_openings

@attribute TerranDepot numeric
@attribute TerranGas numeric
@attribute TerranSecondGas numeric
@attribute TerranExpansion numeric
@attribute TerranSecondExpansion numeric
@attribute TerranThirdExpansion numeric
@attribute TerranFourthExpansion numeric
@attribute TerranBarracks numeric
@attribute TerranSecondBarracks numeric
@attribute TerranThirdBarracks numeric
@attribute TerranMarine numeric
@attribute TerranMedic numeric
@attribute TerranFirebat numeric
@attribute TerranBunker numeric
@attribute TerranAcademy numeric
@attribute TerranStem numeric
@attribute TerranComsat numeric
@attribute TerranEbay numeric
@attribute TerranTurret numeric
@attribute TerranInfantryAttack1 numeric
@attribute TerranInfantryArmor1 numeric
@attribute TerranInfantryAttack2 numeric
@attribute TerranInfantryArmor2 numeric
@attribute TerranFactory numeric
@attribute TerranSecondFactory numeric
@attribute TerranThirdFactory numeric
@attribute TerranMachineShop numeric
@attribute TerranSiege numeric
@attribute TerranMines numeric
@attribute TerranVulture numeric
@attribute TerranTank numeric
@attribute TerranGoliath numeric
@attribute TerranArmory numeric
@attribute TerranSecondArmory numeric
@attribute TerranMetalAttack1 numeric
@attribute TerranMetalArmor1 numeric
@attribute TerranMetalAttack2 numeric
@attribute TerranMetalArmor2 numeric
@attribute TerranStarport numeric
@attribute TerranControlTower numeric
@attribute TerranWraith numeric
@attribute TerranCloak numeric
@attribute TerranDropship numeric
@attribute TerranValkyrie numeric
@attribute TerranScienceFacility numeric
@attribute TerranVessel numeric
@attribute TerranGhost numeric
@attribute TerranNuke numeric
@attribute TerranBattlecruiser numeric
@attribute TerranAirAttack numeric
@attribute TerranAirArmor numeric
@attribute midBuild {two_facto,vultures,air}

@data
1390,2380,11712,8178,10894,15364,20886,2104,6552,-1,-1,-1,-1,4610,13112,-1,15066,10290,11394,-1,-1,-1,-1,3606,10152,17004,8096,8952,-1,5702,8758,18942,14284,28700,17024,-1,29988,-1,4998,8048,6188,8740,14300,-1,27476,-1,-1,-1,29864,28758,30000,air
1210,2442,16086,10912,11500,14870,19442,2086,3364,3770,5420,-1,-1,-1,9448,-1,10768,8092,9116,-1,-1,-1,-1,3872,8856,11716,5170,7386,-1,21852,5784,6598,5302,-1,6640,16992,-1,-1,5114,6364,-1,-1,7038,-1,-1,-1,-1,-1,-1,-1,-1,air
1410,2596,12538,9520,13190,14124,-1,2194,6602,-1,11592,-1,-1,-1,-1,-1,-1,8016,12486,-1,-1,-1,-1,3764,4552,11824,5030,9088,5886,5754,6650,-1,-1,-1,-1,-1,-1,-1,6722,7888,-1,-1,8516,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1452,2502,-1,-1,-1,-1,-1,2060,9532,9666,10848,-1,-1,-1,10892,-1,-1,12960,13972,-1,-1,-1,-1,3884,-1,-1,5126,7972,-1,8126,5748,-1,-1,-1,-1,-1,-1,-1,10012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1280,9728,17078,13072,13760,15754,16398,2422,13488,14104,3674,-1,-1,7190,21396,-1,25476,18058,19268,-1,-1,-1,-1,18724,-1,-1,20270,-1,-1,-1,21008,24362,22718,24238,-1,-1,-1,-1,20860,23136,22174,-1,23786,-1,-1,-1,-1,-1,-1,24296,-1,
1700,3240,5722,13288,26286,-1,-1,2316,9462,10588,3572,6288,-1,21902,4974,6398,7580,23708,24844,-1,-1,-1,-1,6478,7174,-1,9220,10144,-1,8192,9962,24184,9564,-1,-1,-1,-1,-1,8276,12174,10454,23854,18386,-1,-1,-1,-1,-1,-1,-1,-1,
1400,2446,16692,12828,14702,17040,17522,2138,-1,-1,3780,-1,-1,-1,10368,-1,11644,7120,8104,-1,-1,-1,-1,3630,8850,15278,6384,9322,-1,4874,9312,7016,5682,5780,-1,-1,-1,-1,5092,6928,25658,-1,7558,14770,-1,-1,-1,-1,-1,-1,-1,air
1432,2472,13444,9374,12334,15988,20504,2170,4408,6622,3416,-1,-1,3686,11204,-1,12558,11542,12678,-1,-1,-1,-1,3970,16546,18600,8806,10816,-1,6060,9568,21420,19072,26408,20360,26386,-1,-1,5292,8886,6436,9552,11138,20832,-1,-1,-1,-1,-1,-1,-1,air
1364,1830,11784,14662,15058,16576,19122,2576,6652,7042,3816,-1,-1,4834,8784,-1,-1,19030,21844,-1,-1,-1,-1,4026,5416,-1,6080,14318,-1,5390,14026,6802,5382,-1,6730,-1,-1,-1,7774,9304,-1,-1,9948,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1598,2360,-1,12852,16676,-1,-1,2080,3774,4710,3856,-1,-1,-1,13260,-1,15114,8726,10722,-1,-1,-1,-1,3602,5616,19892,5908,7248,11352,4874,6964,23816,10228,-1,-1,-1,-1,-1,4900,6268,-1,-1,6894,-1,-1,-1,-1,-1,-1,-1,-1,air
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1560,2516,-1,10242,-1,-1,-1,2218,3714,-1,6842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3816,4594,11728,-1,-1,-1,-1,-1,6424,5156,-1,6690,-1,-1,-1,5286,6462,-1,-1,7356,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1390,2492,-1,7268,10386,-1,-1,2040,-1,-1,-1,-1,-1,-1,-1,-1,-1,10028,-1,-1,-1,-1,-1,3690,-1,-1,5140,5858,-1,5066,5912,-1,-1,-1,-1,-1,-1,-1,4980,6170,-1,-1,6780,-1,-1,-1,-1,-1,-1,-1,-1,air
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1360,2640,10495,6470,8850,9125,13495,2475,6095,6785,3770,-1,-1,-1,13755,-1,15435,8880,10240,-1,-1,-1,-1,4125,7210,13300,5500,7345,-1,5410,7040,-1,13930,-1,-1,-1,-1,-1,8495,9975,-1,-1,10630,21365,13450,-1,-1,-1,16030,15680,15690,
1455,2485,8380,6525,11230,15905,19955,2175,3465,5105,-1,-1,-1,-1,10830,-1,12560,6965,8545,-1,-1,-1,-1,3680,10130,-1,5910,8900,-1,4980,7205,-1,5380,19855,-1,-1,-1,-1,13915,16655,15085,17425,-1,-1,17860,-1,-1,-1,-1,17890,11380,
1480,2392,15234,11716,25936,27820,27866,2170,11802,12422,-1,-1,-1,-1,15850,-1,17446,13626,14968,-1,-1,-1,-1,3592,4770,13850,6020,9956,6670,4938,8352,9128,7126,21258,14228,-1,-1,-1,21206,22744,-1,-1,-1,25440,22724,-1,-1,-1,26944,23744,23756,two_facto
1438,2486,18962,15524,19732,22840,24476,2098,5962,7400,4230,-1,-1,-1,25880,-1,28064,7358,19226,-1,-1,-1,-1,3814,5028,33672,5676,6332,-1,5102,6298,9620,8344,33282,9664,-1,17204,-1,7800,9256,20310,20316,12536,-1,30762,-1,-1,-1,33320,30728,-1,two_facto
1450,2352,13290,10984,14126,23500,27302,2130,4690,6126,3984,-1,-1,-1,14472,-1,16836,8772,10498,17714,-1,-1,-1,3556,9882,16880,8322,10340,-1,5530,9774,21498,16406,18500,-1,-1,-1,-1,4892,6004,6220,6842,-1,19906,-1,-1,-1,-1,-1,19954,-1,air
1380,2466,20028,14542,16728,19370,21800,2154,5666,9860,-1,-1,-1,-1,6856,-1,8318,9848,14374,-1,-1,-1,-1,3632,4864,-1,10838,11674,-1,5090,11660,6720,5066,5362,-1,-1,-1,-1,6088,7554,12972,17734,8396,33766,22818,-1,-1,-1,27164,-1,-1,two_facto
1440,2435,11980,6720,9080,15195,17175,2140,4165,6550,3545,25505,-1,-1,9855,-1,11895,9895,10945,-1,-1,-1,-1,3985,4765,19940,6050,8140,-1,5795,6890,6950,5475,32840,16600,61240,21610,67045,12265,13420,-1,-1,14085,53595,20495,38875,76805,-1,31430,31575,34130,two_facto
1445,2605,13100,9730,12470,16990,18740,2170,3470,3585,-1,-1,-1,-1,10515,-1,13250,7880,12645,-1,-1,-1,-1,3770,10140,12755,7840,8960,-1,5025,8465,13760,10195,24360,15950,-1,-1,-1,5075,6270,6200,6895,10705,-1,26230,37815,43115,-1,30080,25535,25750,air
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,-1,38605,-1,-1,12535,-1,14745,7690,9660,-1,-1,-1,-1,3920,8385,15815,5645,9225,-1,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,-1,13615,42960,27280,66560,41100,22560,28190,
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,-1,-1,4840,8370,-1,9790,9035,10185,-1,-1,-1,-1,4115,14455,15825,5390,6250,-1,-1,6005,-1,7115,20755,8740,43700,20580,-1,8180,9395,45255,45280,10690,14350,13695,-1,-1,-1,22760,14790,22445,
1514,2420,18298,14390,15014,17996,19560,2690,-1,-1,-1,-1,-1,-1,6802,-1,8062,9372,10482,-1,-1,-1,-1,3926,5574,23062,8866,9866,-1,-1,9564,6564,5306,-1,22328,-1,-1,-1,5190,6434,-1,-1,7074,-1,-1,-1,-1,-1,-1,-1,-1,air
1456,2094,10448,8184,12412,12884,15078,2602,3906,4010,4220,-1,-1,-1,8744,-1,10692,13786,15092,-1,-1,-1,-1,3850,4782,13258,8586,11070,-1,6256,10048,6566,5260,18130,9644,21524,-1,-1,5094,6216,-1,-1,6858,-1,26968,-1,-1,-1,-1,-1,-1,unknown
1365,2500,11555,8135,10620,18995,19145,2200,25445,-1,4055,-1,-1,-1,13785,-1,15690,11860,13820,-1,-1,-1,-1,3805,4930,15140,8360,8995,-1,5180,9005,6755,5410,26130,-1,-1,-1,-1,5805,7005,-1,-1,7660,-1,21555,-1,-1,-1,24460,24505,27405,two_facto
1440,2635,11625,9755,14950,16255,19430,2265,25840,37595,49195,-1,-1,-1,19830,-1,21270,15510,16565,-1,-1,-1,-1,3805,5125,11460,10545,11480,-1,5075,11260,6530,5240,35485,16315,36870,25765,-1,6270,7595,11505,11825,8395,-1,22130,-1,-1,-1,-1,-1,-1,two_facto
1570,2865,17690,14860,17050,20120,26215,2300,4545,7740,3745,-1,-1,-1,13735,-1,15495,9555,10625,-1,-1,-1,-1,4595,5205,21025,5955,9175,6850,6630,9170,7880,6205,25300,7830,12415,25340,13430,10060,11465,-1,-1,12315,-1,24095,-1,-1,-1,-1,-1,-1,two_facto
1395,2635,11045,8965,10995,13900,16705,2225,4155,11310,3590,-1,-1,-1,11235,-1,12700,12840,13955,-1,-1,-1,-1,4270,9880,15490,6435,9230,-1,5785,8000,10735,9250,29920,10745,16780,21460,32400,5575,10310,6710,-1,11115,-1,20365,-1,-1,-1,32265,35015,35030,air
1475,2060,12875,10870,15885,17825,20655,2590,-1,-1,4285,-1,-1,-1,14750,-1,17970,12045,13045,-1,-1,-1,-1,3905,5170,10635,5815,7650,-1,5290,6610,17660,15100,23100,16505,21880,-1,-1,6080,7580,7280,8265,15030,-1,23025,-1,-1,-1,25305,25855,25790,two_facto
1255,2720,14580,8940,11900,17040,22085,2185,10955,12220,3465,-1,-1,-1,10690,-1,12265,7350,8370,-1,-1,-1,-1,4055,4700,14520,5395,6775,-1,5970,6075,7055,5735,-1,7770,-1,13535,-1,6450,7620,7590,-1,8265,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1385,2490,15115,12965,-1,-1,-1,2210,16525,-1,3460,-1,-1,-1,-1,-1,-1,16320,-1,-1,-1,-1,-1,3785,4930,6160,13995,14660,-1,5030,14640,6440,5115,-1,-1,-1,-1,-1,13805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1485,2765,9495,7455,-1,-1,-1,2225,7235,12055,4120,-1,-1,-1,13310,-1,14965,9420,14265,-1,-1,-1,-1,4045,5230,13355,9360,10965,-1,5625,10010,6940,5520,-1,14410,-1,-1,-1,8010,9400,-1,-1,10515,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1466,2544,10824,8738,14258,20416,20750,2320,3848,15982,4052,-1,-1,-1,16852,36014,18646,10726,14364,-1,-1,-1,-1,3734,12216,15898,10268,11870,-1,5120,11346,15038,13596,35038,22878,37592,37526,-1,5164,7384,6266,9088,12582,-1,35022,-1,-1,-1,-1,-1,-1,air
1366,2676,9200,5138,7144,15976,16092,2320,14378,22958,3646,26732,-1,28082,13400,-1,14648,7318,8422,-1,-1,-1,-1,3948,10750,23992,5668,17246,-1,5200,6304,12018,9618,-1,12724,18178,-1,-1,6434,30058,7590,-1,31458,-1,30182,33090,-1,-1,34348,22456,29542,
1420,2185,13800,9280,11245,11465,17390,2475,7680,7895,-1,-1,-1,-1,8280,-1,9670,7820,9495,-1,-1,-1,-1,3745,4835,-1,5660,10900,6490,5160,6410,9145,7725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1430,2075,17960,10400,12900,15335,16870,2425,10995,-1,3740,-1,-1,-1,14575,-1,17485,10440,11500,-1,-1,-1,-1,3675,13095,-1,6335,9380,-1,5255,7660,-1,-1,-1,-1,-1,-1,-1,4930,6145,6215,6870,10855,-1,-1,-1,-1,-1,-1,-1,-1,air
1432,2618,13164,8336,21774,22768,24218,2068,9216,-1,3366,-1,-1,-1,9008,-1,10464,10202,11968,-1,-1,-1,-1,3934,4760,15514,5216,10714,5848,5836,8706,8916,6274,-1,20154,-1,-1,-1,7952,9282,-1,-1,9968,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1400,2418,12880,8964,11978,14114,17356,2162,4072,6082,3642,-1,-1,-1,13950,-1,15448,9410,12682,-1,-1,-1,-1,3598,9306,9472,9260,10346,-1,5212,10340,6120,4846,26028,15784,22570,27600,-1,5924,7076,7048,7768,10002,-1,25220,-1,-1,-1,27156,27618,27628,
1510,2520,14555,9520,12455,16925,21160,2035,7475,14855,3320,-1,-1,-1,19320,-1,21135,15510,16520,-1,-1,-1,-1,3715,4675,10855,6760,10285,13505,5280,7750,9455,8040,44155,14760,19025,34610,-1,15435,18770,16655,20250,22125,-1,33350,-1,-1,-1,-1,-1,-1,two_facto
1365,2500,13410,10705,22030,27875,32510,2145,16490,-1,3410,-1,-1,-1,11950,-1,13325,15070,17040,-1,-1,-1,-1,3705,4720,18725,6065,8440,6710,5000,6760,10160,6340,-1,21130,25565,29075,-1,11240,12465,-1,-1,13505,-1,28070,-1,-1,-1,-1,25595,-1,two_facto
2020,4075,16510,9615,14745,16755,18925,1620,11200,16060,2870,-1,-1,4830,17880,-1,20005,7035,8210,-1,-1,-1,-1,5595,6090,6270,7605,9800,8640,6865,8555,-1,7240,37685,-1,-1,-1,-1,10895,14240,12205,-1,16865,36310,21455,-1,25080,27395,30025,21470,-1,two_facto
1510,2595,14915,10940,19045,21975,22300,2380,19925,21615,3650,-1,-1,4050,21560,-1,22950,8250,12160,-1,-1,-1,-1,4495,5780,17035,5800,6430,-1,24515,6440,16995,13955,25040,17925,-1,-1,-1,15730,17025,32120,32515,18355,-1,28755,-1,-1,-1,31090,25050,30325,two_facto
1460,2615,16635,14440,-1,-1,-1,2215,7670,16780,3600,-1,-1,-1,9025,-1,10805,10825,12450,-1,-1,-1,-1,3945,4745,-1,5825,9715,6805,5325,9670,8585,7270,-1,-1,-1,-1,-1,13300,14820,-1,-1,15445,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1440,2620,13230,10320,10420,11500,11880,2210,-1,-1,3505,-1,-1,-1,9960,-1,12760,7630,10260,-1,-1,-1,-1,3845,4905,13300,6495,8920,-1,5105,7135,-1,14985,-1,-1,-1,-1,-1,5125,8145,6255,8935,8925,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1415,2520,12075,9405,22890,24545,30345,2120,11070,33465,3395,-1,-1,-1,20545,-1,22675,15310,20065,-1,-1,-1,-1,3935,4725,24290,6130,8395,-1,5250,8250,6870,5225,37180,34820,45710,-1,-1,12760,16365,14235,17940,21365,-1,34805,-1,-1,-1,-1,-1,-1,two_facto
1450,2555,12845,10485,18835,20930,30375,2215,17060,-1,3460,-1,-1,-1,12925,-1,14785,14440,16960,-1,-1,-1,-1,3805,5045,18450,6860,8545,-1,5400,7490,13980,8465,-1,-1,-1,-1,-1,11390,13960,12520,-1,14640,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1500,2720,-1,15245,-1,-1,-1,2330,7710,11980,3630,-1,-1,-1,13810,-1,15310,7835,9225,-1,-1,-1,-1,4085,4740,-1,5930,6600,-1,5405,6560,8920,7180,7585,-1,-1,-1,-1,9950,11160,12885,12920,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1410,2640,12225,10195,13410,-1,-1,2260,-1,-1,3510,-1,-1,-1,13775,-1,15160,15630,-1,-1,-1,-1,-1,4060,12585,-1,6705,7620,-1,5325,7350,-1,-1,-1,-1,-1,-1,-1,5340,8460,6500,9375,-1,-1,-1,-1,-1,-1,-1,-1,-1,air
1485,2615,-1,5975,8395,11505,14155,2365,-1,-1,3655,-1,-1,-1,14330,-1,-1,7740,8815,-1,-1,-1,-1,3920,8355,-1,5185,7065,-1,5815,7025,9970,7690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1390,2505,11155,8305,11930,13690,-1,2110,3425,-1,3560,-1,-1,-1,14780,-1,-1,-1,-1,-1,-1,-1,-1,3725,11235,-1,6615,8655,-1,5005,7275,-1,-1,-1,-1,-1,-1,-1,4985,8100,6230,8885,8730,-1,-1,-1,-1,-1,-1,-1,-1,air
1400,2980,14130,8905,12490,21650,21890,2200,-1,-1,3560,-1,-1,-1,11340,-1,12690,9130,10130,-1,-1,-1,-1,4210,4980,13210,8975,16655,9650,5450,16040,10540,8935,-1,-1,-1,-1,-1,13860,19420,15125,20110,20115,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1450,2450,15390,12835,18205,19685,21655,2335,11620,18105,-1,-1,-1,-1,19510,-1,20900,18160,19545,-1,-1,-1,-1,3790,4865,13260,8165,12895,11455,5105,10840,11470,8955,-1,19355,-1,-1,-1,6075,13390,7725,-1,14065,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1420,2570,10005,5220,7990,17020,-1,2160,9710,12410,3450,-1,-1,-1,14825,-1,16205,6715,7840,-1,-1,-1,-1,4035,9245,9850,5435,6360,-1,-1,6050,11705,10340,-1,-1,-1,-1,-1,10880,12360,-1,-1,13305,-1,-1,-1,-1,-1,-1,-1,-1,
1440,2585,10880,8935,11890,15250,-1,2190,-1,-1,3430,-1,-1,-1,10085,-1,11520,13945,-1,-1,-1,-1,-1,3790,9585,12340,6430,8635,-1,5050,7195,-1,-1,-1,-1,-1,-1,-1,5070,8145,6190,9140,8800,-1,-1,-1,-1,-1,-1,-1,-1,air
1440,2630,-1,7715,10575,-1,-1,2300,-1,-1,3555,-1,-1,-1,-1,-1,-1,7045,-1,-1,-1,-1,-1,3845,4940,11460,5760,8930,-1,5210,8140,6480,5150,-1,-1,-1,-1,-1,8060,9215,-1,-1,9945,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1440,2615,-1,11165,-1,-1,-1,2205,-1,-1,3470,-1,-1,-1,11095,-1,-1,10495,-1,-1,-1,-1,-1,3850,4815,-1,6605,8055,-1,5085,7365,10410,7580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1425,2625,9525,5460,8345,12300,16150,2225,-1,-1,3470,-1,-1,-1,14045,-1,15355,7805,8835,-1,-1,-1,-1,3825,7050,10690,5085,6470,-1,-1,5700,11075,9150,-1,-1,-1,-1,-1,8705,11020,10090,-1,11705,-1,14540,-1,-1,-1,18035,15580,-1,
1400,2525,9855,7765,15320,19690,-1,2150,19505,-1,3390,-1,-1,-1,11585,-1,13170,10160,11195,-1,-1,-1,-1,3725,4725,11625,6495,8790,-1,4955,7140,11155,8680,-1,-1,-1,-1,-1,13040,14720,-1,-1,15345,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1445,2560,11700,9530,17795,21900,23175,2290,15355,-1,3560,-1,-1,-1,7265,-1,8555,9940,11170,-1,-1,-1,-1,3745,5530,18345,9110,11880,-1,5030,11235,6670,5015,-1,-1,-1,-1,-1,5235,6380,15445,18540,7805,-1,-1,-1,-1,-1,-1,-1,-1,air
1330,2485,10210,8150,14600,18095,19430,2140,10725,-1,3400,-1,-1,-1,12800,-1,14415,15510,16625,-1,-1,-1,-1,3655,12090,12850,6310,12375,-1,4915,6935,-1,20245,-1,-1,-1,-1,-1,4925,7140,6190,7790,17075,-1,-1,-1,-1,-1,-1,-1,-1,air
1460,2600,-1,-1,-1,-1,-1,2295,-1,-1,3545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3770,5020,-1,-1,-1,-1,-1,-1,6310,5060,-1,-1,-1,-1,-1,5545,6645,-1,-1,7275,-1,-1,-1,-1,-1,-1,-1,-1,unknown
1460,2570,-1,-1,-1,-1,-1,2200,-1,-1,3490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3760,4760,-1,5075,-1,5710,5695,7645,8510,7175,-1,-1,-1,-1,-1,8585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1400,2545,11285,8885,14645,16325,23350,2175,-1,-1,3415,-1,-1,-1,9910,-1,11420,11955,12985,-1,-1,-1,-1,3760,9175,12515,6375,10895,-1,5000,7105,11015,9750,19785,11360,18340,-1,-1,5635,7840,6920,-1,10405,-1,-1,-1,-1,-1,-1,21590,-1,air
1425,2595,15160,11925,17620,18490,21400,2085,8905,13330,3330,-1,16310,-1,8585,-1,9885,16270,17570,-1,-1,-1,-1,4210,5170,16320,11640,13155,-1,5755,12475,7255,5930,-1,25765,-1,-1,-1,8100,9385,9825,10185,12530,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1410,2490,14785,9285,12710,13945,14830,2320,-1,-1,3590,-1,-1,-1,12005,-1,13290,13190,16030,-1,-1,-1,-1,4040,5025,7045,5425,13390,7575,6055,12810,11820,7155,-1,-1,-1,-1,-1,11485,13680,12750,-1,-1,-1,16160,-1,-1,-1,18920,17620,-1,two_facto
1465,2640,-1,11690,14550,14760,18870,2260,3685,21910,3885,-1,-1,-1,15880,-1,17800,6340,7685,-1,-1,-1,-1,4245,4880,-1,6295,7095,21435,5610,7065,14245,12220,-1,-1,-1,-1,-1,5980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1420,2685,-1,10255,-1,-1,-1,2215,-1,-1,3490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4135,4585,8430,5405,-1,7575,5845,-1,-1,-1,-1,-1,-1,-1,-1,11160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1435,2735,-1,-1,-1,-1,-1,2210,-1,-1,3490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4200,5020,-1,5535,-1,6240,6290,-1,8230,6890,-1,8455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1520,2545,11020,8095,10405,15505,17635,2045,5330,7165,3385,-1,-1,-1,18365,-1,20850,7720,8785,-1,-1,-1,-1,4330,4745,10670,5675,7270,-1,5970,7255,7825,5705,-1,-1,-1,-1,-1,9480,10865,-1,-1,11535,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1450,2740,9870,6580,9425,12475,13940,2210,5365,5730,3505,-1,-1,-1,14065,-1,15800,8495,11940,-1,-1,-1,-1,4200,8945,14030,5465,7140,-1,-1,6720,17645,13225,22170,15730,26140,23400,30275,5540,6790,7845,-1,9295,-1,22125,-1,-1,-1,-1,-1,-1,air
1460,2710,8355,5950,16290,21675,25295,2200,10560,12160,4095,-1,-1,-1,12020,-1,13355,9335,10340,-1,-1,-1,-1,3920,11880,12455,5200,9700,-1,-1,6245,13705,12280,22165,13730,18555,39420,45670,5335,6595,7655,7455,13365,-1,19980,-1,-1,-1,23955,23645,23650,air
1390,2535,11770,8620,13100,24105,27135,2125,6405,8770,3355,-1,-1,-1,7780,-1,9230,16340,18320,-1,-1,-1,-1,3720,4520,9730,10300,12245,-1,5220,10950,6305,4980,24230,19440,-1,27760,-1,7020,11915,8290,16700,17915,-1,24265,38385,-1,-1,29800,25605,25635,two_facto
1300,2675,14020,11145,15555,19290,-1,2140,6480,-1,3400,-1,-1,-1,8540,-1,10235,8015,9035,-1,-1,-1,-1,3895,13960,15370,6060,10400,-1,-1,9880,-1,17715,-1,-1,-1,-1,-1,5175,6405,6385,7305,11610,-1,-1,-1,-1,-1,-1,-1,-1,air
1410,2680,8430,5910,7840,8100,11320,2160,9800,-1,4045,-1,-1,-1,11485,-1,12885,7175,8340,-1,-1,-1,-1,3960,11625,12305,5230,8860,-1,-1,8120,16470,12005,14435,15955,20245,-1,-1,5260,6410,7035,7030,15995,-1,-1,-1,-1,-1,-1,-1,-1,air
1385,2490,15115,12965,-1,-1,-1,2210,16525,-1,3460,-1,-1,-1,-1,-1,-1,16320,-1,-1,-1,-1,-1,3785,4930,6160,13995,14660,-1,5030,14640,6440,5115,-1,-1,-1,-1,-1,13805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1485,2765,9495,7455,-1,-1,-1,2225,7235,12055,4120,-1,-1,-1,13310,-1,14965,9420,14265,-1,-1,-1,-1,4045,5230,13355,9360,10965,-1,5625,10010,6940,5520,-1,14410,-1,-1,-1,8010,9400,-1,-1,10515,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1465,2695,10995,7070,9265,14450,18640,2525,12165,34180,3795,-1,-1,-1,6410,-1,16260,9210,10265,-1,-1,-1,-1,4030,4790,14600,6830,7875,-1,5365,7455,10710,5330,22805,9105,16110,-1,-1,6160,8345,-1,-1,9150,-1,22735,-1,-1,-1,-1,-1,-1,two_facto
1380,2650,11020,8845,14885,22270,26540,2080,8815,10150,3345,-1,-1,-1,10035,-1,11715,11170,12465,-1,-1,-1,-1,3985,4855,13345,5270,8015,19215,19760,5945,6940,5300,-1,-1,-1,-1,-1,9645,10955,22140,22120,12200,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
