@relation Starcraft_PvZ_Zerg_openings

@attribute ZergPool numeric
@attribute ZergOverlord numeric
@attribute ZergZergling numeric
@attribute ZergZerglingSpeed numeric
@attribute ZergCrackling numeric
@attribute ZergBurrow numeric
@attribute ZergGas numeric
@attribute ZergSecondGas numeric
@attribute ZergSecondHatch numeric
@attribute ZergThirdHatch numeric
@attribute ZergFourthHatch numeric
@attribute ZergFifthHatch numeric
@attribute ZergSixthHatch numeric
@attribute ZergSeventhHatch numeric
@attribute ZergHydraDen numeric
@attribute ZergHydra numeric
@attribute ZergHydraRange numeric
@attribute ZergHydraSpeed numeric
@attribute ZergLurker numeric
@attribute ZergLair numeric
@attribute ZergSpire numeric
@attribute ZergMutalisk numeric
@attribute ZergScourge numeric
@attribute ZergAirAttack numeric
@attribute ZergAirArmor numeric
@attribute ZergQueenNest numeric
@attribute ZergQueen numeric
@attribute ZergHive numeric
@attribute ZergGreaterSpire numeric
@attribute ZergGardian numeric
@attribute ZergDevour numeric
@attribute ZergUltraliskCavern numeric
@attribute ZergUltralisk numeric
@attribute ZergUltraliskArmor numeric
@attribute ZergUltraliskSpeed numeric
@attribute ZergDefilerMound numeric
@attribute ZergDefiler numeric
@attribute ZergConsume numeric
@attribute ZergevoDen numeric
@attribute ZergMeleeWeapons1 numeric
@attribute ZergRangeWeapons1 numeric
@attribute ZergGroundArmor1 numeric
@attribute ZergMeleeWeapons2 numeric
@attribute ZergRangeWeapons2 numeric
@attribute ZergGroundArmor2 numeric
@attribute ZergCreep numeric
@attribute ZergSunken numeric
@attribute ZergSpore numeric
@attribute midBuild {speedlings,fast_mutas,mutas,lurkers,hydras}

@data
2700,3334,3988,10928,19518,-1,2960,5760,2024,9198,12012,13044,13624,14420,7794,9488,-1,-1,10780,7328,12328,18362,14482,-1,-1,16522,-1,17560,19584,21530,22102,19544,23752,22934,20868,-1,-1,-1,15946,17344,-1,17228,22924,-1,21296,4394,4796,17208,speedlings
3050,1355,4350,10490,-1,-1,3385,14310,2550,11940,-1,-1,-1,-1,4770,5845,7290,5745,11885,8205,15355,17800,17280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15410,16030,-1,unknown
2585,3315,3970,8705,-1,-1,2975,5675,2000,7435,12375,15815,-1,-1,7365,8140,15395,13060,11735,6995,8550,-1,10575,-1,-1,19365,-1,20680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17545,20160,-1,19200,-1,-1,-1,4060,4505,18805,speedlings
2630,3060,3905,8865,-1,-1,1415,6650,2285,7375,10895,17840,-1,-1,14385,15865,16825,15105,-1,7985,9595,11455,12870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15975,-1,16725,-1,-1,-1,-1,4155,4525,-1,speedlings
2590,3050,3860,7355,-1,-1,1330,5320,2240,6500,11525,16725,-1,-1,13675,14705,16275,14730,-1,6830,8395,10350,11765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7250,-1,8030,-1,-1,15085,-1,4295,4655,7925,speedlings
1640,2265,2985,6765,-1,-1,2085,4140,3405,7570,13485,16545,17460,17825,13110,15015,-1,-1,16450,5600,7130,9045,10560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15335,-1,-1,17875,-1,-1,-1,9885,10690,-1,speedlings
3030,1425,4295,6050,-1,-1,3865,-1,2505,7355,-1,-1,-1,-1,7555,8515,9920,8340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4440,5185,-1,speedlings
3035,1365,4300,-1,-1,-1,-1,-1,2580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4565,4940,-1,
2615,3085,3875,21270,-1,-1,1315,5710,2185,11200,13540,20655,-1,-1,11815,12550,14105,12480,-1,6970,8640,19695,10790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12085,-1,12805,-1,-1,-1,-1,4370,4740,14210,hydras
1905,1365,3170,6420,-1,16295,4375,16820,3725,4145,4730,12430,-1,-1,13490,14175,-1,-1,-1,5750,15575,17490,17510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9220,-1,-1,-1,-1,-1,-1,9695,14745,10175,speedlings
2315,1330,3580,-1,-1,-1,5760,-1,3375,3835,4665,-1,-1,-1,7285,7970,10855,9280,-1,8370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8160,9425,9295,-1,-1,-1,-1,8495,10125,8870,hydras
3100,1415,4460,8200,-1,-1,5805,7380,2570,5450,5705,13475,19255,-1,18260,19550,20610,18975,-1,7195,8725,10600,-1,-1,10625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18810,-1,19610,-1,-1,-1,-1,9950,10535,-1,speedlings
3085,1370,4350,12460,-1,-1,4720,9900,2655,4560,12690,13010,14615,19580,7100,7800,9615,7775,13465,10005,15975,20430,18050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17110,17925,-1,18015,22295,-1,22325,-1,-1,-1,unknown
3170,1520,4440,-1,-1,-1,3630,9835,2690,6195,13400,17145,18445,22905,5020,5760,9330,7285,-1,8545,10080,12070,12640,14925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7480,7880,-1,hydras
3010,1390,4285,-1,-1,-1,5180,9830,2565,4440,5705,12780,-1,-1,6875,9635,10260,8100,16065,7720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14680,-1,-1,16950,-1,-1,-1,7070,7545,-1,hydras
3010,1370,4280,21050,21020,9255,3535,10180,2575,8540,8995,12400,12895,13435,9280,11310,-1,-1,12670,4870,6395,8245,17190,10785,-1,14470,-1,16925,18790,20645,-1,-1,-1,-1,-1,-1,-1,-1,14980,21015,-1,-1,-1,-1,-1,5225,6500,16260,unknown
3142,1400,4408,5254,-1,7088,3596,14968,2708,9928,17670,23794,-1,-1,7160,7934,-1,15136,12352,8108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18172,22702,-1,20812,-1,-1,-1,12412,12832,-1,speedlings
2710,3120,3975,26760,-1,-1,3330,5265,2010,6880,6985,13225,15945,22675,7760,10185,10115,8565,-1,6635,10025,11920,17840,-1,-1,21215,-1,22800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13295,-1,14140,14155,-1,18310,18315,4065,4560,-1,hydras
2950,1310,4265,6380,27945,24465,4615,11510,2570,4405,5490,11865,21345,28725,8830,9820,-1,-1,11425,6960,8500,29885,19760,-1,-1,20700,-1,26105,29060,31825,40805,30410,-1,31945,35215,40060,42520,41745,21440,22465,-1,25965,25125,-1,30295,4460,4840,26640,speedlings
2680,3220,3945,11400,-1,-1,7780,10285,1960,8370,12255,-1,-1,-1,8955,10035,11105,9755,-1,9550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13600,-1,15300,-1,-1,-1,-1,4295,4765,-1,unknown
2740,3165,4000,-1,-1,-1,-1,-1,2055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3925,-1,-1,
2985,1360,4245,9360,25580,-1,7630,12340,2510,5550,19620,28795,38555,39045,11290,13435,15015,12065,19705,13280,19515,26790,22780,-1,-1,22635,-1,23700,47070,-1,-1,26335,27795,29865,27840,40615,41575,41600,23285,24770,-1,24775,31090,-1,37665,12835,13470,-1,speedlings
2985,1360,4245,9360,25580,-1,7630,12340,2510,5550,19620,28795,38555,39045,11290,13435,15015,12065,19705,13280,19515,26790,22780,-1,-1,22635,-1,23700,47070,-1,-1,26335,27795,29865,27840,40615,41575,41600,23285,24770,-1,24775,31090,-1,37665,12835,13470,-1,speedlings
1720,2332,2982,-1,-1,-1,2102,2696,8474,-1,-1,-1,-1,-1,5238,6160,-1,-1,8708,4000,9604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5954,7546,-1,lurkers
2906,2286,4236,7384,18866,-1,2758,5608,1866,5334,9998,16016,16734,22158,11264,13570,20914,19632,14160,6868,8398,10260,15436,-1,-1,15996,-1,17022,18962,20868,-1,20164,22850,25608,22106,-1,-1,-1,8022,13166,-1,8752,17904,-1,14066,4034,4406,-1,speedlings
2218,1340,3484,5516,-1,-1,3756,13442,3286,6564,10366,-1,-1,-1,14936,-1,-1,-1,-1,13328,-1,-1,-1,-1,-1,14902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11624,14192,-1,12598,-1,-1,-1,6126,12664,-1,speedlings
2968,1302,4278,6698,18750,-1,4908,6758,2532,4206,11128,13928,15684,23246,6236,8426,19866,17618,10712,6594,12526,20904,14580,-1,-1,14570,-1,16906,19962,-1,21848,26030,29626,32846,28406,24138,26052,26042,10632,12844,-1,11376,18702,-1,15806,6512,6888,20996,speedlings
2218,1340,3484,5516,-1,-1,3756,13442,3286,6564,10366,-1,-1,-1,14936,-1,-1,-1,-1,13328,-1,-1,-1,-1,-1,14902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11624,14192,-1,12598,-1,-1,-1,6126,12664,-1,speedlings
2968,1302,4278,6698,18750,-1,4908,6758,2532,4206,11128,13928,15684,23246,6236,8426,19866,17618,10712,6594,12526,20904,14580,-1,-1,14570,-1,16906,19962,-1,21848,26030,29626,32846,28406,24138,26052,26042,10632,12844,-1,11376,18702,-1,15806,6512,6888,20996,speedlings
2906,2286,4236,7384,18866,-1,2758,5608,1866,5334,9998,16016,16734,22158,11264,13570,20914,19632,14160,6868,8398,10260,15436,-1,-1,15996,-1,17022,18962,20868,-1,20164,22850,25608,22106,-1,-1,-1,8022,13166,-1,8752,17904,-1,14066,4034,4406,-1,speedlings
2878,2340,4136,9626,14898,-1,3734,6300,1894,5776,6740,10224,11498,13846,10982,15556,14546,13282,-1,8958,11368,-1,13328,-1,-1,10948,12090,12928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7074,8186,13228,7792,12702,17350,12230,4324,4760,-1,speedlings
2768,3180,4032,-1,-1,-1,3568,-1,2036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1616,2026,2884,20076,22542,25346,4138,8396,4112,10140,19500,20688,21148,23904,6270,7596,25776,23420,8850,5470,9262,11418,14964,-1,16006,17714,-1,19028,20878,23286,23320,22568,27312,28448,23936,24028,27336,25148,17680,20846,32674,19022,25172,-1,23930,6306,6746,25624,fast_mutas
2076,1378,3358,4162,-1,-1,2628,-1,4964,5096,6412,13722,-1,-1,9308,10254,13872,12244,-1,9750,-1,-1,-1,-1,-1,17776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8852,-1,11904,-1,-1,-1,-1,3550,3982,-1,speedlings
2878,2340,4136,9626,14898,-1,3734,6300,1894,5776,6740,10224,11498,13846,10982,15556,14546,13282,-1,8958,11368,-1,13328,-1,-1,10948,12090,12928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7074,8186,13228,7792,12702,17350,12230,4324,4760,-1,speedlings
1616,2026,2884,20076,22542,25346,4138,8396,4112,10140,19500,20688,21148,23904,6270,7596,25776,23420,8850,5470,9262,11418,14964,-1,16006,17714,-1,19028,20878,23286,23320,22568,27312,28448,23936,24028,27336,25148,17680,20846,32674,19022,25172,-1,23930,6306,6746,25624,fast_mutas
1720,2332,2982,-1,-1,-1,2102,2696,8474,-1,-1,-1,-1,-1,5238,6160,-1,-1,8708,4000,9604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5954,7546,-1,lurkers
2730,2940,4025,10015,-1,-1,1310,2235,2050,5590,6595,7830,10280,15215,7670,9130,10760,8360,-1,15230,18465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8645,9260,-1,unknown
3040,1375,4300,4895,-1,-1,3535,-1,2595,4485,-1,-1,-1,-1,-1,-1,-1,-1,-1,6075,15670,17705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5180,5645,-1,speedlings
3295,1480,4650,24755,26455,-1,5330,9945,2665,4390,12110,14065,16935,20180,9360,10745,15875,12570,12265,6790,8460,10525,10545,-1,-1,22535,-1,24015,26215,-1,-1,26175,-1,-1,-1,-1,-1,-1,7045,19135,22590,18090,25025,-1,22565,6725,8020,7735,mutas
2360,1450,3640,3660,48015,42715,1875,2180,4685,11290,17895,24055,25160,31765,8025,9625,17155,15305,10655,6360,24330,-1,26790,-1,-1,32425,-1,45310,56060,-1,-1,47655,49495,49465,-1,72965,79960,76520,20035,28130,21145,23935,45650,-1,32030,6180,6580,59185,speedlings
3110,1445,4405,4805,-1,-1,3540,16430,2655,10935,17945,19265,22900,25645,7485,8350,20180,18275,10435,6675,11500,15450,15630,-1,-1,32455,-1,34645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32415,-1,33295,36875,-1,-1,-1,14605,15215,-1,speedlings
3220,1430,4475,20420,-1,-1,3440,-1,2615,22415,22480,23145,-1,-1,4850,5755,8330,5690,18245,12755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
2550,1425,3835,6470,-1,-1,1615,3585,3405,13960,-1,-1,-1,-1,7060,8300,-1,22160,10840,5595,14980,16875,20310,19550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3765,4125,-1,speedlings
3065,1380,4345,6215,-1,-1,3450,8900,2660,4925,13810,18085,21960,-1,11905,13045,16085,14530,14430,6015,8015,9975,-1,10000,-1,20560,-1,22665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14565,-1,15380,18685,-1,19585,23370,9365,9820,-1,speedlings
3200,1460,4490,18260,20440,-1,5860,8225,2365,11785,14470,16895,22630,24485,8360,10165,-1,-1,11270,7685,12450,14380,14790,-1,-1,16535,-1,18130,20420,22515,-1,26485,29900,28095,31200,35385,-1,-1,-1,-1,-1,-1,-1,-1,-1,4270,4675,-1,speedlings
2985,1435,4245,5185,-1,-1,3560,-1,2500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4625,4990,-1,speedlings
3230,1435,4660,9200,-1,-1,1635,7280,2730,4435,5950,10815,11920,13105,9845,10840,-1,17910,13700,8590,14140,26715,16245,-1,-1,19145,-1,20565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13890,-1,16455,17965,-1,-1,-1,6825,7485,18070,speedlings
3110,1400,4430,6050,-1,-1,3710,11595,2640,10625,14475,19565,-1,-1,6670,8760,18390,15510,9455,5690,10680,12820,12740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4645,5525,-1,speedlings
3015,1400,4760,6240,-1,-1,4550,8375,2590,4370,16290,-1,-1,-1,5795,6495,17040,14240,13450,7205,8745,10720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5910,6310,-1,mutas
2885,2350,4175,9915,26440,13195,5510,9205,1920,8130,14950,20135,21875,24130,7980,9830,20735,19150,10745,7080,14035,-1,16055,-1,-1,23200,-1,24615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11140,33940,-1,14040,-1,-1,20730,4940,5355,36980,speedlings
2240,1405,3505,3930,-1,-1,2365,7815,4090,5455,9835,-1,-1,-1,6725,8770,13670,11265,9315,5560,8925,10945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12635,15520,-1,14615,-1,-1,14655,9030,9435,-1,speedlings
3220,1420,4490,5125,27590,-1,3755,12210,2740,7535,8825,13590,14390,18110,10330,12495,13145,11120,18270,14035,19620,41015,21515,41395,34790,24120,-1,25760,39500,-1,41855,30010,32895,31355,34815,41715,42990,43025,14450,26220,15830,23080,31145,21365,27115,3995,10130,36005,speedlings
3045,1375,4290,6820,-1,-1,5425,7805,2600,4830,11375,11755,-1,-1,7530,8255,-1,12680,10930,7495,12845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11790,-1,-1,12595,-1,-1,-1,5730,6225,-1,speedlings
3490,1345,-1,-1,-1,-1,2125,20260,2865,12800,17970,19670,-1,-1,4850,5515,9070,6765,-1,4770,19060,21695,21000,-1,20945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5405,-1,6070,-1,-1,15000,-1,-1,-1,-1,hydras
3045,1375,4290,6820,-1,-1,5425,7805,2600,4830,11375,11755,-1,-1,7530,8255,-1,12680,10930,7495,12845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11790,-1,-1,12595,-1,-1,-1,5730,6225,-1,speedlings
3525,1360,-1,-1,-1,-1,2060,17840,2765,14695,-1,-1,-1,-1,4900,5575,7580,5840,-1,4780,17965,19875,-1,-1,20225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5370,-1,6075,-1,-1,14825,-1,18375,18760,-1,hydras
2248,1428,3514,14772,22772,20612,5148,8636,3154,4324,10602,14286,19268,21312,6880,7744,9328,7610,16118,7546,11678,-1,15858,-1,-1,16086,-1,17300,-1,-1,-1,19162,21324,21988,22008,24860,25970,25926,11740,13402,-1,13382,20010,-1,20006,7458,7906,-1,unknown
1850,1324,3104,8786,-1,-1,6768,8506,3462,4242,6164,10222,15224,16208,8946,9962,9932,14378,-1,8134,12112,21914,25734,-1,-1,16080,27122,17172,20306,32194,23156,-1,-1,-1,-1,27022,29172,28242,9252,32582,15828,11094,-1,21420,15858,7600,8014,11300,speedlings
3015,1375,5990,-1,-1,-1,5285,7305,2610,3845,-1,-1,-1,-1,6765,7460,9800,8240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5340,5970,-1,hydras
2245,1385,3535,14980,17310,-1,4920,7455,3290,4440,8810,13785,20980,28850,6310,7015,8700,7030,12855,9105,22885,-1,-1,-1,-1,12715,-1,14340,-1,-1,-1,16305,17845,19915,17815,-1,-1,-1,11835,12530,-1,12665,16615,-1,16685,10225,10640,14775,unknown
3035,1355,4300,7090,-1,-1,4680,7935,2585,3985,8850,14465,-1,-1,14380,15135,-1,15155,-1,6265,7855,9760,9745,-1,10330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7215,-1,-1,8350,-1,-1,14760,11325,11725,-1,speedlings
2080,1335,3360,-1,-1,-1,5390,7135,3010,3900,5975,-1,-1,-1,7285,8760,9665,8110,-1,6785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7845,8205,-1,hydras
1870,1365,3125,3615,50175,-1,2405,15515,4150,11665,13010,15950,19940,20290,14465,16385,17110,15545,27795,24110,-1,-1,-1,-1,-1,43805,-1,47225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27415,-1,28625,28630,-1,38620,38625,5245,5625,-1,speedlings
2945,1355,4225,9900,14345,-1,4660,9515,2495,4030,8900,9390,11525,18020,7215,9210,-1,-1,9795,6055,13405,-1,15790,-1,-1,11385,-1,12360,-1,-1,-1,17795,20170,21425,19070,-1,-1,-1,9465,11080,-1,11055,16270,-1,15580,6670,7140,12520,speedlings
2140,1375,3460,6230,15415,-1,4610,8985,3030,4090,13560,14180,23060,26430,12840,14450,-1,-1,16120,7950,9985,11995,12410,-1,-1,12265,-1,13440,15315,17280,17250,19360,-1,-1,-1,-1,-1,-1,15875,17525,-1,17010,23950,-1,23930,5225,5770,20745,speedlings
1845,1350,3135,15770,-1,-1,4740,5670,3065,4135,5390,11440,16370,-1,7170,8135,9575,7875,-1,15405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12545,14445,-1,14440,-1,-1,-1,6345,6770,-1,hydras
3005,1335,4415,12130,18475,-1,5855,9275,2490,4355,5495,9245,9390,11830,7100,8060,9530,7865,-1,12140,-1,-1,-1,-1,-1,15405,-1,16635,-1,-1,-1,18520,19970,22405,19990,-1,-1,-1,10650,11490,11505,11480,15640,15670,15630,6230,6850,-1,hydras
2405,1560,3670,-1,-1,13290,1655,4940,3280,4450,10760,-1,-1,-1,6285,7255,10110,7185,-1,9540,11180,13065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7045,7415,-1,mutas
1920,1355,3205,3745,-1,-1,2480,-1,4305,5880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7300,7705,-1,speedlings
1915,1400,3185,-1,-1,-1,3560,-1,3050,-1,-1,-1,-1,-1,4790,5720,-1,5475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2130,1365,3385,-1,-1,-1,5720,7255,3220,4275,5480,7020,15970,-1,7810,8575,10075,8550,-1,7165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,hydras
2220,1370,3520,16415,-1,-1,4715,9110,3155,4100,12920,17125,18975,26645,9465,10140,34360,30985,13695,6540,18875,-1,21535,-1,-1,21925,-1,23045,-1,-1,-1,26200,29510,29930,27795,-1,-1,-1,21900,27730,40120,23075,33185,-1,27740,5210,5675,25485,speedlings
2220,1370,3520,16415,-1,-1,4715,9110,3155,4100,12920,17125,18975,26645,9465,10140,34360,30985,13695,6540,18875,-1,21535,-1,-1,21925,-1,23045,-1,-1,-1,26200,29510,29930,27795,-1,-1,-1,21900,27730,40120,23075,33185,-1,27740,5210,5675,25485,speedlings
1925,1405,3260,6160,-1,-1,4525,22990,3010,4030,5500,16805,23560,24465,9250,17880,19960,17865,23990,8555,10290,12785,14735,-1,-1,24170,-1,25260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10505,-1,-1,20500,-1,-1,-1,4015,4505,11785,speedlings
1930,1370,3225,11740,28385,-1,5095,7335,3375,4190,11575,23555,30875,-1,6235,7060,9630,7280,16160,8450,23385,-1,25510,-1,-1,24310,-1,25590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22825,25580,-1,24105,29740,-1,29735,8345,8785,26105,unknown
2955,2460,4240,9780,-1,5275,1325,7430,2220,5320,6965,9550,14105,-1,10325,11925,-1,-1,13160,9105,15055,-1,-1,-1,-1,15605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8220,-1,-1,8920,-1,-1,9125,4290,7095,-1,speedlings
1895,1410,3170,10240,-1,19265,6970,10430,3370,3585,4300,4590,13310,14585,19275,20900,-1,-1,22760,8955,10565,12420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18580,22535,-1,19585,-1,-1,-1,5475,6050,-1,speedlings
1870,1315,3135,6290,25705,-1,4265,9400,4205,4730,8625,8820,10745,17945,6315,8650,18190,16575,9265,5555,9910,12635,14540,-1,-1,20235,-1,23125,-1,-1,-1,26220,29670,-1,28675,-1,-1,-1,13615,14600,16395,14610,19630,21175,19640,10960,11605,-1,speedlings
2900,1315,4235,-1,-1,-1,5715,6080,2440,4180,5480,-1,-1,-1,6950,8140,9390,7830,-1,7550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7250,13700,-1,hydras
1836,1312,3094,11310,20624,26136,4344,9276,3024,4028,7620,8624,15190,23870,9310,10632,11648,10104,15254,5650,7252,9126,9112,-1,32228,17366,-1,18462,-1,-1,-1,-1,-1,-1,-1,22974,24374,24056,15430,17350,-1,16504,22786,-1,21834,9800,10272,-1,speedlings
2894,1310,4182,6884,-1,-1,3730,-1,2494,4292,8790,-1,-1,-1,-1,-1,-1,-1,-1,4982,6522,8846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3584,4220,-1,speedlings
1802,1296,3092,15592,19384,32122,3768,9698,2932,7926,8908,11022,16274,19744,9652,11930,12560,15014,12570,5052,6602,8478,10884,-1,13362,15244,-1,17320,-1,-1,-1,30802,32858,32950,-1,19374,25216,24082,12028,22686,14134,13126,28026,-1,22694,6310,6666,16146,unknown
1634,2202,2930,15494,-1,-1,1992,4684,3540,3652,4594,14520,-1,-1,6466,7150,7306,8918,14400,6050,7832,-1,12176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7784,8186,-1,speedlings
3018,1350,4324,8840,-1,-1,6488,8874,2838,3892,10000,14322,15504,-1,7696,8346,-1,-1,11730,8254,10484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13644,-1,-1,15404,-1,-1,-1,7448,7886,-1,speedlings
3754,1298,5038,10358,20968,-1,4528,7130,2438,3308,6744,8156,11670,14872,6172,6832,9554,7240,14010,5946,7570,15274,9616,-1,9604,11164,-1,12178,14452,17128,-1,21396,22754,22734,-1,16060,17392,17382,9974,10840,-1,10762,15332,-1,15336,13526,14436,-1,unknown
1858,1348,3100,-1,-1,16256,4370,9534,3306,4336,6772,8234,14194,-1,10018,10938,12420,10726,-1,5744,7270,9302,9124,-1,11360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7426,7912,-1,hydras
3085,1365,4350,8460,22080,-1,5735,10345,2675,4510,11030,12305,15960,18830,7020,8380,9915,7855,14295,10705,15920,19030,18300,-1,-1,18790,-1,20090,22585,-1,-1,22095,23475,-1,23460,-1,-1,-1,11790,12700,17295,12930,17045,22685,17045,4865,5245,-1,unknown
