@relation Starcraft_PvT_Terran_openings

@attribute TerranDepot numeric
@attribute TerranGas numeric
@attribute TerranSecondGas numeric
@attribute TerranExpansion numeric
@attribute TerranSecondExpansion numeric
@attribute TerranThirdExpansion numeric
@attribute TerranFourthExpansion numeric
@attribute TerranBarracks numeric
@attribute TerranSecondBarracks numeric
@attribute TerranThirdBarracks numeric
@attribute TerranMarine numeric
@attribute TerranMedic numeric
@attribute TerranFirebat numeric
@attribute TerranBunker numeric
@attribute TerranAcademy numeric
@attribute TerranStem numeric
@attribute TerranComsat numeric
@attribute TerranEbay numeric
@attribute TerranTurret numeric
@attribute TerranInfantryAttack1 numeric
@attribute TerranInfantryArmor1 numeric
@attribute TerranInfantryAttack2 numeric
@attribute TerranInfantryArmor2 numeric
@attribute TerranFactory numeric
@attribute TerranSecondFactory numeric
@attribute TerranThirdFactory numeric
@attribute TerranMachineShop numeric
@attribute TerranSiege numeric
@attribute TerranMines numeric
@attribute TerranVulture numeric
@attribute TerranTank numeric
@attribute TerranGoliath numeric
@attribute TerranArmory numeric
@attribute TerranSecondArmory numeric
@attribute TerranMetalAttack1 numeric
@attribute TerranMetalArmor1 numeric
@attribute TerranMetalAttack2 numeric
@attribute TerranMetalArmor2 numeric
@attribute TerranStarport numeric
@attribute TerranControlTower numeric
@attribute TerranWraith numeric
@attribute TerranCloak numeric
@attribute TerranDropship numeric
@attribute TerranValkyrie numeric
@attribute TerranScienceFacility numeric
@attribute TerranVessel numeric
@attribute TerranGhost numeric
@attribute TerranNuke numeric
@attribute TerranBattlecruiser numeric
@attribute TerranAirAttack numeric
@attribute TerranAirArmor numeric
@attribute midBuild {bio,early}

@data
1510,2645,14200,8670,10710,12010,-1,2210,3520,8100,3605,-1,-1,-1,12295,-1,13950,8870,10050,-1,-1,-1,-1,4050,4620,13190,5365,9590,6630,6610,5985,-1,14370,20440,16125,20405,22215,24705,13145,14325,-1,-1,15225,-1,20475,-1,-1,-1,-1,-1,-1,two_facto
1505,4035,23065,10490,14975,19515,20485,2245,9730,14520,3585,-1,-1,10920,17690,-1,26975,9220,10535,-1,-1,-1,-1,5300,14700,18935,6605,7275,16575,16065,7250,34045,24840,-1,31295,-1,-1,-1,6645,7890,-1,-1,8655,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1445,2500,13725,8015,14425,15490,16525,2075,7320,-1,3325,-1,-1,7060,14280,-1,16250,9240,10345,-1,-1,-1,-1,3840,10215,12265,5135,5865,11280,13610,5770,21505,15770,17860,19545,19595,-1,-1,8510,10035,11715,-1,10785,-1,20615,-1,-1,-1,-1,-1,-1,unknown
1455,2790,-1,12410,-1,-1,-1,2150,5770,-1,3410,6775,13715,-1,5415,6945,6845,-1,-1,-1,-1,-1,-1,4055,11615,-1,5310,7475,-1,-1,5995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1425,2725,18120,11030,13340,15740,21735,2330,29345,-1,3595,-1,-1,-1,11985,-1,13370,7910,12310,-1,-1,-1,-1,4015,4685,17390,5270,11920,6615,5890,12385,25975,20885,24140,24120,25810,31260,31290,17935,20630,-1,-1,22845,-1,25225,-1,-1,-1,-1,-1,-1,two_facto
1465,2735,13670,5120,13485,17035,22835,2380,15620,18745,3620,-1,-1,9240,11040,-1,12485,8925,10225,-1,-1,-1,-1,4010,8340,8445,5275,6355,8620,9790,5905,-1,16245,-1,22615,27410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1585,2595,14280,10525,13765,16850,19985,2270,14555,-1,4020,-1,-1,-1,13085,-1,14845,6365,7850,-1,-1,-1,-1,3865,4920,12865,5130,8420,6025,6200,5755,-1,-1,-1,-1,-1,-1,-1,11075,12910,29390,-1,15235,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1465,2550,14850,11555,14295,-1,-1,2245,3535,16785,4000,17435,-1,-1,14700,-1,16290,9410,14805,-1,-1,-1,-1,3890,4960,5310,-1,-1,-1,-1,-1,6675,5385,-1,-1,-1,-1,-1,5195,6405,-1,-1,7630,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1435,2805,10405,7075,12910,14600,17580,2210,9120,18415,3575,-1,46740,-1,11345,61135,12720,8180,10595,-1,-1,-1,-1,4040,4810,8065,5360,9230,6025,6150,6015,35730,20900,28065,24110,24115,29845,29870,8530,10330,-1,-1,10980,-1,30750,-1,38770,39645,-1,-1,-1,two_facto
1480,2740,-1,-1,-1,-1,-1,2225,14550,-1,3500,-1,-1,-1,-1,-1,-1,10810,13960,-1,-1,-1,-1,4300,6000,13130,7950,13745,10265,5605,8760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1420,2495,24625,11475,14675,20275,-1,2110,-1,-1,3960,-1,-1,5720,12275,-1,13580,8080,9165,-1,-1,-1,-1,3850,5030,12905,5275,7565,6190,5940,5950,-1,17525,-1,19100,25775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1436,2510,15364,10574,14418,16590,18878,2088,8276,13052,3434,-1,-1,15258,12614,-1,14094,11302,12354,-1,-1,-1,-1,4500,11766,11906,5814,7978,14130,5750,6422,-1,-1,-1,-1,-1,-1,-1,5782,7076,-1,-1,7690,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1215,2600,-1,-1,-1,-1,-1,2010,3770,4340,4480,-1,-1,5045,-1,-1,-1,-1,-1,-1,-1,-1,-1,4235,5395,8245,6235,10525,6945,5760,8850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,bio
1440,4086,24240,14738,20358,-1,-1,2224,2854,2970,3456,7808,8248,4730,5872,7446,7766,8058,11404,9114,15536,-1,-1,9448,10944,-1,10794,11646,22110,17306,11560,-1,-1,-1,-1,-1,-1,-1,18168,19418,-1,-1,20800,-1,-1,-1,-1,-1,-1,-1,-1,bio
1535,2500,13405,8225,19470,27850,-1,2180,7410,-1,3440,-1,-1,8610,10235,-1,13230,6120,7510,-1,-1,-1,-1,3720,4705,4890,5135,7565,13105,10845,5785,28000,25625,-1,-1,-1,-1,-1,7905,9785,13765,-1,13130,32220,-1,-1,-1,-1,-1,-1,-1,two_facto
1410,2410,11045,7165,9400,19120,24540,2145,7320,7900,3375,-1,-1,-1,11505,-1,13160,9080,10110,-1,-1,-1,-1,3720,7610,13185,4990,8925,16180,14990,5625,-1,16295,-1,21925,-1,-1,-1,8845,16720,10040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1445,2505,20045,12455,14600,15330,17635,2240,-1,-1,5050,-1,-1,8045,16355,-1,18560,8205,9525,-1,-1,-1,-1,3950,9135,10300,5765,6480,7965,5215,6435,27065,25445,-1,27145,-1,-1,-1,6090,7235,25780,25785,15610,-1,11065,12170,-1,-1,-1,-1,-1,rax_fe
1445,2505,20045,12455,14600,15330,17635,2240,-1,-1,5050,-1,-1,8045,16355,-1,18560,8205,9525,-1,-1,-1,-1,3950,9135,10300,5765,6480,7965,5215,6435,27065,25445,-1,27145,-1,-1,-1,6090,7235,25780,25785,15610,-1,11065,12170,-1,-1,-1,-1,-1,rax_fe
1365,2555,10590,5555,9035,15145,19645,2175,3935,33615,3440,-1,34905,-1,13415,-1,14745,7085,8250,-1,-1,-1,-1,4140,7900,11465,5585,6245,12160,9215,6210,19010,16390,22300,17865,-1,-1,-1,8400,10455,-1,-1,12075,-1,22230,-1,34940,39775,-1,22175,-1,rax_fe
1475,2640,25375,10675,13545,-1,-1,2195,20325,-1,4225,-1,-1,-1,13390,-1,14800,8070,9055,-1,-1,-1,-1,3930,5020,6345,5185,11280,5910,6530,5800,-1,-1,-1,-1,-1,-1,-1,11125,13375,-1,-1,15025,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1475,2615,10675,8070,17055,-1,-1,2290,-1,-1,3540,-1,-1,-1,12470,-1,13870,8805,9780,-1,-1,-1,-1,3995,9110,10955,5310,7355,5965,6575,5935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1500,3365,13240,8000,23750,26965,32720,2260,32735,-1,3505,-1,-1,-1,15485,-1,16920,8585,11495,-1,-1,-1,-1,4580,5495,12420,5835,8130,6515,6830,6480,35435,33285,-1,35275,35280,-1,-1,25430,28600,-1,-1,30720,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1394,2526,21338,9926,12044,13026,15648,1970,-1,-1,3224,-1,-1,-1,9084,-1,10486,12110,13642,-1,-1,-1,-1,3702,5102,11434,5000,13206,7198,7444,5648,25256,17390,-1,19048,-1,23710,-1,20984,22530,-1,-1,-1,-1,22518,23704,-1,-1,-1,-1,-1,two_facto
1390,2466,19334,7478,11738,16140,23990,2032,5356,5912,3668,-1,-1,-1,8574,-1,10260,7696,8664,-1,-1,-1,-1,4272,5604,13336,5572,9210,13106,13470,6220,22282,15894,-1,17250,21286,38308,-1,26526,-1,-1,-1,-1,-1,27780,-1,-1,-1,-1,-1,-1,unknown
1420,2398,17120,5320,14560,19972,21492,2144,16474,-1,3380,-1,-1,-1,8648,-1,10160,6858,7906,-1,-1,-1,-1,3734,9470,16172,4994,6056,12056,11232,5604,26306,16098,-1,17590,17728,21746,21750,17008,21086,-1,-1,21784,-1,18218,-1,-1,-1,-1,-1,-1,rax_fe
1402,2466,-1,9942,-1,-1,-1,2104,5102,11002,3366,-1,-1,-1,-1,-1,-1,7862,11196,-1,-1,-1,-1,3800,4752,-1,5038,8574,7332,6078,5662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1402,2466,-1,9942,-1,-1,-1,2104,5102,11002,3366,-1,-1,-1,-1,-1,-1,7862,11196,-1,-1,-1,-1,3800,4752,-1,5038,8574,7332,6078,5662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1420,2398,17120,5320,14560,19972,21492,2144,16474,-1,3380,-1,-1,-1,8648,-1,10160,6858,7906,-1,-1,-1,-1,3734,9470,16172,4994,6056,12056,11232,5604,26306,16098,-1,17590,17728,21746,21750,17008,21086,-1,-1,21784,-1,18218,-1,-1,-1,-1,-1,-1,rax_fe
1390,2466,19334,7478,11738,16140,23990,2032,5356,5912,3668,-1,-1,-1,8574,-1,10260,7696,8664,-1,-1,-1,-1,4272,5604,13336,5572,9210,13106,13470,6220,22282,15894,-1,17250,21286,38308,-1,26526,-1,-1,-1,-1,-1,27780,-1,-1,-1,-1,-1,-1,unknown
1394,2526,21338,9926,12044,13026,15648,1970,-1,-1,3224,-1,-1,-1,9084,-1,10486,12110,13642,-1,-1,-1,-1,3702,5102,11434,5000,13206,7198,7444,5648,25256,17390,-1,19048,-1,23710,-1,20984,22530,-1,-1,-1,-1,22518,23704,-1,-1,-1,-1,-1,two_facto
1396,2538,14582,9786,11028,11782,13826,2160,3890,6368,3442,-1,-1,-1,13600,-1,15112,9878,11162,-1,-1,-1,-1,4044,8154,8378,5298,7782,5922,6132,5908,-1,15208,-1,17120,23318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,vultures
1490,2580,13785,11330,16420,20875,-1,2275,8920,10830,3500,-1,-1,11800,12230,-1,14050,7605,8860,-1,-1,-1,-1,4270,5250,12500,5530,8995,6625,7200,6255,-1,-1,-1,-1,-1,-1,-1,8275,9675,-1,-1,10305,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1465,2685,12710,9780,15820,18525,21790,2300,5160,9285,4080,-1,-1,12190,29080,-1,30890,6880,8070,-1,-1,-1,-1,3980,4905,11240,5245,10630,6055,6905,5940,26285,23630,38380,28875,33645,39700,39805,18985,20780,-1,-1,22285,-1,38430,-1,-1,-1,-1,-1,-1,two_facto
1270,2560,16815,11420,20445,22725,23255,2075,3410,5105,3530,-1,-1,-1,18730,-1,20635,8740,9815,-1,-1,-1,-1,4030,4740,15685,5350,10835,9190,8950,6010,38155,26090,-1,27865,27870,37650,37655,15890,17465,-1,-1,18260,-1,27930,-1,-1,-1,-1,-1,-1,two_facto
1485,2665,21355,17610,20470,-1,-1,2140,10630,17530,4795,-1,-1,8605,16560,-1,18060,8455,9605,-1,-1,-1,-1,4005,4720,14015,5325,7120,11090,11060,5990,-1,-1,-1,-1,-1,-1,-1,21270,22465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1345,2475,12285,9175,11210,18240,22705,2050,3590,5330,4275,-1,-1,-1,14715,-1,16255,7515,10365,-1,-1,-1,-1,3760,4665,11745,5115,15200,6655,6620,5735,-1,18160,-1,20105,20115,-1,-1,11045,12230,-1,-1,12975,-1,27090,-1,-1,-1,-1,-1,-1,two_facto
1430,2740,14240,10060,12890,18425,25890,2200,3500,8470,3580,-1,-1,-1,20970,-1,23325,8000,9370,-1,-1,-1,-1,3970,4650,11150,5265,7610,5895,6590,5885,25930,19785,21395,24810,-1,-1,-1,14630,27100,-1,-1,28495,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1445,3185,14725,9260,12395,12880,13630,2265,9145,12100,3845,-1,-1,-1,13545,-1,15400,7490,8785,-1,-1,-1,-1,4560,5165,10320,5815,8110,6455,7115,6450,-1,25945,-1,27720,27740,33585,33635,29320,30910,-1,-1,31910,-1,30975,-1,-1,-1,-1,-1,-1,two_facto
1580,2720,-1,380,-1,-1,-1,2310,4705,-1,3560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4035,4925,-1,5305,-1,7315,7010,5940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1372,2476,-1,-1,-1,-1,-1,2142,4912,-1,3758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3712,-1,-1,5052,-1,-1,-1,5702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1260,2370,16480,7812,12950,-1,-1,2126,-1,-1,3404,-1,-1,-1,16612,-1,19724,8684,9732,-1,-1,-1,-1,3674,9122,11734,4940,8150,5582,6310,5572,22366,13048,13438,14944,16632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1406,2528,-1,8326,8788,-1,-1,2120,-1,-1,3348,-1,-1,-1,-1,-1,-1,7030,8420,-1,-1,-1,-1,3718,9454,-1,4968,8508,5720,6370,5598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1460,2370,18325,6420,8515,16960,20655,2145,-1,-1,3885,-1,-1,-1,17665,-1,19635,7510,8670,-1,-1,-1,-1,3555,7140,7300,4800,7145,9735,9870,5535,34300,18250,-1,20350,20355,38815,38825,36515,-1,-1,-1,-1,-1,37720,-1,-1,-1,-1,-1,-1,rax_fe
1450,2340,11680,7885,12045,14440,18430,2115,6960,7470,3605,-1,-1,6910,10440,-1,12165,8165,9305,-1,-1,-1,-1,3580,8855,12500,4875,5540,12900,13100,5530,14820,12230,-1,13590,13625,23965,23980,21390,22725,-1,-1,-1,-1,22705,-1,-1,-1,-1,-1,-1,unknown
1425,3670,7600,3020,6140,12380,17640,3340,4695,-1,4575,-1,-1,-1,5410,-1,6665,7165,8330,-1,-1,-1,-1,4840,8600,10465,6345,7005,-1,36890,6985,11770,10195,-1,21800,-1,29935,-1,6395,9485,7635,-1,10130,-1,17200,18550,-1,-1,-1,-1,-1,air
1905,4900,-1,8470,11385,-1,-1,1485,-1,-1,2740,-1,-1,3490,-1,-1,-1,9055,11130,-1,-1,-1,-1,6245,-1,-1,7530,8840,-1,-1,8145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,siege_exp
1235,2260,17730,7165,14300,-1,-1,2175,2370,17895,4000,-1,-1,-1,11080,-1,12490,8475,9540,-1,-1,-1,-1,3745,8035,11375,5015,8805,5740,6170,5735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1460,2580,18660,12830,15160,19890,20425,2180,14360,-1,3465,-1,-1,4240,10105,-1,11560,8155,10150,-1,-1,-1,-1,5960,13250,15850,7270,7920,16235,16900,7915,26740,22045,-1,23375,-1,-1,-1,8730,10250,-1,-1,10960,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1455,2405,-1,9925,-1,-1,-1,2195,5900,-1,3455,-1,-1,-1,14480,-1,16485,6375,7445,-1,-1,-1,-1,4005,10525,11705,5300,7180,5945,7635,5935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1355,2465,15840,8055,16970,-1,-1,2105,8180,-1,3350,-1,-1,4775,9440,-1,11340,7900,8925,-1,-1,-1,-1,3865,9355,11945,5165,5875,14285,13265,5795,-1,18785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unknown
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1430,2485,-1,-1,-1,-1,-1,2135,-1,-1,3385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1335,2310,9920,7000,13255,-1,-1,2135,20075,-1,3460,-1,-1,-1,9150,-1,10950,11530,12950,-1,-1,-1,-1,3570,7985,9090,4825,7900,5470,5950,5460,12095,10180,17365,11605,15845,19125,21050,14930,17445,-1,-1,-1,-1,16305,19215,-1,-1,-1,-1,-1,rax_fe
1475,2480,-1,6870,-1,-1,-1,2315,-1,-1,3705,-1,-1,-1,9375,-1,-1,-1,-1,-1,-1,-1,-1,3645,7790,8185,4910,7610,5555,5945,5530,-1,-1,-1,-1,-1,-1,-1,7745,9040,-1,-1,9680,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1460,2620,16345,9355,12475,20845,25355,2205,8010,8535,3740,-1,-1,-1,9995,-1,11675,11790,13320,-1,-1,-1,-1,3820,4775,4895,5140,10645,6765,5835,5890,17965,16490,-1,18085,18140,-1,-1,17675,19080,19090,20140,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1380,2490,-1,7485,-1,-1,-1,2085,9180,9685,3720,-1,-1,4205,9540,-1,11010,9145,10335,-1,-1,-1,-1,3670,8670,11880,5420,7845,6545,4940,6290,-1,12965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1440,2565,11330,6700,8425,13560,23530,2170,-1,-1,4040,-1,-1,7410,12510,-1,13900,9420,10930,-1,-1,-1,-1,3740,9000,10575,4980,9355,5620,6195,5610,16605,13985,-1,16390,16400,22755,-1,18365,-1,-1,-1,-1,-1,20480,-1,-1,-1,-1,-1,-1,rax_fe
1435,2585,14870,7140,11650,16350,24940,2140,7940,12025,3425,-1,-1,3390,19295,-1,20850,9005,10020,-1,-1,-1,-1,4210,9190,13350,5805,7525,11270,10520,6425,26450,20865,24185,24160,30780,35345,35365,26515,29235,-1,-1,36365,-1,29285,32570,-1,-1,-1,-1,-1,rax_fe
1465,9830,20855,14330,20005,22435,30085,2375,5130,14650,3640,-1,14785,3635,11910,-1,13235,12470,13445,-1,-1,-1,-1,11310,11810,12030,12805,16010,14495,13315,13560,26180,21700,25695,23310,27345,-1,-1,27385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1416,2464,12054,5234,-1,-1,-1,2070,6772,15576,3372,-1,-1,7190,18862,-1,-1,13094,14112,-1,-1,-1,-1,3684,11920,12410,4940,6572,15152,13362,5566,-1,18954,-1,-1,-1,-1,-1,6654,-1,7766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1390,2430,-1,-1,-1,-1,-1,2324,-1,-1,3700,-1,-1,-1,-1,-1,-1,8574,9688,-1,-1,-1,-1,3640,4714,-1,4894,7156,5568,6000,5506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1425,2355,-1,12175,17965,19605,-1,2130,5540,8490,3385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3555,4705,5975,4815,-1,5785,6195,5510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1400,2565,16245,5335,-1,-1,-1,2475,5725,7070,3740,7375,-1,12955,5755,8920,7625,3645,9170,4645,4680,-1,-1,11085,15715,-1,13605,14515,-1,-1,14510,-1,-1,-1,-1,-1,-1,-1,13635,15005,-1,-1,15725,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1340,2455,-1,9490,13640,-1,-1,1985,-1,-1,3255,-1,-1,-1,-1,-1,-1,16010,20695,-1,-1,-1,-1,3665,10295,12100,4900,8060,6355,6115,5515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,vultures
1452,2554,16394,9802,-1,-1,-1,2162,11100,-1,3490,-1,-1,-1,13146,-1,14780,7756,8834,-1,-1,-1,-1,3946,11014,12096,5468,14294,6464,6898,6102,16292,13838,21182,20746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1340,2405,12570,6280,16390,20285,23155,2275,-1,-1,3550,-1,-1,-1,7365,-1,8695,11715,12755,-1,-1,-1,-1,3625,3735,6730,5005,12535,5660,5870,5640,17120,13180,-1,14935,19000,24590,-1,16830,18010,38765,-1,18830,-1,18505,20150,-1,-1,-1,-1,-1,rax_fe
1370,2280,10300,7315,13850,18005,26450,2345,9620,-1,3640,-1,-1,-1,8980,-1,10315,7240,8245,-1,-1,-1,-1,3890,8400,10060,5150,8595,5805,6410,5795,22200,14760,20885,17015,22285,19950,29040,19880,21795,-1,-1,-1,-1,21775,24310,-1,-1,-1,-1,-1,vultures
1355,2425,13410,6760,22120,-1,-1,2040,-1,-1,3895,-1,-1,5300,12005,-1,13325,9540,10570,-1,-1,-1,-1,3690,10205,11575,4935,8030,5590,6325,5555,16265,14200,-1,15640,16380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,vultures
1595,2620,17925,8730,16205,18470,22310,2310,6765,-1,3590,-1,-1,12085,12285,-1,13830,10220,11330,-1,-1,-1,-1,3900,4750,11560,5780,10240,6435,5210,10030,28070,17245,38205,18925,18930,27260,27270,5435,6565,-1,-1,7525,-1,22555,27250,-1,-1,-1,36025,-1,two_facto
1450,2470,13435,9650,11680,14390,18045,2140,7940,-1,-1,-1,-1,-1,14180,-1,15615,8185,10445,-1,-1,-1,-1,3705,9970,14220,4990,6865,13380,11555,5630,-1,14535,-1,18420,-1,-1,-1,5015,6130,-1,-1,6880,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1488,2474,-1,-1,-1,-1,-1,2164,3442,7484,3786,-1,-1,-1,-1,-1,-1,9154,11192,-1,-1,-1,-1,3650,4310,12438,4882,9084,6238,5494,7376,-1,-1,-1,-1,-1,-1,-1,7014,8826,11784,-1,9450,-1,-1,-1,-1,-1,-1,-1,-1,bio
1370,-1,-1,4815,-1,-1,-1,2160,5525,-1,5865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1445,2500,-1,8680,-1,-1,-1,2405,-1,-1,3930,-1,-1,10580,-1,-1,-1,10180,-1,-1,-1,-1,-1,3845,5170,-1,5125,9655,5930,6445,5785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1410,2520,13650,7315,9750,18675,20225,2170,-1,-1,3650,-1,-1,-1,8310,-1,9880,9505,11320,-1,-1,-1,-1,3780,3930,9210,5330,7665,12820,13195,6210,22835,19355,-1,20890,28930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,rax_fe
1420,2560,-1,-1,-1,-1,-1,2445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1450,2505,14160,11060,21665,-1,-1,2140,5100,-1,3650,-1,-1,-1,11440,-1,13225,11020,12115,-1,-1,-1,-1,3750,6020,16000,5020,8510,6825,7285,5645,17510,15750,-1,-1,-1,-1,-1,11975,14270,13070,-1,15445,-1,22965,-1,-1,-1,-1,-1,-1,rax_fe
1405,2500,11500,5255,9735,12340,18365,2140,20230,-1,3380,-1,-1,-1,11975,-1,13460,9940,10880,-1,-1,-1,-1,3805,8325,10210,5070,5695,10985,10545,5690,19550,11870,23955,13490,13500,18095,18110,15255,19355,-1,-1,-1,-1,16985,20930,-1,-1,-1,-1,-1,rax_fe
1345,2470,14130,7665,15405,21165,27525,1985,34065,35310,3275,-1,-1,-1,21195,-1,23120,8060,11965,-1,-1,-1,-1,3730,8080,13080,4975,8100,5865,6120,5600,27595,16270,22135,21215,23405,32400,34220,22190,23550,-1,-1,24745,-1,23505,24750,-1,-1,-1,-1,-1,vultures
1435,3395,12055,6835,-1,-1,-1,2135,3680,3825,3965,-1,-1,6230,5305,-1,7675,9365,10365,-1,-1,-1,-1,8520,9205,13650,10030,11795,13065,12810,11085,-1,14985,15235,16950,17415,-1,-1,16780,18240,-1,-1,19055,-1,18800,-1,-1,-1,-1,-1,-1,unknown
1355,2425,19725,8405,22805,27355,-1,2385,4085,-1,4175,-1,-1,-1,15015,-1,16520,9730,11010,-1,-1,-1,-1,3830,4670,11590,5225,8455,6625,6065,9100,17510,14845,-1,16605,-1,-1,-1,25050,27885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,two_facto
1440,2500,17225,5410,14990,-1,-1,2410,7500,13270,3955,-1,16245,-1,9615,-1,11485,7370,8680,-1,-1,-1,-1,3820,6280,8930,5195,8205,7865,7860,5840,17950,16120,-1,19485,-1,-1,-1,18240,19460,-1,-1,-1,-1,19475,-1,-1,-1,-1,-1,-1,rax_fe
1430,2795,-1,6480,13240,-1,-1,2410,11895,13435,3695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4180,8005,11500,5500,9840,6215,6790,6195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,vultures
1340,2440,14300,8510,16355,21310,24625,2120,-1,-1,3360,-1,-1,-1,13000,-1,15795,9730,10930,-1,-1,-1,-1,3700,4465,10205,5150,7920,6435,6460,5785,18655,16425,29455,22975,28680,33270,33285,12935,14135,-1,-1,15310,-1,29485,-1,-1,-1,-1,-1,-1,rax_fe
