@relation Starcraft_TvZ_Zerg_openings

@attribute ZergPool numeric
@attribute ZergOverlord numeric
@attribute ZergZergling numeric
@attribute ZergZerglingSpeed numeric
@attribute ZergCrackling numeric
@attribute ZergBurrow numeric
@attribute ZergGas numeric
@attribute ZergSecondGas numeric
@attribute ZergSecondHatch numeric
@attribute ZergThirdHatch numeric
@attribute ZergFourthHatch numeric
@attribute ZergFifthHatch numeric
@attribute ZergSixthHatch numeric
@attribute ZergSeventhHatch numeric
@attribute ZergHydraDen numeric
@attribute ZergHydra numeric
@attribute ZergHydraRange numeric
@attribute ZergHydraSpeed numeric
@attribute ZergLurker numeric
@attribute ZergLair numeric
@attribute ZergSpire numeric
@attribute ZergMutalisk numeric
@attribute ZergScourge numeric
@attribute ZergAirAttack numeric
@attribute ZergAirArmor numeric
@attribute ZergQueenNest numeric
@attribute ZergQueen numeric
@attribute ZergHive numeric
@attribute ZergGreaterSpire numeric
@attribute ZergGardian numeric
@attribute ZergDevour numeric
@attribute ZergUltraliskCavern numeric
@attribute ZergUltralisk numeric
@attribute ZergUltraliskArmor numeric
@attribute ZergUltraliskSpeed numeric
@attribute ZergDefilerMound numeric
@attribute ZergDefiler numeric
@attribute ZergConsume numeric
@attribute ZergevoDen numeric
@attribute ZergMeleeWeapons1 numeric
@attribute ZergRangeWeapons1 numeric
@attribute ZergGroundArmor1 numeric
@attribute ZergMeleeWeapons2 numeric
@attribute ZergRangeWeapons2 numeric
@attribute ZergGroundArmor2 numeric
@attribute ZergCreep numeric
@attribute ZergSunken numeric
@attribute ZergSpore numeric
@attribute midBuild {fast_mutas,mutas,lurkers,hydras}

@data
3275,1470,4525,-1,-1,-1,5395,7175,2735,7655,-1,-1,-1,-1,9250,12205,-1,-1,13450,6690,8500,10370,10880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6830,7300,-1,fast_mutas
3370,1490,4815,7980,-1,-1,3890,8840,2740,4670,13695,14275,21340,-1,6465,8515,-1,-1,13265,5500,8385,10480,10405,-1,-1,19455,-1,21360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19850,-1,-1,-1,-1,-1,-1,10015,11690,-1,mutas
3015,1395,4270,12995,17860,-1,4550,7700,2545,5160,11265,13610,17900,19340,9205,11440,-1,-1,12660,6485,8430,10305,10285,-1,-1,11410,-1,12400,14315,16560,-1,16820,18140,20315,18145,-1,-1,-1,15160,17460,-1,17470,21615,-1,-1,5630,6090,-1,mutas
3175,1390,4565,8010,-1,2820,3600,4270,2700,2840,4445,16030,17470,17935,10310,12155,19785,17355,13280,9220,24435,-1,27610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17815,-1,18660,-1,-1,26805,-1,12790,13415,-1,hydras
3095,1380,4380,8645,18565,-1,3325,3800,2640,8200,10870,12120,15195,17370,5570,7360,-1,-1,8360,4820,9955,17810,12300,-1,-1,14380,-1,15655,17555,19790,-1,20685,21990,22030,24575,-1,-1,-1,13410,14365,-1,17210,18440,-1,26695,7030,7605,-1,lurkers
3080,1320,4340,11120,-1,-1,3730,5490,2415,7275,14175,14750,-1,-1,9185,11370,-1,13815,12620,5100,6665,8620,12140,-1,-1,15165,-1,16165,-1,-1,-1,18010,-1,-1,-1,-1,-1,-1,16850,17920,-1,-1,-1,-1,-1,6155,6585,-1,fast_mutas
3115,1350,4380,9025,21980,-1,3565,3840,2660,7330,10935,16225,16985,18475,5930,7655,-1,-1,8525,5125,12530,-1,14655,-1,-1,18855,-1,20080,-1,-1,-1,22665,24170,24950,28715,-1,-1,-1,12790,14535,-1,14545,21990,-1,21995,5370,5890,-1,lurkers
3045,1415,4470,10295,23170,-1,3505,5830,2605,8275,12720,13760,21790,25385,14285,16100,-1,-1,16980,5130,6775,8665,10875,8690,-1,20025,-1,21245,-1,-1,-1,-1,-1,-1,-1,23240,24315,24295,17750,19280,-1,19295,25855,-1,-1,4885,5310,-1,fast_mutas
3265,1355,4565,7235,21610,-1,3025,3935,2840,13830,21740,25440,-1,-1,7100,8775,-1,-1,9765,6170,14350,16260,21300,-1,-1,18335,-1,19645,-1,-1,-1,-1,-1,-1,-1,22630,23945,23810,18610,25685,-1,19655,-1,-1,-1,5000,5445,-1,lurkers
2880,1400,4150,6390,-1,-1,3595,-1,2355,-1,-1,-1,-1,-1,6130,8060,-1,-1,-1,5130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2950,1365,4235,6515,-1,-1,3705,5100,2705,4870,12130,17725,-1,-1,12685,14300,-1,-1,16225,8085,9990,11880,-1,11855,-1,17125,-1,18430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17050,18445,-1,18455,-1,-1,-1,6175,7125,-1,mutas
2960,1320,4260,6105,-1,-1,3405,-1,2630,10800,-1,-1,-1,-1,6090,8450,-1,-1,8975,5345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4750,5415,-1,lurkers
2985,1330,4245,9290,21245,-1,6490,9075,2530,6375,13650,15930,-1,-1,13735,15075,-1,-1,16425,7980,9740,11655,21310,11635,-1,18300,-1,19375,21235,23100,-1,-1,-1,-1,-1,21915,23435,23080,18180,19055,-1,19095,23165,-1,23175,4405,4780,-1,fast_mutas
3100,1360,4485,8595,-1,-1,3775,5850,2630,8395,11765,16835,-1,-1,11035,12125,-1,-1,13685,5265,6850,9085,24045,9075,-1,20180,-1,21730,24030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5255,6110,-1,fast_mutas
3075,1430,4360,9770,-1,-1,3725,6455,2275,8410,10305,18155,18985,24435,11445,13005,17465,15795,14060,5265,6805,8695,8715,-1,-1,20360,-1,22060,24795,-1,-1,-1,-1,-1,-1,-1,-1,-1,20285,-1,21090,21100,-1,-1,-1,4410,5320,-1,fast_mutas
2025,1410,3310,9015,26800,-1,5255,8935,3165,4300,14265,21625,22405,24575,12060,13725,-1,-1,14990,8120,9670,11675,25790,-1,-1,21305,29935,22315,24270,26165,-1,-1,-1,-1,-1,24315,25710,25670,30225,-1,-1,-1,-1,-1,-1,5180,5630,-1,mutas
2340,1310,3605,-1,-1,-1,1540,5455,3220,-1,-1,-1,-1,-1,8260,9330,-1,-1,-1,7400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5910,6315,-1,
3574,1446,-1,-1,-1,-1,2972,13996,2634,9236,10120,11272,23422,25726,6134,6816,9914,6872,18792,4892,23354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11314,-1,14702,16598,-1,23662,23674,-1,-1,-1,hydras
3310,1398,4560,4618,-1,-1,2774,6360,2660,10818,20074,22124,-1,-1,12036,14114,-1,16750,17196,4586,6146,7994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12060,-1,15396,-1,-1,-1,-1,-1,-1,-1,fast_mutas
1690,2325,2990,4660,-1,-1,2010,-1,-1,-1,-1,-1,-1,-1,4355,-1,-1,-1,-1,3550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
3075,1525,4365,7280,25965,7600,3335,16800,2650,16345,17650,19935,31835,33110,5885,7860,34080,20310,8580,4730,25630,29375,34705,-1,-1,22795,-1,23955,31255,33240,-1,28775,-1,-1,-1,-1,-1,-1,16675,17750,47270,17760,24595,-1,24605,29675,30435,-1,lurkers
3130,1425,4385,5730,-1,27910,3355,21275,2650,15910,23120,24950,26150,26470,7965,8910,27980,25985,11865,4600,12505,14600,23235,-1,-1,28325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19010,19850,-1,19855,24750,-1,24765,-1,-1,-1,lurkers
2310,1445,3590,8045,-1,-1,5250,7615,3145,4230,-1,-1,-1,-1,-1,-1,-1,-1,-1,7190,8725,10625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5160,5590,-1,mutas
2245,1380,3585,4595,-1,-1,2335,16195,6825,7450,11465,-1,-1,-1,4555,6135,-1,-1,7330,3645,9955,-1,11880,-1,-1,16430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15885,17235,-1,17245,-1,-1,-1,-1,-1,-1,lurkers
2930,1380,4305,6070,20260,-1,3330,11760,2430,10710,14965,19095,19820,-1,5760,8295,-1,-1,8830,4665,11320,-1,13675,-1,-1,16575,17610,17600,20855,-1,-1,-1,-1,-1,-1,-1,-1,-1,15125,15940,-1,15950,20270,-1,20285,17235,17810,-1,lurkers
3115,1410,4560,7950,23210,17315,3530,14050,2670,10815,17195,17900,23535,24820,12125,14405,-1,-1,15640,4840,6895,9335,17565,-1,-1,19570,-1,21270,-1,-1,-1,23260,26050,28295,26115,-1,-1,-1,17230,18010,-1,18730,23220,-1,23230,21680,23290,-1,fast_mutas
2970,1365,4655,8220,19465,11265,3215,10545,2560,7960,12075,15235,15380,21880,5500,7695,-1,-1,8395,4665,7300,-1,9275,-1,-1,15655,-1,17430,-1,-1,-1,23135,26975,27075,24550,-1,-1,-1,10960,18480,-1,11860,23150,-1,18485,10805,11740,-1,lurkers
3180,1485,4695,5900,-1,7740,3495,8845,2780,7035,-1,-1,-1,-1,8630,-1,-1,-1,-1,4750,8135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5100,5785,-1,-1,-1,-1,-1,9420,9795,-1,
3130,1420,4580,14605,26180,19300,6220,8145,2705,8200,19960,22535,24085,27945,8410,11005,-1,-1,11570,7470,13450,17305,15610,-1,-1,21970,24195,23990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16585,18795,-1,18800,22835,-1,22845,4685,5150,-1,lurkers
3100,1420,4560,7290,-1,7550,3505,-1,2675,-1,-1,-1,-1,-1,5565,-1,-1,-1,-1,4825,6385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9820,10305,-1,
3025,1395,4295,9350,24870,14450,4980,6110,2585,4145,17655,20325,21745,22325,13380,14825,-1,-1,16195,8120,9930,11825,11910,-1,-1,20280,25985,22010,-1,-1,-1,25745,-1,-1,-1,25680,-1,-1,14175,14995,-1,15055,19185,-1,19190,6435,6840,-1,lurkers
3030,1430,4310,7365,-1,-1,3530,13970,2585,11150,17895,-1,-1,-1,5595,6310,-1,-1,11580,4755,8005,-1,9870,-1,-1,18230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13470,14225,-1,14230,-1,-1,-1,14945,15345,-1,lurkers
3075,1525,4365,7280,25965,7600,3335,16800,2650,16345,17650,19935,31835,33110,5885,7860,34080,20310,8580,4730,25630,29375,34705,-1,-1,22795,-1,23955,31255,33240,-1,28775,-1,-1,-1,-1,-1,-1,16675,17750,47270,17760,24595,-1,24605,29675,30435,-1,lurkers
1690,2325,2990,4660,-1,-1,2010,-1,-1,-1,-1,-1,-1,-1,4355,-1,-1,-1,-1,3550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
3130,1425,4385,5730,-1,27910,3355,21275,2650,15910,23120,24950,26150,26470,7965,8910,27980,25985,11865,4600,12505,14600,23235,-1,-1,28325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19010,19850,-1,19855,24750,-1,24765,-1,-1,-1,lurkers
2970,1365,4655,8220,19465,11265,3215,10545,2560,7960,12075,15235,15380,21880,5500,7695,-1,-1,8395,4665,7300,-1,9275,-1,-1,15655,-1,17430,-1,-1,-1,23135,26975,27075,24550,-1,-1,-1,10960,18480,-1,11860,23150,-1,18485,10805,11740,-1,lurkers
3180,1485,4695,5900,-1,7740,3495,8845,2780,7035,-1,-1,-1,-1,8630,-1,-1,-1,-1,4750,8135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5100,5785,-1,-1,-1,-1,-1,9420,9795,-1,
3130,1420,4580,14605,26180,19300,6220,8145,2705,8200,19960,22535,24085,27945,8410,11005,-1,-1,11570,7470,13450,17305,15610,-1,-1,21970,24195,23990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16585,18795,-1,18800,22835,-1,22845,4685,5150,-1,lurkers
3005,1415,7330,7205,17875,13445,3430,10580,2605,5030,15075,22075,24230,25025,7125,11315,-1,-1,12235,6360,7950,24965,9825,-1,-1,14810,18115,15965,-1,-1,-1,24560,28015,26435,-1,17965,19455,19045,12860,13820,-1,13825,17885,-1,17890,4525,5155,-1,lurkers
3065,1440,4365,6250,29365,7685,3610,14755,2695,9370,13760,19200,21610,26570,5840,8255,-1,-1,10060,4930,10685,-1,12865,-1,-1,20430,-1,21655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14130,19645,-1,19655,25785,-1,31690,14040,14415,-1,lurkers
3285,1400,4560,6870,21445,17545,4880,7455,2590,4690,11415,15850,23485,26410,7725,15135,-1,-1,15735,6585,8190,10070,10130,-1,-1,16040,22400,18550,20455,22445,-1,37315,38675,39700,46595,21155,23225,24680,15930,18795,-1,16845,27180,-1,21260,8515,8940,-1,fast_mutas
3280,1435,4655,8655,18725,46305,4930,8975,2745,4425,15640,19725,28335,32425,10605,39430,43095,41540,-1,6505,8435,10545,18205,-1,-1,13825,-1,16095,-1,-1,-1,22825,26330,26410,26455,18105,19375,19335,11050,11895,-1,19550,15960,-1,-1,6885,7490,39695,mutas
3190,1955,12385,12375,-1,-1,975,13070,4950,10705,10850,-1,-1,-1,5985,8370,18670,15155,9165,4470,6965,-1,9260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7645,-1,9445,-1,-1,-1,-1,13115,13535,-1,hydras
3180,1330,4480,5815,-1,-1,3620,7305,2585,9650,12845,13365,18270,19780,5865,8005,15945,14285,8710,5150,23045,26295,25335,-1,-1,19590,-1,20730,25030,27550,-1,-1,-1,-1,-1,-1,-1,-1,18315,-1,19600,19610,-1,24720,24730,5705,6105,-1,hydras
3100,1315,4605,7580,-1,-1,5450,12320,2585,4280,10875,15035,15685,20355,6785,8830,10005,8185,22585,15150,-1,-1,-1,-1,-1,23525,-1,24720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11575,-1,12365,12535,-1,22305,-1,4475,4825,-1,hydras
3205,1385,4665,11640,-1,-1,4325,7330,2640,4575,4825,-1,-1,-1,7090,9240,-1,11630,9950,5995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4970,5400,-1,lurkers
3045,1385,4335,9890,-1,-1,3620,6150,2595,9570,-1,-1,-1,-1,6010,7910,-1,-1,8505,4960,15475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4750,5345,-1,lurkers
3225,1415,4515,5060,-1,-1,3505,9450,2475,10875,14895,24540,25790,28445,9015,10720,14035,12495,11685,5415,6990,8880,11855,-1,-1,15445,-1,16495,18390,20700,-1,20440,22425,23955,21910,-1,-1,-1,12515,-1,-1,13320,-1,-1,25330,6775,7275,22610,fast_mutas
3185,1415,4725,9515,-1,-1,3685,4390,2555,4600,11710,15785,21160,28575,8040,10130,21920,17670,10850,6330,18710,34555,22045,-1,-1,24155,-1,25405,31835,-1,-1,-1,-1,-1,-1,-1,-1,-1,12255,-1,13020,23155,-1,19920,29795,4565,5105,-1,hydras
3035,1375,4530,30020,45670,26865,3530,6055,2555,9200,14025,14550,15390,16945,6325,8560,17395,15455,9115,4945,15600,28760,20920,-1,-1,21845,-1,23860,27275,29575,-1,-1,-1,-1,-1,39545,45685,44875,19375,-1,20210,20220,-1,24390,20315,4650,5100,-1,hydras
3175,1395,4505,8565,-1,-1,4060,7000,2200,11470,14130,17760,22395,22735,6690,8655,19285,15555,9280,5480,20335,24745,-1,-1,-1,20385,-1,21745,23660,26810,-1,23750,26260,25230,29350,-1,-1,-1,15540,24710,16860,20290,29380,21400,26290,4280,4690,-1,hydras
3150,1420,4430,6835,-1,-1,5380,10020,2540,4780,20570,23395,-1,-1,9080,11350,21680,20120,11850,7360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20185,-1,21085,-1,-1,-1,-1,7060,7470,-1,hydras
2355,1390,3635,8465,35170,-1,3500,5725,3260,4585,17885,20490,23935,27950,9600,11050,-1,26330,12200,8335,17395,19455,19430,-1,-1,28390,-1,29610,-1,-1,-1,-1,-1,-1,-1,31590,34965,32590,20145,31040,21620,31205,-1,26185,-1,5570,6360,-1,lurkers
3160,1425,4490,9390,-1,-1,4690,7110,2675,4405,17210,19110,-1,-1,7610,9835,-1,-1,10370,6300,13515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4845,5355,-1,lurkers
2465,1365,3775,22140,20580,-1,4760,12320,3200,16040,17050,19660,22085,-1,10165,11345,-1,-1,12725,6205,15425,17465,21905,-1,-1,16620,-1,17835,19745,21830,-1,-1,-1,-1,-1,-1,-1,-1,21960,-1,-1,-1,-1,-1,-1,5635,6000,-1,lurkers
3085,1425,4430,5820,-1,-1,4490,12445,2540,4325,19555,23535,-1,-1,7245,-1,-1,-1,-1,6540,11825,13680,16440,14300,-1,15540,-1,16620,18550,20380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7825,8210,-1,
2954,1288,4284,-1,-1,-1,3414,3594,2478,12980,16456,17220,19836,21112,6060,7842,17792,15704,8696,4896,10326,-1,12216,-1,-1,27176,-1,29430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18474,-1,19482,22166,-1,27860,27120,5296,5706,-1,hydras
3042,1406,4324,14220,-1,24640,3932,7456,2204,12026,16840,23304,27112,29012,6230,8152,21658,20744,8850,5424,15664,36092,18234,-1,-1,28976,-1,32930,35068,36910,-1,42136,-1,-1,-1,-1,-1,-1,29958,-1,32940,32946,-1,-1,-1,4208,4582,-1,lurkers
3114,1424,4378,-1,-1,-1,4590,6366,2242,-1,-1,-1,-1,-1,6880,9096,-1,-1,9722,6002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4152,4532,-1,lurkers
2954,1372,4560,-1,-1,3936,3958,6684,2480,-1,-1,-1,-1,-1,6378,8642,-1,-1,9206,5650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4880,5304,-1,lurkers
1645,2050,2895,-1,-1,5305,2260,3840,3610,5080,14820,17225,17495,20965,8325,10015,19035,17180,10890,7060,15305,-1,27910,-1,-1,19020,-1,20375,-1,-1,-1,27950,-1,-1,-1,22320,23630,23635,15250,-1,16095,18185,-1,20700,23080,5595,5970,-1,hydras
1580,1850,2855,11315,-1,-1,4835,6735,3825,13495,17020,19145,21865,24485,7760,10095,19740,18050,10580,6165,40485,-1,-1,-1,-1,28310,-1,30130,-1,-1,-1,32170,34685,34125,36305,40955,43620,42565,25955,42190,26765,28280,-1,-1,42200,5870,6270,-1,hydras
3180,1435,4480,-1,-1,6750,1655,7625,2375,14820,17860,-1,-1,-1,9330,11825,17820,16055,12705,8965,19690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4385,7190,-1,hydras
3080,1365,4410,16030,-1,-1,3690,7935,2515,14020,-1,-1,-1,-1,-1,-1,-1,-1,-1,5985,7510,9385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,6545,-1,fast_mutas
3125,1385,4395,-1,-1,-1,3350,4075,2660,11290,-1,-1,-1,-1,7140,8515,-1,-1,9840,6275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4785,5815,-1,lurkers
2480,1410,3755,6555,-1,-1,5170,-1,3370,4605,13970,-1,-1,-1,8415,10080,-1,-1,11250,7195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6120,6490,-1,lurkers
3085,1375,4585,-1,-1,5485,3715,7840,2620,11150,12745,12980,13510,19870,6310,8445,14600,13000,9005,5010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14995,-1,15860,15875,-1,-1,-1,5225,6195,-1,hydras
3188,1414,4542,11604,33174,-1,3082,8772,2846,15048,21842,22768,29818,30328,5422,6918,19414,16312,8158,4516,-1,-1,-1,-1,-1,25856,-1,27020,-1,-1,-1,30238,31794,-1,32436,-1,-1,-1,17452,34414,27054,23046,-1,-1,-1,5562,6322,-1,hydras
3164,1404,4572,15036,-1,5084,3700,10840,2668,11448,16968,21956,-1,-1,9240,11756,-1,-1,12232,5548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4696,5648,-1,lurkers
3280,1475,4695,-1,-1,-1,4095,6700,2880,11335,14330,14865,24715,25400,6210,7185,19730,16745,8980,5580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14395,-1,15940,16820,-1,20020,20045,5530,8680,-1,hydras
3130,1215,4440,-1,-1,-1,4490,5400,2640,12300,19265,25480,31925,34530,7490,10335,16625,13490,10860,6710,15390,32525,17310,-1,-1,25780,-1,27005,31435,33650,-1,-1,-1,-1,-1,28930,31380,30605,11825,-1,13455,21920,-1,19145,25990,4615,5260,-1,hydras
2450,1260,-1,-1,-1,-1,1975,21205,4485,11120,12045,16960,18605,26265,10040,11645,15915,10775,27860,3710,5240,7110,8545,23015,-1,22860,-1,24300,32535,34940,-1,-1,-1,-1,-1,-1,-1,-1,18195,-1,20180,-1,-1,32115,-1,8645,16610,33185,fast_mutas
3070,1410,4410,6335,-1,-1,1570,4700,2660,4235,10790,11370,12590,14335,8775,9930,19935,15450,11415,7730,10240,-1,-1,-1,-1,17340,30695,19115,-1,-1,-1,-1,-1,-1,-1,21055,22875,22915,14650,-1,16285,16785,-1,21855,21845,5640,6055,-1,hydras
3220,1406,4858,4658,-1,-1,1562,3498,2554,13336,13684,19288,22996,24406,7448,8140,-1,18398,10632,5484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18422,-1,19330,20294,-1,-1,-1,3996,4504,24236,lurkers
3220,1406,4858,4658,-1,-1,1562,3498,2554,13336,13684,19288,22996,24406,7448,8140,-1,18398,10632,5484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18422,-1,19330,20294,-1,-1,-1,3996,4504,24236,lurkers
3044,1344,4322,7540,-1,-1,3944,4582,2536,4174,12572,-1,-1,-1,13860,14676,-1,15910,19800,6088,7670,11388,15170,-1,-1,7896,-1,9410,11370,13302,-1,-1,-1,-1,-1,17980,20090,19044,13802,-1,14726,14746,-1,18818,18842,8736,9132,15402,mutas
2360,1386,4342,-1,-1,9804,2066,18630,7094,14540,16016,16294,-1,-1,22136,24602,-1,22992,-1,3616,5140,7452,6994,12098,17736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3906,4360,-1,
2360,1386,4342,-1,-1,9804,2066,18630,7094,14540,16016,16294,-1,-1,22136,24602,-1,22992,-1,3616,5140,7452,6994,12098,17736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3906,4360,-1,
2925,1430,6570,5330,-1,5805,1635,3480,2540,4695,11470,11550,13350,14395,13835,15300,16305,14530,23040,6700,9980,11940,15340,-1,-1,12905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16010,-1,-1,-1,-1,-1,-1,8415,8815,-1,hydras
3065,1390,4365,11690,15650,-1,3580,4130,2620,10105,13545,13595,16215,-1,8695,9640,-1,-1,11210,4890,6415,8290,-1,-1,-1,12550,-1,13575,15640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5340,5720,-1,fast_mutas
2295,1355,3575,7010,-1,-1,4695,7565,3130,4205,-1,-1,-1,-1,-1,-1,-1,-1,-1,6235,7940,9840,9810,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6465,9710,-1,mutas
3010,1370,4285,7955,-1,-1,3400,5470,2620,-1,-1,-1,-1,-1,7570,9360,-1,-1,10405,6980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5815,6190,-1,lurkers
1640,2265,2915,9275,-1,4875,2025,4890,3620,4855,-1,-1,-1,-1,14900,16480,-1,-1,17615,6165,10180,12120,12815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6040,6410,-1,
3035,1340,4340,14930,16700,-1,3300,6260,2640,9705,13995,15090,16235,16865,-1,-1,-1,-1,-1,4610,6185,8080,13240,8345,-1,9795,-1,10970,12805,14755,-1,15640,-1,17370,-1,-1,-1,-1,14295,15665,-1,15675,-1,-1,-1,5325,5700,-1,fast_mutas
1645,2310,2960,-1,-1,-1,2050,6780,4520,4945,5895,12860,-1,-1,-1,-1,-1,-1,-1,8155,9685,11570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3505,8040,-1,mutas
3095,1420,4355,7390,23270,-1,3860,5415,2840,13530,21090,24840,28235,-1,7920,9480,-1,-1,10515,6975,16895,19005,23200,-1,-1,19655,-1,20945,22770,24615,24640,24560,26725,26025,28380,-1,-1,-1,21970,23225,-1,23230,-1,-1,-1,5745,6150,-1,lurkers
2340,1420,3595,7530,-1,-1,4780,8090,3275,4485,12485,-1,-1,-1,12825,14655,-1,-1,16010,6345,8905,10855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5660,6090,-1,mutas
3045,1390,4295,-1,-1,-1,3555,3840,2590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4465,4840,-1,
