Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony -1; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire -1; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern -1; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 78; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 125; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 126; Zerg_Extractor 230; Zerg_Creep_Colony 253; Zerg_Evolution_Chamber 332; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 275; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 302; Zerg_Greater_Spire -1; Zerg_Expansion2 166; Zerg_Lair 289; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 114; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 145; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 155; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 77; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 125; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 679; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 96; Zerg_Creep_Colony 451; Zerg_Evolution_Chamber 320; Zerg_Queens_Nest 626; Zerg_Sunken_Colony 469; Zerg_Spore_Colony -1; Zerg_Expansion 179; Zerg_Hydralisk_Den 414; Zerg_Greater_Spire -1; Zerg_Expansion2 225; Zerg_Lair 387; Zerg_Ultralisk_Cavern 817; Zerg_Spire 506; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 842; 
Zerg_Hive 566; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 239; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber 265; Zerg_Queens_Nest 520; Zerg_Sunken_Colony 263; Zerg_Spore_Colony 836; Zerg_Expansion 78; Zerg_Hydralisk_Den 375; Zerg_Greater_Spire -1; Zerg_Expansion2 210; Zerg_Lair 334; Zerg_Ultralisk_Cavern 717; Zerg_Spire 456; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 811; 
Zerg_Hive 616; Zerg_Opening unknown; Zerg_Spawning_Pool 141; Zerg_Extractor 254; Zerg_Creep_Colony 277; Zerg_Evolution_Chamber 284; Zerg_Queens_Nest 566; Zerg_Sunken_Colony 304; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 339; Zerg_Greater_Spire -1; Zerg_Expansion2 178; Zerg_Lair 449; Zerg_Ultralisk_Cavern 770; Zerg_Spire 567; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 781; 
Zerg_Hive 755; Zerg_Opening speedlings; Zerg_Spawning_Pool 116; Zerg_Extractor 190; Zerg_Creep_Colony 327; Zerg_Evolution_Chamber 518; Zerg_Queens_Nest 709; Zerg_Sunken_Colony 346; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 408; Zerg_Greater_Spire -1; Zerg_Expansion2 138; Zerg_Lair 243; Zerg_Ultralisk_Cavern 970; Zerg_Spire 308; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 874; 
Zerg_Hive 748; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 244; Zerg_Creep_Colony 291; Zerg_Evolution_Chamber 571; Zerg_Queens_Nest 696; Zerg_Sunken_Colony 307; Zerg_Spore_Colony 1034; Zerg_Expansion 144; Zerg_Hydralisk_Den 323; Zerg_Greater_Spire -1; Zerg_Expansion2 193; Zerg_Lair 451; Zerg_Ultralisk_Cavern 842; Zerg_Spire 543; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 865; 
Zerg_Hive 713; Zerg_Opening unknown; Zerg_Spawning_Pool 79; Zerg_Extractor 243; Zerg_Creep_Colony 281; Zerg_Evolution_Chamber 532; Zerg_Queens_Nest 670; Zerg_Sunken_Colony 296; Zerg_Spore_Colony -1; Zerg_Expansion 128; Zerg_Hydralisk_Den 299; Zerg_Greater_Spire -1; Zerg_Expansion2 202; Zerg_Lair 372; Zerg_Ultralisk_Cavern 795; Zerg_Spire 438; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 957; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 122; Zerg_Extractor 208; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber 503; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 241; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 255; Zerg_Greater_Spire -1; Zerg_Expansion2 197; Zerg_Lair 328; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 122; Zerg_Extractor 235; Zerg_Creep_Colony 296; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 312; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 208; Zerg_Lair 406; Zerg_Ultralisk_Cavern -1; Zerg_Spire 510; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 96; Zerg_Extractor 96; Zerg_Creep_Colony 367; Zerg_Evolution_Chamber 542; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 384; Zerg_Spore_Colony -1; Zerg_Expansion 145; Zerg_Hydralisk_Den 284; Zerg_Greater_Spire -1; Zerg_Expansion2 198; Zerg_Lair 253; Zerg_Ultralisk_Cavern -1; Zerg_Spire 642; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 94; Zerg_Creep_Colony 430; Zerg_Evolution_Chamber 395; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 447; Zerg_Spore_Colony -1; Zerg_Expansion 174; Zerg_Hydralisk_Den 330; Zerg_Greater_Spire -1; Zerg_Expansion2 231; Zerg_Lair 319; Zerg_Ultralisk_Cavern -1; Zerg_Spire 523; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 755; Zerg_Opening speedlings; Zerg_Spawning_Pool 116; Zerg_Extractor 190; Zerg_Creep_Colony 327; Zerg_Evolution_Chamber 518; Zerg_Queens_Nest 709; Zerg_Sunken_Colony 346; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 408; Zerg_Greater_Spire -1; Zerg_Expansion2 138; Zerg_Lair 243; Zerg_Ultralisk_Cavern 970; Zerg_Spire 308; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 874; 
Zerg_Hive 782; Zerg_Opening unknown; Zerg_Spawning_Pool 91; Zerg_Extractor 262; Zerg_Creep_Colony 270; Zerg_Evolution_Chamber 315; Zerg_Queens_Nest 733; Zerg_Sunken_Colony 288; Zerg_Spore_Colony -1; Zerg_Expansion 132; Zerg_Hydralisk_Den 363; Zerg_Greater_Spire -1; Zerg_Expansion2 192; Zerg_Lair 432; Zerg_Ultralisk_Cavern 863; Zerg_Spire 503; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 1069; 
Zerg_Hive 978; Zerg_Opening speedlings; Zerg_Spawning_Pool 88; Zerg_Extractor 309; Zerg_Creep_Colony 215; Zerg_Evolution_Chamber 591; Zerg_Queens_Nest 916; Zerg_Sunken_Colony 231; Zerg_Spore_Colony -1; Zerg_Expansion 128; Zerg_Hydralisk_Den 427; Zerg_Greater_Spire -1; Zerg_Expansion2 182; Zerg_Lair 377; Zerg_Ultralisk_Cavern 1055; Zerg_Spire 623; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 1067; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 121; Zerg_Extractor 198; Zerg_Creep_Colony 239; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 260; Zerg_Spore_Colony -1; Zerg_Expansion 102; Zerg_Hydralisk_Den 245; Zerg_Greater_Spire -1; Zerg_Expansion2 167; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 66; Zerg_Extractor 83; Zerg_Creep_Colony 291; Zerg_Evolution_Chamber 696; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 306; Zerg_Spore_Colony -1; Zerg_Expansion 143; Zerg_Hydralisk_Den 251; Zerg_Greater_Spire -1; Zerg_Expansion2 208; Zerg_Lair 269; Zerg_Ultralisk_Cavern -1; Zerg_Spire 333; Zerg_Building_Overlord 91; Zerg_Defiler_Mound -1; 
Zerg_Hive 692; Zerg_Opening lurkers; Zerg_Spawning_Pool 126; Zerg_Extractor 226; Zerg_Creep_Colony 414; Zerg_Evolution_Chamber 453; Zerg_Queens_Nest 634; Zerg_Sunken_Colony 429; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 298; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 286; Zerg_Ultralisk_Cavern 1047; Zerg_Spire 412; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 840; 
Zerg_Hive 790; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 161; Zerg_Creep_Colony 358; Zerg_Evolution_Chamber 444; Zerg_Queens_Nest 702; Zerg_Sunken_Colony 376; Zerg_Spore_Colony 537; Zerg_Expansion 105; Zerg_Hydralisk_Den 272; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 211; Zerg_Ultralisk_Cavern -1; Zerg_Spire 281; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 762; Zerg_Opening mutas; Zerg_Spawning_Pool 123; Zerg_Extractor 173; Zerg_Creep_Colony 356; Zerg_Evolution_Chamber 528; Zerg_Queens_Nest 720; Zerg_Sunken_Colony 374; Zerg_Spore_Colony 1041; Zerg_Expansion 104; Zerg_Hydralisk_Den 271; Zerg_Greater_Spire -1; Zerg_Expansion2 168; Zerg_Lair 224; Zerg_Ultralisk_Cavern -1; Zerg_Spire 291; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 947; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 76; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 124; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 193; Zerg_Creep_Colony 455; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 473; Zerg_Spore_Colony -1; Zerg_Expansion 125; Zerg_Hydralisk_Den 506; Zerg_Greater_Spire -1; Zerg_Expansion2 178; Zerg_Lair 252; Zerg_Ultralisk_Cavern -1; Zerg_Spire 323; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 721; Zerg_Opening unknown; Zerg_Spawning_Pool 75; Zerg_Extractor 157; Zerg_Creep_Colony 262; Zerg_Evolution_Chamber 501; Zerg_Queens_Nest 635; Zerg_Sunken_Colony 277; Zerg_Spore_Colony 672; Zerg_Expansion 122; Zerg_Hydralisk_Den 402; Zerg_Greater_Spire -1; Zerg_Expansion2 330; Zerg_Lair 210; Zerg_Ultralisk_Cavern 0; Zerg_Spire 275; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 807; 
Zerg_Hive 646; Zerg_Opening speedlings; Zerg_Spawning_Pool 75; Zerg_Extractor 185; Zerg_Creep_Colony 361; Zerg_Evolution_Chamber 448; Zerg_Queens_Nest 602; Zerg_Sunken_Colony 388; Zerg_Spore_Colony -1; Zerg_Expansion 121; Zerg_Hydralisk_Den 272; Zerg_Greater_Spire -1; Zerg_Expansion2 194; Zerg_Lair 241; Zerg_Ultralisk_Cavern 767; Zerg_Spire 447; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 730; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 76; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 123; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 962; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 228; Zerg_Creep_Colony 420; Zerg_Evolution_Chamber 777; Zerg_Queens_Nest 903; Zerg_Sunken_Colony 439; Zerg_Spore_Colony 1061; Zerg_Expansion 108; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire 1044; Zerg_Expansion2 169; Zerg_Lair 285; Zerg_Ultralisk_Cavern -1; Zerg_Spire 390; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 1042; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 81; Zerg_Extractor 83; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 168; Zerg_Hydralisk_Den 446; Zerg_Greater_Spire -1; Zerg_Expansion2 230; Zerg_Lair 280; Zerg_Ultralisk_Cavern -1; Zerg_Spire 354; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 959; Zerg_Opening speedlings; Zerg_Spawning_Pool 76; Zerg_Extractor 77; Zerg_Creep_Colony 420; Zerg_Evolution_Chamber 355; Zerg_Queens_Nest 917; Zerg_Sunken_Colony 438; Zerg_Spore_Colony -1; Zerg_Expansion 165; Zerg_Hydralisk_Den 343; Zerg_Greater_Spire 0; Zerg_Expansion2 217; Zerg_Lair 248; Zerg_Ultralisk_Cavern -1; Zerg_Spire 316; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 1035; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 77; Zerg_Extractor 81; Zerg_Creep_Colony 548; Zerg_Evolution_Chamber 574; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 582; Zerg_Spore_Colony -1; Zerg_Expansion 160; Zerg_Hydralisk_Den 516; Zerg_Greater_Spire -1; Zerg_Expansion2 313; Zerg_Lair 186; Zerg_Ultralisk_Cavern -1; Zerg_Spire 251; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 710; Zerg_Opening speedlings; Zerg_Spawning_Pool 76; Zerg_Extractor 79; Zerg_Creep_Colony 227; Zerg_Evolution_Chamber 509; Zerg_Queens_Nest 640; Zerg_Sunken_Colony 297; Zerg_Spore_Colony 741; Zerg_Expansion 143; Zerg_Hydralisk_Den 224; Zerg_Greater_Spire -1; Zerg_Expansion2 191; Zerg_Lair 280; Zerg_Ultralisk_Cavern 810; Zerg_Spire 442; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 76; Zerg_Extractor 236; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 633; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 125; Zerg_Hydralisk_Den 344; Zerg_Greater_Spire -1; Zerg_Expansion2 187; Zerg_Lair 323; Zerg_Ultralisk_Cavern -1; Zerg_Spire 438; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 76; Zerg_Extractor 81; Zerg_Creep_Colony 597; Zerg_Evolution_Chamber 760; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 616; Zerg_Spore_Colony 854; Zerg_Expansion 168; Zerg_Hydralisk_Den 190; Zerg_Greater_Spire -1; Zerg_Expansion2 224; Zerg_Lair 309; Zerg_Ultralisk_Cavern -1; Zerg_Spire 586; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 672; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 275; Zerg_Creep_Colony 185; Zerg_Evolution_Chamber 544; Zerg_Queens_Nest 615; Zerg_Sunken_Colony 203; Zerg_Spore_Colony -1; Zerg_Expansion 102; Zerg_Hydralisk_Den 412; Zerg_Greater_Spire -1; Zerg_Expansion2 243; Zerg_Lair 346; Zerg_Ultralisk_Cavern 844; Zerg_Spire 498; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 213; Zerg_Creep_Colony 194; Zerg_Evolution_Chamber 248; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 210; Zerg_Spore_Colony 280; Zerg_Expansion 114; Zerg_Hydralisk_Den 375; Zerg_Greater_Spire -1; Zerg_Expansion2 209; Zerg_Lair 314; Zerg_Ultralisk_Cavern -1; Zerg_Spire 408; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 127; Zerg_Extractor -1; Zerg_Creep_Colony 187; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 205; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 244; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 1000; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 194; Zerg_Creep_Colony 313; Zerg_Evolution_Chamber 552; Zerg_Queens_Nest 954; Zerg_Sunken_Colony 335; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 461; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 262; Zerg_Ultralisk_Cavern -1; Zerg_Spire 329; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive 802; Zerg_Opening lurkers; Zerg_Spawning_Pool 127; Zerg_Extractor 214; Zerg_Creep_Colony 271; Zerg_Evolution_Chamber 583; Zerg_Queens_Nest 760; Zerg_Sunken_Colony 334; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 333; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 460; Zerg_Ultralisk_Cavern -1; Zerg_Spire 0; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 142; Zerg_Creep_Colony 314; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 333; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 206; Zerg_Ultralisk_Cavern -1; Zerg_Spire 269; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 97; Zerg_Extractor 105; Zerg_Creep_Colony 272; Zerg_Evolution_Chamber 584; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 290; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 569; Zerg_Greater_Spire -1; Zerg_Expansion2 168; Zerg_Lair 216; Zerg_Ultralisk_Cavern -1; Zerg_Spire 280; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 852; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 162; Zerg_Creep_Colony 382; Zerg_Evolution_Chamber 612; Zerg_Queens_Nest 786; Zerg_Sunken_Colony 399; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 611; Zerg_Greater_Spire -1; Zerg_Expansion2 177; Zerg_Lair 244; Zerg_Ultralisk_Cavern -1; Zerg_Spire 323; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 77; Zerg_Extractor 253; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 129; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 183; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 90; Zerg_Extractor 96; Zerg_Creep_Colony 269; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 285; Zerg_Spore_Colony -1; Zerg_Expansion 140; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 430; Zerg_Lair 183; Zerg_Ultralisk_Cavern -1; Zerg_Spire 246; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 66; Zerg_Extractor 80; Zerg_Creep_Colony 227; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 261; Zerg_Spore_Colony -1; Zerg_Expansion 132; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 181; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 90; Zerg_Defiler_Mound -1; 
Zerg_Hive 918; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 167; Zerg_Creep_Colony 446; Zerg_Evolution_Chamber 468; Zerg_Queens_Nest 689; Zerg_Sunken_Colony 464; Zerg_Spore_Colony -1; Zerg_Expansion 97; Zerg_Hydralisk_Den 419; Zerg_Greater_Spire -1; Zerg_Expansion2 162; Zerg_Lair 249; Zerg_Ultralisk_Cavern 1010; Zerg_Spire 315; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 608; Zerg_Opening lurkers; Zerg_Spawning_Pool 126; Zerg_Extractor 143; Zerg_Creep_Colony 395; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 566; Zerg_Sunken_Colony 412; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 334; Zerg_Greater_Spire -1; Zerg_Expansion2 229; Zerg_Lair 297; Zerg_Ultralisk_Cavern 863; Zerg_Spire 451; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 879; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 113; Zerg_Extractor 127; Zerg_Creep_Colony 266; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 821; Zerg_Sunken_Colony 283; Zerg_Spore_Colony -1; Zerg_Expansion 83; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire -1; Zerg_Expansion2 299; Zerg_Lair 248; Zerg_Ultralisk_Cavern -1; Zerg_Spire 311; Zerg_Building_Overlord 140; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 107; Zerg_Extractor 131; Zerg_Creep_Colony 173; Zerg_Evolution_Chamber 886; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 192; Zerg_Spore_Colony 999; Zerg_Expansion 78; Zerg_Hydralisk_Den 336; Zerg_Greater_Spire -1; Zerg_Expansion2 558; Zerg_Lair 291; Zerg_Ultralisk_Cavern -1; Zerg_Spire 586; Zerg_Building_Overlord 122; Zerg_Defiler_Mound -1; 
Zerg_Hive 1042; Zerg_Opening mutas; Zerg_Spawning_Pool 124; Zerg_Extractor 203; Zerg_Creep_Colony 216; Zerg_Evolution_Chamber 838; Zerg_Queens_Nest 997; Zerg_Sunken_Colony 296; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 266; Zerg_Greater_Spire -1; Zerg_Expansion2 182; Zerg_Lair 292; Zerg_Ultralisk_Cavern 0; Zerg_Spire 356; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 558; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 93; Zerg_Creep_Colony 226; Zerg_Evolution_Chamber 803; Zerg_Queens_Nest 510; Zerg_Sunken_Colony 246; Zerg_Spore_Colony -1; Zerg_Expansion 83; Zerg_Hydralisk_Den 316; Zerg_Greater_Spire 648; Zerg_Expansion2 102; Zerg_Lair 224; Zerg_Ultralisk_Cavern 845; Zerg_Spire 288; Zerg_Building_Overlord 90; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 112; Zerg_Extractor 136; Zerg_Creep_Colony 176; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 191; Zerg_Spore_Colony -1; Zerg_Expansion 83; Zerg_Hydralisk_Den 318; Zerg_Greater_Spire -1; Zerg_Expansion2 313; Zerg_Lair 270; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 129; Zerg_Defiler_Mound -1; 
