Protoss_Pylon2 129; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 138; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 947; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 638; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 963; Protoss_Gateway2 106; Protoss_Forge 387; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 626; Protoss_Cybernetics_Core 257; 
Protoss_Pylon2 154; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 449; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 471; Protoss_Gateway2 254; Protoss_Forge 0; Protoss_Templar_Archives 727; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 138; 
Protoss_Pylon2 157; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 110; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 269; Protoss_Expansion 965; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 211; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 335; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 156; Protoss_Pylon 55; Protoss_Opening FastDT; Protoss_Assimilator 110; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 383; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 416; Protoss_Fleet_Beacon 0; Protoss_Stargate 1017; Protoss_Citadel_of_Adun 211; Protoss_Gateway2 255; Protoss_Forge 555; Protoss_Templar_Archives 266; Protoss_Photon_Cannon 602; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 100; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 459; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 213; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 434; Protoss_Gateway2 244; Protoss_Forge 650; Protoss_Templar_Archives 829; Protoss_Photon_Cannon 680; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 102; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 286; Protoss_Expansion 489; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 189; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 511; Protoss_Gateway2 333; Protoss_Forge 0; Protoss_Templar_Archives 579; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 151; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 108; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 555; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 196; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 347; Protoss_Gateway2 275; Protoss_Forge 683; Protoss_Templar_Archives 582; Protoss_Photon_Cannon 772; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 132; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 205; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 524; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 296; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 592; Protoss_Gateway2 107; Protoss_Forge 658; Protoss_Templar_Archives 847; Protoss_Photon_Cannon 717; Protoss_Cybernetics_Core 219; 
Protoss_Pylon2 150; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 253; Protoss_Expansion 622; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 191; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 565; Protoss_Gateway2 393; Protoss_Forge 736; Protoss_Templar_Archives 973; Protoss_Photon_Cannon 789; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 119; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 72; Protoss_Gateway 102; Protoss_Robotics_Support_Bay 280; Protoss_Expansion 397; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 1054; Protoss_Stargate 642; Protoss_Citadel_of_Adun 661; Protoss_Gateway2 494; Protoss_Forge 574; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 636; Protoss_Cybernetics_Core 148; 
Protoss_Pylon2 135; Protoss_Pylon 59; Protoss_Opening FastObs; Protoss_Assimilator 106; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 354; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 308; Protoss_Fleet_Beacon 957; Protoss_Stargate 874; Protoss_Citadel_of_Adun 573; Protoss_Gateway2 309; Protoss_Forge 749; Protoss_Templar_Archives 638; Protoss_Photon_Cannon 881; Protoss_Cybernetics_Core 162; 
Protoss_Pylon2 141; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 663; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 172; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 419; Protoss_Gateway2 317; Protoss_Forge 893; Protoss_Templar_Archives 465; Protoss_Photon_Cannon 922; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 151; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 105; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 219; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 317; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 144; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 472; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 206; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 468; Protoss_Gateway2 216; Protoss_Forge 519; Protoss_Templar_Archives 675; Protoss_Photon_Cannon 593; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 150; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 77; Protoss_Gateway 98; Protoss_Robotics_Support_Bay 253; Protoss_Expansion 465; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 184; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 648; Protoss_Gateway2 382; Protoss_Forge 508; Protoss_Templar_Archives 697; Protoss_Photon_Cannon 597; Protoss_Cybernetics_Core 142; 
Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 756; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 375; Protoss_Gateway2 196; Protoss_Forge 0; Protoss_Templar_Archives 429; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 151; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 102; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 444; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 247; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 477; Protoss_Gateway2 261; Protoss_Forge 605; Protoss_Templar_Archives 709; Protoss_Photon_Cannon 641; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 154; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 97; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 379; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 247; Protoss_Gateway2 222; Protoss_Forge 649; Protoss_Templar_Archives 293; Protoss_Photon_Cannon 708; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 143; Protoss_Pylon 49; Protoss_Opening ReaverDrop; Protoss_Assimilator 102; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 272; Protoss_Expansion 699; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 194; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 459; Protoss_Gateway2 348; Protoss_Forge 0; Protoss_Templar_Archives 571; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 167; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 95; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 500; Protoss_Expansion 398; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 262; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 437; Protoss_Gateway2 152; Protoss_Forge 490; Protoss_Templar_Archives 628; Protoss_Photon_Cannon 848; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 136; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 96; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 365; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 236; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 655; Protoss_Gateway2 238; Protoss_Forge 539; Protoss_Templar_Archives 778; Protoss_Photon_Cannon 571; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 158; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 110; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 374; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 255; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 432; Protoss_Gateway2 270; Protoss_Forge 740; Protoss_Templar_Archives 521; Protoss_Photon_Cannon 782; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 152; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 101; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 297; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 234; Protoss_Fleet_Beacon 910; Protoss_Stargate 849; Protoss_Citadel_of_Adun 473; Protoss_Gateway2 346; Protoss_Forge 575; Protoss_Templar_Archives 539; Protoss_Photon_Cannon 619; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 155; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 110; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 865; Protoss_Expansion 381; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 236; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 508; Protoss_Gateway2 312; Protoss_Forge 540; Protoss_Templar_Archives 555; Protoss_Photon_Cannon 609; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 158; Protoss_Pylon 53; Protoss_Opening FastDT; Protoss_Assimilator 103; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 457; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 306; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 208; Protoss_Gateway2 229; Protoss_Forge 388; Protoss_Templar_Archives 250; Protoss_Photon_Cannon 445; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 149; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 104; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 261; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 188; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 155; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 105; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 571; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 199; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 617; Protoss_Gateway2 282; Protoss_Forge 835; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 877; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 153; Protoss_Pylon 52; Protoss_Opening ReaverDrop; Protoss_Assimilator 108; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 261; Protoss_Expansion 483; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 199; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 654; Protoss_Gateway2 308; Protoss_Forge 761; Protoss_Templar_Archives 710; Protoss_Photon_Cannon 809; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 153; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 107; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 333; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 198; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 425; Protoss_Gateway2 285; Protoss_Forge 719; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 764; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 133; Protoss_Pylon 49; Protoss_Opening Unknown; Protoss_Assimilator 101; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 111; Protoss_Forge 209; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 273; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 154; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 106; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 274; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 356; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 313; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 150; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 97; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 484; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 356; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 582; Protoss_Gateway2 216; Protoss_Forge 690; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 751; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 155; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 110; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 278; Protoss_Expansion 386; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 205; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 524; Protoss_Gateway2 415; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 195; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 107; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 373; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 275; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 422; Protoss_Gateway2 181; Protoss_Forge 551; Protoss_Templar_Archives 557; Protoss_Photon_Cannon 613; Protoss_Cybernetics_Core 143; 
Protoss_Pylon2 179; Protoss_Pylon 55; Protoss_Opening FastDT; Protoss_Assimilator 108; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 244; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 222; Protoss_Gateway2 153; Protoss_Forge 0; Protoss_Templar_Archives 274; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 146; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 223; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 237; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 154; Protoss_Pylon 52; Protoss_Opening FastDT; Protoss_Assimilator 107; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 569; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 248; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 210; Protoss_Gateway2 284; Protoss_Forge 374; Protoss_Templar_Archives 289; Protoss_Photon_Cannon 424; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 137; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 106; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 313; Protoss_Expansion 565; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 222; Protoss_Fleet_Beacon 803; Protoss_Stargate 752; Protoss_Citadel_of_Adun 585; Protoss_Gateway2 321; Protoss_Forge 0; Protoss_Templar_Archives 698; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 180; 
Protoss_Pylon2 151; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 315; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 181; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 411; Protoss_Gateway2 257; Protoss_Forge 623; Protoss_Templar_Archives 638; Protoss_Photon_Cannon 683; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 159; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 107; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 341; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 187; Protoss_Fleet_Beacon 963; Protoss_Stargate 840; Protoss_Citadel_of_Adun 419; Protoss_Gateway2 258; Protoss_Forge 574; Protoss_Templar_Archives 627; Protoss_Photon_Cannon 615; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 149; Protoss_Pylon 52; Protoss_Opening ReaverDrop; Protoss_Assimilator 99; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 259; Protoss_Expansion 476; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 180; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 319; Protoss_Gateway2 333; Protoss_Forge 0; Protoss_Templar_Archives 383; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 155; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 108; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 400; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 259; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 533; Protoss_Gateway2 218; Protoss_Forge 512; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 602; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 161; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 106; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 522; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 195; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 295; Protoss_Gateway2 252; Protoss_Forge 385; Protoss_Templar_Archives 420; Protoss_Photon_Cannon 459; Protoss_Cybernetics_Core 153; 
Protoss_Pylon2 148; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 103; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 347; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 251; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 536; Protoss_Gateway2 217; Protoss_Forge 507; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 556; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 107; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 368; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 300; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 508; Protoss_Gateway2 260; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 171; 
Protoss_Pylon2 135; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 308; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 208; Protoss_Fleet_Beacon 0; Protoss_Stargate 865; Protoss_Citadel_of_Adun 233; Protoss_Gateway2 239; Protoss_Forge 761; Protoss_Templar_Archives 280; Protoss_Photon_Cannon 807; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 148; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 108; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 276; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 211; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 483; Protoss_Gateway2 295; Protoss_Forge 594; Protoss_Templar_Archives 807; Protoss_Photon_Cannon 717; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 152; Protoss_Pylon 59; Protoss_Opening FastExpand; Protoss_Assimilator 92; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 293; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 307; Protoss_Forge 440; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 539; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 146; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 106; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 321; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 197; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 517; Protoss_Gateway2 272; Protoss_Forge 519; Protoss_Templar_Archives 930; Protoss_Photon_Cannon 903; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 154; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 112; Protoss_Gateway 98; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 472; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 277; Protoss_Fleet_Beacon 744; Protoss_Stargate 695; Protoss_Citadel_of_Adun 245; Protoss_Gateway2 287; Protoss_Forge 0; Protoss_Templar_Archives 576; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 147; 
Protoss_Pylon2 160; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 108; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 287; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 254; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 557; Protoss_Gateway2 298; Protoss_Forge 354; Protoss_Templar_Archives 1077; Protoss_Photon_Cannon 488; Protoss_Cybernetics_Core 138; 
Protoss_Pylon2 151; Protoss_Pylon 52; Protoss_Opening ReaverDrop; Protoss_Assimilator 108; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 255; Protoss_Expansion 392; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 195; Protoss_Fleet_Beacon 945; Protoss_Stargate 679; Protoss_Citadel_of_Adun 520; Protoss_Gateway2 333; Protoss_Forge 620; Protoss_Templar_Archives 639; Protoss_Photon_Cannon 650; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 151; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 106; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 609; Protoss_Expansion 377; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 1048; Protoss_Stargate 892; Protoss_Citadel_of_Adun 656; Protoss_Gateway2 253; Protoss_Forge 464; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 624; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 156; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 108; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 369; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 218; Protoss_Fleet_Beacon 838; Protoss_Stargate 770; Protoss_Citadel_of_Adun 242; Protoss_Gateway2 318; Protoss_Forge 584; Protoss_Templar_Archives 288; Protoss_Photon_Cannon 749; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 147; Protoss_Pylon 53; Protoss_Opening FastObs; Protoss_Assimilator 101; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 441; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 321; Protoss_Fleet_Beacon 841; Protoss_Stargate 787; Protoss_Citadel_of_Adun 512; Protoss_Gateway2 219; Protoss_Forge 658; Protoss_Templar_Archives 631; Protoss_Photon_Cannon 695; Protoss_Cybernetics_Core 131; 
