Zerg_Hive 802; Zerg_Opening Standard; Zerg_Spawning_Pool 129; Zerg_Extractor 104; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber 755; Zerg_Queens_Nest 758; Zerg_Sunken_Colony 203; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 232; Zerg_Greater_Spire 0; Zerg_Expansion2 407; Zerg_Lair 185; Zerg_Ultralisk_Cavern 0; Zerg_Spire 252; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 894; 
Zerg_Hive 0; Zerg_Opening Standard; Zerg_Spawning_Pool 113; Zerg_Extractor 136; Zerg_Creep_Colony 195; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 212; Zerg_Spore_Colony 0; Zerg_Expansion 83; Zerg_Hydralisk_Den 267; Zerg_Greater_Spire 0; Zerg_Expansion2 364; Zerg_Lair 227; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 129; Zerg_Defiler_Mound 0; 
Zerg_Hive 564; Zerg_Opening HydraMass; Zerg_Spawning_Pool 124; Zerg_Extractor 203; Zerg_Creep_Colony 235; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 513; Zerg_Sunken_Colony 265; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 350; Zerg_Greater_Spire 642; Zerg_Expansion2 180; Zerg_Lair 307; Zerg_Ultralisk_Cavern 0; Zerg_Spire 371; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 122; Zerg_Extractor 147; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 188; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 516; Zerg_Opening Lurker; Zerg_Spawning_Pool 67; Zerg_Extractor 82; Zerg_Creep_Colony 907; Zerg_Evolution_Chamber 747; Zerg_Queens_Nest 471; Zerg_Sunken_Colony 927; Zerg_Spore_Colony 0; Zerg_Expansion 314; Zerg_Hydralisk_Den 203; Zerg_Greater_Spire 592; Zerg_Expansion2 770; Zerg_Lair 145; Zerg_Ultralisk_Cavern 641; Zerg_Spire 373; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 861; 
Zerg_Hive 916; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 117; Zerg_Extractor 215; Zerg_Creep_Colony 257; Zerg_Evolution_Chamber 722; Zerg_Queens_Nest 867; Zerg_Sunken_Colony 274; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 523; Zerg_Greater_Spire 1016; Zerg_Expansion2 112; Zerg_Lair 277; Zerg_Ultralisk_Cavern 0; Zerg_Spire 352; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 125; Zerg_Extractor 177; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 0; Zerg_Expansion2 173; Zerg_Lair 258; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 538; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 67; Zerg_Extractor 81; Zerg_Creep_Colony 308; Zerg_Evolution_Chamber 635; Zerg_Queens_Nest 486; Zerg_Sunken_Colony 364; Zerg_Spore_Colony 0; Zerg_Expansion 151; Zerg_Hydralisk_Den 372; Zerg_Greater_Spire 0; Zerg_Expansion2 547; Zerg_Lair 206; Zerg_Ultralisk_Cavern 1010; Zerg_Spire 271; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 616; 
Zerg_Hive 478; Zerg_Opening HydraMass; Zerg_Spawning_Pool 123; Zerg_Extractor 192; Zerg_Creep_Colony 332; Zerg_Evolution_Chamber 700; Zerg_Queens_Nest 434; Zerg_Sunken_Colony 349; Zerg_Spore_Colony 771; Zerg_Expansion 105; Zerg_Hydralisk_Den 316; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 270; Zerg_Ultralisk_Cavern 883; Zerg_Spire 647; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 576; 
Zerg_Hive 585; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 66; Zerg_Extractor 90; Zerg_Creep_Colony 350; Zerg_Evolution_Chamber 582; Zerg_Queens_Nest 541; Zerg_Sunken_Colony 367; Zerg_Spore_Colony 0; Zerg_Expansion 193; Zerg_Hydralisk_Den 454; Zerg_Greater_Spire 0; Zerg_Expansion2 522; Zerg_Lair 283; Zerg_Ultralisk_Cavern 0; Zerg_Spire 353; Zerg_Building_Overlord 84; Zerg_Defiler_Mound 668; 
Zerg_Hive 733; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 120; Zerg_Extractor 191; Zerg_Creep_Colony 207; Zerg_Evolution_Chamber 500; Zerg_Queens_Nest 618; Zerg_Sunken_Colony 234; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 317; Zerg_Greater_Spire 0; Zerg_Expansion2 158; Zerg_Lair 245; Zerg_Ultralisk_Cavern 1066; Zerg_Spire 314; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 854; 
Zerg_Hive 611; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 124; Zerg_Extractor 194; Zerg_Creep_Colony 355; Zerg_Evolution_Chamber 438; Zerg_Queens_Nest 565; Zerg_Sunken_Colony 372; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 400; Zerg_Greater_Spire 0; Zerg_Expansion2 173; Zerg_Lair 250; Zerg_Ultralisk_Cavern 761; Zerg_Spire 314; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 693; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 76; Zerg_Extractor 146; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 123; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 198; Zerg_Ultralisk_Cavern 0; Zerg_Spire 266; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 68; Zerg_Extractor 80; Zerg_Creep_Colony 434; Zerg_Evolution_Chamber 541; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 488; Zerg_Spore_Colony 0; Zerg_Expansion 196; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 261; Zerg_Lair 530; Zerg_Ultralisk_Cavern 0; Zerg_Spire 600; Zerg_Building_Overlord 92; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 98; Zerg_Extractor 87; Zerg_Creep_Colony 303; Zerg_Evolution_Chamber 420; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 318; Zerg_Spore_Colony 0; Zerg_Expansion 178; Zerg_Hydralisk_Den 503; Zerg_Greater_Spire 0; Zerg_Expansion2 222; Zerg_Lair 263; Zerg_Ultralisk_Cavern 0; Zerg_Spire 331; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 125; Zerg_Extractor 172; Zerg_Creep_Colony 250; Zerg_Evolution_Chamber 490; Zerg_Queens_Nest 597; Zerg_Sunken_Colony 328; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 379; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 231; Zerg_Ultralisk_Cavern 0; Zerg_Spire 297; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 91; Zerg_Extractor 137; Zerg_Creep_Colony 259; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 276; Zerg_Spore_Colony 0; Zerg_Expansion 152; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 397; Zerg_Lair 191; Zerg_Ultralisk_Cavern 0; Zerg_Spire 256; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 874; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 126; Zerg_Extractor 259; Zerg_Creep_Colony 199; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 825; Zerg_Sunken_Colony 214; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 823; Zerg_Greater_Spire 0; Zerg_Expansion2 172; Zerg_Lair 450; Zerg_Ultralisk_Cavern 0; Zerg_Spire 519; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 953; 
Zerg_Hive 879; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 194; Zerg_Creep_Colony 205; Zerg_Evolution_Chamber 450; Zerg_Queens_Nest 829; Zerg_Sunken_Colony 224; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 413; Zerg_Greater_Spire 0; Zerg_Expansion2 163; Zerg_Lair 245; Zerg_Ultralisk_Cavern 0; Zerg_Spire 308; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 573; Zerg_Opening HydraMass; Zerg_Spawning_Pool 121; Zerg_Extractor 190; Zerg_Creep_Colony 224; Zerg_Evolution_Chamber 664; Zerg_Queens_Nest 521; Zerg_Sunken_Colony 240; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 290; Zerg_Greater_Spire 0; Zerg_Expansion2 167; Zerg_Lair 257; Zerg_Ultralisk_Cavern 716; Zerg_Spire 327; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 715; 
Zerg_Hive 656; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 126; Zerg_Extractor 190; Zerg_Creep_Colony 415; Zerg_Evolution_Chamber 317; Zerg_Queens_Nest 597; Zerg_Sunken_Colony 431; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 493; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 268; Zerg_Ultralisk_Cavern 0; Zerg_Spire 345; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 67; Zerg_Extractor 80; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 139; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 204; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 89; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 129; Zerg_Extractor 185; Zerg_Creep_Colony 260; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 275; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 220; Zerg_Lair 248; Zerg_Ultralisk_Cavern 0; Zerg_Spire 342; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 136; Zerg_Extractor 118; Zerg_Creep_Colony 143; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 283; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 66; Zerg_Extractor 89; Zerg_Creep_Colony 408; Zerg_Evolution_Chamber 473; Zerg_Queens_Nest 562; Zerg_Sunken_Colony 423; Zerg_Spore_Colony 0; Zerg_Expansion 140; Zerg_Hydralisk_Den 247; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 434; Zerg_Ultralisk_Cavern 0; Zerg_Spire 502; Zerg_Building_Overlord 82; Zerg_Defiler_Mound 0; 
Zerg_Hive 747; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 123; Zerg_Extractor 132; Zerg_Creep_Colony 312; Zerg_Evolution_Chamber 658; Zerg_Queens_Nest 691; Zerg_Sunken_Colony 464; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 475; Zerg_Greater_Spire 0; Zerg_Expansion2 560; Zerg_Lair 201; Zerg_Ultralisk_Cavern 0; Zerg_Spire 268; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 824; 
Zerg_Hive 517; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 122; Zerg_Extractor 167; Zerg_Creep_Colony 652; Zerg_Evolution_Chamber 395; Zerg_Queens_Nest 473; Zerg_Sunken_Colony 669; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 387; Zerg_Greater_Spire 0; Zerg_Expansion2 163; Zerg_Lair 222; Zerg_Ultralisk_Cavern 685; Zerg_Spire 291; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 597; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 122; Zerg_Extractor 295; Zerg_Creep_Colony 251; Zerg_Evolution_Chamber 426; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 266; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 380; Zerg_Greater_Spire 0; Zerg_Expansion2 329; Zerg_Lair 351; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 120; Zerg_Extractor 135; Zerg_Creep_Colony 249; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 278; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 196; Zerg_Ultralisk_Cavern 0; Zerg_Spire 260; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 708; Zerg_Opening HydraMass; Zerg_Spawning_Pool 126; Zerg_Extractor 203; Zerg_Creep_Colony 253; Zerg_Evolution_Chamber 237; Zerg_Queens_Nest 656; Zerg_Sunken_Colony 270; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 352; Zerg_Greater_Spire 0; Zerg_Expansion2 176; Zerg_Lair 331; Zerg_Ultralisk_Cavern 0; Zerg_Spire 657; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 515; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 120; Zerg_Extractor 188; Zerg_Creep_Colony 312; Zerg_Evolution_Chamber 465; Zerg_Queens_Nest 470; Zerg_Sunken_Colony 328; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 391; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 243; Zerg_Ultralisk_Cavern 0; Zerg_Spire 307; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 635; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 122; Zerg_Extractor 181; Zerg_Creep_Colony 292; Zerg_Evolution_Chamber 428; Zerg_Queens_Nest 577; Zerg_Sunken_Colony 330; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 411; Zerg_Greater_Spire 0; Zerg_Expansion2 173; Zerg_Lair 241; Zerg_Ultralisk_Cavern 0; Zerg_Spire 308; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 736; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 119; Zerg_Extractor 187; Zerg_Creep_Colony 270; Zerg_Evolution_Chamber 507; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 293; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 287; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 250; Zerg_Ultralisk_Cavern 0; Zerg_Spire 320; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 592; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 123; Zerg_Extractor 184; Zerg_Creep_Colony 230; Zerg_Evolution_Chamber 274; Zerg_Queens_Nest 516; Zerg_Sunken_Colony 253; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 482; Zerg_Greater_Spire 0; Zerg_Expansion2 172; Zerg_Lair 246; Zerg_Ultralisk_Cavern 711; Zerg_Spire 325; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 651; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 125; Zerg_Extractor 146; Zerg_Creep_Colony 220; Zerg_Evolution_Chamber 466; Zerg_Queens_Nest 602; Zerg_Sunken_Colony 235; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 463; Zerg_Greater_Spire 0; Zerg_Expansion2 179; Zerg_Lair 268; Zerg_Ultralisk_Cavern 0; Zerg_Spire 336; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 731; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 184; Zerg_Creep_Colony 244; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 261; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 427; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 245; Zerg_Ultralisk_Cavern 0; Zerg_Spire 310; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 119; Zerg_Extractor 260; Zerg_Creep_Colony 181; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 199; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 243; Zerg_Lair 318; Zerg_Ultralisk_Cavern 0; Zerg_Spire 383; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 608; Zerg_Opening HydraMass; Zerg_Spawning_Pool 120; Zerg_Extractor 201; Zerg_Creep_Colony 240; Zerg_Evolution_Chamber 456; Zerg_Queens_Nest 563; Zerg_Sunken_Colony 283; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 286; Zerg_Greater_Spire 0; Zerg_Expansion2 164; Zerg_Lair 251; Zerg_Ultralisk_Cavern 0; Zerg_Spire 668; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 705; 
Zerg_Hive 681; Zerg_Opening HydraMass; Zerg_Spawning_Pool 121; Zerg_Extractor 185; Zerg_Creep_Colony 225; Zerg_Evolution_Chamber 523; Zerg_Queens_Nest 626; Zerg_Sunken_Colony 261; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 277; Zerg_Greater_Spire 0; Zerg_Expansion2 161; Zerg_Lair 242; Zerg_Ultralisk_Cavern 0; Zerg_Spire 310; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 51; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 163; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 74; Zerg_Defiler_Mound 0; 
Zerg_Hive 595; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 176; Zerg_Creep_Colony 413; Zerg_Evolution_Chamber 522; Zerg_Queens_Nest 524; Zerg_Sunken_Colony 443; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 394; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 234; Zerg_Ultralisk_Cavern 801; Zerg_Spire 318; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 674; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 90; Zerg_Extractor 222; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 237; Zerg_Spore_Colony 0; Zerg_Expansion 123; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 282; Zerg_Ultralisk_Cavern 0; Zerg_Spire 368; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 65; Zerg_Extractor 78; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 185; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 253; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 89; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 119; Zerg_Extractor 201; Zerg_Creep_Colony 316; Zerg_Evolution_Chamber 495; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 441; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 336; Zerg_Greater_Spire 0; Zerg_Expansion2 163; Zerg_Lair 258; Zerg_Ultralisk_Cavern 0; Zerg_Spire 322; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 646; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 119; Zerg_Extractor 191; Zerg_Creep_Colony 305; Zerg_Evolution_Chamber 495; Zerg_Queens_Nest 602; Zerg_Sunken_Colony 423; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 381; Zerg_Greater_Spire 0; Zerg_Expansion2 163; Zerg_Lair 251; Zerg_Ultralisk_Cavern 0; Zerg_Spire 318; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 744; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 118; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
