Terran_Control_Tower 6116; Terran_Comsat_Station 6888; Terran_Barracks 2100; Terran_Expansion 8158; Terran_Refinery 2466; Terran_Barracks2 15344; Terran_Missile_Turret 11082; Terran_Supply_Depot 1390; Terran_Engineering_Bay 9914; Terran_Science_Facility 0; Terran_Machine_Shop 7688; Terran_Armory 5158; Terran_Starport 4974; Terran_Opening TwoFactory; Terran_Academy 5610; Terran_Bunker 0; Terran_Factory 3706; 
Terran_Control_Tower 11465; Terran_Comsat_Station 15495; Terran_Barracks 2300; Terran_Expansion 14860; Terran_Refinery 2865; Terran_Barracks2 4545; Terran_Missile_Turret 10625; Terran_Supply_Depot 1570; Terran_Engineering_Bay 9555; Terran_Science_Facility 24095; Terran_Machine_Shop 5955; Terran_Armory 6205; Terran_Starport 10060; Terran_Opening Bio; Terran_Academy 13735; Terran_Bunker 0; Terran_Factory 4595; 
Terran_Control_Tower 10310; Terran_Comsat_Station 12700; Terran_Barracks 2225; Terran_Expansion 8965; Terran_Refinery 2635; Terran_Barracks2 4155; Terran_Missile_Turret 13955; Terran_Supply_Depot 1395; Terran_Engineering_Bay 12840; Terran_Science_Facility 20365; Terran_Machine_Shop 6435; Terran_Armory 9250; Terran_Starport 5575; Terran_Opening Bio; Terran_Academy 11235; Terran_Bunker 0; Terran_Factory 4270; 
Terran_Control_Tower 7580; Terran_Comsat_Station 17970; Terran_Barracks 2590; Terran_Expansion 10870; Terran_Refinery 2060; Terran_Barracks2 0; Terran_Missile_Turret 13045; Terran_Supply_Depot 1475; Terran_Engineering_Bay 12045; Terran_Science_Facility 23025; Terran_Machine_Shop 5815; Terran_Armory 15100; Terran_Starport 6080; Terran_Opening TwoFactory; Terran_Academy 14750; Terran_Bunker 0; Terran_Factory 3905; 
Terran_Control_Tower 7620; Terran_Comsat_Station 12265; Terran_Barracks 2185; Terran_Expansion 8940; Terran_Refinery 2720; Terran_Barracks2 10955; Terran_Missile_Turret 8370; Terran_Supply_Depot 1255; Terran_Engineering_Bay 7350; Terran_Science_Facility 0; Terran_Machine_Shop 5395; Terran_Armory 5735; Terran_Starport 6450; Terran_Opening TwoFactory; Terran_Academy 10690; Terran_Bunker 0; Terran_Factory 4055; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2210; Terran_Expansion 12965; Terran_Refinery 2490; Terran_Barracks2 16525; Terran_Missile_Turret 0; Terran_Supply_Depot 1385; Terran_Engineering_Bay 16320; Terran_Science_Facility 0; Terran_Machine_Shop 13995; Terran_Armory 5115; Terran_Starport 13805; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3785; 
Terran_Control_Tower 9400; Terran_Comsat_Station 14965; Terran_Barracks 2225; Terran_Expansion 7455; Terran_Refinery 2765; Terran_Barracks2 7235; Terran_Missile_Turret 14265; Terran_Supply_Depot 1485; Terran_Engineering_Bay 9420; Terran_Science_Facility 0; Terran_Machine_Shop 9360; Terran_Armory 5520; Terran_Starport 8010; Terran_Opening TwoFactory; Terran_Academy 13310; Terran_Bunker 0; Terran_Factory 4045; 
Terran_Control_Tower 7384; Terran_Comsat_Station 18646; Terran_Barracks 2320; Terran_Expansion 8738; Terran_Refinery 2544; Terran_Barracks2 3848; Terran_Missile_Turret 14364; Terran_Supply_Depot 1466; Terran_Engineering_Bay 10726; Terran_Science_Facility 35022; Terran_Machine_Shop 10268; Terran_Armory 13596; Terran_Starport 5164; Terran_Opening VultureHarass; Terran_Academy 16852; Terran_Bunker 0; Terran_Factory 3734; 
Terran_Control_Tower 30058; Terran_Comsat_Station 14648; Terran_Barracks 2320; Terran_Expansion 5138; Terran_Refinery 2676; Terran_Barracks2 14378; Terran_Missile_Turret 8422; Terran_Supply_Depot 1366; Terran_Engineering_Bay 7318; Terran_Science_Facility 30182; Terran_Machine_Shop 5668; Terran_Armory 9618; Terran_Starport 6434; Terran_Opening VultureHarass; Terran_Academy 13400; Terran_Bunker 28082; Terran_Factory 3948; 
Terran_Control_Tower 0; Terran_Comsat_Station 9670; Terran_Barracks 2475; Terran_Expansion 9280; Terran_Refinery 2185; Terran_Barracks2 7680; Terran_Missile_Turret 9495; Terran_Supply_Depot 1420; Terran_Engineering_Bay 7820; Terran_Science_Facility 0; Terran_Machine_Shop 5660; Terran_Armory 7725; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 8280; Terran_Bunker 0; Terran_Factory 3745; 
Terran_Control_Tower 6145; Terran_Comsat_Station 17485; Terran_Barracks 2425; Terran_Expansion 10400; Terran_Refinery 2075; Terran_Barracks2 10995; Terran_Missile_Turret 11500; Terran_Supply_Depot 1430; Terran_Engineering_Bay 10440; Terran_Science_Facility 0; Terran_Machine_Shop 6335; Terran_Armory 0; Terran_Starport 4930; Terran_Opening FastDropship; Terran_Academy 14575; Terran_Bunker 0; Terran_Factory 3675; 
Terran_Control_Tower 9282; Terran_Comsat_Station 10464; Terran_Barracks 2068; Terran_Expansion 8336; Terran_Refinery 2618; Terran_Barracks2 9216; Terran_Missile_Turret 11968; Terran_Supply_Depot 1432; Terran_Engineering_Bay 10202; Terran_Science_Facility 0; Terran_Machine_Shop 5216; Terran_Armory 6274; Terran_Starport 7952; Terran_Opening TwoFactory; Terran_Academy 9008; Terran_Bunker 0; Terran_Factory 3934; 
Terran_Control_Tower 7076; Terran_Comsat_Station 15448; Terran_Barracks 2162; Terran_Expansion 8964; Terran_Refinery 2418; Terran_Barracks2 4072; Terran_Missile_Turret 12682; Terran_Supply_Depot 1400; Terran_Engineering_Bay 9410; Terran_Science_Facility 25220; Terran_Machine_Shop 9260; Terran_Armory 4846; Terran_Starport 5924; Terran_Opening VultureHarass; Terran_Academy 13950; Terran_Bunker 0; Terran_Factory 3598; 
Terran_Control_Tower 18770; Terran_Comsat_Station 21135; Terran_Barracks 2035; Terran_Expansion 9520; Terran_Refinery 2520; Terran_Barracks2 7475; Terran_Missile_Turret 16520; Terran_Supply_Depot 1510; Terran_Engineering_Bay 15510; Terran_Science_Facility 33350; Terran_Machine_Shop 6760; Terran_Armory 8040; Terran_Starport 15435; Terran_Opening TwoFactory; Terran_Academy 19320; Terran_Bunker 0; Terran_Factory 3715; 
Terran_Control_Tower 12465; Terran_Comsat_Station 13325; Terran_Barracks 2145; Terran_Expansion 10705; Terran_Refinery 2500; Terran_Barracks2 16490; Terran_Missile_Turret 17040; Terran_Supply_Depot 1365; Terran_Engineering_Bay 15070; Terran_Science_Facility 28070; Terran_Machine_Shop 6065; Terran_Armory 6340; Terran_Starport 11240; Terran_Opening TwoFactory; Terran_Academy 11950; Terran_Bunker 0; Terran_Factory 3705; 
Terran_Control_Tower 14240; Terran_Comsat_Station 20005; Terran_Barracks 1620; Terran_Expansion 9615; Terran_Refinery 4075; Terran_Barracks2 11200; Terran_Missile_Turret 8210; Terran_Supply_Depot 2020; Terran_Engineering_Bay 7035; Terran_Science_Facility 21455; Terran_Machine_Shop 7605; Terran_Armory 7240; Terran_Starport 10895; Terran_Opening TwoFactory; Terran_Academy 17880; Terran_Bunker 4830; Terran_Factory 5595; 
Terran_Control_Tower 17025; Terran_Comsat_Station 22950; Terran_Barracks 2380; Terran_Expansion 10940; Terran_Refinery 2595; Terran_Barracks2 19925; Terran_Missile_Turret 12160; Terran_Supply_Depot 1510; Terran_Engineering_Bay 8250; Terran_Science_Facility 28755; Terran_Machine_Shop 5800; Terran_Armory 13955; Terran_Starport 15730; Terran_Opening TwoFactory; Terran_Academy 21560; Terran_Bunker 4050; Terran_Factory 4495; 
Terran_Control_Tower 14820; Terran_Comsat_Station 10805; Terran_Barracks 2215; Terran_Expansion 14440; Terran_Refinery 2615; Terran_Barracks2 7670; Terran_Missile_Turret 12450; Terran_Supply_Depot 1460; Terran_Engineering_Bay 10825; Terran_Science_Facility 0; Terran_Machine_Shop 5825; Terran_Armory 7270; Terran_Starport 13300; Terran_Opening TwoFactory; Terran_Academy 9025; Terran_Bunker 0; Terran_Factory 3945; 
Terran_Control_Tower 8145; Terran_Comsat_Station 12760; Terran_Barracks 2210; Terran_Expansion 10320; Terran_Refinery 2620; Terran_Barracks2 0; Terran_Missile_Turret 10260; Terran_Supply_Depot 1440; Terran_Engineering_Bay 7630; Terran_Science_Facility 0; Terran_Machine_Shop 6495; Terran_Armory 14985; Terran_Starport 5125; Terran_Opening TwoFactory; Terran_Academy 9960; Terran_Bunker 0; Terran_Factory 3845; 
Terran_Control_Tower 16365; Terran_Comsat_Station 22675; Terran_Barracks 2120; Terran_Expansion 9405; Terran_Refinery 2520; Terran_Barracks2 11070; Terran_Missile_Turret 20065; Terran_Supply_Depot 1415; Terran_Engineering_Bay 15310; Terran_Science_Facility 34805; Terran_Machine_Shop 6130; Terran_Armory 5225; Terran_Starport 12760; Terran_Opening TwoFactory; Terran_Academy 20545; Terran_Bunker 0; Terran_Factory 3935; 
Terran_Control_Tower 13960; Terran_Comsat_Station 14785; Terran_Barracks 2215; Terran_Expansion 10485; Terran_Refinery 2555; Terran_Barracks2 17060; Terran_Missile_Turret 16960; Terran_Supply_Depot 1450; Terran_Engineering_Bay 14440; Terran_Science_Facility 0; Terran_Machine_Shop 6860; Terran_Armory 8465; Terran_Starport 11390; Terran_Opening TwoFactory; Terran_Academy 12925; Terran_Bunker 0; Terran_Factory 3805; 
Terran_Control_Tower 11160; Terran_Comsat_Station 15310; Terran_Barracks 2330; Terran_Expansion 15245; Terran_Refinery 2720; Terran_Barracks2 7710; Terran_Missile_Turret 9225; Terran_Supply_Depot 1500; Terran_Engineering_Bay 7835; Terran_Science_Facility 0; Terran_Machine_Shop 5930; Terran_Armory 7180; Terran_Starport 9950; Terran_Opening TwoFactory; Terran_Academy 13810; Terran_Bunker 0; Terran_Factory 4085; 
Terran_Control_Tower 8460; Terran_Comsat_Station 15160; Terran_Barracks 2260; Terran_Expansion 10195; Terran_Refinery 2640; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1410; Terran_Engineering_Bay 15630; Terran_Science_Facility 0; Terran_Machine_Shop 6705; Terran_Armory 0; Terran_Starport 5340; Terran_Opening VultureHarass; Terran_Academy 13775; Terran_Bunker 0; Terran_Factory 4060; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2365; Terran_Expansion 5975; Terran_Refinery 2615; Terran_Barracks2 0; Terran_Missile_Turret 8815; Terran_Supply_Depot 1485; Terran_Engineering_Bay 7740; Terran_Science_Facility 0; Terran_Machine_Shop 5185; Terran_Armory 7690; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 14330; Terran_Bunker 0; Terran_Factory 3920; 
Terran_Control_Tower 8100; Terran_Comsat_Station 0; Terran_Barracks 2110; Terran_Expansion 8305; Terran_Refinery 2505; Terran_Barracks2 3425; Terran_Missile_Turret 0; Terran_Supply_Depot 1390; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6615; Terran_Armory 0; Terran_Starport 4985; Terran_Opening Bio; Terran_Academy 14780; Terran_Bunker 0; Terran_Factory 3725; 
Terran_Control_Tower 19420; Terran_Comsat_Station 12690; Terran_Barracks 2200; Terran_Expansion 8905; Terran_Refinery 2980; Terran_Barracks2 0; Terran_Missile_Turret 10130; Terran_Supply_Depot 1400; Terran_Engineering_Bay 9130; Terran_Science_Facility 0; Terran_Machine_Shop 8975; Terran_Armory 8935; Terran_Starport 13860; Terran_Opening TwoFactory; Terran_Academy 11340; Terran_Bunker 0; Terran_Factory 4210; 
Terran_Control_Tower 13390; Terran_Comsat_Station 20900; Terran_Barracks 2335; Terran_Expansion 12835; Terran_Refinery 2450; Terran_Barracks2 11620; Terran_Missile_Turret 19545; Terran_Supply_Depot 1450; Terran_Engineering_Bay 18160; Terran_Science_Facility 0; Terran_Machine_Shop 8165; Terran_Armory 8955; Terran_Starport 6075; Terran_Opening TwoFactory; Terran_Academy 19510; Terran_Bunker 0; Terran_Factory 3790; 
Terran_Control_Tower 12360; Terran_Comsat_Station 16205; Terran_Barracks 2160; Terran_Expansion 5220; Terran_Refinery 2570; Terran_Barracks2 9710; Terran_Missile_Turret 7840; Terran_Supply_Depot 1420; Terran_Engineering_Bay 6715; Terran_Science_Facility 0; Terran_Machine_Shop 5435; Terran_Armory 10340; Terran_Starport 10880; Terran_Opening SiegeExpand; Terran_Academy 14825; Terran_Bunker 0; Terran_Factory 4035; 
Terran_Control_Tower 8145; Terran_Comsat_Station 11520; Terran_Barracks 2190; Terran_Expansion 8935; Terran_Refinery 2585; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1440; Terran_Engineering_Bay 13945; Terran_Science_Facility 0; Terran_Machine_Shop 6430; Terran_Armory 0; Terran_Starport 5070; Terran_Opening VultureHarass; Terran_Academy 10085; Terran_Bunker 0; Terran_Factory 3790; 
Terran_Control_Tower 9215; Terran_Comsat_Station 0; Terran_Barracks 2300; Terran_Expansion 7715; Terran_Refinery 2630; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1440; Terran_Engineering_Bay 7045; Terran_Science_Facility 0; Terran_Machine_Shop 5760; Terran_Armory 5150; Terran_Starport 8060; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3845; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2205; Terran_Expansion 11165; Terran_Refinery 2615; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1440; Terran_Engineering_Bay 10495; Terran_Science_Facility 0; Terran_Machine_Shop 6605; Terran_Armory 7580; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 11095; Terran_Bunker 0; Terran_Factory 3850; 
Terran_Control_Tower 11020; Terran_Comsat_Station 15355; Terran_Barracks 2225; Terran_Expansion 5460; Terran_Refinery 2625; Terran_Barracks2 0; Terran_Missile_Turret 8835; Terran_Supply_Depot 1425; Terran_Engineering_Bay 7805; Terran_Science_Facility 14540; Terran_Machine_Shop 5085; Terran_Armory 9150; Terran_Starport 8705; Terran_Opening SiegeExpand; Terran_Academy 14045; Terran_Bunker 0; Terran_Factory 3825; 
Terran_Control_Tower 14720; Terran_Comsat_Station 13170; Terran_Barracks 2150; Terran_Expansion 7765; Terran_Refinery 2525; Terran_Barracks2 19505; Terran_Missile_Turret 11195; Terran_Supply_Depot 1400; Terran_Engineering_Bay 10160; Terran_Science_Facility 0; Terran_Machine_Shop 6495; Terran_Armory 8680; Terran_Starport 13040; Terran_Opening TwoFactory; Terran_Academy 11585; Terran_Bunker 0; Terran_Factory 3725; 
Terran_Control_Tower 6380; Terran_Comsat_Station 8555; Terran_Barracks 2290; Terran_Expansion 9530; Terran_Refinery 2560; Terran_Barracks2 15355; Terran_Missile_Turret 11170; Terran_Supply_Depot 1445; Terran_Engineering_Bay 9940; Terran_Science_Facility 0; Terran_Machine_Shop 9110; Terran_Armory 5015; Terran_Starport 5235; Terran_Opening VultureHarass; Terran_Academy 7265; Terran_Bunker 0; Terran_Factory 3745; 
Terran_Control_Tower 7140; Terran_Comsat_Station 14415; Terran_Barracks 2140; Terran_Expansion 8150; Terran_Refinery 2485; Terran_Barracks2 10725; Terran_Missile_Turret 16625; Terran_Supply_Depot 1330; Terran_Engineering_Bay 15510; Terran_Science_Facility 0; Terran_Machine_Shop 6310; Terran_Armory 20245; Terran_Starport 4925; Terran_Opening VultureHarass; Terran_Academy 12800; Terran_Bunker 0; Terran_Factory 3655; 
Terran_Control_Tower 6645; Terran_Comsat_Station 0; Terran_Barracks 2295; Terran_Expansion 0; Terran_Refinery 2600; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1460; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 5060; Terran_Starport 5545; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3770; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2200; Terran_Expansion 0; Terran_Refinery 2570; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1460; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5075; Terran_Armory 7175; Terran_Starport 8585; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3760; 
Terran_Control_Tower 7840; Terran_Comsat_Station 11420; Terran_Barracks 2175; Terran_Expansion 8885; Terran_Refinery 2545; Terran_Barracks2 0; Terran_Missile_Turret 12985; Terran_Supply_Depot 1400; Terran_Engineering_Bay 11955; Terran_Science_Facility 0; Terran_Machine_Shop 6375; Terran_Armory 9750; Terran_Starport 5635; Terran_Opening VultureHarass; Terran_Academy 9910; Terran_Bunker 0; Terran_Factory 3760; 
Terran_Control_Tower 9385; Terran_Comsat_Station 9885; Terran_Barracks 2085; Terran_Expansion 11925; Terran_Refinery 2595; Terran_Barracks2 8905; Terran_Missile_Turret 17570; Terran_Supply_Depot 1425; Terran_Engineering_Bay 16270; Terran_Science_Facility 0; Terran_Machine_Shop 11640; Terran_Armory 5930; Terran_Starport 8100; Terran_Opening TwoFactory; Terran_Academy 8585; Terran_Bunker 0; Terran_Factory 4210; 
Terran_Control_Tower 13680; Terran_Comsat_Station 13290; Terran_Barracks 2320; Terran_Expansion 9285; Terran_Refinery 2490; Terran_Barracks2 0; Terran_Missile_Turret 16030; Terran_Supply_Depot 1410; Terran_Engineering_Bay 13190; Terran_Science_Facility 16160; Terran_Machine_Shop 5425; Terran_Armory 7155; Terran_Starport 11485; Terran_Opening TwoFactory; Terran_Academy 12005; Terran_Bunker 0; Terran_Factory 4040; 
Terran_Control_Tower 0; Terran_Comsat_Station 17800; Terran_Barracks 2260; Terran_Expansion 11690; Terran_Refinery 2640; Terran_Barracks2 3685; Terran_Missile_Turret 7685; Terran_Supply_Depot 1465; Terran_Engineering_Bay 6340; Terran_Science_Facility 0; Terran_Machine_Shop 6295; Terran_Armory 12220; Terran_Starport 5980; Terran_Opening Bio; Terran_Academy 15880; Terran_Bunker 0; Terran_Factory 4245; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2215; Terran_Expansion 10255; Terran_Refinery 2685; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1420; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5405; Terran_Armory 0; Terran_Starport 11160; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4135; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2210; Terran_Expansion 0; Terran_Refinery 2735; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1435; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5535; Terran_Armory 6890; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4200; 
Terran_Control_Tower 10865; Terran_Comsat_Station 20850; Terran_Barracks 2045; Terran_Expansion 8095; Terran_Refinery 2545; Terran_Barracks2 5330; Terran_Missile_Turret 8785; Terran_Supply_Depot 1520; Terran_Engineering_Bay 7720; Terran_Science_Facility 0; Terran_Machine_Shop 5675; Terran_Armory 5705; Terran_Starport 9480; Terran_Opening TwoFactory; Terran_Academy 18365; Terran_Bunker 0; Terran_Factory 4330; 
Terran_Control_Tower 6790; Terran_Comsat_Station 15800; Terran_Barracks 2210; Terran_Expansion 6580; Terran_Refinery 2740; Terran_Barracks2 5365; Terran_Missile_Turret 11940; Terran_Supply_Depot 1450; Terran_Engineering_Bay 8495; Terran_Science_Facility 22125; Terran_Machine_Shop 5465; Terran_Armory 13225; Terran_Starport 5540; Terran_Opening FastDropship; Terran_Academy 14065; Terran_Bunker 0; Terran_Factory 4200; 
Terran_Control_Tower 6595; Terran_Comsat_Station 13355; Terran_Barracks 2200; Terran_Expansion 5950; Terran_Refinery 2710; Terran_Barracks2 10560; Terran_Missile_Turret 10340; Terran_Supply_Depot 1460; Terran_Engineering_Bay 9335; Terran_Science_Facility 19980; Terran_Machine_Shop 5200; Terran_Armory 12280; Terran_Starport 5335; Terran_Opening FastDropship; Terran_Academy 12020; Terran_Bunker 0; Terran_Factory 3920; 
Terran_Control_Tower 11915; Terran_Comsat_Station 9230; Terran_Barracks 2125; Terran_Expansion 8620; Terran_Refinery 2535; Terran_Barracks2 6405; Terran_Missile_Turret 18320; Terran_Supply_Depot 1390; Terran_Engineering_Bay 16340; Terran_Science_Facility 24265; Terran_Machine_Shop 10300; Terran_Armory 4980; Terran_Starport 7020; Terran_Opening TwoFactory; Terran_Academy 7780; Terran_Bunker 0; Terran_Factory 3720; 
Terran_Control_Tower 6405; Terran_Comsat_Station 10235; Terran_Barracks 2140; Terran_Expansion 11145; Terran_Refinery 2675; Terran_Barracks2 6480; Terran_Missile_Turret 9035; Terran_Supply_Depot 1300; Terran_Engineering_Bay 8015; Terran_Science_Facility 0; Terran_Machine_Shop 6060; Terran_Armory 17715; Terran_Starport 5175; Terran_Opening FastDropship; Terran_Academy 8540; Terran_Bunker 0; Terran_Factory 3895; 
Terran_Control_Tower 6410; Terran_Comsat_Station 12885; Terran_Barracks 2160; Terran_Expansion 5910; Terran_Refinery 2680; Terran_Barracks2 9800; Terran_Missile_Turret 8340; Terran_Supply_Depot 1410; Terran_Engineering_Bay 7175; Terran_Science_Facility 0; Terran_Machine_Shop 5230; Terran_Armory 12005; Terran_Starport 5260; Terran_Opening FastDropship; Terran_Academy 11485; Terran_Bunker 0; Terran_Factory 3960; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2210; Terran_Expansion 12965; Terran_Refinery 2490; Terran_Barracks2 16525; Terran_Missile_Turret 0; Terran_Supply_Depot 1385; Terran_Engineering_Bay 16320; Terran_Science_Facility 0; Terran_Machine_Shop 13995; Terran_Armory 5115; Terran_Starport 13805; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3785; 
Terran_Control_Tower 9400; Terran_Comsat_Station 14965; Terran_Barracks 2225; Terran_Expansion 7455; Terran_Refinery 2765; Terran_Barracks2 7235; Terran_Missile_Turret 14265; Terran_Supply_Depot 1485; Terran_Engineering_Bay 9420; Terran_Science_Facility 0; Terran_Machine_Shop 9360; Terran_Armory 5520; Terran_Starport 8010; Terran_Opening TwoFactory; Terran_Academy 13310; Terran_Bunker 0; Terran_Factory 4045; 
Terran_Control_Tower 8345; Terran_Comsat_Station 16260; Terran_Barracks 2525; Terran_Expansion 7070; Terran_Refinery 2695; Terran_Barracks2 12165; Terran_Missile_Turret 10265; Terran_Supply_Depot 1465; Terran_Engineering_Bay 9210; Terran_Science_Facility 22735; Terran_Machine_Shop 6830; Terran_Armory 5330; Terran_Starport 6160; Terran_Opening TwoFactory; Terran_Academy 6410; Terran_Bunker 0; Terran_Factory 4030; 
Terran_Control_Tower 10955; Terran_Comsat_Station 11715; Terran_Barracks 2080; Terran_Expansion 8845; Terran_Refinery 2650; Terran_Barracks2 8815; Terran_Missile_Turret 12465; Terran_Supply_Depot 1380; Terran_Engineering_Bay 11170; Terran_Science_Facility 0; Terran_Machine_Shop 5270; Terran_Armory 5300; Terran_Starport 9645; Terran_Opening TwoFactory; Terran_Academy 10035; Terran_Bunker 0; Terran_Factory 3985; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2310; Terran_Expansion 0; Terran_Refinery 2535; Terran_Barracks2 3635; Terran_Missile_Turret 11600; Terran_Supply_Depot 1430; Terran_Engineering_Bay 9290; Terran_Science_Facility 0; Terran_Machine_Shop 6290; Terran_Armory 0; Terran_Starport 5535; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4095; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2180; Terran_Expansion 8980; Terran_Refinery 2625; Terran_Barracks2 7625; Terran_Missile_Turret 0; Terran_Supply_Depot 1420; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 5475; Terran_Starport 7575; Terran_Opening TwoFactory; Terran_Academy 10895; Terran_Bunker 0; Terran_Factory 4235; 
Terran_Control_Tower 0; Terran_Comsat_Station 9130; Terran_Barracks 2225; Terran_Expansion 3925; Terran_Refinery 2570; Terran_Barracks2 8740; Terran_Missile_Turret 21040; Terran_Supply_Depot 1410; Terran_Engineering_Bay 19190; Terran_Science_Facility 0; Terran_Machine_Shop 5700; Terran_Armory 7040; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 7780; Terran_Bunker 0; Terran_Factory 4355; 
Terran_Control_Tower 21135; Terran_Comsat_Station 13950; Terran_Barracks 2215; Terran_Expansion 9255; Terran_Refinery 2510; Terran_Barracks2 7305; Terran_Missile_Turret 13860; Terran_Supply_Depot 1425; Terran_Engineering_Bay 11580; Terran_Science_Facility 0; Terran_Machine_Shop 5610; Terran_Armory 5135; Terran_Starport 19905; Terran_Opening TwoFactory; Terran_Academy 12190; Terran_Bunker 0; Terran_Factory 3825; 
Terran_Control_Tower 0; Terran_Comsat_Station 9585; Terran_Barracks 2185; Terran_Expansion 0; Terran_Refinery 2525; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1410; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5845; Terran_Armory 12200; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 8175; Terran_Bunker 0; Terran_Factory 4045; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2000; Terran_Expansion 0; Terran_Refinery 2380; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1390; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5425; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3675; 
Terran_Control_Tower 10100; Terran_Comsat_Station 0; Terran_Barracks 2220; Terran_Expansion 10140; Terran_Refinery 2730; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1435; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 8005; Terran_Armory 5435; Terran_Starport 7655; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4015; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2145; Terran_Expansion 11720; Terran_Refinery 2545; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1435; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6780; Terran_Armory 6430; Terran_Starport 10260; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3745; 
Terran_Control_Tower 8980; Terran_Comsat_Station 0; Terran_Barracks 2646; Terran_Expansion 9096; Terran_Refinery 2100; Terran_Barracks2 3944; Terran_Missile_Turret 13876; Terran_Supply_Depot 1446; Terran_Engineering_Bay 12574; Terran_Science_Facility 0; Terran_Machine_Shop 5316; Terran_Armory 5282; Terran_Starport 7844; Terran_Opening Bio; Terran_Academy 16272; Terran_Bunker 0; Terran_Factory 4032; 
Terran_Control_Tower 7764; Terran_Comsat_Station 14982; Terran_Barracks 2572; Terran_Expansion 10924; Terran_Refinery 1878; Terran_Barracks2 9056; Terran_Missile_Turret 12192; Terran_Supply_Depot 1432; Terran_Engineering_Bay 9526; Terran_Science_Facility 0; Terran_Machine_Shop 6158; Terran_Armory 5300; Terran_Starport 6608; Terran_Opening TwoFactory; Terran_Academy 12542; Terran_Bunker 0; Terran_Factory 3906; 
