Zerg_Hive 1077; Zerg_Opening HydraMass; Zerg_Spawning_Pool 126; Zerg_Extractor 195; Zerg_Creep_Colony 453; Zerg_Evolution_Chamber 938; Zerg_Queens_Nest 1025; Zerg_Sunken_Colony 499; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 425; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 372; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 76; Zerg_Extractor 183; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 130; Zerg_Hydralisk_Den 336; Zerg_Greater_Spire 0; Zerg_Expansion2 188; Zerg_Lair 241; Zerg_Ultralisk_Cavern 0; Zerg_Spire 306; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 64; Zerg_Extractor 78; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 176; Zerg_Hydralisk_Den 201; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 85; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 130; Zerg_Extractor 157; Zerg_Creep_Colony 494; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 509; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 226; Zerg_Greater_Spire 0; Zerg_Expansion2 205; Zerg_Lair 394; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 104; Zerg_Extractor 144; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 139; Zerg_Hydralisk_Den 194; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 78; Zerg_Extractor 224; Zerg_Creep_Colony 350; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 393; Zerg_Spore_Colony 0; Zerg_Expansion 146; Zerg_Hydralisk_Den 488; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 289; Zerg_Ultralisk_Cavern 0; Zerg_Spire 366; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 128; Zerg_Extractor 193; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 248; Zerg_Greater_Spire 0; Zerg_Expansion2 176; Zerg_Lair 314; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 127; Zerg_Extractor 216; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 198; Zerg_Lair 314; Zerg_Ultralisk_Cavern 0; Zerg_Spire 381; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 66; Zerg_Extractor 88; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 179; Zerg_Hydralisk_Den 193; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 404; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 82; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 66; Zerg_Extractor 77; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 185; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 278; Zerg_Lair 228; Zerg_Ultralisk_Cavern 0; Zerg_Spire 291; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 65; Zerg_Extractor 76; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 177; Zerg_Hydralisk_Den 203; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 94; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 73; Zerg_Extractor 223; Zerg_Creep_Colony 283; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 299; Zerg_Spore_Colony 0; Zerg_Expansion 129; Zerg_Hydralisk_Den 291; Zerg_Greater_Spire 0; Zerg_Expansion2 187; Zerg_Lair 284; Zerg_Ultralisk_Cavern 0; Zerg_Spire 429; Zerg_Building_Overlord 52; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 67; Zerg_Extractor 77; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 183; Zerg_Hydralisk_Den 211; Zerg_Greater_Spire 0; Zerg_Expansion2 434; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 96; Zerg_Defiler_Mound 0; 
Zerg_Hive 808; Zerg_Opening HydraRush; Zerg_Spawning_Pool 68; Zerg_Extractor 79; Zerg_Creep_Colony 491; Zerg_Evolution_Chamber 869; Zerg_Queens_Nest 764; Zerg_Sunken_Colony 510; Zerg_Spore_Colony 1023; Zerg_Expansion 174; Zerg_Hydralisk_Den 206; Zerg_Greater_Spire 893; Zerg_Expansion2 387; Zerg_Lair 413; Zerg_Ultralisk_Cavern 959; Zerg_Spire 477; Zerg_Building_Overlord 97; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 76; Zerg_Extractor 137; Zerg_Creep_Colony 177; Zerg_Evolution_Chamber 738; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 196; Zerg_Spore_Colony 0; Zerg_Expansion 122; Zerg_Hydralisk_Den 424; Zerg_Greater_Spire 0; Zerg_Expansion2 153; Zerg_Lair 332; Zerg_Ultralisk_Cavern 0; Zerg_Spire 581; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 980; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 79; Zerg_Extractor 84; Zerg_Creep_Colony 440; Zerg_Evolution_Chamber 499; Zerg_Queens_Nest 863; Zerg_Sunken_Colony 456; Zerg_Spore_Colony 978; Zerg_Expansion 185; Zerg_Hydralisk_Den 445; Zerg_Greater_Spire 0; Zerg_Expansion2 238; Zerg_Lair 257; Zerg_Ultralisk_Cavern 1066; Zerg_Spire 324; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 717; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 78; Zerg_Extractor 82; Zerg_Creep_Colony 531; Zerg_Evolution_Chamber 377; Zerg_Queens_Nest 669; Zerg_Sunken_Colony 547; Zerg_Spore_Colony 0; Zerg_Expansion 179; Zerg_Hydralisk_Den 450; Zerg_Greater_Spire 0; Zerg_Expansion2 225; Zerg_Lair 243; Zerg_Ultralisk_Cavern 0; Zerg_Spire 308; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 672; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 77; Zerg_Extractor 103; Zerg_Creep_Colony 448; Zerg_Evolution_Chamber 273; Zerg_Queens_Nest 585; Zerg_Sunken_Colony 465; Zerg_Spore_Colony 0; Zerg_Expansion 172; Zerg_Hydralisk_Den 480; Zerg_Greater_Spire 0; Zerg_Expansion2 210; Zerg_Lair 238; Zerg_Ultralisk_Cavern 779; Zerg_Spire 306; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 78; Zerg_Extractor 101; Zerg_Creep_Colony 355; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 383; Zerg_Spore_Colony 0; Zerg_Expansion 171; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 202; Zerg_Ultralisk_Cavern 0; Zerg_Spire 266; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 837; Zerg_Opening HydraMass; Zerg_Spawning_Pool 74; Zerg_Extractor 97; Zerg_Creep_Colony 372; Zerg_Evolution_Chamber 348; Zerg_Queens_Nest 754; Zerg_Sunken_Colony 557; Zerg_Spore_Colony 390; Zerg_Expansion 168; Zerg_Hydralisk_Den 452; Zerg_Greater_Spire 0; Zerg_Expansion2 212; Zerg_Lair 434; Zerg_Ultralisk_Cavern 963; Zerg_Spire 974; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 786; Zerg_Opening HydraMass; Zerg_Spawning_Pool 74; Zerg_Extractor 96; Zerg_Creep_Colony 464; Zerg_Evolution_Chamber 465; Zerg_Queens_Nest 740; Zerg_Sunken_Colony 490; Zerg_Spore_Colony 522; Zerg_Expansion 165; Zerg_Hydralisk_Den 344; Zerg_Greater_Spire 0; Zerg_Expansion2 220; Zerg_Lair 401; Zerg_Ultralisk_Cavern 863; Zerg_Spire 632; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 1036; Zerg_Opening HydraMass; Zerg_Spawning_Pool 76; Zerg_Extractor 99; Zerg_Creep_Colony 539; Zerg_Evolution_Chamber 448; Zerg_Queens_Nest 987; Zerg_Sunken_Colony 558; Zerg_Spore_Colony 811; Zerg_Expansion 166; Zerg_Hydralisk_Den 317; Zerg_Greater_Spire 0; Zerg_Expansion2 236; Zerg_Lair 427; Zerg_Ultralisk_Cavern 0; Zerg_Spire 691; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 121; Zerg_Extractor 258; Zerg_Creep_Colony 275; Zerg_Evolution_Chamber 568; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 292; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 303; Zerg_Greater_Spire 0; Zerg_Expansion2 210; Zerg_Lair 368; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 116; Zerg_Extractor 160; Zerg_Creep_Colony 152; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 170; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 135; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 488; Zerg_Opening HydraMass; Zerg_Spawning_Pool 125; Zerg_Extractor 191; Zerg_Creep_Colony 285; Zerg_Evolution_Chamber 237; Zerg_Queens_Nest 432; Zerg_Sunken_Colony 304; Zerg_Spore_Colony 0; Zerg_Expansion 97; Zerg_Hydralisk_Den 339; Zerg_Greater_Spire 0; Zerg_Expansion2 175; Zerg_Lair 288; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 478; Zerg_Opening HydraMass; Zerg_Spawning_Pool 125; Zerg_Extractor 184; Zerg_Creep_Colony 308; Zerg_Evolution_Chamber 216; Zerg_Queens_Nest 418; Zerg_Sunken_Colony 327; Zerg_Spore_Colony 0; Zerg_Expansion 97; Zerg_Hydralisk_Den 315; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 281; Zerg_Ultralisk_Cavern 0; Zerg_Spire 563; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 118; Zerg_Extractor 334; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 212; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 376; Zerg_Greater_Spire 0; Zerg_Expansion2 162; Zerg_Lair 491; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 637; Zerg_Opening HydraMass; Zerg_Spawning_Pool 120; Zerg_Extractor 170; Zerg_Creep_Colony 298; Zerg_Evolution_Chamber 434; Zerg_Queens_Nest 596; Zerg_Sunken_Colony 317; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 273; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 226; Zerg_Ultralisk_Cavern 742; Zerg_Spire 566; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 581; Zerg_Opening HydraMass; Zerg_Spawning_Pool 118; Zerg_Extractor 182; Zerg_Creep_Colony 254; Zerg_Evolution_Chamber 232; Zerg_Queens_Nest 531; Zerg_Sunken_Colony 269; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 281; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 238; Zerg_Ultralisk_Cavern 871; Zerg_Spire 604; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 536; Zerg_Opening HydraMass; Zerg_Spawning_Pool 120; Zerg_Extractor 196; Zerg_Creep_Colony 244; Zerg_Evolution_Chamber 349; Zerg_Queens_Nest 481; Zerg_Sunken_Colony 261; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 285; Zerg_Greater_Spire 0; Zerg_Expansion2 190; Zerg_Lair 253; Zerg_Ultralisk_Cavern 792; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 545; Zerg_Opening HydraMass; Zerg_Spawning_Pool 121; Zerg_Extractor 160; Zerg_Creep_Colony 235; Zerg_Evolution_Chamber 394; Zerg_Queens_Nest 451; Zerg_Sunken_Colony 251; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 329; Zerg_Greater_Spire 0; Zerg_Expansion2 181; Zerg_Lair 256; Zerg_Ultralisk_Cavern 0; Zerg_Spire 332; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 89; Zerg_Extractor 93; Zerg_Creep_Colony 236; Zerg_Evolution_Chamber 270; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 252; Zerg_Spore_Colony 0; Zerg_Expansion 129; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 181; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 572; Zerg_Opening HydraMass; Zerg_Spawning_Pool 117; Zerg_Extractor 188; Zerg_Creep_Colony 362; Zerg_Evolution_Chamber 220; Zerg_Queens_Nest 527; Zerg_Sunken_Colony 379; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 317; Zerg_Greater_Spire 0; Zerg_Expansion2 160; Zerg_Lair 276; Zerg_Ultralisk_Cavern 685; Zerg_Spire 687; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 986; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 76; Zerg_Extractor 97; Zerg_Creep_Colony 276; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 296; Zerg_Spore_Colony 0; Zerg_Expansion 163; Zerg_Hydralisk_Den 254; Zerg_Greater_Spire 0; Zerg_Expansion2 177; Zerg_Lair 217; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 92; Zerg_Extractor 304; Zerg_Creep_Colony 294; Zerg_Evolution_Chamber 274; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 395; Zerg_Spore_Colony 310; Zerg_Expansion 134; Zerg_Hydralisk_Den 359; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 393; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 93; Zerg_Extractor 192; Zerg_Creep_Colony 212; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 227; Zerg_Spore_Colony 0; Zerg_Expansion 133; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 175; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 122; Zerg_Extractor 127; Zerg_Creep_Colony 495; Zerg_Evolution_Chamber 731; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 547; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 228; Zerg_Greater_Spire 0; Zerg_Expansion2 650; Zerg_Lair 332; Zerg_Ultralisk_Cavern 0; Zerg_Spire 396; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 738; Zerg_Opening HydraMass; Zerg_Spawning_Pool 128; Zerg_Extractor 269; Zerg_Creep_Colony 307; Zerg_Evolution_Chamber 434; Zerg_Queens_Nest 679; Zerg_Sunken_Colony 335; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 360; Zerg_Greater_Spire 0; Zerg_Expansion2 178; Zerg_Lair 395; Zerg_Ultralisk_Cavern 892; Zerg_Spire 490; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 127; Zerg_Extractor 0; Zerg_Creep_Colony 174; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 189; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 301; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 94; Zerg_Extractor 103; Zerg_Creep_Colony 466; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 482; Zerg_Spore_Colony 0; Zerg_Expansion 129; Zerg_Hydralisk_Den 179; Zerg_Greater_Spire 0; Zerg_Expansion2 336; Zerg_Lair 457; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 102; Zerg_Extractor 103; Zerg_Creep_Colony 187; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 1038; Zerg_Sunken_Colony 203; Zerg_Spore_Colony 0; Zerg_Expansion 141; Zerg_Hydralisk_Den 422; Zerg_Greater_Spire 0; Zerg_Expansion2 371; Zerg_Lair 588; Zerg_Ultralisk_Cavern 0; Zerg_Spire 652; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 127; Zerg_Extractor 161; Zerg_Creep_Colony 227; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 274; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 239; Zerg_Greater_Spire 0; Zerg_Expansion2 402; Zerg_Lair 220; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 130; Zerg_Extractor 150; Zerg_Creep_Colony 587; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 326; Zerg_Greater_Spire 0; Zerg_Expansion2 508; Zerg_Lair 288; Zerg_Ultralisk_Cavern 0; Zerg_Spire 558; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 131; Zerg_Extractor 158; Zerg_Creep_Colony 331; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 394; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 533; Zerg_Greater_Spire 0; Zerg_Expansion2 247; Zerg_Lair 285; Zerg_Ultralisk_Cavern 0; Zerg_Spire 349; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 127; Zerg_Extractor 148; Zerg_Creep_Colony 451; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 476; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 515; Zerg_Lair 252; Zerg_Ultralisk_Cavern 0; Zerg_Spire 334; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 128; Zerg_Extractor 151; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 231; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 128; Zerg_Extractor 151; Zerg_Creep_Colony 361; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 394; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 232; Zerg_Lair 292; Zerg_Ultralisk_Cavern 0; Zerg_Spire 357; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
