Terran_Control_Tower 14946; Terran_Comsat_Station 15992; Terran_Barracks 2012; Terran_Expansion 9034; Terran_Refinery 2806; Terran_Barracks2 12262; Terran_Missile_Turret 10486; Terran_Supply_Depot 1398; Terran_Engineering_Bay 7218; Terran_Science_Facility 0; Terran_Machine_Shop 5492; Terran_Armory 0; Terran_Starport 13160; Terran_Opening TwoFactory; Terran_Academy 14170; Terran_Bunker 6212; Terran_Factory 4052; 
Terran_Control_Tower 0; Terran_Comsat_Station 16472; Terran_Barracks 2134; Terran_Expansion 8738; Terran_Refinery 2484; Terran_Barracks2 4344; Terran_Missile_Turret 8684; Terran_Supply_Depot 1452; Terran_Engineering_Bay 7688; Terran_Science_Facility 0; Terran_Machine_Shop 5058; Terran_Armory 15474; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 15146; Terran_Bunker 0; Terran_Factory 3720; 
Terran_Control_Tower 12676; Terran_Comsat_Station 10744; Terran_Barracks 1956; Terran_Expansion 8008; Terran_Refinery 2512; Terran_Barracks2 0; Terran_Missile_Turret 9988; Terran_Supply_Depot 1376; Terran_Engineering_Bay 8990; Terran_Science_Facility 17760; Terran_Machine_Shop 5358; Terran_Armory 14054; Terran_Starport 10398; Terran_Opening Standard; Terran_Academy 8520; Terran_Bunker 5214; Terran_Factory 3932; 
Terran_Control_Tower 0; Terran_Comsat_Station 14922; Terran_Barracks 2098; Terran_Expansion 5956; Terran_Refinery 2494; Terran_Barracks2 4454; Terran_Missile_Turret 7530; Terran_Supply_Depot 1424; Terran_Engineering_Bay 6570; Terran_Science_Facility 0; Terran_Machine_Shop 5074; Terran_Armory 20404; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 13514; Terran_Bunker 0; Terran_Factory 3794; 
Terran_Control_Tower 11476; Terran_Comsat_Station 13348; Terran_Barracks 2124; Terran_Expansion 6220; Terran_Refinery 2468; Terran_Barracks2 4696; Terran_Missile_Turret 8166; Terran_Supply_Depot 1424; Terran_Engineering_Bay 6992; Terran_Science_Facility 17322; Terran_Machine_Shop 5150; Terran_Armory 12052; Terran_Starport 10098; Terran_Opening SiegeExpand; Terran_Academy 11998; Terran_Bunker 0; Terran_Factory 3842; 
Terran_Control_Tower 14796; Terran_Comsat_Station 9492; Terran_Barracks 2110; Terran_Expansion 5906; Terran_Refinery 2474; Terran_Barracks2 5818; Terran_Missile_Turret 9818; Terran_Supply_Depot 1398; Terran_Engineering_Bay 8158; Terran_Science_Facility 0; Terran_Machine_Shop 6252; Terran_Armory 13012; Terran_Starport 13118; Terran_Opening VultureHarass; Terran_Academy 8130; Terran_Bunker 0; Terran_Factory 3974; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1986; Terran_Expansion 0; Terran_Refinery 2586; Terran_Barracks2 8918; Terran_Missile_Turret 0; Terran_Supply_Depot 1386; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6458; Terran_Armory 0; Terran_Starport 7822; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 6680; Terran_Factory 5158; 
Terran_Control_Tower 8880; Terran_Comsat_Station 9740; Terran_Barracks 1962; Terran_Expansion 14100; Terran_Refinery 2452; Terran_Barracks2 8156; Terran_Missile_Turret 17050; Terran_Supply_Depot 1380; Terran_Engineering_Bay 11422; Terran_Science_Facility 24004; Terran_Machine_Shop 5438; Terran_Armory 19674; Terran_Starport 7716; Terran_Opening SiegeExpand; Terran_Academy 8472; Terran_Bunker 4662; Terran_Factory 4156; 
Terran_Control_Tower 0; Terran_Comsat_Station 10968; Terran_Barracks 2160; Terran_Expansion 6042; Terran_Refinery 2480; Terran_Barracks2 4678; Terran_Missile_Turret 7662; Terran_Supply_Depot 1464; Terran_Engineering_Bay 6642; Terran_Science_Facility 0; Terran_Machine_Shop 5010; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 9184; Terran_Bunker 0; Terran_Factory 3754; 
Terran_Control_Tower 0; Terran_Comsat_Station 14350; Terran_Barracks 2346; Terran_Expansion 6010; Terran_Refinery 2466; Terran_Barracks2 9190; Terran_Missile_Turret 8066; Terran_Supply_Depot 1398; Terran_Engineering_Bay 7102; Terran_Science_Facility 0; Terran_Machine_Shop 5122; Terran_Armory 17274; Terran_Starport 23242; Terran_Opening SiegeExpand; Terran_Academy 12592; Terran_Bunker 0; Terran_Factory 3720; 
Terran_Control_Tower 15224; Terran_Comsat_Station 10392; Terran_Barracks 2020; Terran_Expansion 8458; Terran_Refinery 2508; Terran_Barracks2 0; Terran_Missile_Turret 9974; Terran_Supply_Depot 1416; Terran_Engineering_Bay 8980; Terran_Science_Facility 0; Terran_Machine_Shop 5508; Terran_Armory 13736; Terran_Starport 14042; Terran_Opening Standard; Terran_Academy 9090; Terran_Bunker 4820; Terran_Factory 4204; 
Terran_Control_Tower 9730; Terran_Comsat_Station 10518; Terran_Barracks 1958; Terran_Expansion 14278; Terran_Refinery 2484; Terran_Barracks2 8550; Terran_Missile_Turret 11154; Terran_Supply_Depot 1404; Terran_Engineering_Bay 10096; Terran_Science_Facility 0; Terran_Machine_Shop 5296; Terran_Armory 19264; Terran_Starport 8518; Terran_Opening Standard; Terran_Academy 8904; Terran_Bunker 5146; Terran_Factory 3944; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2014; Terran_Expansion 0; Terran_Refinery 2830; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1406; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 4660; Terran_Factory 4940; 
Terran_Control_Tower 18832; Terran_Comsat_Station 12670; Terran_Barracks 1938; Terran_Expansion 7674; Terran_Refinery 3330; Terran_Barracks2 17666; Terran_Missile_Turret 10176; Terran_Supply_Depot 1390; Terran_Engineering_Bay 9144; Terran_Science_Facility 0; Terran_Machine_Shop 6132; Terran_Armory 15956; Terran_Starport 17698; Terran_Opening Standard; Terran_Academy 11170; Terran_Bunker 3772; Terran_Factory 4714; 
Terran_Control_Tower 11648; Terran_Comsat_Station 18076; Terran_Barracks 2336; Terran_Expansion 7418; Terran_Refinery 2476; Terran_Barracks2 8854; Terran_Missile_Turret 9242; Terran_Supply_Depot 1388; Terran_Engineering_Bay 8122; Terran_Science_Facility 11696; Terran_Machine_Shop 5000; Terran_Armory 13204; Terran_Starport 5218; Terran_Opening FastDropship; Terran_Academy 8156; Terran_Bunker 15042; Terran_Factory 3748; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 11920; Terran_Barracks 2186; Terran_Expansion 8528; Terran_Refinery 2490; Terran_Barracks2 0; Terran_Missile_Turret 10756; Terran_Supply_Depot 1508; Terran_Engineering_Bay 7582; Terran_Science_Facility 0; Terran_Machine_Shop 5080; Terran_Armory 12288; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 10618; Terran_Bunker 0; Terran_Factory 3768; 
Terran_Control_Tower 18076; Terran_Comsat_Station 8452; Terran_Barracks 2388; Terran_Expansion 6132; Terran_Refinery 2468; Terran_Barracks2 10720; Terran_Missile_Turret 15022; Terran_Supply_Depot 1418; Terran_Engineering_Bay 13994; Terran_Science_Facility 13304; Terran_Machine_Shop 4988; Terran_Armory 7550; Terran_Starport 12070; Terran_Opening SiegeExpand; Terran_Academy 6954; Terran_Bunker 0; Terran_Factory 3714; 
Terran_Control_Tower 0; Terran_Comsat_Station 19898; Terran_Barracks 2430; Terran_Expansion 8570; Terran_Refinery 2498; Terran_Barracks2 10896; Terran_Missile_Turret 9668; Terran_Supply_Depot 1402; Terran_Engineering_Bay 7986; Terran_Science_Facility 0; Terran_Machine_Shop 4952; Terran_Armory 15620; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 18158; Terran_Bunker 0; Terran_Factory 3686; 
Terran_Control_Tower 7530; Terran_Comsat_Station 0; Terran_Barracks 2404; Terran_Expansion 0; Terran_Refinery 2472; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1442; Terran_Engineering_Bay 7302; Terran_Science_Facility 7350; Terran_Machine_Shop 5032; Terran_Armory 0; Terran_Starport 5196; Terran_Opening FastDropship; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3768; 
Terran_Control_Tower 7186; Terran_Comsat_Station 12388; Terran_Barracks 2112; Terran_Expansion 7774; Terran_Refinery 2468; Terran_Barracks2 27272; Terran_Missile_Turret 10208; Terran_Supply_Depot 1402; Terran_Engineering_Bay 9134; Terran_Science_Facility 20374; Terran_Machine_Shop 4938; Terran_Armory 12526; Terran_Starport 5066; Terran_Opening FastDropship; Terran_Academy 11088; Terran_Bunker 0; Terran_Factory 3670; 
Terran_Control_Tower 9870; Terran_Comsat_Station 15706; Terran_Barracks 1960; Terran_Expansion 8612; Terran_Refinery 2458; Terran_Barracks2 0; Terran_Missile_Turret 11314; Terran_Supply_Depot 1360; Terran_Engineering_Bay 10234; Terran_Science_Facility 20556; Terran_Machine_Shop 6182; Terran_Armory 13644; Terran_Starport 7636; Terran_Opening VultureHarass; Terran_Academy 14318; Terran_Bunker 5200; Terran_Factory 3888; 
Terran_Control_Tower 16254; Terran_Comsat_Station 10874; Terran_Barracks 1966; Terran_Expansion 7902; Terran_Refinery 2494; Terran_Barracks2 16238; Terran_Missile_Turret 0; Terran_Supply_Depot 1366; Terran_Engineering_Bay 27022; Terran_Science_Facility 0; Terran_Machine_Shop 5586; Terran_Armory 14146; Terran_Starport 14176; Terran_Opening Standard; Terran_Academy 9378; Terran_Bunker 5562; Terran_Factory 4178; 
Terran_Control_Tower 12124; Terran_Comsat_Station 8152; Terran_Barracks 1760; Terran_Expansion 8494; Terran_Refinery 6030; Terran_Barracks2 8014; Terran_Missile_Turret 26032; Terran_Supply_Depot 2408; Terran_Engineering_Bay 19774; Terran_Science_Facility 43086; Terran_Machine_Shop 15272; Terran_Armory 14354; Terran_Starport 10806; Terran_Opening Bio; Terran_Academy 6762; Terran_Bunker 4796; Terran_Factory 9066; 
Terran_Control_Tower 0; Terran_Comsat_Station 11050; Terran_Barracks 2152; Terran_Expansion 5198; Terran_Refinery 2462; Terran_Barracks2 0; Terran_Missile_Turret 7890; Terran_Supply_Depot 1462; Terran_Engineering_Bay 6376; Terran_Science_Facility 0; Terran_Machine_Shop 4978; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 9502; Terran_Bunker 0; Terran_Factory 3672; 
Terran_Control_Tower 0; Terran_Comsat_Station 11518; Terran_Barracks 2742; Terran_Expansion 6540; Terran_Refinery 2132; Terran_Barracks2 6994; Terran_Missile_Turret 13260; Terran_Supply_Depot 1354; Terran_Engineering_Bay 11876; Terran_Science_Facility 15504; Terran_Machine_Shop 6798; Terran_Armory 9234; Terran_Starport 14316; Terran_Opening VultureHarass; Terran_Academy 9266; Terran_Bunker 0; Terran_Factory 4310; 
Terran_Control_Tower 0; Terran_Comsat_Station 10250; Terran_Barracks 2124; Terran_Expansion 4848; Terran_Refinery 2482; Terran_Barracks2 0; Terran_Missile_Turret 8254; Terran_Supply_Depot 1424; Terran_Engineering_Bay 7272; Terran_Science_Facility 0; Terran_Machine_Shop 4988; Terran_Armory 14470; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 8982; Terran_Bunker 0; Terran_Factory 3714; 
Terran_Control_Tower 0; Terran_Comsat_Station 8740; Terran_Barracks 2378; Terran_Expansion 0; Terran_Refinery 2496; Terran_Barracks2 6002; Terran_Missile_Turret 0; Terran_Supply_Depot 1428; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5020; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 5172; Terran_Bunker 0; Terran_Factory 3748; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 13766; Terran_Barracks 2580; Terran_Expansion 6056; Terran_Refinery 2070; Terran_Barracks2 2870; Terran_Missile_Turret 8950; Terran_Supply_Depot 1416; Terran_Engineering_Bay 7854; Terran_Science_Facility 15014; Terran_Machine_Shop 6198; Terran_Armory 8736; Terran_Starport 13686; Terran_Opening Bio; Terran_Academy 11926; Terran_Bunker 4220; Terran_Factory 4436; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2278; Terran_Expansion 7080; Terran_Refinery 2414; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1332; Terran_Engineering_Bay 8414; Terran_Science_Facility 0; Terran_Machine_Shop 4918; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 8900; Terran_Bunker 0; Terran_Factory 3628; 
Terran_Control_Tower 0; Terran_Comsat_Station 13290; Terran_Barracks 2526; Terran_Expansion 7394; Terran_Refinery 2570; Terran_Barracks2 0; Terran_Missile_Turret 9258; Terran_Supply_Depot 1402; Terran_Engineering_Bay 7974; Terran_Science_Facility 26026; Terran_Machine_Shop 5136; Terran_Armory 10276; Terran_Starport 21590; Terran_Opening Standard; Terran_Academy 11918; Terran_Bunker 0; Terran_Factory 3872; 
Terran_Control_Tower 19730; Terran_Comsat_Station 8926; Terran_Barracks 2338; Terran_Expansion 7906; Terran_Refinery 2450; Terran_Barracks2 0; Terran_Missile_Turret 11670; Terran_Supply_Depot 1394; Terran_Engineering_Bay 9980; Terran_Science_Facility 25284; Terran_Machine_Shop 5462; Terran_Armory 14396; Terran_Starport 17736; Terran_Opening VultureHarass; Terran_Academy 7148; Terran_Bunker 0; Terran_Factory 3730; 
Terran_Control_Tower 0; Terran_Comsat_Station 7984; Terran_Barracks 2540; Terran_Expansion 5430; Terran_Refinery 2486; Terran_Barracks2 12064; Terran_Missile_Turret 9360; Terran_Supply_Depot 1432; Terran_Engineering_Bay 8230; Terran_Science_Facility 0; Terran_Machine_Shop 5116; Terran_Armory 8614; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 6500; Terran_Bunker 0; Terran_Factory 3800; 
Terran_Control_Tower 0; Terran_Comsat_Station 14184; Terran_Barracks 2274; Terran_Expansion 6678; Terran_Refinery 2458; Terran_Barracks2 9230; Terran_Missile_Turret 10616; Terran_Supply_Depot 1318; Terran_Engineering_Bay 9526; Terran_Science_Facility 17512; Terran_Machine_Shop 6786; Terran_Armory 12576; Terran_Starport 16272; Terran_Opening VultureHarass; Terran_Academy 12650; Terran_Bunker 0; Terran_Factory 3868; 
Terran_Control_Tower 23354; Terran_Comsat_Station 11108; Terran_Barracks 2136; Terran_Expansion 4842; Terran_Refinery 2558; Terran_Barracks2 3598; Terran_Missile_Turret 7454; Terran_Supply_Depot 1370; Terran_Engineering_Bay 6394; Terran_Science_Facility 18910; Terran_Machine_Shop 5078; Terran_Armory 8396; Terran_Starport 16786; Terran_Opening Bio; Terran_Academy 9500; Terran_Bunker 0; Terran_Factory 3812; 
Terran_Control_Tower 0; Terran_Comsat_Station 13644; Terran_Barracks 2278; Terran_Expansion 5542; Terran_Refinery 2494; Terran_Barracks2 5448; Terran_Missile_Turret 8426; Terran_Supply_Depot 1304; Terran_Engineering_Bay 7374; Terran_Science_Facility 13988; Terran_Machine_Shop 5038; Terran_Armory 8638; Terran_Starport 12774; Terran_Opening SiegeExpand; Terran_Academy 9812; Terran_Bunker 0; Terran_Factory 3762; 
Terran_Control_Tower 26372; Terran_Comsat_Station 13040; Terran_Barracks 2162; Terran_Expansion 5010; Terran_Refinery 2504; Terran_Barracks2 4330; Terran_Missile_Turret 7518; Terran_Supply_Depot 1486; Terran_Engineering_Bay 6462; Terran_Science_Facility 25854; Terran_Machine_Shop 5034; Terran_Armory 17210; Terran_Starport 23422; Terran_Opening SiegeExpand; Terran_Academy 10604; Terran_Bunker 0; Terran_Factory 3716; 
Terran_Control_Tower 0; Terran_Comsat_Station 12290; Terran_Barracks 2530; Terran_Expansion 5840; Terran_Refinery 2142; Terran_Barracks2 5756; Terran_Missile_Turret 7916; Terran_Supply_Depot 1402; Terran_Engineering_Bay 6858; Terran_Science_Facility 14348; Terran_Machine_Shop 5686; Terran_Armory 8566; Terran_Starport 13056; Terran_Opening SiegeExpand; Terran_Academy 10862; Terran_Bunker 0; Terran_Factory 4294; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2430; Terran_Expansion 7246; Terran_Refinery 2460; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1468; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5262; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 0; Terran_Bunker 5880; Terran_Factory 3922; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2154; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1322; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2142; Terran_Expansion 6884; Terran_Refinery 2480; Terran_Barracks2 12072; Terran_Missile_Turret 9578; Terran_Supply_Depot 1448; Terran_Engineering_Bay 8508; Terran_Science_Facility 0; Terran_Machine_Shop 5100; Terran_Armory 9774; Terran_Starport 14118; Terran_Opening SiegeExpand; Terran_Academy 12316; Terran_Bunker 0; Terran_Factory 3860; 
Terran_Control_Tower 0; Terran_Comsat_Station 10568; Terran_Barracks 2264; Terran_Expansion 4924; Terran_Refinery 2492; Terran_Barracks2 32808; Terran_Missile_Turret 33934; Terran_Supply_Depot 1402; Terran_Engineering_Bay 32822; Terran_Science_Facility 21024; Terran_Machine_Shop 5088; Terran_Armory 7828; Terran_Starport 18736; Terran_Opening SiegeExpand; Terran_Academy 8972; Terran_Bunker 0; Terran_Factory 3812; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1508; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 2294; Terran_Missile_Turret 0; Terran_Supply_Depot 2540; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2108; Terran_Expansion 5092; Terran_Refinery 2492; Terran_Barracks2 5162; Terran_Missile_Turret 0; Terran_Supply_Depot 1430; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 4996; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3716; 
Terran_Control_Tower 19428; Terran_Comsat_Station 10758; Terran_Barracks 2074; Terran_Expansion 5220; Terran_Refinery 2452; Terran_Barracks2 0; Terran_Missile_Turret 13298; Terran_Supply_Depot 1384; Terran_Engineering_Bay 5452; Terran_Science_Facility 15454; Terran_Machine_Shop 5014; Terran_Armory 9004; Terran_Starport 13636; Terran_Opening SiegeExpand; Terran_Academy 9350; Terran_Bunker 0; Terran_Factory 3754; 
Terran_Control_Tower 24932; Terran_Comsat_Station 27774; Terran_Barracks 2104; Terran_Expansion 8962; Terran_Refinery 2446; Terran_Barracks2 4634; Terran_Missile_Turret 22098; Terran_Supply_Depot 1426; Terran_Engineering_Bay 10130; Terran_Science_Facility 0; Terran_Machine_Shop 5306; Terran_Armory 10086; Terran_Starport 21416; Terran_Opening TwoFactory; Terran_Academy 25202; Terran_Bunker 0; Terran_Factory 3702; 
Terran_Control_Tower 7976; Terran_Comsat_Station 13540; Terran_Barracks 2140; Terran_Expansion 9150; Terran_Refinery 2576; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1400; Terran_Engineering_Bay 15632; Terran_Science_Facility 0; Terran_Machine_Shop 5796; Terran_Armory 13744; Terran_Starport 6754; Terran_Opening TwoFactory; Terran_Academy 11686; Terran_Bunker 0; Terran_Factory 3884; 
Terran_Control_Tower 0; Terran_Comsat_Station 15040; Terran_Barracks 2138; Terran_Expansion 5380; Terran_Refinery 2516; Terran_Barracks2 9084; Terran_Missile_Turret 9654; Terran_Supply_Depot 1436; Terran_Engineering_Bay 8612; Terran_Science_Facility 20342; Terran_Machine_Shop 5188; Terran_Armory 13258; Terran_Starport 18952; Terran_Opening SiegeExpand; Terran_Academy 13198; Terran_Bunker 0; Terran_Factory 3924; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1404; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 11520; Terran_Comsat_Station 7488; Terran_Barracks 2310; Terran_Expansion 7822; Terran_Refinery 2402; Terran_Barracks2 0; Terran_Missile_Turret 10324; Terran_Supply_Depot 1340; Terran_Engineering_Bay 9044; Terran_Science_Facility 0; Terran_Machine_Shop 4884; Terran_Armory 0; Terran_Starport 8748; Terran_Opening Standard; Terran_Academy 6144; Terran_Bunker 0; Terran_Factory 3644; 
Terran_Control_Tower 0; Terran_Comsat_Station 17232; Terran_Barracks 2098; Terran_Expansion 4864; Terran_Refinery 2446; Terran_Barracks2 0; Terran_Missile_Turret 7442; Terran_Supply_Depot 1394; Terran_Engineering_Bay 6474; Terran_Science_Facility 0; Terran_Machine_Shop 4922; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 11472; Terran_Bunker 0; Terran_Factory 3672; 
Terran_Control_Tower 0; Terran_Comsat_Station 10412; Terran_Barracks 2192; Terran_Expansion 5382; Terran_Refinery 2506; Terran_Barracks2 3518; Terran_Missile_Turret 0; Terran_Supply_Depot 1492; Terran_Engineering_Bay 7730; Terran_Science_Facility 0; Terran_Machine_Shop 5494; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 9178; Terran_Bunker 0; Terran_Factory 3698; 
Terran_Control_Tower 0; Terran_Comsat_Station 10158; Terran_Barracks 2108; Terran_Expansion 4840; Terran_Refinery 2518; Terran_Barracks2 5684; Terran_Missile_Turret 0; Terran_Supply_Depot 1410; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5448; Terran_Armory 8166; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 8526; Terran_Bunker 0; Terran_Factory 3712; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 26230; Terran_Comsat_Station 14096; Terran_Barracks 2116; Terran_Expansion 7148; Terran_Refinery 3278; Terran_Barracks2 7104; Terran_Missile_Turret 0; Terran_Supply_Depot 1334; Terran_Engineering_Bay 29220; Terran_Science_Facility 14042; Terran_Machine_Shop 7464; Terran_Armory 8774; Terran_Starport 12724; Terran_Opening VultureHarass; Terran_Academy 10450; Terran_Bunker 0; Terran_Factory 5336; 
Terran_Control_Tower 0; Terran_Comsat_Station 11596; Terran_Barracks 2382; Terran_Expansion 5510; Terran_Refinery 2126; Terran_Barracks2 5294; Terran_Missile_Turret 9550; Terran_Supply_Depot 1386; Terran_Engineering_Bay 8396; Terran_Science_Facility 0; Terran_Machine_Shop 5974; Terran_Armory 8122; Terran_Starport 15308; Terran_Opening VultureHarass; Terran_Academy 10342; Terran_Bunker 0; Terran_Factory 4702; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2374; Terran_Expansion 0; Terran_Refinery 2582; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1414; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4112; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2328; Terran_Expansion 0; Terran_Refinery 2446; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1374; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5114; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3786; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2134; Terran_Expansion 5626; Terran_Refinery 2530; Terran_Barracks2 5980; Terran_Missile_Turret 10864; Terran_Supply_Depot 1438; Terran_Engineering_Bay 9824; Terran_Science_Facility 16760; Terran_Machine_Shop 5432; Terran_Armory 10426; Terran_Starport 14840; Terran_Opening SiegeExpand; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4076; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2110; Terran_Expansion 10236; Terran_Refinery 2464; Terran_Barracks2 5672; Terran_Missile_Turret 0; Terran_Supply_Depot 1360; Terran_Engineering_Bay 10954; Terran_Science_Facility 0; Terran_Machine_Shop 5164; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3734; 
