Protoss_Pylon2 129; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 138; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 947; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 638; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 963; Protoss_Gateway2 106; Protoss_Forge 387; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 626; Protoss_Cybernetics_Core 257; 
Protoss_Pylon2 136; Protoss_Pylon 36; Protoss_Opening ReaverDrop; Protoss_Assimilator 164; Protoss_Gateway 62; Protoss_Robotics_Support_Bay 424; Protoss_Expansion 533; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 338; Protoss_Fleet_Beacon 709; Protoss_Stargate 661; Protoss_Citadel_of_Adun 1043; Protoss_Gateway2 204; Protoss_Forge 754; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 805; Protoss_Cybernetics_Core 188; 
Protoss_Pylon2 133; Protoss_Pylon 53; Protoss_Opening FastDT; Protoss_Assimilator 147; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 307; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 365; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 222; Protoss_Gateway2 110; Protoss_Forge 0; Protoss_Templar_Archives 266; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 179; 
Protoss_Pylon2 130; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 165; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 301; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 345; Protoss_Fleet_Beacon 0; Protoss_Stargate 622; Protoss_Citadel_of_Adun 385; Protoss_Gateway2 107; Protoss_Forge 602; Protoss_Templar_Archives 612; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 162; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 158; Protoss_Gateway 130; Protoss_Robotics_Support_Bay 445; Protoss_Expansion 113; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 383; Protoss_Fleet_Beacon 633; Protoss_Stargate 562; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 204; Protoss_Forge 855; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 887; Protoss_Cybernetics_Core 185; 
Protoss_Pylon2 135; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 96; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 374; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 241; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 212; Protoss_Gateway2 223; Protoss_Forge 0; Protoss_Templar_Archives 259; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 146; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 261; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 321; Protoss_Fleet_Beacon 732; Protoss_Stargate 672; Protoss_Citadel_of_Adun 464; Protoss_Gateway2 308; Protoss_Forge 521; Protoss_Templar_Archives 517; Protoss_Photon_Cannon 562; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 122; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 382; Protoss_Arbiter_Tribunal 889; Protoss_Robotics_Facility 256; Protoss_Fleet_Beacon 0; Protoss_Stargate 820; Protoss_Citadel_of_Adun 219; Protoss_Gateway2 199; Protoss_Forge 635; Protoss_Templar_Archives 267; Protoss_Photon_Cannon 664; Protoss_Cybernetics_Core 172; 
Protoss_Pylon2 153; Protoss_Pylon 52; Protoss_Opening Unknown; Protoss_Assimilator 97; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 189; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 123; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 148; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 356; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 305; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 347; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 176; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening ReaverDrop; Protoss_Assimilator 103; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 241; Protoss_Expansion 335; Protoss_Arbiter_Tribunal 865; Protoss_Robotics_Facility 177; Protoss_Fleet_Beacon 0; Protoss_Stargate 773; Protoss_Citadel_of_Adun 371; Protoss_Gateway2 382; Protoss_Forge 762; Protoss_Templar_Archives 413; Protoss_Photon_Cannon 813; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 121; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 197; Protoss_Gateway 72; Protoss_Robotics_Support_Bay 464; Protoss_Expansion 387; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 374; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 714; Protoss_Gateway2 93; Protoss_Forge 198; Protoss_Templar_Archives 903; Protoss_Photon_Cannon 284; Protoss_Cybernetics_Core 244; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 92; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 333; Protoss_Arbiter_Tribunal 623; Protoss_Robotics_Facility 375; Protoss_Fleet_Beacon 1028; Protoss_Stargate 569; Protoss_Citadel_of_Adun 421; Protoss_Gateway2 217; Protoss_Forge 645; Protoss_Templar_Archives 515; Protoss_Photon_Cannon 687; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 140; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 380; Protoss_Expansion 350; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 218; Protoss_Fleet_Beacon 830; Protoss_Stargate 779; Protoss_Citadel_of_Adun 691; Protoss_Gateway2 266; Protoss_Forge 683; Protoss_Templar_Archives 793; Protoss_Photon_Cannon 726; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 128; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 94; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 172; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 447; Protoss_Fleet_Beacon 448; Protoss_Stargate 368; Protoss_Citadel_of_Adun 675; Protoss_Gateway2 329; Protoss_Forge 240; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 284; Protoss_Cybernetics_Core 300; 
Protoss_Pylon2 162; Protoss_Pylon 47; Protoss_Opening FastDT; Protoss_Assimilator 91; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 412; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 282; Protoss_Gateway2 234; Protoss_Forge 0; Protoss_Templar_Archives 335; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 154; 
Protoss_Pylon2 102; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 127; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 368; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 199; Protoss_Fleet_Beacon 601; Protoss_Stargate 526; Protoss_Citadel_of_Adun 640; Protoss_Gateway2 288; Protoss_Forge 614; Protoss_Templar_Archives 950; Protoss_Photon_Cannon 691; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 160; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 96; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 618; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 260; Protoss_Gateway2 145; Protoss_Forge 0; Protoss_Templar_Archives 321; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 144; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 92; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 390; Protoss_Expansion 295; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 228; Protoss_Fleet_Beacon 0; Protoss_Stargate 690; Protoss_Citadel_of_Adun 583; Protoss_Gateway2 320; Protoss_Forge 588; Protoss_Templar_Archives 650; Protoss_Photon_Cannon 635; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 143; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 92; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 383; Protoss_Expansion 292; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 227; Protoss_Fleet_Beacon 670; Protoss_Stargate 595; Protoss_Citadel_of_Adun 654; Protoss_Gateway2 317; Protoss_Forge 523; Protoss_Templar_Archives 782; Protoss_Photon_Cannon 584; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 99; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 155; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 178; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 444; Protoss_Stargate 395; Protoss_Citadel_of_Adun 443; Protoss_Gateway2 224; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 229; 
Protoss_Pylon2 99; Protoss_Pylon 47; Protoss_Opening FastDT; Protoss_Assimilator 133; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 191; Protoss_Forge 0; Protoss_Templar_Archives 346; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 160; 
Protoss_Pylon2 154; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 97; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 450; Protoss_Expansion 427; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 261; Protoss_Fleet_Beacon 1053; Protoss_Stargate 995; Protoss_Citadel_of_Adun 664; Protoss_Gateway2 138; Protoss_Forge 786; Protoss_Templar_Archives 934; Protoss_Photon_Cannon 829; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 141; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 93; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 382; Protoss_Expansion 306; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 222; Protoss_Fleet_Beacon 0; Protoss_Stargate 687; Protoss_Citadel_of_Adun 548; Protoss_Gateway2 249; Protoss_Forge 559; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 693; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 136; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 72; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 275; Protoss_Arbiter_Tribunal 669; Protoss_Robotics_Facility 234; Protoss_Fleet_Beacon 0; Protoss_Stargate 611; Protoss_Citadel_of_Adun 428; Protoss_Gateway2 310; Protoss_Forge 505; Protoss_Templar_Archives 567; Protoss_Photon_Cannon 540; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 173; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 249; Protoss_Gateway2 138; Protoss_Forge 0; Protoss_Templar_Archives 293; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 177; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 508; Protoss_Expansion 411; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 300; Protoss_Fleet_Beacon 643; Protoss_Stargate 482; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 143; Protoss_Forge 634; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 725; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 136; Protoss_Pylon 52; Protoss_Opening Unknown; Protoss_Assimilator 243; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 118; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 314; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 522; Protoss_Stargate 472; Protoss_Citadel_of_Adun 505; Protoss_Gateway2 228; Protoss_Forge 619; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 664; Protoss_Cybernetics_Core 161; 
Protoss_Pylon2 119; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 96; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 390; Protoss_Arbiter_Tribunal 549; Protoss_Robotics_Facility 209; Protoss_Fleet_Beacon 0; Protoss_Stargate 487; Protoss_Citadel_of_Adun 281; Protoss_Gateway2 289; Protoss_Forge 732; Protoss_Templar_Archives 322; Protoss_Photon_Cannon 785; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 136; Protoss_Pylon 46; Protoss_Opening FastObs; Protoss_Assimilator 92; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 271; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 478; Protoss_Stargate 429; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 298; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 136; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 348; Protoss_Expansion 243; Protoss_Arbiter_Tribunal 630; Protoss_Robotics_Facility 284; Protoss_Fleet_Beacon 0; Protoss_Stargate 582; Protoss_Citadel_of_Adun 437; Protoss_Gateway2 495; Protoss_Forge 401; Protoss_Templar_Archives 521; Protoss_Photon_Cannon 665; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 135; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 91; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 369; Protoss_Expansion 350; Protoss_Arbiter_Tribunal 814; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 0; Protoss_Stargate 731; Protoss_Citadel_of_Adun 432; Protoss_Gateway2 272; Protoss_Forge 734; Protoss_Templar_Archives 625; Protoss_Photon_Cannon 882; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 135; Protoss_Pylon 48; Protoss_Opening FastDT; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 307; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 175; Protoss_Gateway2 214; Protoss_Forge 0; Protoss_Templar_Archives 216; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 123; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 385; Protoss_Expansion 328; Protoss_Arbiter_Tribunal 797; Protoss_Robotics_Facility 208; Protoss_Fleet_Beacon 0; Protoss_Stargate 677; Protoss_Citadel_of_Adun 471; Protoss_Gateway2 255; Protoss_Forge 602; Protoss_Templar_Archives 519; Protoss_Photon_Cannon 633; Protoss_Cybernetics_Core 161; 
Protoss_Pylon2 240; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 139; Protoss_Gateway 129; Protoss_Robotics_Support_Bay 352; Protoss_Expansion 113; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 260; Protoss_Fleet_Beacon 701; Protoss_Stargate 647; Protoss_Citadel_of_Adun 795; Protoss_Gateway2 177; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 171; 
Protoss_Pylon2 109; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 92; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 446; Protoss_Expansion 291; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 333; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 502; Protoss_Gateway2 177; Protoss_Forge 472; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 743; Protoss_Cybernetics_Core 160; 
Protoss_Pylon2 134; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 395; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 280; Protoss_Fleet_Beacon 314; Protoss_Stargate 266; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 946; Protoss_Forge 485; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 517; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 93; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 258; Protoss_Arbiter_Tribunal 704; Protoss_Robotics_Facility 325; Protoss_Fleet_Beacon 0; Protoss_Stargate 630; Protoss_Citadel_of_Adun 460; Protoss_Gateway2 349; Protoss_Forge 497; Protoss_Templar_Archives 526; Protoss_Photon_Cannon 652; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 142; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 349; Protoss_Expansion 305; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 183; Protoss_Fleet_Beacon 559; Protoss_Stargate 500; Protoss_Citadel_of_Adun 793; Protoss_Gateway2 328; Protoss_Forge 1056; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 141; Protoss_Pylon 50; Protoss_Opening FastObs; Protoss_Assimilator 103; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 466; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 0; Protoss_Stargate 922; Protoss_Citadel_of_Adun 589; Protoss_Gateway2 257; Protoss_Forge 0; Protoss_Templar_Archives 666; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 128; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 249; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 316; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 406; Protoss_Fleet_Beacon 579; Protoss_Stargate 523; Protoss_Citadel_of_Adun 611; Protoss_Gateway2 108; Protoss_Forge 199; Protoss_Templar_Archives 918; Protoss_Photon_Cannon 257; Protoss_Cybernetics_Core 283; 
Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 93; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 333; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 281; Protoss_Gateway2 232; Protoss_Forge 0; Protoss_Templar_Archives 327; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening Unknown; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 258; Protoss_Gateway2 187; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 136; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 93; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 238; Protoss_Arbiter_Tribunal 787; Protoss_Robotics_Facility 397; Protoss_Fleet_Beacon 0; Protoss_Stargate 696; Protoss_Citadel_of_Adun 492; Protoss_Gateway2 286; Protoss_Forge 649; Protoss_Templar_Archives 567; Protoss_Photon_Cannon 715; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 144; Protoss_Pylon 55; Protoss_Opening FastExpand; Protoss_Assimilator 104; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 438; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 445; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 634; Protoss_Gateway2 157; Protoss_Forge 787; Protoss_Templar_Archives 704; Protoss_Photon_Cannon 891; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 0; Protoss_Pylon 47; Protoss_Opening Unknown; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 154; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 136; Protoss_Gateway 123; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 114; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 285; Protoss_Fleet_Beacon 604; Protoss_Stargate 553; Protoss_Citadel_of_Adun 441; Protoss_Gateway2 217; Protoss_Forge 408; Protoss_Templar_Archives 814; Protoss_Photon_Cannon 482; Protoss_Cybernetics_Core 177; 
Protoss_Pylon2 116; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 97; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 409; Protoss_Expansion 295; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 346; Protoss_Fleet_Beacon 0; Protoss_Stargate 753; Protoss_Citadel_of_Adun 504; Protoss_Gateway2 226; Protoss_Forge 616; Protoss_Templar_Archives 614; Protoss_Photon_Cannon 691; Protoss_Cybernetics_Core 146; 
Protoss_Pylon2 140; Protoss_Pylon 52; Protoss_Opening FastObs; Protoss_Assimilator 103; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 392; Protoss_Expansion 269; Protoss_Arbiter_Tribunal 926; Protoss_Robotics_Facility 240; Protoss_Fleet_Beacon 0; Protoss_Stargate 868; Protoss_Citadel_of_Adun 524; Protoss_Gateway2 343; Protoss_Forge 778; Protoss_Templar_Archives 786; Protoss_Photon_Cannon 841; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 144; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 392; Protoss_Expansion 304; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 227; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 257; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 96; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 636; Protoss_Expansion 237; Protoss_Arbiter_Tribunal 920; Protoss_Robotics_Facility 434; Protoss_Fleet_Beacon 0; Protoss_Stargate 854; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 287; Protoss_Forge 796; Protoss_Templar_Archives 644; Protoss_Photon_Cannon 833; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 154; Protoss_Pylon 43; Protoss_Opening FastDT; Protoss_Assimilator 90; Protoss_Gateway 68; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 332; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 439; Protoss_Fleet_Beacon 719; Protoss_Stargate 657; Protoss_Citadel_of_Adun 183; Protoss_Gateway2 232; Protoss_Forge 0; Protoss_Templar_Archives 226; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 115; 
