Terran_Control_Tower 430; Terran_Comsat_Station 530; Terran_Barracks 92; Terran_Expansion 294; Terran_Refinery 116; Terran_Barracks2 380; Terran_Missile_Turret 441; Terran_Supply_Depot 59; Terran_Engineering_Bay 340; Terran_Science_Facility 0; Terran_Machine_Shop 223; Terran_Armory 870; Terran_Starport 355; Terran_Opening TwoFactory; Terran_Academy 472; Terran_Bunker 0; Terran_Factory 168; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 87; Terran_Expansion 0; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 59; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 277; Terran_Barracks 87; Terran_Expansion 273; Terran_Refinery 103; Terran_Barracks2 234; Terran_Missile_Turret 0; Terran_Supply_Depot 59; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 392; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 225; Terran_Bunker 0; Terran_Factory 159; 
Terran_Control_Tower 578; Terran_Comsat_Station 615; Terran_Barracks 101; Terran_Expansion 335; Terran_Refinery 106; Terran_Barracks2 0; Terran_Missile_Turret 414; Terran_Supply_Depot 59; Terran_Engineering_Bay 365; Terran_Science_Facility 817; Terran_Machine_Shop 211; Terran_Armory 735; Terran_Starport 527; Terran_Opening Standard; Terran_Academy 539; Terran_Bunker 0; Terran_Factory 159; 
Terran_Control_Tower 696; Terran_Comsat_Station 258; Terran_Barracks 95; Terran_Expansion 303; Terran_Refinery 185; Terran_Barracks2 152; Terran_Missile_Turret 323; Terran_Supply_Depot 59; Terran_Engineering_Bay 272; Terran_Science_Facility 699; Terran_Machine_Shop 294; Terran_Armory 572; Terran_Starport 635; Terran_Opening Bio; Terran_Academy 193; Terran_Bunker 0; Terran_Factory 241; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 98; Terran_Expansion 410; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 539; Terran_Supply_Depot 58; Terran_Engineering_Bay 327; Terran_Science_Facility 0; Terran_Machine_Shop 207; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 463; Terran_Barracks 102; Terran_Expansion 291; Terran_Refinery 86; Terran_Barracks2 0; Terran_Missile_Turret 387; Terran_Supply_Depot 58; Terran_Engineering_Bay 342; Terran_Science_Facility 0; Terran_Machine_Shop 216; Terran_Armory 402; Terran_Starport 669; Terran_Opening Standard; Terran_Academy 404; Terran_Bunker 0; Terran_Factory 164; 
Terran_Control_Tower 744; Terran_Comsat_Station 487; Terran_Barracks 97; Terran_Expansion 310; Terran_Refinery 104; Terran_Barracks2 0; Terran_Missile_Turret 340; Terran_Supply_Depot 58; Terran_Engineering_Bay 274; Terran_Science_Facility 667; Terran_Machine_Shop 216; Terran_Armory 423; Terran_Starport 600; Terran_Opening SiegeExpand; Terran_Academy 425; Terran_Bunker 377; Terran_Factory 162; 
Terran_Control_Tower 0; Terran_Comsat_Station 318; Terran_Barracks 97; Terran_Expansion 286; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 394; Terran_Supply_Depot 57; Terran_Engineering_Bay 347; Terran_Science_Facility 592; Terran_Machine_Shop 272; Terran_Armory 337; Terran_Starport 530; Terran_Opening VultureHarass; Terran_Academy 236; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 636; Terran_Comsat_Station 553; Terran_Barracks 99; Terran_Expansion 377; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 419; Terran_Supply_Depot 59; Terran_Engineering_Bay 345; Terran_Science_Facility 749; Terran_Machine_Shop 211; Terran_Armory 582; Terran_Starport 478; Terran_Opening Standard; Terran_Academy 491; Terran_Bunker 0; Terran_Factory 155; 
Terran_Control_Tower 1056; Terran_Comsat_Station 762; Terran_Barracks 90; Terran_Expansion 463; Terran_Refinery 101; Terran_Barracks2 563; Terran_Missile_Turret 635; Terran_Supply_Depot 60; Terran_Engineering_Bay 594; Terran_Science_Facility 1056; Terran_Machine_Shop 215; Terran_Armory 701; Terran_Starport 835; Terran_Opening Standard; Terran_Academy 706; Terran_Bunker 0; Terran_Factory 162; 
Terran_Control_Tower 680; Terran_Comsat_Station 491; Terran_Barracks 94; Terran_Expansion 302; Terran_Refinery 103; Terran_Barracks2 206; Terran_Missile_Turret 383; Terran_Supply_Depot 64; Terran_Engineering_Bay 341; Terran_Science_Facility 591; Terran_Machine_Shop 208; Terran_Armory 418; Terran_Starport 540; Terran_Opening SiegeExpand; Terran_Academy 420; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 87; Terran_Expansion 282; Terran_Refinery 96; Terran_Barracks2 193; Terran_Missile_Turret 334; Terran_Supply_Depot 57; Terran_Engineering_Bay 289; Terran_Science_Facility 0; Terran_Machine_Shop 198; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 146; 
Terran_Control_Tower 0; Terran_Comsat_Station 616; Terran_Barracks 91; Terran_Expansion 308; Terran_Refinery 102; Terran_Barracks2 263; Terran_Missile_Turret 369; Terran_Supply_Depot 58; Terran_Engineering_Bay 324; Terran_Science_Facility 839; Terran_Machine_Shop 208; Terran_Armory 561; Terran_Starport 722; Terran_Opening SiegeExpand; Terran_Academy 555; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 442; Terran_Comsat_Station 643; Terran_Barracks 89; Terran_Expansion 289; Terran_Refinery 103; Terran_Barracks2 216; Terran_Missile_Turret 404; Terran_Supply_Depot 60; Terran_Engineering_Bay 362; Terran_Science_Facility 476; Terran_Machine_Shop 205; Terran_Armory 636; Terran_Starport 392; Terran_Opening SiegeExpand; Terran_Academy 581; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 96; Terran_Expansion 328; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 56; Terran_Engineering_Bay 272; Terran_Science_Facility 0; Terran_Machine_Shop 204; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 152; 
Terran_Control_Tower 0; Terran_Comsat_Station 492; Terran_Barracks 101; Terran_Expansion 309; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 402; Terran_Supply_Depot 60; Terran_Engineering_Bay 351; Terran_Science_Facility 583; Terran_Machine_Shop 217; Terran_Armory 425; Terran_Starport 527; Terran_Opening Standard; Terran_Academy 426; Terran_Bunker 0; Terran_Factory 164; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 83; Terran_Expansion 0; Terran_Refinery 117; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 58; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 194; Terran_Factory 205; 
Terran_Control_Tower 0; Terran_Comsat_Station 496; Terran_Barracks 91; Terran_Expansion 355; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 448; Terran_Supply_Depot 62; Terran_Engineering_Bay 315; Terran_Science_Facility 0; Terran_Machine_Shop 211; Terran_Armory 512; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 442; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 0; Terran_Comsat_Station 427; Terran_Barracks 88; Terran_Expansion 202; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 343; Terran_Supply_Depot 59; Terran_Engineering_Bay 303; Terran_Science_Facility 0; Terran_Machine_Shop 207; Terran_Armory 602; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 374; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 89; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 55; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 89; Terran_Expansion 286; Terran_Refinery 103; Terran_Barracks2 503; Terran_Missile_Turret 399; Terran_Supply_Depot 60; Terran_Engineering_Bay 354; Terran_Science_Facility 0; Terran_Machine_Shop 212; Terran_Armory 407; Terran_Starport 588; Terran_Opening SiegeExpand; Terran_Academy 513; Terran_Bunker 0; Terran_Factory 160; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 100; Terran_Expansion 0; Terran_Refinery 104; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 59; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 191; Terran_Factory 162; 
Terran_Control_Tower 0; Terran_Comsat_Station 589; Terran_Barracks 89; Terran_Expansion 282; Terran_Refinery 108; Terran_Barracks2 248; Terran_Missile_Turret 371; Terran_Supply_Depot 55; Terran_Engineering_Bay 329; Terran_Science_Facility 0; Terran_Machine_Shop 240; Terran_Armory 430; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 348; Terran_Bunker 0; Terran_Factory 159; 
Terran_Control_Tower 260; Terran_Comsat_Station 500; Terran_Barracks 97; Terran_Expansion 388; Terran_Refinery 100; Terran_Barracks2 698; Terran_Missile_Turret 357; Terran_Supply_Depot 55; Terran_Engineering_Bay 268; Terran_Science_Facility 1047; Terran_Machine_Shop 212; Terran_Armory 727; Terran_Starport 211; Terran_Opening FastDropship; Terran_Academy 445; Terran_Bunker 0; Terran_Factory 152; 
Terran_Control_Tower 0; Terran_Comsat_Station 519; Terran_Barracks 98; Terran_Expansion 290; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 58; Terran_Engineering_Bay 354; Terran_Science_Facility 0; Terran_Machine_Shop 204; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 461; Terran_Bunker 0; Terran_Factory 151; 
Terran_Control_Tower 0; Terran_Comsat_Station 594; Terran_Barracks 94; Terran_Expansion 220; Terran_Refinery 101; Terran_Barracks2 0; Terran_Missile_Turret 325; Terran_Supply_Depot 55; Terran_Engineering_Bay 281; Terran_Science_Facility 0; Terran_Machine_Shop 210; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 499; Terran_Bunker 0; Terran_Factory 157; 
Terran_Control_Tower 742; Terran_Comsat_Station 460; Terran_Barracks 103; Terran_Expansion 293; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 544; Terran_Supply_Depot 62; Terran_Engineering_Bay 496; Terran_Science_Facility 693; Terran_Machine_Shop 208; Terran_Armory 367; Terran_Starport 644; Terran_Opening Standard; Terran_Academy 405; Terran_Bunker 0; Terran_Factory 156; 
Terran_Control_Tower 935; Terran_Comsat_Station 488; Terran_Barracks 96; Terran_Expansion 223; Terran_Refinery 102; Terran_Barracks2 659; Terran_Missile_Turret 312; Terran_Supply_Depot 57; Terran_Engineering_Bay 267; Terran_Science_Facility 883; Terran_Machine_Shop 207; Terran_Armory 383; Terran_Starport 826; Terran_Opening SiegeExpand; Terran_Academy 429; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 59; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 530; Terran_Barracks 98; Terran_Expansion 280; Terran_Refinery 103; Terran_Barracks2 385; Terran_Missile_Turret 389; Terran_Supply_Depot 58; Terran_Engineering_Bay 317; Terran_Science_Facility 0; Terran_Machine_Shop 208; Terran_Armory 594; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 477; Terran_Bunker 0; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 605; Terran_Barracks 87; Terran_Expansion 308; Terran_Refinery 98; Terran_Barracks2 233; Terran_Missile_Turret 390; Terran_Supply_Depot 59; Terran_Engineering_Bay 256; Terran_Science_Facility 0; Terran_Machine_Shop 201; Terran_Armory 462; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 528; Terran_Bunker 370; Terran_Factory 149; 
Terran_Control_Tower 540; Terran_Comsat_Station 248; Terran_Barracks 80; Terran_Expansion 538; Terran_Refinery 108; Terran_Barracks2 124; Terran_Missile_Turret 425; Terran_Supply_Depot 55; Terran_Engineering_Bay 384; Terran_Science_Facility 541; Terran_Machine_Shop 343; Terran_Armory 0; Terran_Starport 489; Terran_Opening Bio; Terran_Academy 186; Terran_Bunker 0; Terran_Factory 287; 
Terran_Control_Tower 441; Terran_Comsat_Station 0; Terran_Barracks 84; Terran_Expansion 0; Terran_Refinery 94; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 58; Terran_Engineering_Bay 372; Terran_Science_Facility 0; Terran_Machine_Shop 207; Terran_Armory 0; Terran_Starport 390; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 145; 
Terran_Control_Tower 0; Terran_Comsat_Station 626; Terran_Barracks 90; Terran_Expansion 296; Terran_Refinery 109; Terran_Barracks2 265; Terran_Missile_Turret 362; Terran_Supply_Depot 58; Terran_Engineering_Bay 319; Terran_Science_Facility 0; Terran_Machine_Shop 231; Terran_Armory 656; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 567; Terran_Bunker 416; Terran_Factory 170; 
Terran_Control_Tower 297; Terran_Comsat_Station 652; Terran_Barracks 88; Terran_Expansion 487; Terran_Refinery 111; Terran_Barracks2 186; Terran_Missile_Turret 348; Terran_Supply_Depot 57; Terran_Engineering_Bay 308; Terran_Science_Facility 968; Terran_Machine_Shop 231; Terran_Armory 813; Terran_Starport 248; Terran_Opening TwoFactory; Terran_Academy 518; Terran_Bunker 0; Terran_Factory 168; 
