Zerg_Hive 816; Zerg_Opening ; Zerg_Spawning_Pool 118; Zerg_Extractor 66; Zerg_Creep_Colony 483; Zerg_Evolution_Chamber 977; Zerg_Queens_Nest 733; Zerg_Sunken_Colony 501; Zerg_Spore_Colony -1; Zerg_Expansion 203; Zerg_Hydralisk_Den 1070; Zerg_Greater_Spire 893; Zerg_Expansion2 377; Zerg_Lair 170; Zerg_Ultralisk_Cavern 900; Zerg_Spire 244; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 1068; 
Zerg_Hive 1052; Zerg_Opening hydras; Zerg_Spawning_Pool 140; Zerg_Extractor 161; Zerg_Creep_Colony 209; Zerg_Evolution_Chamber 440; Zerg_Queens_Nest 988; Zerg_Sunken_Colony 338; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 262; Zerg_Greater_Spire -1; Zerg_Expansion2 400; Zerg_Lair 228; Zerg_Ultralisk_Cavern -1; Zerg_Spire 545; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 890; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 96; Zerg_Creep_Colony 231; Zerg_Evolution_Chamber 820; Zerg_Queens_Nest 819; Zerg_Sunken_Colony 259; Zerg_Spore_Colony -1; Zerg_Expansion 141; Zerg_Hydralisk_Den 242; Zerg_Greater_Spire -1; Zerg_Expansion2 418; Zerg_Lair 210; Zerg_Ultralisk_Cavern -1; Zerg_Spire 566; Zerg_Building_Overlord 86; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 93; Zerg_Creep_Colony 266; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 362; Zerg_Spore_Colony -1; Zerg_Expansion 146; Zerg_Hydralisk_Den 318; Zerg_Greater_Spire -1; Zerg_Expansion2 242; Zerg_Lair 281; Zerg_Ultralisk_Cavern -1; Zerg_Spire 480; Zerg_Building_Overlord 84; Zerg_Defiler_Mound -1; 
Zerg_Hive 736; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 98; Zerg_Creep_Colony 250; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 657; Zerg_Sunken_Colony 278; Zerg_Spore_Colony -1; Zerg_Expansion 147; Zerg_Hydralisk_Den 236; Zerg_Greater_Spire 815; Zerg_Expansion2 399; Zerg_Lair 204; Zerg_Ultralisk_Cavern -1; Zerg_Spire 656; Zerg_Building_Overlord 85; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 66; Zerg_Extractor 96; Zerg_Creep_Colony 236; Zerg_Evolution_Chamber 618; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 340; Zerg_Spore_Colony -1; Zerg_Expansion 140; Zerg_Hydralisk_Den 368; Zerg_Greater_Spire -1; Zerg_Expansion2 193; Zerg_Lair 258; Zerg_Ultralisk_Cavern -1; Zerg_Spire 334; Zerg_Building_Overlord 83; Zerg_Defiler_Mound -1; 
Zerg_Hive 760; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 128; Zerg_Extractor 155; Zerg_Creep_Colony 242; Zerg_Evolution_Chamber 954; Zerg_Queens_Nest 719; Zerg_Sunken_Colony 256; Zerg_Spore_Colony -1; Zerg_Expansion 102; Zerg_Hydralisk_Den 371; Zerg_Greater_Spire 836; Zerg_Expansion2 311; Zerg_Lair 213; Zerg_Ultralisk_Cavern 992; Zerg_Spire 277; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 136; Zerg_Extractor 224; Zerg_Creep_Colony 284; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 304; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 385; Zerg_Greater_Spire -1; Zerg_Expansion2 318; Zerg_Lair 278; Zerg_Ultralisk_Cavern -1; Zerg_Spire 354; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive 890; Zerg_Opening mutas; Zerg_Spawning_Pool 140; Zerg_Extractor 162; Zerg_Creep_Colony 417; Zerg_Evolution_Chamber 827; Zerg_Queens_Nest 810; Zerg_Sunken_Colony 487; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 269; Zerg_Greater_Spire -1; Zerg_Expansion2 194; Zerg_Lair 229; Zerg_Ultralisk_Cavern -1; Zerg_Spire 349; Zerg_Building_Overlord 62; Zerg_Defiler_Mound -1; 
Zerg_Hive 516; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 189; Zerg_Creep_Colony 234; Zerg_Evolution_Chamber 631; Zerg_Queens_Nest 475; Zerg_Sunken_Colony 253; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 383; Zerg_Greater_Spire 596; Zerg_Expansion2 215; Zerg_Lair 270; Zerg_Ultralisk_Cavern 700; Zerg_Spire 351; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 132; Zerg_Extractor 150; Zerg_Creep_Colony 532; Zerg_Evolution_Chamber 742; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 558; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 429; Zerg_Greater_Spire -1; Zerg_Expansion2 118; Zerg_Lair 384; Zerg_Ultralisk_Cavern -1; Zerg_Spire 1018; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 652; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 292; Zerg_Evolution_Chamber 558; Zerg_Queens_Nest 599; Zerg_Sunken_Colony 316; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 232; Zerg_Greater_Spire 731; Zerg_Expansion2 341; Zerg_Lair 200; Zerg_Ultralisk_Cavern 861; Zerg_Spire 414; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 673; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 128; Zerg_Extractor 155; Zerg_Creep_Colony 256; Zerg_Evolution_Chamber 702; Zerg_Queens_Nest 631; Zerg_Sunken_Colony 274; Zerg_Spore_Colony -1; Zerg_Expansion 100; Zerg_Hydralisk_Den 382; Zerg_Greater_Spire -1; Zerg_Expansion2 303; Zerg_Lair 212; Zerg_Ultralisk_Cavern 750; Zerg_Spire 277; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 885; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 126; Zerg_Extractor 146; Zerg_Creep_Colony 203; Zerg_Evolution_Chamber 739; Zerg_Queens_Nest 834; Zerg_Sunken_Colony 221; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 595; Zerg_Greater_Spire -1; Zerg_Expansion2 344; Zerg_Lair 213; Zerg_Ultralisk_Cavern -1; Zerg_Spire 282; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 968; 
Zerg_Hive 818; Zerg_Opening speedlings; Zerg_Spawning_Pool 136; Zerg_Extractor 126; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber 775; Zerg_Queens_Nest 763; Zerg_Sunken_Colony 226; Zerg_Spore_Colony -1; Zerg_Expansion 118; Zerg_Hydralisk_Den 295; Zerg_Greater_Spire -1; Zerg_Expansion2 576; Zerg_Lair 257; Zerg_Ultralisk_Cavern -1; Zerg_Spire 597; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 942; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 149; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 98; Zerg_Hydralisk_Den 255; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 213; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 767; Zerg_Opening speedlings; Zerg_Spawning_Pool 122; Zerg_Extractor 154; Zerg_Creep_Colony 257; Zerg_Evolution_Chamber 710; Zerg_Queens_Nest 713; Zerg_Sunken_Colony 296; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 528; Zerg_Greater_Spire -1; Zerg_Expansion2 202; Zerg_Lair 336; Zerg_Ultralisk_Cavern -1; Zerg_Spire 416; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 141; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 225; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 253; Zerg_Greater_Spire -1; Zerg_Expansion2 450; Zerg_Lair 222; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 807; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 270; Zerg_Creep_Colony 183; Zerg_Evolution_Chamber 757; Zerg_Queens_Nest 762; Zerg_Sunken_Colony 199; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 572; Zerg_Greater_Spire 884; Zerg_Expansion2 265; Zerg_Lair 332; Zerg_Ultralisk_Cavern -1; Zerg_Spire 405; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 913; 
Zerg_Hive 905; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 157; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 840; Zerg_Sunken_Colony 254; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 459; Zerg_Greater_Spire 1001; Zerg_Expansion2 349; Zerg_Lair 219; Zerg_Ultralisk_Cavern -1; Zerg_Spire 285; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 919; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 128; Zerg_Extractor 155; Zerg_Creep_Colony 183; Zerg_Evolution_Chamber 845; Zerg_Queens_Nest 848; Zerg_Sunken_Colony 221; Zerg_Spore_Colony -1; Zerg_Expansion 94; Zerg_Hydralisk_Den 476; Zerg_Greater_Spire 1033; Zerg_Expansion2 350; Zerg_Lair 219; Zerg_Ultralisk_Cavern -1; Zerg_Spire 283; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 929; Zerg_Opening speedlings; Zerg_Spawning_Pool 84; Zerg_Extractor 218; Zerg_Creep_Colony 215; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 887; Zerg_Sunken_Colony 234; Zerg_Spore_Colony -1; Zerg_Expansion 131; Zerg_Hydralisk_Den 502; Zerg_Greater_Spire 1011; Zerg_Expansion2 179; Zerg_Lair 338; Zerg_Ultralisk_Cavern -1; Zerg_Spire 402; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 1013; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 97; Zerg_Extractor 64; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 263; Zerg_Spore_Colony -1; Zerg_Expansion 134; Zerg_Hydralisk_Den 344; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 308; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 148; Zerg_Extractor 123; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 471; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 255; Zerg_Greater_Spire -1; Zerg_Expansion2 384; Zerg_Lair 203; Zerg_Ultralisk_Cavern -1; Zerg_Spire 973; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 137; Zerg_Extractor 115; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 502; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 501; Zerg_Greater_Spire -1; Zerg_Expansion2 450; Zerg_Lair 191; Zerg_Ultralisk_Cavern -1; Zerg_Spire 256; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 70; Zerg_Extractor 83; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion -1; Zerg_Hydralisk_Den 181; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 147; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 96; Zerg_Defiler_Mound -1; 
Zerg_Hive 998; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 694; Zerg_Queens_Nest 949; Zerg_Sunken_Colony 0; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 245; Zerg_Greater_Spire 0; Zerg_Expansion2 681; Zerg_Lair 197; Zerg_Ultralisk_Cavern 0; Zerg_Spire 1067; Zerg_Building_Overlord 63; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 139; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 792; Zerg_Queens_Nest 0; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 331; Zerg_Greater_Spire -1; Zerg_Expansion2 662; Zerg_Lair 191; Zerg_Ultralisk_Cavern -1; Zerg_Spire 521; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 96; Zerg_Extractor 218; Zerg_Creep_Colony 215; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 232; Zerg_Spore_Colony -1; Zerg_Expansion 131; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 299; Zerg_Ultralisk_Cavern -1; Zerg_Spire 363; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 93; Zerg_Extractor 97; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 661; Zerg_Queens_Nest 684; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 284; Zerg_Hydralisk_Den 189; Zerg_Greater_Spire -1; Zerg_Expansion2 310; Zerg_Lair 151; Zerg_Ultralisk_Cavern -1; Zerg_Spire 414; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 733; Zerg_Opening speedlings; Zerg_Spawning_Pool 122; Zerg_Extractor 138; Zerg_Creep_Colony 718; Zerg_Evolution_Chamber 630; Zerg_Queens_Nest 690; Zerg_Sunken_Colony 742; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den 240; Zerg_Greater_Spire 868; Zerg_Expansion2 446; Zerg_Lair 194; Zerg_Ultralisk_Cavern -1; Zerg_Spire 471; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 886; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 147; Zerg_Creep_Colony 903; Zerg_Evolution_Chamber 717; Zerg_Queens_Nest 815; Zerg_Sunken_Colony 970; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 505; Zerg_Greater_Spire -1; Zerg_Expansion2 450; Zerg_Lair 201; Zerg_Ultralisk_Cavern 969; Zerg_Spire 287; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 726; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 133; Zerg_Creep_Colony 450; Zerg_Evolution_Chamber 456; Zerg_Queens_Nest 652; Zerg_Sunken_Colony 489; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 229; Zerg_Greater_Spire -1; Zerg_Expansion2 331; Zerg_Lair 194; Zerg_Ultralisk_Cavern 963; Zerg_Spire 304; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 999; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 259; Zerg_Creep_Colony 195; Zerg_Evolution_Chamber 691; Zerg_Queens_Nest 915; Zerg_Sunken_Colony 214; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 350; Zerg_Greater_Spire -1; Zerg_Expansion2 341; Zerg_Lair 311; Zerg_Ultralisk_Cavern -1; Zerg_Spire 560; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 146; Zerg_Creep_Colony 409; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 429; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 231; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 201; Zerg_Ultralisk_Cavern -1; Zerg_Spire 266; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 147; Zerg_Creep_Colony 622; Zerg_Evolution_Chamber 561; Zerg_Queens_Nest 759; Zerg_Sunken_Colony 639; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 233; Zerg_Greater_Spire -1; Zerg_Expansion2 464; Zerg_Lair 198; Zerg_Ultralisk_Cavern -1; Zerg_Spire 333; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 998; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 694; Zerg_Queens_Nest 949; Zerg_Sunken_Colony 0; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 245; Zerg_Greater_Spire 0; Zerg_Expansion2 681; Zerg_Lair 197; Zerg_Ultralisk_Cavern 0; Zerg_Spire 1067; Zerg_Building_Overlord 63; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 70; Zerg_Extractor 83; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion -1; Zerg_Hydralisk_Den 181; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 147; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 96; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 139; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 792; Zerg_Queens_Nest 0; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 331; Zerg_Greater_Spire -1; Zerg_Expansion2 662; Zerg_Lair 191; Zerg_Ultralisk_Cavern -1; Zerg_Spire 521; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 726; Zerg_Opening lurkers; Zerg_Spawning_Pool 123; Zerg_Extractor 133; Zerg_Creep_Colony 450; Zerg_Evolution_Chamber 456; Zerg_Queens_Nest 652; Zerg_Sunken_Colony 489; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 229; Zerg_Greater_Spire -1; Zerg_Expansion2 331; Zerg_Lair 194; Zerg_Ultralisk_Cavern 963; Zerg_Spire 304; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 132; Zerg_Extractor 145; Zerg_Creep_Colony 392; Zerg_Evolution_Chamber 212; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 408; Zerg_Spore_Colony -1; Zerg_Expansion 115; Zerg_Hydralisk_Den 359; Zerg_Greater_Spire -1; Zerg_Expansion2 293; Zerg_Lair 197; Zerg_Ultralisk_Cavern -1; Zerg_Spire 338; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive 999; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 259; Zerg_Creep_Colony 195; Zerg_Evolution_Chamber 691; Zerg_Queens_Nest 915; Zerg_Sunken_Colony 214; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 350; Zerg_Greater_Spire -1; Zerg_Expansion2 341; Zerg_Lair 311; Zerg_Ultralisk_Cavern -1; Zerg_Spire 560; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 665; Zerg_Opening lurkers; Zerg_Spawning_Pool 125; Zerg_Extractor 142; Zerg_Creep_Colony 188; Zerg_Evolution_Chamber 535; Zerg_Queens_Nest 617; Zerg_Sunken_Colony 214; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 296; Zerg_Greater_Spire -1; Zerg_Expansion2 209; Zerg_Lair 265; Zerg_Ultralisk_Cavern 1023; Zerg_Spire 331; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 748; 
Zerg_Hive 902; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 150; Zerg_Creep_Colony 585; Zerg_Evolution_Chamber 588; Zerg_Queens_Nest 851; Zerg_Sunken_Colony 600; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 243; Zerg_Greater_Spire -1; Zerg_Expansion2 390; Zerg_Lair 205; Zerg_Ultralisk_Cavern -1; Zerg_Spire 445; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 772; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 136; Zerg_Extractor 203; Zerg_Creep_Colony 354; Zerg_Evolution_Chamber 663; Zerg_Queens_Nest 668; Zerg_Sunken_Colony 372; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 321; Zerg_Greater_Spire 852; Zerg_Expansion2 195; Zerg_Lair 274; Zerg_Ultralisk_Cavern 0; Zerg_Spire 341; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 881; 
Zerg_Hive 670; Zerg_Opening mutas; Zerg_Spawning_Pool 136; Zerg_Extractor 205; Zerg_Creep_Colony 286; Zerg_Evolution_Chamber 460; Zerg_Queens_Nest 576; Zerg_Sunken_Colony 312; Zerg_Spore_Colony 0; Zerg_Expansion 114; Zerg_Hydralisk_Den 441; Zerg_Greater_Spire -1; Zerg_Expansion2 184; Zerg_Lair 271; Zerg_Ultralisk_Cavern 951; Zerg_Spire 351; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 754; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 132; Zerg_Extractor 40; Zerg_Creep_Colony 546; Zerg_Evolution_Chamber 318; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 563; Zerg_Spore_Colony -1; Zerg_Expansion 206; Zerg_Hydralisk_Den 249; Zerg_Greater_Spire -1; Zerg_Expansion2 446; Zerg_Lair 186; Zerg_Ultralisk_Cavern -1; Zerg_Spire 290; Zerg_Building_Overlord 81; Zerg_Defiler_Mound -1; 
Zerg_Hive 863; Zerg_Opening speedlings; Zerg_Spawning_Pool 132; Zerg_Extractor 150; Zerg_Creep_Colony 237; Zerg_Evolution_Chamber 763; Zerg_Queens_Nest 816; Zerg_Sunken_Colony 254; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 244; Zerg_Greater_Spire 1042; Zerg_Expansion2 402; Zerg_Lair 214; Zerg_Ultralisk_Cavern -1; Zerg_Spire 960; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 150; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 222; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 250; Zerg_Greater_Spire -1; Zerg_Expansion2 398; Zerg_Lair 206; Zerg_Ultralisk_Cavern -1; Zerg_Spire 644; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 687; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 146; Zerg_Creep_Colony 282; Zerg_Evolution_Chamber 521; Zerg_Queens_Nest 643; Zerg_Sunken_Colony 303; Zerg_Spore_Colony 942; Zerg_Expansion 103; Zerg_Hydralisk_Den 375; Zerg_Greater_Spire 766; Zerg_Expansion2 453; Zerg_Lair 225; Zerg_Ultralisk_Cavern 851; Zerg_Spire 291; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 1058; Zerg_Opening speedlings; Zerg_Spawning_Pool 132; Zerg_Extractor 153; Zerg_Creep_Colony 190; Zerg_Evolution_Chamber 510; Zerg_Queens_Nest 1006; Zerg_Sunken_Colony 212; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 335; Zerg_Greater_Spire 0; Zerg_Expansion2 191; Zerg_Lair 263; Zerg_Ultralisk_Cavern -1; Zerg_Spire 779; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 994; Zerg_Opening hydras; Zerg_Spawning_Pool 126; Zerg_Extractor 147; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 807; Zerg_Queens_Nest 910; Zerg_Sunken_Colony 212; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire 0; Zerg_Expansion2 383; Zerg_Lair 206; Zerg_Ultralisk_Cavern -1; Zerg_Spire 650; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 906; Zerg_Opening speedlings; Zerg_Spawning_Pool 132; Zerg_Extractor 169; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 647; Zerg_Queens_Nest 849; Zerg_Sunken_Colony 195; Zerg_Spore_Colony -1; Zerg_Expansion 91; Zerg_Hydralisk_Den 278; Zerg_Greater_Spire 985; Zerg_Expansion2 477; Zerg_Lair 228; Zerg_Ultralisk_Cavern 989; Zerg_Spire 847; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
