Terran_Control_Tower 14946; Terran_Comsat_Station 15992; Terran_Barracks 2012; Terran_Expansion 9034; Terran_Refinery 2806; Terran_Barracks2 12262; Terran_Missile_Turret 10486; Terran_Supply_Depot 1398; Terran_Engineering_Bay 7218; Terran_Science_Facility 0; Terran_Machine_Shop 5492; Terran_Armory 0; Terran_Starport 13160; Terran_Opening TwoFactory; Terran_Academy 14170; Terran_Bunker 6212; Terran_Factory 4052; 
Terran_Control_Tower 6640; Terran_Comsat_Station 22715; Terran_Barracks 2260; Terran_Expansion 7995; Terran_Refinery 2770; Terran_Barracks2 4395; Terran_Missile_Turret 10760; Terran_Supply_Depot 1460; Terran_Engineering_Bay 9630; Terran_Science_Facility 0; Terran_Machine_Shop 5460; Terran_Armory 0; Terran_Starport 5520; Terran_Opening FastDropship; Terran_Academy 20395; Terran_Bunker 0; Terran_Factory 4195; 
Terran_Control_Tower 22864; Terran_Comsat_Station 13264; Terran_Barracks 2276; Terran_Expansion 6210; Terran_Refinery 2690; Terran_Barracks2 5366; Terran_Missile_Turret 8646; Terran_Supply_Depot 1528; Terran_Engineering_Bay 7632; Terran_Science_Facility 22390; Terran_Machine_Shop 5172; Terran_Armory 14074; Terran_Starport 21214; Terran_Opening SiegeExpand; Terran_Academy 11910; Terran_Bunker 0; Terran_Factory 3892; 
Terran_Control_Tower 6350; Terran_Comsat_Station 12520; Terran_Barracks 2205; Terran_Expansion 8150; Terran_Refinery 2650; Terran_Barracks2 5605; Terran_Missile_Turret 8565; Terran_Supply_Depot 1505; Terran_Engineering_Bay 7005; Terran_Science_Facility 37250; Terran_Machine_Shop 5100; Terran_Armory 30380; Terran_Starport 5225; Terran_Opening FastDropship; Terran_Academy 11045; Terran_Bunker 0; Terran_Factory 3840; 
Terran_Control_Tower 6676; Terran_Comsat_Station 14168; Terran_Barracks 2198; Terran_Expansion 11868; Terran_Refinery 2582; Terran_Barracks2 6398; Terran_Missile_Turret 9992; Terran_Supply_Depot 1474; Terran_Engineering_Bay 8710; Terran_Science_Facility 0; Terran_Machine_Shop 5246; Terran_Armory 5462; Terran_Starport 5490; Terran_Opening FastDropship; Terran_Academy 12698; Terran_Bunker 21742; Terran_Factory 3744; 
Terran_Control_Tower 12265; Terran_Comsat_Station 8750; Terran_Barracks 2200; Terran_Expansion 5855; Terran_Refinery 2495; Terran_Barracks2 14475; Terran_Missile_Turret 9225; Terran_Supply_Depot 1495; Terran_Engineering_Bay 8000; Terran_Science_Facility 27275; Terran_Machine_Shop 5040; Terran_Armory 25045; Terran_Starport 9655; Terran_Opening SiegeExpand; Terran_Academy 7390; Terran_Bunker 0; Terran_Factory 3775; 
Terran_Control_Tower 7080; Terran_Comsat_Station 15155; Terran_Barracks 2180; Terran_Expansion 8870; Terran_Refinery 2540; Terran_Barracks2 10595; Terran_Missile_Turret 12175; Terran_Supply_Depot 1450; Terran_Engineering_Bay 10605; Terran_Science_Facility 19080; Terran_Machine_Shop 8100; Terran_Armory 6055; Terran_Starport 5040; Terran_Opening FastDropship; Terran_Academy 13610; Terran_Bunker 42125; Terran_Factory 3790; 
Terran_Control_Tower 12620; Terran_Comsat_Station 16135; Terran_Barracks 2235; Terran_Expansion 6830; Terran_Refinery 2605; Terran_Barracks2 7940; Terran_Missile_Turret 8055; Terran_Supply_Depot 1490; Terran_Engineering_Bay 7060; Terran_Science_Facility 17520; Terran_Machine_Shop 5050; Terran_Armory 12190; Terran_Starport 11490; Terran_Opening VultureHarass; Terran_Academy 14830; Terran_Bunker 9500; Terran_Factory 3820; 
Terran_Control_Tower 32590; Terran_Comsat_Station 10105; Terran_Barracks 2135; Terran_Expansion 6490; Terran_Refinery 2530; Terran_Barracks2 7465; Terran_Missile_Turret 8115; Terran_Supply_Depot 1415; Terran_Engineering_Bay 7030; Terran_Science_Facility 28675; Terran_Machine_Shop 5000; Terran_Armory 18875; Terran_Starport 22100; Terran_Opening SiegeExpand; Terran_Academy 8515; Terran_Bunker 9200; Terran_Factory 3735; 
Terran_Control_Tower 6286; Terran_Comsat_Station 12004; Terran_Barracks 2126; Terran_Expansion 8962; Terran_Refinery 2532; Terran_Barracks2 11868; Terran_Missile_Turret 8206; Terran_Supply_Depot 1420; Terran_Engineering_Bay 7084; Terran_Science_Facility 32226; Terran_Machine_Shop 5000; Terran_Armory 17282; Terran_Starport 5044; Terran_Opening FastDropship; Terran_Academy 10714; Terran_Bunker 0; Terran_Factory 3720; 
Terran_Control_Tower 0; Terran_Comsat_Station 12205; Terran_Barracks 2210; Terran_Expansion 0; Terran_Refinery 2740; Terran_Barracks2 7255; Terran_Missile_Turret 9545; Terran_Supply_Depot 1405; Terran_Engineering_Bay 8495; Terran_Science_Facility 0; Terran_Machine_Shop 7130; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 10905; Terran_Bunker 0; Terran_Factory 5805; 
Terran_Control_Tower 6765; Terran_Comsat_Station 16210; Terran_Barracks 2280; Terran_Expansion 9375; Terran_Refinery 2620; Terran_Barracks2 6295; Terran_Missile_Turret 8765; Terran_Supply_Depot 1450; Terran_Engineering_Bay 7770; Terran_Science_Facility 36740; Terran_Machine_Shop 5420; Terran_Armory 23005; Terran_Starport 5585; Terran_Opening FastDropship; Terran_Academy 14880; Terran_Bunker 9920; Terran_Factory 3940; 
Terran_Control_Tower 6775; Terran_Comsat_Station 6460; Terran_Barracks 2090; Terran_Expansion 10815; Terran_Refinery 2680; Terran_Barracks2 7430; Terran_Missile_Turret 8495; Terran_Supply_Depot 1290; Terran_Engineering_Bay 6735; Terran_Science_Facility 12925; Terran_Machine_Shop 5615; Terran_Armory 0; Terran_Starport 5590; Terran_Opening FastDropship; Terran_Academy 4840; Terran_Bunker 9230; Terran_Factory 4295; 
Terran_Control_Tower 0; Terran_Comsat_Station 12860; Terran_Barracks 2380; Terran_Expansion 7475; Terran_Refinery 2270; Terran_Barracks2 3690; Terran_Missile_Turret 10915; Terran_Supply_Depot 1435; Terran_Engineering_Bay 9885; Terran_Science_Facility 0; Terran_Machine_Shop 5310; Terran_Armory 23080; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 11255; Terran_Bunker 0; Terran_Factory 3795; 
Terran_Control_Tower 7195; Terran_Comsat_Station 6920; Terran_Barracks 2315; Terran_Expansion 13975; Terran_Refinery 3065; Terran_Barracks2 0; Terran_Missile_Turret 8545; Terran_Supply_Depot 1480; Terran_Engineering_Bay 7490; Terran_Science_Facility 0; Terran_Machine_Shop 6015; Terran_Armory 0; Terran_Starport 5995; Terran_Opening FastDropship; Terran_Academy 5355; Terran_Bunker 8040; Terran_Factory 4560; 
Terran_Control_Tower 12610; Terran_Comsat_Station 13934; Terran_Barracks 2204; Terran_Expansion 7954; Terran_Refinery 2450; Terran_Barracks2 8136; Terran_Missile_Turret 9240; Terran_Supply_Depot 1460; Terran_Engineering_Bay 8184; Terran_Science_Facility 34418; Terran_Machine_Shop 5186; Terran_Armory 20612; Terran_Starport 11432; Terran_Opening TwoFactory; Terran_Academy 12480; Terran_Bunker 0; Terran_Factory 3896; 
Terran_Control_Tower 0; Terran_Comsat_Station 14454; Terran_Barracks 2196; Terran_Expansion 8816; Terran_Refinery 2500; Terran_Barracks2 8142; Terran_Missile_Turret 10952; Terran_Supply_Depot 1484; Terran_Engineering_Bay 9950; Terran_Science_Facility 0; Terran_Machine_Shop 5420; Terran_Armory 17064; Terran_Starport 21592; Terran_Opening TwoFactory; Terran_Academy 12654; Terran_Bunker 11796; Terran_Factory 4012; 
Terran_Control_Tower 7510; Terran_Comsat_Station 14880; Terran_Barracks 2065; Terran_Expansion 10605; Terran_Refinery 2630; Terran_Barracks2 14515; Terran_Missile_Turret 8760; Terran_Supply_Depot 1460; Terran_Engineering_Bay 7800; Terran_Science_Facility 25405; Terran_Machine_Shop 5210; Terran_Armory 17130; Terran_Starport 6350; Terran_Opening SiegeExpand; Terran_Academy 12785; Terran_Bunker 0; Terran_Factory 3965; 
Terran_Control_Tower 6325; Terran_Comsat_Station 24380; Terran_Barracks 2120; Terran_Expansion 8975; Terran_Refinery 2555; Terran_Barracks2 6700; Terran_Missile_Turret 11005; Terran_Supply_Depot 1455; Terran_Engineering_Bay 7220; Terran_Science_Facility 28885; Terran_Machine_Shop 5415; Terran_Armory 22135; Terran_Starport 5195; Terran_Opening FastDropship; Terran_Academy 22100; Terran_Bunker 0; Terran_Factory 3890; 
Terran_Control_Tower 12590; Terran_Comsat_Station 13955; Terran_Barracks 2250; Terran_Expansion 8335; Terran_Refinery 2470; Terran_Barracks2 5120; Terran_Missile_Turret 9720; Terran_Supply_Depot 1435; Terran_Engineering_Bay 8680; Terran_Science_Facility 24390; Terran_Machine_Shop 4995; Terran_Armory 18780; Terran_Starport 11460; Terran_Opening TwoFactory; Terran_Academy 12390; Terran_Bunker 0; Terran_Factory 3665; 
Terran_Control_Tower 18600; Terran_Comsat_Station 11890; Terran_Barracks 2470; Terran_Expansion 8905; Terran_Refinery 2610; Terran_Barracks2 16465; Terran_Missile_Turret 12165; Terran_Supply_Depot 1455; Terran_Engineering_Bay 11125; Terran_Science_Facility 18625; Terran_Machine_Shop 5310; Terran_Armory 11605; Terran_Starport 16545; Terran_Opening Standard; Terran_Academy 10385; Terran_Bunker 17905; Terran_Factory 4040; 
Terran_Control_Tower 6960; Terran_Comsat_Station 14930; Terran_Barracks 2160; Terran_Expansion 12385; Terran_Refinery 2590; Terran_Barracks2 9485; Terran_Missile_Turret 24730; Terran_Supply_Depot 1430; Terran_Engineering_Bay 23690; Terran_Science_Facility 30130; Terran_Machine_Shop 5730; Terran_Armory 27410; Terran_Starport 5760; Terran_Opening FastDropship; Terran_Academy 12820; Terran_Bunker 0; Terran_Factory 4455; 
Terran_Control_Tower 8370; Terran_Comsat_Station 12365; Terran_Barracks 2175; Terran_Expansion 10710; Terran_Refinery 2625; Terran_Barracks2 5430; Terran_Missile_Turret 7705; Terran_Supply_Depot 1510; Terran_Engineering_Bay 6660; Terran_Science_Facility 26575; Terran_Machine_Shop 5250; Terran_Armory 15270; Terran_Starport 5220; Terran_Opening FastDropship; Terran_Academy 10840; Terran_Bunker 4605; Terran_Factory 3940; 
Terran_Control_Tower 18595; Terran_Comsat_Station 14310; Terran_Barracks 2205; Terran_Expansion 7920; Terran_Refinery 2490; Terran_Barracks2 16695; Terran_Missile_Turret 6670; Terran_Supply_Depot 1455; Terran_Engineering_Bay 5325; Terran_Science_Facility 18635; Terran_Machine_Shop 5200; Terran_Armory 14365; Terran_Starport 16480; Terran_Opening SiegeExpand; Terran_Academy 12690; Terran_Bunker 4690; Terran_Factory 3750; 
Terran_Control_Tower 22540; Terran_Comsat_Station 18385; Terran_Barracks 2205; Terran_Expansion 5720; Terran_Refinery 2610; Terran_Barracks2 3535; Terran_Missile_Turret 8535; Terran_Supply_Depot 1470; Terran_Engineering_Bay 6715; Terran_Science_Facility 22560; Terran_Machine_Shop 5065; Terran_Armory 18880; Terran_Starport 21340; Terran_Opening Bio; Terran_Academy 15105; Terran_Bunker 7925; Terran_Factory 3780; 
Terran_Control_Tower 6405; Terran_Comsat_Station 16925; Terran_Barracks 2210; Terran_Expansion 8800; Terran_Refinery 2595; Terran_Barracks2 10620; Terran_Missile_Turret 9210; Terran_Supply_Depot 1495; Terran_Engineering_Bay 8150; Terran_Science_Facility 18575; Terran_Machine_Shop 5220; Terran_Armory 19395; Terran_Starport 5235; Terran_Opening FastDropship; Terran_Academy 15510; Terran_Bunker 0; Terran_Factory 3950; 
Terran_Control_Tower 0; Terran_Comsat_Station 16640; Terran_Barracks 2140; Terran_Expansion 10800; Terran_Refinery 2590; Terran_Barracks2 5605; Terran_Missile_Turret 8620; Terran_Supply_Depot 1410; Terran_Engineering_Bay 7420; Terran_Science_Facility 0; Terran_Machine_Shop 5540; Terran_Armory 0; Terran_Starport 17865; Terran_Opening TwoFactory; Terran_Academy 15120; Terran_Bunker 11605; Terran_Factory 3825; 
Terran_Control_Tower 15890; Terran_Comsat_Station 8680; Terran_Barracks 2095; Terran_Expansion 18415; Terran_Refinery 4410; Terran_Barracks2 2530; Terran_Missile_Turret 12165; Terran_Supply_Depot 1340; Terran_Engineering_Bay 6700; Terran_Science_Facility 0; Terran_Machine_Shop 7155; Terran_Armory 34115; Terran_Starport 14610; Terran_Opening Bio; Terran_Academy 7300; Terran_Bunker 5385; Terran_Factory 5810; 
Terran_Control_Tower 46560; Terran_Comsat_Station 22565; Terran_Barracks 2065; Terran_Expansion 10345; Terran_Refinery 2830; Terran_Barracks2 14020; Terran_Missile_Turret 8905; Terran_Supply_Depot 1450; Terran_Engineering_Bay 7710; Terran_Science_Facility 0; Terran_Machine_Shop 5430; Terran_Armory 28820; Terran_Starport 43895; Terran_Opening TwoFactory; Terran_Academy 20280; Terran_Bunker 0; Terran_Factory 4105; 
Terran_Control_Tower 10320; Terran_Comsat_Station 10895; Terran_Barracks 2175; Terran_Expansion 5420; Terran_Refinery 2570; Terran_Barracks2 5825; Terran_Missile_Turret 8625; Terran_Supply_Depot 1450; Terran_Engineering_Bay 7455; Terran_Science_Facility 23855; Terran_Machine_Shop 5475; Terran_Armory 10765; Terran_Starport 9115; Terran_Opening SiegeExpand; Terran_Academy 9370; Terran_Bunker 8545; Terran_Factory 3980; 
Terran_Control_Tower 0; Terran_Comsat_Station 13928; Terran_Barracks 2206; Terran_Expansion 6956; Terran_Refinery 2628; Terran_Barracks2 3750; Terran_Missile_Turret 8642; Terran_Supply_Depot 1506; Terran_Engineering_Bay 7600; Terran_Science_Facility 0; Terran_Machine_Shop 5226; Terran_Armory 15214; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 12592; Terran_Bunker 0; Terran_Factory 3984; 
Terran_Control_Tower 0; Terran_Comsat_Station 16746; Terran_Barracks 2134; Terran_Expansion 10766; Terran_Refinery 2538; Terran_Barracks2 5688; Terran_Missile_Turret 8798; Terran_Supply_Depot 1426; Terran_Engineering_Bay 7330; Terran_Science_Facility 0; Terran_Machine_Shop 5216; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 13804; Terran_Bunker 0; Terran_Factory 3974; 
Terran_Control_Tower 6518; Terran_Comsat_Station 14004; Terran_Barracks 2224; Terran_Expansion 9592; Terran_Refinery 2636; Terran_Barracks2 7376; Terran_Missile_Turret 8888; Terran_Supply_Depot 1474; Terran_Engineering_Bay 7704; Terran_Science_Facility 22046; Terran_Machine_Shop 5306; Terran_Armory 14582; Terran_Starport 5324; Terran_Opening FastDropship; Terran_Academy 12200; Terran_Bunker 10670; Terran_Factory 4020; 
Terran_Control_Tower 6182; Terran_Comsat_Station 14720; Terran_Barracks 1980; Terran_Expansion 10176; Terran_Refinery 2368; Terran_Barracks2 0; Terran_Missile_Turret 8236; Terran_Supply_Depot 1322; Terran_Engineering_Bay 7216; Terran_Science_Facility 33842; Terran_Machine_Shop 5732; Terran_Armory 20352; Terran_Starport 5046; Terran_Opening TwoFactory; Terran_Academy 13136; Terran_Bunker 0; Terran_Factory 3592; 
Terran_Control_Tower 28750; Terran_Comsat_Station 16670; Terran_Barracks 2085; Terran_Expansion 10270; Terran_Refinery 2580; Terran_Barracks2 12710; Terran_Missile_Turret 11390; Terran_Supply_Depot 1300; Terran_Engineering_Bay 8480; Terran_Science_Facility 28110; Terran_Machine_Shop 5430; Terran_Armory 16285; Terran_Starport 21345; Terran_Opening TwoFactory; Terran_Academy 15240; Terran_Bunker 0; Terran_Factory 4125; 
Terran_Control_Tower 15566; Terran_Comsat_Station 15264; Terran_Barracks 2154; Terran_Expansion 10092; Terran_Refinery 2438; Terran_Barracks2 0; Terran_Missile_Turret 12622; Terran_Supply_Depot 1466; Terran_Engineering_Bay 8766; Terran_Science_Facility 0; Terran_Machine_Shop 5012; Terran_Armory 20924; Terran_Starport 14256; Terran_Opening TwoFactory; Terran_Academy 13788; Terran_Bunker 0; Terran_Factory 3696; 
Terran_Control_Tower 6726; Terran_Comsat_Station 11984; Terran_Barracks 2510; Terran_Expansion 12550; Terran_Refinery 2166; Terran_Barracks2 3814; Terran_Missile_Turret 9004; Terran_Supply_Depot 1572; Terran_Engineering_Bay 7822; Terran_Science_Facility 0; Terran_Machine_Shop 5248; Terran_Armory 28396; Terran_Starport 5218; Terran_Opening Bio; Terran_Academy 10364; Terran_Bunker 0; Terran_Factory 3952; 
Terran_Control_Tower 0; Terran_Comsat_Station 11960; Terran_Barracks 1872; Terran_Expansion 12728; Terran_Refinery 1962; Terran_Barracks2 2336; Terran_Missile_Turret 8698; Terran_Supply_Depot 1388; Terran_Engineering_Bay 7744; Terran_Science_Facility 0; Terran_Machine_Shop 4890; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 10484; Terran_Bunker 10314; Terran_Factory 3656; 
Terran_Control_Tower 20665; Terran_Comsat_Station 10215; Terran_Barracks 2165; Terran_Expansion 5885; Terran_Refinery 2535; Terran_Barracks2 4535; Terran_Missile_Turret 13640; Terran_Supply_Depot 1470; Terran_Engineering_Bay 7035; Terran_Science_Facility 20115; Terran_Machine_Shop 5595; Terran_Armory 12290; Terran_Starport 18005; Terran_Opening SiegeExpand; Terran_Academy 8795; Terran_Bunker 10065; Terran_Factory 4135; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2195; Terran_Expansion 6590; Terran_Refinery 2580; Terran_Barracks2 6010; Terran_Missile_Turret 8040; Terran_Supply_Depot 1475; Terran_Engineering_Bay 7075; Terran_Science_Facility 0; Terran_Machine_Shop 5510; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4225; 
Terran_Control_Tower 15345; Terran_Comsat_Station 16575; Terran_Barracks 2305; Terran_Expansion 8365; Terran_Refinery 2715; Terran_Barracks2 4490; Terran_Missile_Turret 8415; Terran_Supply_Depot 1495; Terran_Engineering_Bay 7375; Terran_Science_Facility 24900; Terran_Machine_Shop 5445; Terran_Armory 22350; Terran_Starport 14165; Terran_Opening TwoFactory; Terran_Academy 15230; Terran_Bunker 0; Terran_Factory 4170; 
Terran_Control_Tower 0; Terran_Comsat_Station 17980; Terran_Barracks 2125; Terran_Expansion 11925; Terran_Refinery 2690; Terran_Barracks2 5655; Terran_Missile_Turret 14480; Terran_Supply_Depot 1420; Terran_Engineering_Bay 10495; Terran_Science_Facility 0; Terran_Machine_Shop 5310; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 16500; Terran_Bunker 0; Terran_Factory 4000; 
Terran_Control_Tower 11655; Terran_Comsat_Station 23205; Terran_Barracks 2210; Terran_Expansion 14610; Terran_Refinery 2615; Terran_Barracks2 7725; Terran_Missile_Turret 18315; Terran_Supply_Depot 1455; Terran_Engineering_Bay 15470; Terran_Science_Facility 0; Terran_Machine_Shop 5125; Terran_Armory 26080; Terran_Starport 10240; Terran_Opening TwoFactory; Terran_Academy 21930; Terran_Bunker 0; Terran_Factory 3785; 
Terran_Control_Tower 11655; Terran_Comsat_Station 23205; Terran_Barracks 2210; Terran_Expansion 14610; Terran_Refinery 2615; Terran_Barracks2 7725; Terran_Missile_Turret 18315; Terran_Supply_Depot 1455; Terran_Engineering_Bay 15470; Terran_Science_Facility 0; Terran_Machine_Shop 5125; Terran_Armory 26080; Terran_Starport 10240; Terran_Opening TwoFactory; Terran_Academy 21930; Terran_Bunker 0; Terran_Factory 3785; 
Terran_Control_Tower 26220; Terran_Comsat_Station 14420; Terran_Barracks 2135; Terran_Expansion 9080; Terran_Refinery 2540; Terran_Barracks2 4200; Terran_Missile_Turret 8690; Terran_Supply_Depot 1435; Terran_Engineering_Bay 7275; Terran_Science_Facility 35410; Terran_Machine_Shop 5395; Terran_Armory 22105; Terran_Starport 24735; Terran_Opening TwoFactory; Terran_Academy 13060; Terran_Bunker 16310; Terran_Factory 4095; 
Terran_Control_Tower 0; Terran_Comsat_Station 7135; Terran_Barracks 2085; Terran_Expansion 15200; Terran_Refinery 4440; Terran_Barracks2 7950; Terran_Missile_Turret 10160; Terran_Supply_Depot 1375; Terran_Engineering_Bay 8930; Terran_Science_Facility 0; Terran_Machine_Shop 6985; Terran_Armory 30065; Terran_Starport 26575; Terran_Opening Standard; Terran_Academy 5750; Terran_Bunker 8895; Terran_Factory 5675; 
Terran_Control_Tower 0; Terran_Comsat_Station 9660; Terran_Barracks 2395; Terran_Expansion 10120; Terran_Refinery 2675; Terran_Barracks2 11705; Terran_Missile_Turret 7960; Terran_Supply_Depot 1515; Terran_Engineering_Bay 6905; Terran_Science_Facility 0; Terran_Machine_Shop 5325; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 8350; Terran_Bunker 0; Terran_Factory 3905; 
Terran_Control_Tower 17025; Terran_Comsat_Station 18010; Terran_Barracks 2260; Terran_Expansion 11280; Terran_Refinery 2610; Terran_Barracks2 5670; Terran_Missile_Turret 6645; Terran_Supply_Depot 1275; Terran_Engineering_Bay 5505; Terran_Science_Facility 0; Terran_Machine_Shop 5460; Terran_Armory 27615; Terran_Starport 15560; Terran_Opening TwoFactory; Terran_Academy 16745; Terran_Bunker 0; Terran_Factory 4160; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2185; Terran_Expansion 11795; Terran_Refinery 2600; Terran_Barracks2 7315; Terran_Missile_Turret 9640; Terran_Supply_Depot 1490; Terran_Engineering_Bay 7905; Terran_Science_Facility 0; Terran_Machine_Shop 5430; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 19225; Terran_Bunker 0; Terran_Factory 4050; 
Terran_Control_Tower 6795; Terran_Comsat_Station 0; Terran_Barracks 2240; Terran_Expansion 10830; Terran_Refinery 2645; Terran_Barracks2 13800; Terran_Missile_Turret 8235; Terran_Supply_Depot 1545; Terran_Engineering_Bay 6840; Terran_Science_Facility 11305; Terran_Machine_Shop 5635; Terran_Armory 27760; Terran_Starport 5575; Terran_Opening FastDropship; Terran_Academy 0; Terran_Bunker 9225; Terran_Factory 4330; 
Terran_Control_Tower 0; Terran_Comsat_Station 16720; Terran_Barracks 2200; Terran_Expansion 9815; Terran_Refinery 2425; Terran_Barracks2 0; Terran_Missile_Turret 10015; Terran_Supply_Depot 1465; Terran_Engineering_Bay 8115; Terran_Science_Facility 0; Terran_Machine_Shop 5190; Terran_Armory 16660; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 14440; Terran_Bunker 0; Terran_Factory 3840; 
Terran_Control_Tower 6975; Terran_Comsat_Station 26040; Terran_Barracks 2255; Terran_Expansion 8735; Terran_Refinery 2615; Terran_Barracks2 2510; Terran_Missile_Turret 9135; Terran_Supply_Depot 1495; Terran_Engineering_Bay 7730; Terran_Science_Facility 10955; Terran_Machine_Shop 5220; Terran_Armory 23310; Terran_Starport 5620; Terran_Opening Bio; Terran_Academy 24125; Terran_Bunker 0; Terran_Factory 3965; 
Terran_Control_Tower 13020; Terran_Comsat_Station 9170; Terran_Barracks 2225; Terran_Expansion 10350; Terran_Refinery 3070; Terran_Barracks2 2410; Terran_Missile_Turret 8485; Terran_Supply_Depot 1465; Terran_Engineering_Bay 7460; Terran_Science_Facility 27885; Terran_Machine_Shop 8650; Terran_Armory 16770; Terran_Starport 11875; Terran_Opening Bio; Terran_Academy 7380; Terran_Bunker 4140; Terran_Factory 7125; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2310; Terran_Expansion 13220; Terran_Refinery 2800; Terran_Barracks2 19215; Terran_Missile_Turret 10805; Terran_Supply_Depot 1475; Terran_Engineering_Bay 7870; Terran_Science_Facility 0; Terran_Machine_Shop 5575; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4275; 
Terran_Control_Tower 6730; Terran_Comsat_Station 14190; Terran_Barracks 2480; Terran_Expansion 8310; Terran_Refinery 2240; Terran_Barracks2 7945; Terran_Missile_Turret 10885; Terran_Supply_Depot 1255; Terran_Engineering_Bay 9380; Terran_Science_Facility 33485; Terran_Machine_Shop 5095; Terran_Armory 5065; Terran_Starport 5550; Terran_Opening TwoFactory; Terran_Academy 11490; Terran_Bunker 35395; Terran_Factory 3760; 
Terran_Control_Tower 6216; Terran_Comsat_Station 19768; Terran_Barracks 2114; Terran_Expansion 9202; Terran_Refinery 2424; Terran_Barracks2 3430; Terran_Missile_Turret 7306; Terran_Supply_Depot 1396; Terran_Engineering_Bay 6328; Terran_Science_Facility 0; Terran_Machine_Shop 4964; Terran_Armory 17984; Terran_Starport 4990; Terran_Opening Bio; Terran_Academy 18114; Terran_Bunker 0; Terran_Factory 3712; 
Terran_Control_Tower 6264; Terran_Comsat_Station 13000; Terran_Barracks 1990; Terran_Expansion 10730; Terran_Refinery 2400; Terran_Barracks2 0; Terran_Missile_Turret 8120; Terran_Supply_Depot 1298; Terran_Engineering_Bay 7154; Terran_Science_Facility 0; Terran_Machine_Shop 4988; Terran_Armory 18848; Terran_Starport 4998; Terran_Opening FastDropship; Terran_Academy 11668; Terran_Bunker 0; Terran_Factory 3728; 
Terran_Control_Tower 22250; Terran_Comsat_Station 7508; Terran_Barracks 2098; Terran_Expansion 7818; Terran_Refinery 2538; Terran_Barracks2 16004; Terran_Missile_Turret 7940; Terran_Supply_Depot 1412; Terran_Engineering_Bay 6880; Terran_Science_Facility 0; Terran_Machine_Shop 5122; Terran_Armory 22266; Terran_Starport 19980; Terran_Opening Standard; Terran_Academy 6208; Terran_Bunker 0; Terran_Factory 3872; 
Terran_Control_Tower 13954; Terran_Comsat_Station 21540; Terran_Barracks 2136; Terran_Expansion 11890; Terran_Refinery 2516; Terran_Barracks2 6862; Terran_Missile_Turret 9486; Terran_Supply_Depot 1386; Terran_Engineering_Bay 8404; Terran_Science_Facility 29562; Terran_Machine_Shop 4970; Terran_Armory 13652; Terran_Starport 11620; Terran_Opening TwoFactory; Terran_Academy 19846; Terran_Bunker 0; Terran_Factory 3710; 
Terran_Control_Tower 6348; Terran_Comsat_Station 14064; Terran_Barracks 2202; Terran_Expansion 10144; Terran_Refinery 2482; Terran_Barracks2 0; Terran_Missile_Turret 8244; Terran_Supply_Depot 1246; Terran_Engineering_Bay 7178; Terran_Science_Facility 0; Terran_Machine_Shop 5040; Terran_Armory 0; Terran_Starport 5176; Terran_Opening FastDropship; Terran_Academy 12574; Terran_Bunker 0; Terran_Factory 3744; 
Terran_Control_Tower 10146; Terran_Comsat_Station 6454; Terran_Barracks 2308; Terran_Expansion 6102; Terran_Refinery 2726; Terran_Barracks2 7472; Terran_Missile_Turret 9660; Terran_Supply_Depot 1480; Terran_Engineering_Bay 7860; Terran_Science_Facility 0; Terran_Machine_Shop 5494; Terran_Armory 19934; Terran_Starport 8838; Terran_Opening SiegeExpand; Terran_Academy 4872; Terran_Bunker 0; Terran_Factory 4230; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2010; Terran_Expansion 0; Terran_Refinery 2600; Terran_Barracks2 3770; Terran_Missile_Turret 0; Terran_Supply_Depot 1215; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6235; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 5045; Terran_Factory 4235; 
Terran_Control_Tower 17195; Terran_Comsat_Station 9665; Terran_Barracks 2205; Terran_Expansion 10300; Terran_Refinery 2660; Terran_Barracks2 0; Terran_Missile_Turret 7535; Terran_Supply_Depot 1445; Terran_Engineering_Bay 6555; Terran_Science_Facility 18365; Terran_Machine_Shop 5075; Terran_Armory 24690; Terran_Starport 15315; Terran_Opening TwoFactory; Terran_Academy 8400; Terran_Bunker 0; Terran_Factory 3830; 
