Zerg_Hive 25785; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3015; Zerg_Extractor 6330; Zerg_Creep_Colony 4335; Zerg_Evolution_Chamber 12630; Zerg_Queens_Nest 20945; Zerg_Sunken_Colony 5325; Zerg_Spore_Colony 0; Zerg_Expansion 2390; Zerg_Hydralisk_Den 7410; Zerg_Greater_Spire 0; Zerg_Expansion2 6025; Zerg_Lair 14330; Zerg_Ultralisk_Cavern 0; Zerg_Spire 15900; Zerg_Building_Overlord 1215; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3005; Zerg_Extractor 3510; Zerg_Creep_Colony 4330; Zerg_Evolution_Chamber 6795; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 4715; Zerg_Spore_Colony 7720; Zerg_Expansion 2410; Zerg_Hydralisk_Den 9475; Zerg_Greater_Spire 0; Zerg_Expansion2 5775; Zerg_Lair 8530; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10130; Zerg_Building_Overlord 1245; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 3150; Zerg_Extractor 1565; Zerg_Creep_Colony 13800; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 14275; Zerg_Spore_Colony 0; Zerg_Expansion 2580; Zerg_Hydralisk_Den 5975; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 7220; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1435; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2260; Zerg_Extractor 1575; Zerg_Creep_Colony 5505; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6125; Zerg_Spore_Colony 0; Zerg_Expansion 3230; Zerg_Hydralisk_Den 17225; Zerg_Greater_Spire 0; Zerg_Expansion2 5075; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1400; Zerg_Defiler_Mound 0; 
Zerg_Hive 18080; Zerg_Opening HydraRush; Zerg_Spawning_Pool 3050; Zerg_Extractor 4420; Zerg_Creep_Colony 4365; Zerg_Evolution_Chamber 13700; Zerg_Queens_Nest 16810; Zerg_Sunken_Colony 4730; Zerg_Spore_Colony 0; Zerg_Expansion 2515; Zerg_Hydralisk_Den 5680; Zerg_Greater_Spire 0; Zerg_Expansion2 10900; Zerg_Lair 15270; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1375; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2685; Zerg_Extractor 1610; Zerg_Creep_Colony 14110; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 5245; Zerg_Hydralisk_Den 9740; Zerg_Greater_Spire 0; Zerg_Expansion2 8510; Zerg_Lair 3950; Zerg_Ultralisk_Cavern 0; Zerg_Spire 5515; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2805; Zerg_Extractor 1315; Zerg_Creep_Colony 7765; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8300; Zerg_Spore_Colony 0; Zerg_Expansion 2085; Zerg_Hydralisk_Den 7065; Zerg_Greater_Spire 0; Zerg_Expansion2 5125; Zerg_Lair 10320; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2980; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2890; Zerg_Extractor 1545; Zerg_Creep_Colony 11585; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 11965; Zerg_Spore_Colony 0; Zerg_Expansion 2335; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 4995; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6585; Zerg_Building_Overlord 1405; Zerg_Defiler_Mound 0; 
Zerg_Hive 16630; Zerg_Opening HydraRush; Zerg_Spawning_Pool 3040; Zerg_Extractor 1555; Zerg_Creep_Colony 4220; Zerg_Evolution_Chamber 13640; Zerg_Queens_Nest 15565; Zerg_Sunken_Colony 4605; Zerg_Spore_Colony 0; Zerg_Expansion 2360; Zerg_Hydralisk_Den 6695; Zerg_Greater_Spire 0; Zerg_Expansion2 12015; Zerg_Lair 12860; Zerg_Ultralisk_Cavern 0; Zerg_Spire 23170; Zerg_Building_Overlord 1390; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2950; Zerg_Extractor 4110; Zerg_Creep_Colony 13690; Zerg_Evolution_Chamber 17010; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 14605; Zerg_Spore_Colony 0; Zerg_Expansion 2350; Zerg_Hydralisk_Den 9340; Zerg_Greater_Spire 0; Zerg_Expansion2 7530; Zerg_Lair 12580; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1330; Zerg_Defiler_Mound 0; 
Zerg_Hive 14115; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3155; Zerg_Extractor 4745; Zerg_Creep_Colony 9970; Zerg_Evolution_Chamber 22680; Zerg_Queens_Nest 13125; Zerg_Sunken_Colony 10380; Zerg_Spore_Colony 0; Zerg_Expansion 2560; Zerg_Hydralisk_Den 8840; Zerg_Greater_Spire 16535; Zerg_Expansion2 4350; Zerg_Lair 6585; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8270; Zerg_Building_Overlord 1250; Zerg_Defiler_Mound 0; 
Zerg_Hive 16495; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3230; Zerg_Extractor 4055; Zerg_Creep_Colony 9410; Zerg_Evolution_Chamber 12080; Zerg_Queens_Nest 13570; Zerg_Sunken_Colony 9825; Zerg_Spore_Colony 0; Zerg_Expansion 2730; Zerg_Hydralisk_Den 13255; Zerg_Greater_Spire 19355; Zerg_Expansion2 4950; Zerg_Lair 6285; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7915; Zerg_Building_Overlord 1315; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2325; Zerg_Extractor 5480; Zerg_Creep_Colony 5360; Zerg_Evolution_Chamber 16455; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5900; Zerg_Spore_Colony 0; Zerg_Expansion 3390; Zerg_Hydralisk_Den 9545; Zerg_Greater_Spire 0; Zerg_Expansion2 4400; Zerg_Lair 9505; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1200; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3410; Zerg_Extractor 4730; Zerg_Creep_Colony 5145; Zerg_Evolution_Chamber 10725; Zerg_Queens_Nest 23365; Zerg_Sunken_Colony 5560; Zerg_Spore_Colony 11805; Zerg_Expansion 2815; Zerg_Hydralisk_Den 7215; Zerg_Greater_Spire 0; Zerg_Expansion2 4880; Zerg_Lair 11765; Zerg_Ultralisk_Cavern 0; Zerg_Spire 16935; Zerg_Building_Overlord 1465; Zerg_Defiler_Mound 0; 
Zerg_Hive 17615; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3090; Zerg_Extractor 6635; Zerg_Creep_Colony 5160; Zerg_Evolution_Chamber 17265; Zerg_Queens_Nest 15145; Zerg_Sunken_Colony 5940; Zerg_Spore_Colony 0; Zerg_Expansion 2730; Zerg_Hydralisk_Den 8100; Zerg_Greater_Spire 0; Zerg_Expansion2 4270; Zerg_Lair 9210; Zerg_Ultralisk_Cavern 42585; Zerg_Spire 0; Zerg_Building_Overlord 1290; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3475; Zerg_Extractor 1530; Zerg_Creep_Colony 5440; Zerg_Evolution_Chamber 5390; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8590; Zerg_Spore_Colony 6110; Zerg_Expansion 2195; Zerg_Hydralisk_Den 9135; Zerg_Greater_Spire 0; Zerg_Expansion2 4545; Zerg_Lair 9450; Zerg_Ultralisk_Cavern 0; Zerg_Spire 23115; Zerg_Building_Overlord 2590; Zerg_Defiler_Mound 0; 
Zerg_Hive 22345; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2790; Zerg_Extractor 1415; Zerg_Creep_Colony 5620; Zerg_Evolution_Chamber 14040; Zerg_Queens_Nest 18135; Zerg_Sunken_Colony 5990; Zerg_Spore_Colony 0; Zerg_Expansion 2105; Zerg_Hydralisk_Den 14105; Zerg_Greater_Spire 0; Zerg_Expansion2 4480; Zerg_Lair 8860; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10415; Zerg_Building_Overlord 3395; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 4695; Zerg_Extractor 1675; Zerg_Creep_Colony 5755; Zerg_Evolution_Chamber 7660; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6440; Zerg_Spore_Colony 8390; Zerg_Expansion 2840; Zerg_Hydralisk_Den 6135; Zerg_Greater_Spire 0; Zerg_Expansion2 3060; Zerg_Lair 10890; Zerg_Ultralisk_Cavern 0; Zerg_Spire 12655; Zerg_Building_Overlord 1480; Zerg_Defiler_Mound 0; 
Zerg_Hive 27330; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3405; Zerg_Extractor 1650; Zerg_Creep_Colony 4910; Zerg_Evolution_Chamber 22555; Zerg_Queens_Nest 26100; Zerg_Sunken_Colony 5300; Zerg_Spore_Colony 0; Zerg_Expansion 2890; Zerg_Hydralisk_Den 13670; Zerg_Greater_Spire 0; Zerg_Expansion2 6215; Zerg_Lair 8665; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10245; Zerg_Building_Overlord 1460; Zerg_Defiler_Mound 0; 
Zerg_Hive 33700; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3155; Zerg_Extractor 6020; Zerg_Creep_Colony 6640; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 30550; Zerg_Sunken_Colony 7070; Zerg_Spore_Colony 0; Zerg_Expansion 2660; Zerg_Hydralisk_Den 15685; Zerg_Greater_Spire 0; Zerg_Expansion2 11010; Zerg_Lair 7890; Zerg_Ultralisk_Cavern 0; Zerg_Spire 9535; Zerg_Building_Overlord 1410; Zerg_Defiler_Mound 0; 
Zerg_Hive 33200; Zerg_Opening Standard; Zerg_Spawning_Pool 3430; Zerg_Extractor 2785; Zerg_Creep_Colony 16615; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 31065; Zerg_Sunken_Colony 18355; Zerg_Spore_Colony 0; Zerg_Expansion 2665; Zerg_Hydralisk_Den 5540; Zerg_Greater_Spire 35270; Zerg_Expansion2 11880; Zerg_Lair 4715; Zerg_Ultralisk_Cavern 0; Zerg_Spire 14220; Zerg_Building_Overlord 1435; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Standard; Zerg_Spawning_Pool 3450; Zerg_Extractor 2775; Zerg_Creep_Colony 6775; Zerg_Evolution_Chamber 9580; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7545; Zerg_Spore_Colony 0; Zerg_Expansion 2555; Zerg_Hydralisk_Den 5065; Zerg_Greater_Spire 0; Zerg_Expansion2 9980; Zerg_Lair 4745; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1420; Zerg_Defiler_Mound 0; 
Zerg_Hive 26760; Zerg_Opening Standard; Zerg_Spawning_Pool 3645; Zerg_Extractor 2470; Zerg_Creep_Colony 11100; Zerg_Evolution_Chamber 20660; Zerg_Queens_Nest 25440; Zerg_Sunken_Colony 11675; Zerg_Spore_Colony 42095; Zerg_Expansion 2895; Zerg_Hydralisk_Den 5195; Zerg_Greater_Spire 35965; Zerg_Expansion2 11490; Zerg_Lair 4895; Zerg_Ultralisk_Cavern 35220; Zerg_Spire 14660; Zerg_Building_Overlord 1295; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3422; Zerg_Extractor 3958; Zerg_Creep_Colony 5544; Zerg_Evolution_Chamber 7988; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5958; Zerg_Spore_Colony 8850; Zerg_Expansion 2932; Zerg_Hydralisk_Den 7572; Zerg_Greater_Spire 0; Zerg_Expansion2 4426; Zerg_Lair 6078; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1436; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Standard; Zerg_Spawning_Pool 3962; Zerg_Extractor 1582; Zerg_Creep_Colony 7250; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7672; Zerg_Spore_Colony 0; Zerg_Expansion 3192; Zerg_Hydralisk_Den 5354; Zerg_Greater_Spire 0; Zerg_Expansion2 13932; Zerg_Lair 5288; Zerg_Ultralisk_Cavern 0; Zerg_Spire 13674; Zerg_Building_Overlord 1426; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2260; Zerg_Extractor 6450; Zerg_Creep_Colony 6572; Zerg_Evolution_Chamber 13178; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7218; Zerg_Spore_Colony 14048; Zerg_Expansion 3116; Zerg_Hydralisk_Den 13088; Zerg_Greater_Spire 0; Zerg_Expansion2 4178; Zerg_Lair 11758; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1378; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3072; Zerg_Extractor 1536; Zerg_Creep_Colony 4442; Zerg_Evolution_Chamber 10950; Zerg_Queens_Nest 29944; Zerg_Sunken_Colony 5016; Zerg_Spore_Colony 11758; Zerg_Expansion 2562; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 9774; Zerg_Lair 4602; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6148; Zerg_Building_Overlord 1378; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1670; Zerg_Extractor 2080; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4600; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 5560; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2230; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3040; Zerg_Extractor 3405; Zerg_Creep_Colony 5270; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5730; Zerg_Spore_Colony 0; Zerg_Expansion 2565; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 10730; Zerg_Lair 6265; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7795; Zerg_Building_Overlord 1350; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2310; Zerg_Extractor 3835; Zerg_Creep_Colony 3545; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 3930; Zerg_Spore_Colony 0; Zerg_Expansion 3285; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 5235; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6845; Zerg_Building_Overlord 1405; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 1655; Zerg_Extractor 2025; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4575; Zerg_Hydralisk_Den 6700; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2235; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1635; Zerg_Extractor 2000; Zerg_Creep_Colony 6850; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7245; Zerg_Spore_Colony 0; Zerg_Expansion 4600; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 5445; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7000; Zerg_Building_Overlord 2225; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1670; Zerg_Extractor 2080; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4600; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 5560; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2230; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2955; Zerg_Extractor 4455; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2540; Zerg_Hydralisk_Den 6900; Zerg_Greater_Spire 0; Zerg_Expansion2 4100; Zerg_Lair 5935; Zerg_Ultralisk_Cavern 0; Zerg_Spire 11710; Zerg_Building_Overlord 1365; Zerg_Defiler_Mound 0; 
Zerg_Hive 13765; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1895; Zerg_Extractor 4930; Zerg_Creep_Colony 8030; Zerg_Evolution_Chamber 11855; Zerg_Queens_Nest 12725; Zerg_Sunken_Colony 8415; Zerg_Spore_Colony 0; Zerg_Expansion 3050; Zerg_Hydralisk_Den 6080; Zerg_Greater_Spire 0; Zerg_Expansion2 4420; Zerg_Lair 7100; Zerg_Ultralisk_Cavern 20200; Zerg_Spire 8710; Zerg_Building_Overlord 1400; Zerg_Defiler_Mound 17700; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1875; Zerg_Extractor 8450; Zerg_Creep_Colony 8060; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8505; Zerg_Spore_Colony 0; Zerg_Expansion 3040; Zerg_Hydralisk_Den 9685; Zerg_Greater_Spire 0; Zerg_Expansion2 4550; Zerg_Lair 15490; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1340; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3145; Zerg_Extractor 5490; Zerg_Creep_Colony 5360; Zerg_Evolution_Chamber 16370; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5820; Zerg_Spore_Colony 0; Zerg_Expansion 2695; Zerg_Hydralisk_Den 8015; Zerg_Greater_Spire 0; Zerg_Expansion2 4525; Zerg_Lair 11505; Zerg_Ultralisk_Cavern 0; Zerg_Spire 13895; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 25850; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1720; Zerg_Extractor 2030; Zerg_Creep_Colony 6210; Zerg_Evolution_Chamber 5495; Zerg_Queens_Nest 24830; Zerg_Sunken_Colony 6615; Zerg_Spore_Colony 15850; Zerg_Expansion 3780; Zerg_Hydralisk_Den 12330; Zerg_Greater_Spire 0; Zerg_Expansion2 4965; Zerg_Lair 10825; Zerg_Ultralisk_Cavern 0; Zerg_Spire 14785; Zerg_Building_Overlord 2355; Zerg_Defiler_Mound 0; 
Zerg_Hive 35295; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3220; Zerg_Extractor 7760; Zerg_Creep_Colony 4660; Zerg_Evolution_Chamber 33275; Zerg_Queens_Nest 33750; Zerg_Sunken_Colony 5045; Zerg_Spore_Colony 38925; Zerg_Expansion 2750; Zerg_Hydralisk_Den 9935; Zerg_Greater_Spire 0; Zerg_Expansion2 5510; Zerg_Lair 10260; Zerg_Ultralisk_Cavern 37320; Zerg_Spire 26735; Zerg_Building_Overlord 1455; Zerg_Defiler_Mound 43725; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 3170; Zerg_Extractor 3540; Zerg_Creep_Colony 8100; Zerg_Evolution_Chamber 18545; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8625; Zerg_Spore_Colony 19270; Zerg_Expansion 2660; Zerg_Hydralisk_Den 12380; Zerg_Greater_Spire 0; Zerg_Expansion2 5545; Zerg_Lair 7390; Zerg_Ultralisk_Cavern 0; Zerg_Spire 9005; Zerg_Building_Overlord 1470; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1875; Zerg_Extractor 9095; Zerg_Creep_Colony 4905; Zerg_Evolution_Chamber 9765; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5250; Zerg_Spore_Colony 10490; Zerg_Expansion 3025; Zerg_Hydralisk_Den 10235; Zerg_Greater_Spire 0; Zerg_Expansion2 4450; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1370; Zerg_Defiler_Mound 0; 
Zerg_Hive 13625; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2000; Zerg_Extractor 7185; Zerg_Creep_Colony 5570; Zerg_Evolution_Chamber 9490; Zerg_Queens_Nest 12500; Zerg_Sunken_Colony 5975; Zerg_Spore_Colony 10180; Zerg_Expansion 3085; Zerg_Hydralisk_Den 9750; Zerg_Greater_Spire 31720; Zerg_Expansion2 4735; Zerg_Lair 8735; Zerg_Ultralisk_Cavern 29510; Zerg_Spire 12215; Zerg_Building_Overlord 1400; Zerg_Defiler_Mound 20685; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1985; Zerg_Extractor 10440; Zerg_Creep_Colony 7155; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8450; Zerg_Spore_Colony 0; Zerg_Expansion 3150; Zerg_Hydralisk_Den 11485; Zerg_Greater_Spire 0; Zerg_Expansion2 4635; Zerg_Lair 14230; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1430; Zerg_Defiler_Mound 0; 
Zerg_Hive 16470; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1945; Zerg_Extractor 9770; Zerg_Creep_Colony 11130; Zerg_Evolution_Chamber 12505; Zerg_Queens_Nest 14730; Zerg_Sunken_Colony 11700; Zerg_Spore_Colony 20920; Zerg_Expansion 3090; Zerg_Hydralisk_Den 12030; Zerg_Greater_Spire 0; Zerg_Expansion2 4805; Zerg_Lair 11150; Zerg_Ultralisk_Cavern 0; Zerg_Spire 15600; Zerg_Building_Overlord 1380; Zerg_Defiler_Mound 19985; 
Zerg_Hive 20930; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2920; Zerg_Extractor 3525; Zerg_Creep_Colony 5470; Zerg_Evolution_Chamber 15050; Zerg_Queens_Nest 17960; Zerg_Sunken_Colony 18885; Zerg_Spore_Colony 17445; Zerg_Expansion 2440; Zerg_Hydralisk_Den 9640; Zerg_Greater_Spire 35310; Zerg_Expansion2 10195; Zerg_Lair 4830; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6365; Zerg_Building_Overlord 1385; Zerg_Defiler_Mound 24205; 
Zerg_Hive 15020; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1890; Zerg_Extractor 7515; Zerg_Creep_Colony 8545; Zerg_Evolution_Chamber 10580; Zerg_Queens_Nest 13655; Zerg_Sunken_Colony 9175; Zerg_Spore_Colony 17170; Zerg_Expansion 3080; Zerg_Hydralisk_Den 10155; Zerg_Greater_Spire 30500; Zerg_Expansion2 4585; Zerg_Lair 9040; Zerg_Ultralisk_Cavern 0; Zerg_Spire 11880; Zerg_Building_Overlord 1380; Zerg_Defiler_Mound 16905; 
Zerg_Hive 17015; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 1935; Zerg_Extractor 9685; Zerg_Creep_Colony 6950; Zerg_Evolution_Chamber 10130; Zerg_Queens_Nest 14465; Zerg_Sunken_Colony 7335; Zerg_Spore_Colony 19195; Zerg_Expansion 3115; Zerg_Hydralisk_Den 12885; Zerg_Greater_Spire 0; Zerg_Expansion2 4930; Zerg_Lair 10980; Zerg_Ultralisk_Cavern 25350; Zerg_Spire 12520; Zerg_Building_Overlord 1395; Zerg_Defiler_Mound 18965; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 3070; Zerg_Extractor 8480; Zerg_Creep_Colony 4695; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5275; Zerg_Spore_Colony 0; Zerg_Expansion 2760; Zerg_Hydralisk_Den 9865; Zerg_Greater_Spire 0; Zerg_Expansion2 10770; Zerg_Lair 10595; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1410; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3015; Zerg_Extractor 3545; Zerg_Creep_Colony 9340; Zerg_Evolution_Chamber 9290; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 9995; Zerg_Expansion 2545; Zerg_Hydralisk_Den 9735; Zerg_Greater_Spire 0; Zerg_Expansion2 6675; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1405; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2740; Zerg_Extractor 3220; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 1990; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 3570; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Standard; Zerg_Spawning_Pool 3270; Zerg_Extractor 2935; Zerg_Creep_Colony 4595; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2670; Zerg_Hydralisk_Den 6310; Zerg_Greater_Spire 0; Zerg_Expansion2 9485; Zerg_Lair 4890; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8480; Zerg_Building_Overlord 1405; Zerg_Defiler_Mound 0; 
