Protoss_Pylon2 143; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 631; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 574; Protoss_Gateway2 299; Protoss_Forge 761; Protoss_Templar_Archives 806; Protoss_Photon_Cannon 852; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 144; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 392; Protoss_Expansion 304; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 227; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 257; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 98; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 125; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 446; Protoss_Expansion 429; Protoss_Arbiter_Tribunal 948; Protoss_Robotics_Facility 262; Protoss_Fleet_Beacon 0; Protoss_Stargate 847; Protoss_Citadel_of_Adun 581; Protoss_Gateway2 230; Protoss_Forge 669; Protoss_Templar_Archives 901; Protoss_Photon_Cannon 729; Protoss_Cybernetics_Core 189; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening ReaverDrop; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 248; Protoss_Expansion 467; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 171; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 605; Protoss_Gateway2 206; Protoss_Forge 645; Protoss_Templar_Archives 750; Protoss_Photon_Cannon 688; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 100; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 299; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 366; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 211; Protoss_Gateway2 531; Protoss_Forge 309; Protoss_Templar_Archives 252; Protoss_Photon_Cannon 340; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 158; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 95; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 410; Protoss_Expansion 324; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 353; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 572; Protoss_Gateway2 203; Protoss_Forge 654; Protoss_Templar_Archives 735; Protoss_Photon_Cannon 697; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 141; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 95; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 298; Protoss_Arbiter_Tribunal 783; Protoss_Robotics_Facility 235; Protoss_Fleet_Beacon 0; Protoss_Stargate 704; Protoss_Citadel_of_Adun 444; Protoss_Gateway2 289; Protoss_Forge 495; Protoss_Templar_Archives 685; Protoss_Photon_Cannon 535; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 129; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 103; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 312; Protoss_Expansion 219; Protoss_Arbiter_Tribunal 674; Protoss_Robotics_Facility 248; Protoss_Fleet_Beacon 0; Protoss_Stargate 572; Protoss_Citadel_of_Adun 451; Protoss_Gateway2 404; Protoss_Forge 511; Protoss_Templar_Archives 522; Protoss_Photon_Cannon 562; Protoss_Cybernetics_Core 157; 
Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 82; Protoss_Gateway 95; Protoss_Robotics_Support_Bay 360; Protoss_Expansion 183; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 258; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 552; Protoss_Gateway2 221; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 203; 
Protoss_Pylon2 107; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 193; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 186; Protoss_Arbiter_Tribunal 654; Protoss_Robotics_Facility 334; Protoss_Fleet_Beacon 0; Protoss_Stargate 603; Protoss_Citadel_of_Adun 447; Protoss_Gateway2 245; Protoss_Forge 516; Protoss_Templar_Archives 514; Protoss_Photon_Cannon 558; Protoss_Cybernetics_Core 218; 
Protoss_Pylon2 131; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 230; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 476; Protoss_Expansion 216; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 414; Protoss_Fleet_Beacon 0; Protoss_Stargate 752; Protoss_Citadel_of_Adun 536; Protoss_Gateway2 102; Protoss_Forge 556; Protoss_Templar_Archives 700; Protoss_Photon_Cannon 623; Protoss_Cybernetics_Core 246; 
Protoss_Pylon2 143; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 94; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 245; Protoss_Arbiter_Tribunal 890; Protoss_Robotics_Facility 296; Protoss_Fleet_Beacon 601; Protoss_Stargate 548; Protoss_Citadel_of_Adun 483; Protoss_Gateway2 306; Protoss_Forge 561; Protoss_Templar_Archives 629; Protoss_Photon_Cannon 596; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 147; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 108; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 334; Protoss_Expansion 260; Protoss_Arbiter_Tribunal 494; Protoss_Robotics_Facility 276; Protoss_Fleet_Beacon 0; Protoss_Stargate 408; Protoss_Citadel_of_Adun 339; Protoss_Gateway2 356; Protoss_Forge 602; Protoss_Templar_Archives 381; Protoss_Photon_Cannon 632; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 163; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 260; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 404; Protoss_Fleet_Beacon 638; Protoss_Stargate 558; Protoss_Citadel_of_Adun 477; Protoss_Gateway2 157; Protoss_Forge 471; Protoss_Templar_Archives 1012; Protoss_Photon_Cannon 518; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 136; Protoss_Pylon 36; Protoss_Opening ReaverDrop; Protoss_Assimilator 164; Protoss_Gateway 62; Protoss_Robotics_Support_Bay 424; Protoss_Expansion 533; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 338; Protoss_Fleet_Beacon 709; Protoss_Stargate 661; Protoss_Citadel_of_Adun 1043; Protoss_Gateway2 204; Protoss_Forge 754; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 805; Protoss_Cybernetics_Core 188; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 158; Protoss_Gateway 130; Protoss_Robotics_Support_Bay 445; Protoss_Expansion 113; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 383; Protoss_Fleet_Beacon 633; Protoss_Stargate 562; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 204; Protoss_Forge 855; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 887; Protoss_Cybernetics_Core 185; 
Protoss_Pylon2 146; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 261; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 321; Protoss_Fleet_Beacon 732; Protoss_Stargate 672; Protoss_Citadel_of_Adun 464; Protoss_Gateway2 308; Protoss_Forge 521; Protoss_Templar_Archives 517; Protoss_Photon_Cannon 562; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 122; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 382; Protoss_Arbiter_Tribunal 889; Protoss_Robotics_Facility 256; Protoss_Fleet_Beacon 0; Protoss_Stargate 820; Protoss_Citadel_of_Adun 219; Protoss_Gateway2 199; Protoss_Forge 635; Protoss_Templar_Archives 267; Protoss_Photon_Cannon 664; Protoss_Cybernetics_Core 172; 
Protoss_Pylon2 118; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 314; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 522; Protoss_Stargate 472; Protoss_Citadel_of_Adun 505; Protoss_Gateway2 228; Protoss_Forge 619; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 664; Protoss_Cybernetics_Core 161; 
Protoss_Pylon2 135; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 91; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 369; Protoss_Expansion 350; Protoss_Arbiter_Tribunal 814; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 0; Protoss_Stargate 731; Protoss_Citadel_of_Adun 432; Protoss_Gateway2 272; Protoss_Forge 734; Protoss_Templar_Archives 625; Protoss_Photon_Cannon 882; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 134; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 395; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 280; Protoss_Fleet_Beacon 314; Protoss_Stargate 266; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 946; Protoss_Forge 485; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 517; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening Unknown; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 258; Protoss_Gateway2 187; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 96; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 636; Protoss_Expansion 237; Protoss_Arbiter_Tribunal 920; Protoss_Robotics_Facility 434; Protoss_Fleet_Beacon 0; Protoss_Stargate 854; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 287; Protoss_Forge 796; Protoss_Templar_Archives 644; Protoss_Photon_Cannon 833; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 135; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 90; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 379; Protoss_Expansion 337; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 177; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 441; Protoss_Gateway2 246; Protoss_Forge 606; Protoss_Templar_Archives 698; Protoss_Photon_Cannon 642; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 202; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 136; Protoss_Gateway 124; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 107; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 154; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 169; 
Protoss_Pylon2 142; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 101; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 253; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 357; Protoss_Fleet_Beacon 0; Protoss_Stargate 1016; Protoss_Citadel_of_Adun 375; Protoss_Gateway2 290; Protoss_Forge 1007; Protoss_Templar_Archives 419; Protoss_Photon_Cannon 1075; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening ReaverDrop; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 248; Protoss_Expansion 467; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 171; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 605; Protoss_Gateway2 206; Protoss_Forge 645; Protoss_Templar_Archives 750; Protoss_Photon_Cannon 688; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 135; Protoss_Pylon 47; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 461; Protoss_Expansion 319; Protoss_Arbiter_Tribunal 786; Protoss_Robotics_Facility 283; Protoss_Fleet_Beacon 0; Protoss_Stargate 722; Protoss_Citadel_of_Adun 530; Protoss_Gateway2 189; Protoss_Forge 724; Protoss_Templar_Archives 678; Protoss_Photon_Cannon 760; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 135; Protoss_Pylon 47; Protoss_Opening ReaverDrop; Protoss_Assimilator 95; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 360; Protoss_Expansion 367; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 247; Protoss_Fleet_Beacon 591; Protoss_Stargate 539; Protoss_Citadel_of_Adun 838; Protoss_Gateway2 181; Protoss_Forge 699; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 756; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 143; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 376; Protoss_Expansion 319; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 236; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 100; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 299; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 366; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 211; Protoss_Gateway2 531; Protoss_Forge 309; Protoss_Templar_Archives 252; Protoss_Photon_Cannon 340; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 145; Protoss_Pylon 51; Protoss_Opening ReaverDrop; Protoss_Assimilator 104; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 347; Protoss_Expansion 328; Protoss_Arbiter_Tribunal 822; Protoss_Robotics_Facility 267; Protoss_Fleet_Beacon 0; Protoss_Stargate 761; Protoss_Citadel_of_Adun 509; Protoss_Gateway2 229; Protoss_Forge 624; Protoss_Templar_Archives 758; Protoss_Photon_Cannon 664; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 138; Protoss_Pylon 48; Protoss_Opening ReaverDrop; Protoss_Assimilator 98; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 229; Protoss_Expansion 303; Protoss_Arbiter_Tribunal 791; Protoss_Robotics_Facility 171; Protoss_Fleet_Beacon 0; Protoss_Stargate 737; Protoss_Citadel_of_Adun 281; Protoss_Gateway2 337; Protoss_Forge 581; Protoss_Templar_Archives 327; Protoss_Photon_Cannon 630; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 0; Protoss_Pylon 48; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 140; Protoss_Gateway 125; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 108; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 180; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 166; 
Protoss_Pylon2 141; Protoss_Pylon 51; Protoss_Opening FastObs; Protoss_Assimilator 95; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 298; Protoss_Arbiter_Tribunal 783; Protoss_Robotics_Facility 235; Protoss_Fleet_Beacon 0; Protoss_Stargate 704; Protoss_Citadel_of_Adun 444; Protoss_Gateway2 289; Protoss_Forge 495; Protoss_Templar_Archives 685; Protoss_Photon_Cannon 535; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 154; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 104; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 331; Protoss_Arbiter_Tribunal 577; Protoss_Robotics_Facility 345; Protoss_Fleet_Beacon 0; Protoss_Stargate 519; Protoss_Citadel_of_Adun 383; Protoss_Gateway2 145; Protoss_Forge 505; Protoss_Templar_Archives 426; Protoss_Photon_Cannon 657; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 150; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 93; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 215; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 359; Protoss_Fleet_Beacon 534; Protoss_Stargate 469; Protoss_Citadel_of_Adun 337; Protoss_Gateway2 250; Protoss_Forge 598; Protoss_Templar_Archives 379; Protoss_Photon_Cannon 634; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 131; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 230; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 476; Protoss_Expansion 216; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 414; Protoss_Fleet_Beacon 0; Protoss_Stargate 752; Protoss_Citadel_of_Adun 536; Protoss_Gateway2 102; Protoss_Forge 556; Protoss_Templar_Archives 700; Protoss_Photon_Cannon 623; Protoss_Cybernetics_Core 246; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 100; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 246; Protoss_Arbiter_Tribunal 710; Protoss_Robotics_Facility 284; Protoss_Fleet_Beacon 0; Protoss_Stargate 627; Protoss_Citadel_of_Adun 398; Protoss_Gateway2 175; Protoss_Forge 560; Protoss_Templar_Archives 608; Protoss_Photon_Cannon 688; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 99; Protoss_Pylon 46; Protoss_Opening FastExpand; Protoss_Assimilator 103; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 396; Protoss_Expansion 266; Protoss_Arbiter_Tribunal 834; Protoss_Robotics_Facility 308; Protoss_Fleet_Beacon 491; Protoss_Stargate 436; Protoss_Citadel_of_Adun 600; Protoss_Gateway2 154; Protoss_Forge 620; Protoss_Templar_Archives 669; Protoss_Photon_Cannon 666; Protoss_Cybernetics_Core 140; 
Protoss_Pylon2 138; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 96; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 477; Protoss_Expansion 278; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 280; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 325; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 146; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 261; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 321; Protoss_Fleet_Beacon 732; Protoss_Stargate 672; Protoss_Citadel_of_Adun 464; Protoss_Gateway2 308; Protoss_Forge 521; Protoss_Templar_Archives 517; Protoss_Photon_Cannon 562; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 102; Protoss_Pylon 49; Protoss_Opening FastObs; Protoss_Assimilator 127; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 368; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 199; Protoss_Fleet_Beacon 601; Protoss_Stargate 526; Protoss_Citadel_of_Adun 640; Protoss_Gateway2 288; Protoss_Forge 614; Protoss_Templar_Archives 950; Protoss_Photon_Cannon 691; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 134; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 395; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 280; Protoss_Fleet_Beacon 314; Protoss_Stargate 266; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 946; Protoss_Forge 485; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 517; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 0; Protoss_Pylon 47; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 91; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 156; Protoss_Pylon 52; Protoss_Opening ReaverDrop; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 268; Protoss_Expansion 484; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 195; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 540; Protoss_Gateway2 248; Protoss_Forge 0; Protoss_Templar_Archives 585; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 180; Protoss_Pylon 51; Protoss_Opening Unknown; Protoss_Assimilator 96; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 327; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 146; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 0; Protoss_Pylon 48; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 143; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 317; Protoss_Arbiter_Tribunal 801; Protoss_Robotics_Facility 603; Protoss_Fleet_Beacon 0; Protoss_Stargate 740; Protoss_Citadel_of_Adun 470; Protoss_Gateway2 187; Protoss_Forge 542; Protoss_Templar_Archives 635; Protoss_Photon_Cannon 585; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 99; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 289; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 316; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 410; Protoss_Gateway2 191; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 127; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 103; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 499; Protoss_Expansion 362; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 423; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 203; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening FastObs; Protoss_Assimilator 97; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 414; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 232; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 241; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
