Protoss_Pylon2 127; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 245; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 525; Protoss_Expansion 636; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 102; Protoss_Forge 662; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 248; 
Protoss_Pylon2 128; Protoss_Pylon 50; Protoss_Opening FastLegs; Protoss_Assimilator 146; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 658; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 733; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 392; Protoss_Gateway2 104; Protoss_Forge 394; Protoss_Templar_Archives 503; Protoss_Photon_Cannon 496; Protoss_Cybernetics_Core 324; 
Protoss_Pylon2 128; Protoss_Pylon 50; Protoss_Opening FastLegs; Protoss_Assimilator 146; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 658; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 733; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 392; Protoss_Gateway2 104; Protoss_Forge 394; Protoss_Templar_Archives 503; Protoss_Photon_Cannon 496; Protoss_Cybernetics_Core 324; 
Protoss_Pylon2 181; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 203; Protoss_Gateway 207; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 171; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 369; Protoss_Fleet_Beacon 0; Protoss_Stargate 318; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 335; Protoss_Forge 97; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 129; Protoss_Cybernetics_Core 274; 
Protoss_Pylon2 185; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 205; Protoss_Gateway 168; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 125; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 373; Protoss_Fleet_Beacon 0; Protoss_Stargate 466; Protoss_Citadel_of_Adun 351; Protoss_Gateway2 293; Protoss_Forge 152; Protoss_Templar_Archives 485; Protoss_Photon_Cannon 181; Protoss_Cybernetics_Core 259; 
Protoss_Pylon2 130; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 223; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 650; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 359; Protoss_Gateway2 449; Protoss_Forge 157; Protoss_Templar_Archives 521; Protoss_Photon_Cannon 196; Protoss_Cybernetics_Core 307; 
Protoss_Pylon2 128; Protoss_Pylon 51; Protoss_Opening Carrier; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 1003; Protoss_Expansion 712; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 486; Protoss_Fleet_Beacon 0; Protoss_Stargate 222; Protoss_Citadel_of_Adun 236; Protoss_Gateway2 277; Protoss_Forge 349; Protoss_Templar_Archives 283; Protoss_Photon_Cannon 431; Protoss_Cybernetics_Core 164; 
Protoss_Pylon2 130; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 223; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 650; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 359; Protoss_Gateway2 449; Protoss_Forge 157; Protoss_Templar_Archives 521; Protoss_Photon_Cannon 196; Protoss_Cybernetics_Core 307; 
Protoss_Pylon2 128; Protoss_Pylon 51; Protoss_Opening Carrier; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 1003; Protoss_Expansion 712; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 486; Protoss_Fleet_Beacon 0; Protoss_Stargate 222; Protoss_Citadel_of_Adun 236; Protoss_Gateway2 277; Protoss_Forge 349; Protoss_Templar_Archives 283; Protoss_Photon_Cannon 431; Protoss_Cybernetics_Core 164; 
Protoss_Pylon2 185; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 205; Protoss_Gateway 168; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 125; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 373; Protoss_Fleet_Beacon 0; Protoss_Stargate 466; Protoss_Citadel_of_Adun 351; Protoss_Gateway2 293; Protoss_Forge 152; Protoss_Templar_Archives 485; Protoss_Photon_Cannon 181; Protoss_Cybernetics_Core 259; 
Protoss_Pylon2 158; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 240; Protoss_Gateway 212; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 118; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 442; Protoss_Fleet_Beacon 0; Protoss_Stargate 597; Protoss_Citadel_of_Adun 366; Protoss_Gateway2 227; Protoss_Forge 145; Protoss_Templar_Archives 485; Protoss_Photon_Cannon 182; Protoss_Cybernetics_Core 303; 
Protoss_Pylon2 125; Protoss_Pylon 54; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 86; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 139; Protoss_Gateway 112; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 496; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 424; Protoss_Fleet_Beacon 0; Protoss_Stargate 811; Protoss_Citadel_of_Adun 293; Protoss_Gateway2 268; Protoss_Forge 125; Protoss_Templar_Archives 336; Protoss_Photon_Cannon 154; Protoss_Cybernetics_Core 239; 
Protoss_Pylon2 126; Protoss_Pylon 67; Protoss_Opening Carrier; Protoss_Assimilator 276; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 556; Protoss_Expansion 396; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 474; Protoss_Fleet_Beacon 0; Protoss_Stargate 348; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 107; Protoss_Forge 155; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 186; Protoss_Cybernetics_Core 298; 
Protoss_Pylon2 158; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 240; Protoss_Gateway 212; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 118; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 442; Protoss_Fleet_Beacon 0; Protoss_Stargate 597; Protoss_Citadel_of_Adun 366; Protoss_Gateway2 227; Protoss_Forge 145; Protoss_Templar_Archives 485; Protoss_Photon_Cannon 182; Protoss_Cybernetics_Core 303; 
Protoss_Pylon2 86; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 139; Protoss_Gateway 112; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 496; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 424; Protoss_Fleet_Beacon 0; Protoss_Stargate 811; Protoss_Citadel_of_Adun 293; Protoss_Gateway2 268; Protoss_Forge 125; Protoss_Templar_Archives 336; Protoss_Photon_Cannon 154; Protoss_Cybernetics_Core 239; 
Protoss_Pylon2 181; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 203; Protoss_Gateway 207; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 171; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 369; Protoss_Fleet_Beacon 0; Protoss_Stargate 318; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 335; Protoss_Forge 97; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 129; Protoss_Cybernetics_Core 274; 
Protoss_Pylon2 156; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 231; Protoss_Gateway 206; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 128; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 333; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 307; Protoss_Gateway2 352; Protoss_Forge 162; Protoss_Templar_Archives 351; Protoss_Photon_Cannon 191; Protoss_Cybernetics_Core 255; 
Protoss_Pylon2 125; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 320; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 796; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 107; Protoss_Forge 113; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 148; Protoss_Cybernetics_Core 417; 
Protoss_Pylon2 159; Protoss_Pylon 60; Protoss_Opening Carrier; Protoss_Assimilator 104; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 527; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 563; Protoss_Fleet_Beacon 0; Protoss_Stargate 222; Protoss_Citadel_of_Adun 299; Protoss_Gateway2 332; Protoss_Forge 188; Protoss_Templar_Archives 389; Protoss_Photon_Cannon 232; Protoss_Cybernetics_Core 141; 
Protoss_Pylon2 137; Protoss_Pylon 53; Protoss_Opening FastDT; Protoss_Assimilator 276; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 1848; Protoss_Expansion 580; Protoss_Arbiter_Tribunal 1851; Protoss_Robotics_Facility 432; Protoss_Fleet_Beacon 0; Protoss_Stargate 1518; Protoss_Citadel_of_Adun 359; Protoss_Gateway2 109; Protoss_Forge 334; Protoss_Templar_Archives 621; Protoss_Photon_Cannon 393; Protoss_Cybernetics_Core 287; 
Protoss_Pylon2 133; Protoss_Pylon 50; Protoss_Opening FastDT; Protoss_Assimilator 216; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 665; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 511; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 346; Protoss_Gateway2 101; Protoss_Forge 366; Protoss_Templar_Archives 391; Protoss_Photon_Cannon 406; Protoss_Cybernetics_Core 296; 
Protoss_Pylon2 140; Protoss_Pylon 56; Protoss_Opening FastLegs; Protoss_Assimilator 117; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 697; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 882; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 249; Protoss_Gateway2 236; Protoss_Forge 513; Protoss_Templar_Archives 363; Protoss_Photon_Cannon 548; Protoss_Cybernetics_Core 185; 
Protoss_Pylon2 121; Protoss_Pylon 47; Protoss_Opening Carrier; Protoss_Assimilator 227; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 599; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 442; Protoss_Fleet_Beacon 0; Protoss_Stargate 303; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 95; Protoss_Forge 301; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 378; Protoss_Cybernetics_Core 258; 
Protoss_Pylon2 136; Protoss_Pylon 52; Protoss_Opening FastLegs; Protoss_Assimilator 174; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 859; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 670; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 301; Protoss_Gateway2 110; Protoss_Forge 344; Protoss_Templar_Archives 377; Protoss_Photon_Cannon 421; Protoss_Cybernetics_Core 251; 
Protoss_Pylon2 138; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 237; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 624; Protoss_Expansion 345; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 558; Protoss_Fleet_Beacon 0; Protoss_Stargate 960; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 111; Protoss_Forge 244; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 277; Protoss_Cybernetics_Core 366; 
Protoss_Pylon2 153; Protoss_Pylon 53; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 105; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 164; Protoss_Pylon 55; Protoss_Opening FastExpand; Protoss_Assimilator 310; Protoss_Gateway 254; Protoss_Robotics_Support_Bay 481; Protoss_Expansion 126; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 420; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 945; Protoss_Gateway2 277; Protoss_Forge 145; Protoss_Templar_Archives 1142; Protoss_Photon_Cannon 180; Protoss_Cybernetics_Core 362; 
Protoss_Pylon2 137; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 236; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 469; Protoss_Expansion 681; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 412; Protoss_Fleet_Beacon 0; Protoss_Stargate 322; Protoss_Citadel_of_Adun 387; Protoss_Gateway2 105; Protoss_Forge 307; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 348; Protoss_Cybernetics_Core 274; 
Protoss_Pylon2 130; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 570; Protoss_Fleet_Beacon 0; Protoss_Stargate 199; Protoss_Citadel_of_Adun 285; Protoss_Gateway2 235; Protoss_Forge 355; Protoss_Templar_Archives 347; Protoss_Photon_Cannon 403; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 121; Protoss_Pylon 49; Protoss_Opening FastDT; Protoss_Assimilator 166; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 582; Protoss_Expansion 452; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 527; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 335; Protoss_Gateway2 530; Protoss_Forge 422; Protoss_Templar_Archives 397; Protoss_Photon_Cannon 512; Protoss_Cybernetics_Core 261; 
Protoss_Pylon2 233; Protoss_Pylon 58; Protoss_Opening FastExpand; Protoss_Assimilator 211; Protoss_Gateway 163; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 135; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 445; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 278; Protoss_Gateway2 303; Protoss_Forge 81; Protoss_Templar_Archives 356; Protoss_Photon_Cannon 150; Protoss_Cybernetics_Core 226; 
Protoss_Pylon2 137; Protoss_Pylon 52; Protoss_Opening FastDT; Protoss_Assimilator 193; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 481; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 710; Protoss_Fleet_Beacon 1368; Protoss_Stargate 1131; Protoss_Citadel_of_Adun 379; Protoss_Gateway2 115; Protoss_Forge 231; Protoss_Templar_Archives 422; Protoss_Photon_Cannon 261; Protoss_Cybernetics_Core 337; 
Protoss_Pylon2 135; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 154; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 388; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 277; Protoss_Gateway2 110; Protoss_Forge 379; Protoss_Templar_Archives 333; Protoss_Photon_Cannon 431; Protoss_Cybernetics_Core 223; 
Protoss_Pylon2 138; Protoss_Pylon 48; Protoss_Opening Carrier; Protoss_Assimilator 97; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 295; Protoss_Expansion 423; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 218; Protoss_Fleet_Beacon 0; Protoss_Stargate 162; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 722; Protoss_Forge 243; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 369; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 135; Protoss_Pylon 53; Protoss_Opening FastLegs; Protoss_Assimilator 154; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 388; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 277; Protoss_Gateway2 110; Protoss_Forge 379; Protoss_Templar_Archives 333; Protoss_Photon_Cannon 431; Protoss_Cybernetics_Core 223; 
Protoss_Pylon2 148; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 90; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 253; Protoss_Expansion 777; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 187; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 846; Protoss_Gateway2 0; Protoss_Forge 383; Protoss_Templar_Archives 906; Protoss_Photon_Cannon 535; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 183; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 190; Protoss_Gateway 155; Protoss_Robotics_Support_Bay 373; Protoss_Expansion 177; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 314; Protoss_Fleet_Beacon 0; Protoss_Stargate 276; Protoss_Citadel_of_Adun 332; Protoss_Gateway2 428; Protoss_Forge 79; Protoss_Templar_Archives 403; Protoss_Photon_Cannon 143; Protoss_Cybernetics_Core 218; 
Protoss_Pylon2 197; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 310; Protoss_Gateway 172; Protoss_Robotics_Support_Bay 500; Protoss_Expansion 153; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 442; Protoss_Fleet_Beacon 711; Protoss_Stargate 373; Protoss_Citadel_of_Adun 1235; Protoss_Gateway2 1281; Protoss_Forge 100; Protoss_Templar_Archives 1278; Protoss_Photon_Cannon 164; Protoss_Cybernetics_Core 325; 
Protoss_Pylon2 170; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 166; Protoss_Gateway 189; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 156; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 290; Protoss_Gateway2 216; Protoss_Forge 88; Protoss_Templar_Archives 358; Protoss_Photon_Cannon 128; Protoss_Cybernetics_Core 246; 
Protoss_Pylon2 183; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 191; Protoss_Gateway 178; Protoss_Robotics_Support_Bay 1222; Protoss_Expansion 140; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 562; Protoss_Fleet_Beacon 914; Protoss_Stargate 527; Protoss_Citadel_of_Adun 280; Protoss_Gateway2 288; Protoss_Forge 124; Protoss_Templar_Archives 381; Protoss_Photon_Cannon 157; Protoss_Cybernetics_Core 232; 
Protoss_Pylon2 133; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 193; Protoss_Gateway 201; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 188; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 632; Protoss_Stargate 285; Protoss_Citadel_of_Adun 346; Protoss_Gateway2 446; Protoss_Forge 83; Protoss_Templar_Archives 403; Protoss_Photon_Cannon 115; Protoss_Cybernetics_Core 243; 
Protoss_Pylon2 169; Protoss_Pylon 56; Protoss_Opening FastExpand; Protoss_Assimilator 222; Protoss_Gateway 148; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 201; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 372; Protoss_Gateway2 262; Protoss_Forge 92; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 136; Protoss_Cybernetics_Core 327; 
Protoss_Pylon2 128; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 532; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 1650; Protoss_Expansion 297; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 1022; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 686; Protoss_Gateway2 567; Protoss_Forge 312; Protoss_Templar_Archives 734; Protoss_Photon_Cannon 357; Protoss_Cybernetics_Core 643; 
Protoss_Pylon2 156; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 193; Protoss_Gateway 169; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 138; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 386; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 289; Protoss_Gateway2 308; Protoss_Forge 95; Protoss_Templar_Archives 422; Protoss_Photon_Cannon 182; Protoss_Cybernetics_Core 243; 
Protoss_Pylon2 129; Protoss_Pylon 47; Protoss_Opening FastLegs; Protoss_Assimilator 181; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 448; Protoss_Arbiter_Tribunal 745; Protoss_Robotics_Facility 628; Protoss_Fleet_Beacon 0; Protoss_Stargate 403; Protoss_Citadel_of_Adun 300; Protoss_Gateway2 107; Protoss_Forge 212; Protoss_Templar_Archives 425; Protoss_Photon_Cannon 465; Protoss_Cybernetics_Core 254; 
Protoss_Pylon2 191; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 195; Protoss_Gateway 151; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 180; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 623; Protoss_Fleet_Beacon 0; Protoss_Stargate 265; Protoss_Citadel_of_Adun 302; Protoss_Gateway2 344; Protoss_Forge 88; Protoss_Templar_Archives 372; Protoss_Photon_Cannon 122; Protoss_Cybernetics_Core 223; 
Protoss_Pylon2 176; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 214; Protoss_Gateway 188; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 146; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 647; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 294; Protoss_Gateway2 302; Protoss_Forge 82; Protoss_Templar_Archives 358; Protoss_Photon_Cannon 161; Protoss_Cybernetics_Core 235; 
Protoss_Pylon2 126; Protoss_Pylon 53; Protoss_Opening FastDT; Protoss_Assimilator 107; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 434; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 587; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 214; Protoss_Gateway2 242; Protoss_Forge 566; Protoss_Templar_Archives 273; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 172; 
Protoss_Pylon2 125; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 0; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 287; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 104; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 144; Protoss_Pylon 51; Protoss_Opening Carrier; Protoss_Assimilator 103; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 169; Protoss_Citadel_of_Adun 206; Protoss_Gateway2 215; Protoss_Forge 300; Protoss_Templar_Archives 250; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 150; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 207; Protoss_Gateway 195; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 172; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 292; Protoss_Citadel_of_Adun 400; Protoss_Gateway2 316; Protoss_Forge 91; Protoss_Templar_Archives 506; Protoss_Photon_Cannon 134; Protoss_Cybernetics_Core 241; 
Protoss_Pylon2 129; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 190; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 1366; Protoss_Expansion 460; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 704; Protoss_Fleet_Beacon 0; Protoss_Stargate 272; Protoss_Citadel_of_Adun 339; Protoss_Gateway2 103; Protoss_Forge 431; Protoss_Templar_Archives 390; Protoss_Photon_Cannon 530; Protoss_Cybernetics_Core 219; 
Protoss_Pylon2 129; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 190; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 1366; Protoss_Expansion 460; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 704; Protoss_Fleet_Beacon 0; Protoss_Stargate 272; Protoss_Citadel_of_Adun 339; Protoss_Gateway2 103; Protoss_Forge 431; Protoss_Templar_Archives 390; Protoss_Photon_Cannon 530; Protoss_Cybernetics_Core 219; 
Protoss_Pylon2 134; Protoss_Pylon 58; Protoss_Opening Carrier; Protoss_Assimilator 243; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 501; Protoss_Expansion 450; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 388; Protoss_Fleet_Beacon 968; Protoss_Stargate 322; Protoss_Citadel_of_Adun 663; Protoss_Gateway2 869; Protoss_Forge 216; Protoss_Templar_Archives 723; Protoss_Photon_Cannon 256; Protoss_Cybernetics_Core 273; 
