Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire 0; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern 0; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 122; Zerg_Extractor 192; Zerg_Creep_Colony 185; Zerg_Evolution_Chamber 893; Zerg_Queens_Nest 862; Zerg_Sunken_Colony 201; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 367; Zerg_Greater_Spire 0; Zerg_Expansion2 183; Zerg_Lair 290; Zerg_Ultralisk_Cavern 0; Zerg_Spire 354; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 111; Zerg_Extractor 324; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 566; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 198; Zerg_Spore_Colony 0; Zerg_Expansion 81; Zerg_Hydralisk_Den 373; Zerg_Greater_Spire 0; Zerg_Expansion2 348; Zerg_Lair 397; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 134; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 114; Zerg_Extractor 0; Zerg_Creep_Colony 163; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 85; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 131; Zerg_Defiler_Mound 0; 
Zerg_Hive 987; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 317; Zerg_Creep_Colony 534; Zerg_Evolution_Chamber 970; Zerg_Queens_Nest 943; Zerg_Sunken_Colony 561; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 470; Zerg_Greater_Spire 0; Zerg_Expansion2 231; Zerg_Lair 553; Zerg_Ultralisk_Cavern 0; Zerg_Spire 813; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 987; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 317; Zerg_Creep_Colony 534; Zerg_Evolution_Chamber 970; Zerg_Queens_Nest 943; Zerg_Sunken_Colony 561; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 470; Zerg_Greater_Spire 0; Zerg_Expansion2 231; Zerg_Lair 553; Zerg_Ultralisk_Cavern 0; Zerg_Spire 813; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 71; Zerg_Extractor 87; Zerg_Creep_Colony 248; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 314; Zerg_Spore_Colony 0; Zerg_Expansion 353; Zerg_Hydralisk_Den 218; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 166; Zerg_Ultralisk_Cavern 0; Zerg_Spire 400; Zerg_Building_Overlord 97; Zerg_Defiler_Mound 0; 
Zerg_Hive 709; Zerg_Opening mutas; Zerg_Spawning_Pool 121; Zerg_Extractor 114; Zerg_Creep_Colony 168; Zerg_Evolution_Chamber 334; Zerg_Queens_Nest 666; Zerg_Sunken_Colony 183; Zerg_Spore_Colony 0; Zerg_Expansion 77; Zerg_Hydralisk_Den 469; Zerg_Greater_Spire 790; Zerg_Expansion2 222; Zerg_Lair 286; Zerg_Ultralisk_Cavern 840; Zerg_Spire 349; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 92; Zerg_Extractor 156; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber 484; Zerg_Queens_Nest 620; Zerg_Sunken_Colony 527; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 622; Zerg_Greater_Spire 0; Zerg_Expansion2 273; Zerg_Lair 555; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 704; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 204; Zerg_Creep_Colony 271; Zerg_Evolution_Chamber 443; Zerg_Queens_Nest 607; Zerg_Sunken_Colony 287; Zerg_Spore_Colony 874; Zerg_Expansion 105; Zerg_Hydralisk_Den 259; Zerg_Greater_Spire 831; Zerg_Expansion2 175; Zerg_Lair 274; Zerg_Ultralisk_Cavern 0; Zerg_Spire 521; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 1005; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 92; Zerg_Extractor 156; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber 484; Zerg_Queens_Nest 620; Zerg_Sunken_Colony 527; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 622; Zerg_Greater_Spire 0; Zerg_Expansion2 273; Zerg_Lair 555; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 704; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 204; Zerg_Creep_Colony 271; Zerg_Evolution_Chamber 443; Zerg_Queens_Nest 607; Zerg_Sunken_Colony 287; Zerg_Spore_Colony 874; Zerg_Expansion 105; Zerg_Hydralisk_Den 259; Zerg_Greater_Spire 831; Zerg_Expansion2 175; Zerg_Lair 274; Zerg_Ultralisk_Cavern 0; Zerg_Spire 521; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 1005; 
Zerg_Hive 709; Zerg_Opening mutas; Zerg_Spawning_Pool 121; Zerg_Extractor 114; Zerg_Creep_Colony 168; Zerg_Evolution_Chamber 334; Zerg_Queens_Nest 666; Zerg_Sunken_Colony 183; Zerg_Spore_Colony 0; Zerg_Expansion 77; Zerg_Hydralisk_Den 469; Zerg_Greater_Spire 790; Zerg_Expansion2 222; Zerg_Lair 286; Zerg_Ultralisk_Cavern 840; Zerg_Spire 349; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 0; 
Zerg_Hive 538; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 155; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 294; Zerg_Queens_Nest 456; Zerg_Sunken_Colony 198; Zerg_Spore_Colony 0; Zerg_Expansion 78; Zerg_Hydralisk_Den 457; Zerg_Greater_Spire 0; Zerg_Expansion2 240; Zerg_Lair 373; Zerg_Ultralisk_Cavern 0; Zerg_Spire 473; Zerg_Building_Overlord 97; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 115; Zerg_Extractor 148; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 84; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 132; Zerg_Defiler_Mound 0; 
Zerg_Hive 792; Zerg_Opening lurkers; Zerg_Spawning_Pool 67; Zerg_Extractor 172; Zerg_Creep_Colony 262; Zerg_Evolution_Chamber 736; Zerg_Queens_Nest 738; Zerg_Sunken_Colony 281; Zerg_Spore_Colony 1067; Zerg_Expansion 171; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire 869; Zerg_Expansion2 422; Zerg_Lair 227; Zerg_Ultralisk_Cavern 940; Zerg_Spire 385; Zerg_Building_Overlord 84; Zerg_Defiler_Mound 1001; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 86; Zerg_Extractor 109; Zerg_Creep_Colony 147; Zerg_Evolution_Chamber 368; Zerg_Queens_Nest 740; Zerg_Sunken_Colony 165; Zerg_Spore_Colony 0; Zerg_Expansion 206; Zerg_Hydralisk_Den 387; Zerg_Greater_Spire 0; Zerg_Expansion2 212; Zerg_Lair 406; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 538; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 155; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 294; Zerg_Queens_Nest 456; Zerg_Sunken_Colony 198; Zerg_Spore_Colony 0; Zerg_Expansion 78; Zerg_Hydralisk_Den 457; Zerg_Greater_Spire 0; Zerg_Expansion2 240; Zerg_Lair 373; Zerg_Ultralisk_Cavern 0; Zerg_Spire 473; Zerg_Building_Overlord 97; Zerg_Defiler_Mound 0; 
Zerg_Hive 792; Zerg_Opening lurkers; Zerg_Spawning_Pool 67; Zerg_Extractor 172; Zerg_Creep_Colony 262; Zerg_Evolution_Chamber 736; Zerg_Queens_Nest 738; Zerg_Sunken_Colony 281; Zerg_Spore_Colony 1067; Zerg_Expansion 171; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire 869; Zerg_Expansion2 422; Zerg_Lair 227; Zerg_Ultralisk_Cavern 940; Zerg_Spire 385; Zerg_Building_Overlord 84; Zerg_Defiler_Mound 1001; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 71; Zerg_Extractor 87; Zerg_Creep_Colony 248; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 314; Zerg_Spore_Colony 0; Zerg_Expansion 353; Zerg_Hydralisk_Den 218; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 166; Zerg_Ultralisk_Cavern 0; Zerg_Spire 400; Zerg_Building_Overlord 97; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 113; Zerg_Extractor 54; Zerg_Creep_Colony 360; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 385; Zerg_Spore_Colony 0; Zerg_Expansion 85; Zerg_Hydralisk_Den 319; Zerg_Greater_Spire 0; Zerg_Expansion2 232; Zerg_Lair 634; Zerg_Ultralisk_Cavern 0; Zerg_Spire 769; Zerg_Building_Overlord 122; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 147; Zerg_Creep_Colony 215; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 235; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 186; Zerg_Lair 253; Zerg_Ultralisk_Cavern 0; Zerg_Spire 652; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 1000; Zerg_Opening mutas; Zerg_Spawning_Pool 137; Zerg_Extractor 222; Zerg_Creep_Colony 280; Zerg_Evolution_Chamber 293; Zerg_Queens_Nest 938; Zerg_Sunken_Colony 334; Zerg_Spore_Colony 322; Zerg_Expansion 111; Zerg_Hydralisk_Den 390; Zerg_Greater_Spire 0; Zerg_Expansion2 182; Zerg_Lair 282; Zerg_Ultralisk_Cavern 0; Zerg_Spire 352; Zerg_Building_Overlord 61; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 98; Zerg_Extractor 78; Zerg_Creep_Colony 257; Zerg_Evolution_Chamber 834; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 274; Zerg_Spore_Colony 0; Zerg_Expansion 195; Zerg_Hydralisk_Den 334; Zerg_Greater_Spire 0; Zerg_Expansion2 470; Zerg_Lair 265; Zerg_Ultralisk_Cavern 0; Zerg_Spire 1013; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 147; Zerg_Creep_Colony 608; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 633; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 311; Zerg_Greater_Spire 0; Zerg_Expansion2 455; Zerg_Lair 278; Zerg_Ultralisk_Cavern 0; Zerg_Spire 479; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 134; Zerg_Extractor 143; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 202; Zerg_Greater_Spire 0; Zerg_Expansion2 933; Zerg_Lair 531; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 106; Zerg_Extractor 67; Zerg_Creep_Colony 156; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 171; Zerg_Spore_Colony 0; Zerg_Expansion 141; Zerg_Hydralisk_Den 294; Zerg_Greater_Spire 0; Zerg_Expansion2 581; Zerg_Lair 233; Zerg_Ultralisk_Cavern 0; Zerg_Spire 624; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 944; Zerg_Opening mutas; Zerg_Spawning_Pool 127; Zerg_Extractor 143; Zerg_Creep_Colony 390; Zerg_Evolution_Chamber 606; Zerg_Queens_Nest 856; Zerg_Sunken_Colony 409; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 496; Zerg_Greater_Spire 0; Zerg_Expansion2 205; Zerg_Lair 250; Zerg_Ultralisk_Cavern 0; Zerg_Spire 333; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 755; Zerg_Opening lurkers; Zerg_Spawning_Pool 133; Zerg_Extractor 244; Zerg_Creep_Colony 177; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 688; Zerg_Sunken_Colony 194; Zerg_Spore_Colony 0; Zerg_Expansion 98; Zerg_Hydralisk_Den 348; Zerg_Greater_Spire 850; Zerg_Expansion2 491; Zerg_Lair 320; Zerg_Ultralisk_Cavern 0; Zerg_Spire 518; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 148; Zerg_Creep_Colony 192; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 207; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 856; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 68; Zerg_Creep_Colony 284; Zerg_Evolution_Chamber 578; Zerg_Queens_Nest 797; Zerg_Sunken_Colony 311; Zerg_Spore_Colony 752; Zerg_Expansion 113; Zerg_Hydralisk_Den 410; Zerg_Greater_Spire 0; Zerg_Expansion2 184; Zerg_Lair 357; Zerg_Ultralisk_Cavern 0; Zerg_Spire 589; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 154; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 230; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 277; Zerg_Greater_Spire 0; Zerg_Expansion2 442; Zerg_Lair 237; Zerg_Ultralisk_Cavern 0; Zerg_Spire 445; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening mutas; Zerg_Spawning_Pool 125; Zerg_Extractor 189; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 262; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 241; Zerg_Greater_Spire 0; Zerg_Expansion2 182; Zerg_Lair 300; Zerg_Ultralisk_Cavern 0; Zerg_Spire 364; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 1025; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 229; Zerg_Creep_Colony 205; Zerg_Evolution_Chamber 464; Zerg_Queens_Nest 966; Zerg_Sunken_Colony 223; Zerg_Spore_Colony 0; Zerg_Expansion 80; Zerg_Hydralisk_Den 332; Zerg_Greater_Spire 0; Zerg_Expansion2 338; Zerg_Lair 295; Zerg_Ultralisk_Cavern 0; Zerg_Spire 584; Zerg_Building_Overlord 97; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 93; Zerg_Extractor 98; Zerg_Creep_Colony 376; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 393; Zerg_Spore_Colony 0; Zerg_Expansion 170; Zerg_Hydralisk_Den 280; Zerg_Greater_Spire 0; Zerg_Expansion2 227; Zerg_Lair 231; Zerg_Ultralisk_Cavern 0; Zerg_Spire 371; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 1073; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 156; Zerg_Creep_Colony 166; Zerg_Evolution_Chamber 602; Zerg_Queens_Nest 1005; Zerg_Sunken_Colony 422; Zerg_Spore_Colony 0; Zerg_Expansion 114; Zerg_Hydralisk_Den 430; Zerg_Greater_Spire 0; Zerg_Expansion2 313; Zerg_Lair 584; Zerg_Ultralisk_Cavern 0; Zerg_Spire 817; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 226; Zerg_Creep_Colony 238; Zerg_Evolution_Chamber 491; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 259; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 313; Zerg_Greater_Spire 0; Zerg_Expansion2 201; Zerg_Lair 312; Zerg_Ultralisk_Cavern 0; Zerg_Spire 535; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 145; Zerg_Extractor 88; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 225; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 119; Zerg_Hydralisk_Den 202; Zerg_Greater_Spire 0; Zerg_Expansion2 533; Zerg_Lair 198; Zerg_Ultralisk_Cavern 0; Zerg_Spire 794; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 226; Zerg_Creep_Colony 238; Zerg_Evolution_Chamber 491; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 259; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 313; Zerg_Greater_Spire 0; Zerg_Expansion2 201; Zerg_Lair 312; Zerg_Ultralisk_Cavern 0; Zerg_Spire 535; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 146; Zerg_Extractor 85; Zerg_Creep_Colony 765; Zerg_Evolution_Chamber 223; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 781; Zerg_Spore_Colony 0; Zerg_Expansion 115; Zerg_Hydralisk_Den 204; Zerg_Greater_Spire 0; Zerg_Expansion2 612; Zerg_Lair 199; Zerg_Ultralisk_Cavern 0; Zerg_Spire 748; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 720; Zerg_Opening unknown; Zerg_Spawning_Pool 93; Zerg_Extractor 214; Zerg_Creep_Colony 310; Zerg_Evolution_Chamber 489; Zerg_Queens_Nest 670; Zerg_Sunken_Colony 329; Zerg_Spore_Colony 0; Zerg_Expansion 131; Zerg_Hydralisk_Den 286; Zerg_Greater_Spire 0; Zerg_Expansion2 180; Zerg_Lair 314; Zerg_Ultralisk_Cavern 798; Zerg_Spire 486; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 1035; 
Zerg_Hive 715; Zerg_Opening speedlings; Zerg_Spawning_Pool 77; Zerg_Extractor 282; Zerg_Creep_Colony 316; Zerg_Evolution_Chamber 385; Zerg_Queens_Nest 670; Zerg_Sunken_Colony 333; Zerg_Spore_Colony 470; Zerg_Expansion 144; Zerg_Hydralisk_Den 372; Zerg_Greater_Spire 846; Zerg_Expansion2 176; Zerg_Lair 338; Zerg_Ultralisk_Cavern 0; Zerg_Spire 504; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 125; Zerg_Extractor 220; Zerg_Creep_Colony 222; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 248; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 281; Zerg_Greater_Spire 0; Zerg_Expansion2 160; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 597; Zerg_Opening unknown; Zerg_Spawning_Pool 93; Zerg_Extractor 205; Zerg_Creep_Colony 426; Zerg_Evolution_Chamber 493; Zerg_Queens_Nest 529; Zerg_Sunken_Colony 443; Zerg_Spore_Colony 615; Zerg_Expansion 137; Zerg_Hydralisk_Den 262; Zerg_Greater_Spire 0; Zerg_Expansion2 185; Zerg_Lair 379; Zerg_Ultralisk_Cavern 679; Zerg_Spire 953; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening mutas; Zerg_Spawning_Pool 126; Zerg_Extractor 195; Zerg_Creep_Colony 471; Zerg_Evolution_Chamber 300; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 488; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 599; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 261; Zerg_Ultralisk_Cavern 0; Zerg_Spire 327; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 86; Zerg_Extractor 224; Zerg_Creep_Colony 326; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 341; Zerg_Spore_Colony 0; Zerg_Expansion 125; Zerg_Hydralisk_Den 303; Zerg_Greater_Spire 0; Zerg_Expansion2 162; Zerg_Lair 282; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 77; Zerg_Extractor 100; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 234; Zerg_Spore_Colony 0; Zerg_Expansion 172; Zerg_Hydralisk_Den 602; Zerg_Greater_Spire 0; Zerg_Expansion2 486; Zerg_Lair 1004; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 515; Zerg_Opening lurkers; Zerg_Spawning_Pool 122; Zerg_Extractor 194; Zerg_Creep_Colony 277; Zerg_Evolution_Chamber 394; Zerg_Queens_Nest 474; Zerg_Sunken_Colony 297; Zerg_Spore_Colony 521; Zerg_Expansion 103; Zerg_Hydralisk_Den 300; Zerg_Greater_Spire 0; Zerg_Expansion2 167; Zerg_Lair 252; Zerg_Ultralisk_Cavern 741; Zerg_Spire 558; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 560; Zerg_Opening mutas; Zerg_Spawning_Pool 89; Zerg_Extractor 192; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 661; Zerg_Queens_Nest 511; Zerg_Sunken_Colony 240; Zerg_Spore_Colony 864; Zerg_Expansion 126; Zerg_Hydralisk_Den 535; Zerg_Greater_Spire 638; Zerg_Expansion2 170; Zerg_Lair 331; Zerg_Ultralisk_Cavern 806; Zerg_Spire 416; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 76; Zerg_Extractor 197; Zerg_Creep_Colony 264; Zerg_Evolution_Chamber 522; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 282; Zerg_Spore_Colony 0; Zerg_Expansion 127; Zerg_Hydralisk_Den 298; Zerg_Greater_Spire 0; Zerg_Expansion2 172; Zerg_Lair 641; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 693; Zerg_Opening hydras; Zerg_Spawning_Pool 125; Zerg_Extractor 243; Zerg_Creep_Colony 259; Zerg_Evolution_Chamber 443; Zerg_Queens_Nest 641; Zerg_Sunken_Colony 285; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 295; Zerg_Greater_Spire 0; Zerg_Expansion2 181; Zerg_Lair 505; Zerg_Ultralisk_Cavern 771; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening mutas; Zerg_Spawning_Pool 100; Zerg_Extractor 68; Zerg_Creep_Colony 293; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 308; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire 0; Zerg_Expansion2 185; Zerg_Lair 397; Zerg_Ultralisk_Cavern 0; Zerg_Spire 465; Zerg_Building_Overlord 65; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 80; Zerg_Extractor 103; Zerg_Creep_Colony 304; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 321; Zerg_Spore_Colony 0; Zerg_Expansion 179; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 245; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
